Player,JerseyNumber,Position,GamesPlayed,PassRushSnaps,PassRushTotalSnaps,PassRushSnapsPercentage,PassRushGrade,PassRushPenalties,PassRushTotalPressures,PassRushSacks,PassRushHits,PassRushHurries,PassRushPressureRate,PassRushWinPercentage,PassRushBattedPasses,TruePassSetSnaps,TruePassSetTotalSnaps,TruePassSetSnapsPercentage,TruePassSetGrade,TruePassSetTotalPressures,TruePassSetSacks,TruePassSetHits,TruePassSetHurries,TruePassSetPressureRate,TruePassSetWinPercentage,TruePassSetBattedPasses
Roy Lopez,#98,DI,14.0,182.0,182.0,100.0,60.6,1 (0),15.0,0.0,1.0,14.0,4.4,8.8,0.0,53.0,53.0,100.0,62.4,6.0,0.0,0.0,6.0,5.9,11.8,0.0
Kei'Trel Clark,#13,CB,8.0,282.0,1.0,0.4,60.0,1 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,1.0,0.9,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Divaad Wilson,#27,CB,2.0,44.0,1.0,2.3,60.0,1 (0),1.0,0.0,0.0,1.0,50.0,0.0,0.0,24.0,1.0,4.2,60.0,1.0,0.0,0.0,1.0,50.0,0.0,0.0
Starling Thomas V,#24,CB,11.0,247.0,1.0,0.4,60.0,3 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezekiel Turner,#47,LB,2.0,22.0,1.0,4.5,60.0,1 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
Jonathan Ledbetter,#93,DI,12.0,233.0,233.0,100.0,60.0,2 (0),21.0,2.0,2.0,17.0,5.3,8.3,0.0,67.0,67.0,100.0,72.4,10.0,1.0,1.0,8.0,8.6,18.8,0.0
Garrett Williams,#21,CB,9.0,233.0,1.0,0.4,59.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,1.1,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K'Von Wallace,#22,S,6.0,243.0,10.0,4.1,56.6,0 (0),3.0,0.0,0.0,3.0,15.0,0.0,0.0,91.0,4.0,4.4,50.8,2.0,0.0,0.0,2.0,25.0,0.0,0.0
Tyreke Smith,#50,ED,2.0,3.0,3.0,100.0,56.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,0.0,0.0,0.0,0.0,,,0.0
Eric Banks,#96,DI,2.0,23.0,23.0,100.0,55.3,0 (0),0.0,0.0,0.0,0.0,0.0,4.8,0.0,8.0,8.0,100.0,61.5,0.0,0.0,0.0,0.0,0.0,14.3,0.0
Jesse Luketa,#43,ED,10.0,51.0,32.0,62.7,54.1,0 (0),4.0,0.0,1.0,3.0,6.5,9.7,0.0,16.0,11.0,68.8,48.4,2.0,0.0,0.0,2.0,9.1,18.2,0.0
Leki Fotu,#95,DI,11.0,133.0,133.0,100.0,54.0,0 (0),7.0,3.0,0.0,4.0,4.2,5.0,0.0,45.0,45.0,100.0,53.9,4.0,0.0,0.0,4.0,5.3,7.9,0.0
Dante Stills,#55,DI,15.0,288.0,288.0,100.0,53.8,1 (0),20.0,4.0,1.0,15.0,4.5,5.2,0.0,107.0,107.0,100.0,52.7,11.0,2.0,1.0,8.0,6.6,5.1,0.0
Phil Hoskins,#79,DI,5.0,57.0,57.0,100.0,53.3,0 (0),1.0,0.0,0.0,1.0,0.9,3.5,0.0,21.0,21.0,100.0,55.8,0.0,0.0,0.0,0.0,0.0,4.8,0.0
Antonio Hamilton Sr.,#33,CB,14.0,316.0,4.0,1.3,53.3,5 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,2.0,1.7,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Woods,#10,LB,11.0,307.0,27.0,8.8,52.8,0 (0),3.0,0.0,1.0,2.0,5.6,7.4,0.0,130.0,10.0,7.7,55.3,1.0,0.0,1.0,0.0,5.0,10.0,0.0
Ben Stille,#90,DI,5.0,66.0,66.0,100.0,52.6,1 (0),4.0,1.0,0.0,3.0,4.1,1.6,0.0,20.0,20.0,100.0,59.3,2.0,1.0,0.0,1.0,8.3,5.6,0.0
Kyzir White,#07,LB,11.0,399.0,36.0,9.0,52.1,3 (0),6.0,2.0,0.0,4.0,11.8,2.9,0.0,145.0,15.0,10.3,45.0,1.0,0.0,0.0,1.0,3.6,7.1,0.0
Andre Chachere,#36,S,17.0,293.0,8.0,2.7,49.3,0 (0),1.0,0.0,0.0,1.0,6.3,0.0,0.0,121.0,2.0,1.7,56.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Budda Baker,#03,S,12.0,411.0,21.0,5.1,49.2,0 (0),5.0,0.0,0.0,5.0,13.2,5.3,0.0,164.0,5.0,3.0,60.0,1.0,0.0,0.0,1.0,12.5,25.0,0.0
Marco Wilson,#20,CB,11.0,397.0,1.0,0.3,48.0,4 (0),1.0,0.0,0.0,1.0,50.0,0.0,0.0,147.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
L.J. Collier,#91,DI,1.0,26.0,26.0,100.0,42.9,0 (0),1.0,0.0,0.0,1.0,2.2,0.0,0.0,12.0,12.0,100.0,51.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
