Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside,Team
Darnay Holmes,#30,CB,8.0,123,44.0,2.0,77.0,63.9,44.0,68.4,54.1,68.7,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,8.3,3.0,0.0,15.0,12.0,80.0,165.0,13.8,88.0,34.0,0.0,2.0,1.0,72.9,1 (0),0.0,10,0.0,87.0,26.0,0.0,0.0,0.0,0.0,new-york-giants
Carter Coughlin,#52,LB,1.0,2,2.0,0.0,0.0,59.5,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,new-york-giants
Jason Pinnock,#27,S,16.0,"1,011",424.0,40.0,547.0,67.8,67.9,58.4,66.2,64.8,10.0,2.0,2.0,6.0,0.0,61.0,21.0,13.0,13.7,19.0,2.0,39.0,24.0,61.5,284.0,11.8,120.0,40.0,2.0,2.0,5.0,79.4,1 (0),60.0,164,650.0,122.0,15.0,0.0,0.0,0.0,60.0,new-york-giants
Azeez Ojulari,#51,ED,11.0,424,135.0,265.0,24.0,51.8,47.6,64.4,50.7,72.7,25.0,3.0,5.0,17.0,0.0,11.0,3.0,3.0,17.6,12.0,0.0,4.0,3.0,75.0,27.0,9.0,18.0,12.0,0.0,0.0,0.0,92.7,0 (0),423.0,0,0.0,0.0,1.0,0.0,2.0,4.0,417.0,new-york-giants
Nick McCloud,#44,CB,13.0,312,128.0,2.0,182.0,74.8,45.3,48.5,56.4,80.7,0.0,0.0,0.0,0.0,0.0,20.0,2.0,4.0,15.4,6.0,2.0,22.0,15.0,68.2,152.0,10.1,52.0,25.0,1.0,1.0,1.0,83.9,0 (0),2.0,41,0.0,25.0,244.0,0.0,0.0,0.0,2.0,new-york-giants
Micah McFadden,#41,LB,16.0,736,376.0,86.0,274.0,65.6,68.1,28.8,64.2,57.1,14.0,2.0,4.0,8.0,0.0,71.0,25.0,25.0,20.7,36.0,0.0,41.0,34.0,82.9,298.0,8.8,204.0,35.0,2.0,1.0,3.0,103.0,0 (0),86.0,620,0.0,17.0,13.0,0.0,0.0,2.0,84.0,new-york-giants
D.J. Davidson,#98,DI,15.0,244,131.0,113.0,0.0,51.6,47.7,28.6,68.1,-,4.0,1.0,0.0,3.0,3.0,9.0,3.0,3.0,20.0,7.0,0.0,1.0,1.0,100.0,-2.0,-2.0,-10.0,-2.0,0.0,0.0,0.0,79.2,2 (0),244.0,0,0.0,0.0,0.0,134.0,105.0,4.0,1.0,new-york-giants
Tomon Fox,#94,ED,1.0,19,3.0,13.0,3.0,57.5,64.4,-,50.6,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),19.0,0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,new-york-giants
Timmy Horne,#96,DI,1.0,7,2.0,5.0,0.0,30.3,60.0,-,54.9,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (1),7.0,0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,new-york-giants
Kayvon Thibodeaux,#05,ED,17.0,981,377.0,520.0,84.0,58.4,52.3,59.4,62.9,57.3,43.0,13.0,4.0,26.0,2.0,25.0,11.0,6.0,14.3,29.0,3.0,5.0,5.0,100.0,38.0,7.6,46.0,13.0,0.0,0.0,0.0,98.3,4 (2),967.0,10,0.0,3.0,1.0,0.0,3.0,4.0,960.0,new-york-giants
Benton Whitley,#48,ED,3.0,13,6.0,6.0,1.0,37.3,55.7,-,65.3,60.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,100.0,16.0,16.0,12.0,16.0,0.0,0.0,0.0,118.8,0 (0),13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,new-york-giants
Dane Belton,#24,S,17.0,295,116.0,14.0,165.0,51.7,37.1,36.9,61.1,59.0,4.0,1.0,1.0,2.0,0.0,21.0,6.0,8.0,22.9,4.0,0.0,15.0,13.0,86.7,141.0,10.8,83.0,28.0,1.0,2.0,0.0,88.5,0 (0),15.0,119,117.0,33.0,11.0,0.0,0.0,0.0,15.0,new-york-giants
Jordon Riley,#95,DI,8.0,135,75.0,59.0,1.0,33.1,32.3,33.1,51.6,60.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,18.2,4.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),135.0,0,0.0,0.0,0.0,107.0,28.0,0.0,0.0,new-york-giants
Deonte Banks,#25,CB,15.0,844,346.0,2.0,496.0,51.5,61.6,60.8,55.5,48.6,0.0,0.0,0.0,0.0,0.0,56.0,8.0,9.0,12.3,17.0,0.0,92.0,53.0,57.6,644.0,12.2,209.0,50.0,4.0,2.0,6.0,84.7,8 (4),1.0,57,2.0,61.0,723.0,0.0,0.0,0.0,1.0,new-york-giants
