Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside
Dee Delaney,#30,S,13.0,455,111.0,0.0,344.0,63.6,40.4,38.2,-,67.9,0.0,0.0,0.0,0.0,0.0,20.0,3.0,7.0,23.3,5.0,0.0,27.0,14.0,51.9,160.0,11.4,79.0,26.0,1.0,2.0,1.0,51.5,0 (0),8.0,93.0,245.0,77.0,32.0,0.0,0.0,0.0,8.0
Markees Watts,#58,ED,6.0,45,7.0,27.0,11.0,63.2,66.9,49.8,71.4,55.9,6.0,1.0,1.0,4.0,0.0,3.0,1.0,1.0,20.0,3.0,0.0,2.0,1.0,50.0,7.0,7.0,2.0,7.0,0.0,0.0,0.0,58.3,1 (0),43.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,40.0
Carlton Davis III,#24,CB,14.0,847,302.0,3.0,542.0,63.1,66.7,50.9,55.8,63.3,0.0,0.0,0.0,0.0,0.0,54.0,6.0,9.0,13.0,18.0,0.0,90.0,57.0,63.3,828.0,14.5,276.0,46.0,5.0,2.0,8.0,102.5,6 (2),3.0,48.0,0.0,47.0,749.0,0.0,0.0,0.0,3.0
Joe Tryon-Shoyinka,#09,ED,19.0,625,224.0,303.0,98.0,63.0,60.2,51.1,67.9,61.0,30.0,6.0,5.0,19.0,1.0,33.0,10.0,7.0,14.0,30.0,1.0,7.0,7.0,100.0,60.0,8.6,45.0,14.0,0.0,0.0,0.0,102.4,6 (0),597.0,17.0,0.0,11.0,0.0,0.0,1.0,9.0,587.0
William Gholston,#92,DI,17.0,286,149.0,137.0,0.0,62.8,62.7,47.3,57.1,62.1,7.0,0.0,1.0,6.0,0.0,15.0,4.0,2.0,9.5,11.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,1 (0),286.0,0.0,0.0,0.0,0.0,3.0,148.0,105.0,30.0
Yaya Diaby,#00,ED,19.0,590,214.0,342.0,34.0,60.8,66.5,45.5,56.0,60.6,30.0,9.0,3.0,18.0,0.0,26.0,11.0,7.0,15.9,27.0,1.0,7.0,6.0,85.7,45.0,7.5,28.0,15.0,0.0,0.0,0.0,93.5,2 (0),573.0,12.0,0.0,5.0,0.0,0.0,25.0,33.0,515.0
Anthony Nelson,#98,ED,18.0,446,172.0,209.0,65.0,59.4,53.4,61.6,60.0,63.7,16.0,2.0,4.0,10.0,1.0,27.0,8.0,5.0,12.5,16.0,0.0,11.0,10.0,90.9,74.0,7.4,55.0,12.0,0.0,0.0,0.0,94.7,1 (0),437.0,5.0,0.0,4.0,0.0,0.0,7.0,21.0,409.0
Kaevon Merriweather,#26,S,9.0,164,76.0,5.0,83.0,55.4,33.3,39.4,65.1,67.1,1.0,0.0,0.0,1.0,0.0,7.0,7.0,4.0,22.2,0.0,0.0,4.0,2.0,50.0,6.0,3.0,8.0,5.0,0.0,0.0,1.0,56.3,0 (0),6.0,48.0,91.0,15.0,4.0,0.0,0.0,0.0,6.0
Josh Hayes,#32,CB,2.0,29,16.0,0.0,13.0,55.3,60.4,76.5,-,53.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,50.0,6.0,6.0,1.0,6.0,0.0,0.0,0.0,56.3,0 (0),0.0,5.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0
Patrick O'Connor,#79,DI,10.0,62,33.0,29.0,0.0,55.3,58.8,28.5,52.0,-,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,28.6,3.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),62.0,0.0,0.0,0.0,0.0,2.0,39.0,19.0,2.0
Deadrin Senat,#56,DI,2.0,18,10.0,8.0,0.0,53.6,56.0,65.9,54.9,-,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),18.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0
Logan Hall,#90,DI,18.0,600,233.0,366.0,1.0,52.3,42.2,32.9,60.4,61.4,18.0,0.0,2.0,16.0,1.0,17.0,9.0,5.0,16.1,10.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),600.0,0.0,0.0,0.0,0.0,6.0,234.0,234.0,126.0
Greg Gaines,#96,DI,19.0,525,214.0,307.0,4.0,52.2,48.5,43.2,60.3,58.8,12.0,2.0,4.0,6.0,0.0,12.0,11.0,3.0,11.5,10.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,2 (0),524.0,1.0,0.0,0.0,0.0,198.0,293.0,26.0,7.0
Zyon McCollum,#27,CB,17.0,870,295.0,1.0,574.0,50.4,71.7,58.2,60.0,46.3,1.0,0.0,0.0,1.0,0.0,59.0,9.0,10.0,12.8,18.0,1.0,93.0,56.0,60.2,635.0,11.3,258.0,39.0,3.0,0.0,8.0,91.5,4 (1),9.0,66.0,36.0,95.0,664.0,0.0,0.0,0.0,9.0
Calijah Kancey,#94,DI,16.0,663,215.0,443.0,5.0,49.7,29.5,38.8,68.9,64.0,45.0,6.0,8.0,31.0,2.0,22.0,3.0,5.0,16.7,27.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,2 (0),658.0,5.0,0.0,0.0,0.0,13.0,339.0,258.0,48.0
Devin White,#45,LB,16.0,933,313.0,147.0,473.0,47.4,31.4,74.4,63.3,58.5,27.0,3.0,6.0,18.0,1.0,54.0,30.0,10.0,10.6,31.0,0.0,45.0,32.0,71.1,354.0,11.1,184.0,46.0,1.0,2.0,2.0,83.0,1 (0),15.0,877.0,0.0,28.0,13.0,0.0,0.0,0.0,15.0
Ryan Neal,#23,S,16.0,615,245.0,21.0,349.0,46.5,65.8,73.5,45.4,39.1,2.0,0.0,0.0,2.0,0.0,57.0,18.0,7.0,8.5,13.0,0.0,30.0,26.0,86.7,431.0,16.6,191.0,75.0,4.0,0.0,0.0,158.3,1 (0),49.0,245.0,204.0,96.0,21.0,0.0,0.0,0.0,49.0
Derrek Pitts,#38,CB,1.0,18,11.0,0.0,7.0,43.5,64.5,26.8,-,36.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,50.0,0.0,0.0,2.0,1.0,50.0,25.0,25.0,16.0,25.0,0.0,0.0,0.0,95.8,0 (0),0.0,6.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0
Mike Greene,#91,DI,10.0,168,70.0,97.0,1.0,40.4,29.5,42.9,59.5,67.1,4.0,0.0,0.0,4.0,0.0,1.0,4.0,2.0,28.6,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),168.0,0.0,0.0,0.0,0.0,1.0,99.0,56.0,12.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
