Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside,Team
Jaylon Johnson,#33,CB,14.0,809,279.0,0.0,530.0,90.1,67.2,46.4,-,90.4,0.0,0.0,0.0,0.0,0.0,32.0,1.0,7.0,17.5,18.0,1.0,50.0,25.0,50.0,195.0,7.8,115.0,36.0,1.0,4.0,6.0,33.3,6 (1),29.0,13.0,1.0,19.0,747.0,0.0,0.0,0.0,29.0,chicago-bears
Khalid Kareem,#52,ED,1.0,26,4.0,21.0,1.0,67.7,60.3,69.2,52.2,63.1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,39.6,0 (0),26.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,22.0,chicago-bears
Dominique Robinson,#90,ED,11.0,242,77.0,155.0,10.0,35.3,33.2,44.4,45.5,62.9,5.0,1.0,0.0,4.0,1.0,7.0,3.0,2.0,16.7,3.0,0.0,1.0,1.0,100.0,5.0,5.0,2.0,5.0,0.0,0.0,0.0,87.5,2 (0),238.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,232.0,chicago-bears
Elijah Hicks,#22,S,14.0,487,163.0,2.0,322.0,46.2,67.4,29.8,76.5,40.2,1.0,0.0,0.0,1.0,0.0,19.0,8.0,7.0,20.6,5.0,0.0,14.0,11.0,78.6,160.0,14.5,51.0,48.0,4.0,0.0,1.0,153.9,0 (0),5.0,53.0,382.0,42.0,5.0,0.0,0.0,0.0,5.0,chicago-bears
Jaylon Jones,#31,CB,11.0,148,49.0,3.0,96.0,61.8,70.4,72.4,70.8,61.0,2.0,0.0,1.0,1.0,0.0,13.0,4.0,2.0,10.5,4.0,0.0,15.0,11.0,73.3,90.0,8.2,26.0,17.0,0.0,0.0,0.0,88.2,2 (0),2.0,7.0,2.0,31.0,106.0,0.0,0.0,0.0,2.0,chicago-bears
Jack Sanborn,#57,LB,17.0,412,199.0,21.0,192.0,67.3,71.1,51.7,56.3,63.8,6.0,1.0,0.0,5.0,0.0,44.0,13.0,10.0,14.9,29.0,0.0,29.0,26.0,89.7,263.0,10.1,194.0,51.0,0.0,1.0,1.0,90.1,1 (0),48.0,288.0,3.0,73.0,0.0,0.0,0.0,0.0,48.0,chicago-bears
Josh Blackwell,#39,CB,3.0,21,9.0,1.0,11.0,28.5,84.4,83.1,60.3,24.8,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,100.0,79.0,19.8,39.0,37.0,0.0,0.0,0.0,118.8,0 (0),1.0,3.0,0.0,15.0,2.0,0.0,0.0,0.0,1.0,chicago-bears
A.J. Thomas,#38,S,1.0,6,0.0,0.0,6.0,62.6,-,-,-,61.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,chicago-bears
Kyler Gordon,#06,CB,13.0,646,179.0,40.0,427.0,65.6,58.3,70.2,54.8,68.2,6.0,1.0,1.0,4.0,0.0,47.0,11.0,6.0,9.4,26.0,0.0,60.0,43.0,71.7,393.0,9.1,194.0,28.0,2.0,2.0,3.0,86.3,3 (0),18.0,98.0,7.0,501.0,22.0,0.0,0.0,0.0,18.0,chicago-bears
Jaquan Brisker,#09,S,15.0,896,300.0,24.0,572.0,66.7,71.7,78.3,81.8,62.4,10.0,2.0,2.0,6.0,1.0,80.0,26.0,10.0,8.6,34.0,2.0,47.0,31.0,66.0,290.0,9.4,100.0,45.0,3.0,1.0,5.0,95.2,3 (0),41.0,392.0,316.0,113.0,34.0,0.0,0.0,0.0,41.0,chicago-bears
Quindell Johnson,#26,S,3.0,35,12.0,0.0,23.0,57.4,61.9,78.0,-,56.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,0 (0),1.0,8.0,23.0,3.0,0.0,0.0,0.0,0.0,1.0,chicago-bears
Noah Sewell,#44,LB,5.0,27,23.0,0.0,4.0,86.5,74.8,77.6,-,78.8,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),2.0,20.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,chicago-bears
Terell Smith,#32,CB,11.0,377,115.0,0.0,262.0,69.6,83.2,71.6,-,65.4,0.0,0.0,0.0,0.0,0.0,41.0,6.0,4.0,7.8,14.0,1.0,43.0,25.0,58.1,239.0,9.6,44.0,37.0,1.0,0.0,4.0,81.4,1 (0),8.0,19.0,0.0,6.0,344.0,0.0,0.0,0.0,8.0,chicago-bears
Zacch Pickens,#96,DI,17.0,264,115.0,148.0,1.0,54.9,44.1,36.7,62.9,74.7,8.0,1.0,1.0,6.0,0.0,12.0,6.0,3.0,14.3,9.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),262.0,2.0,0.0,0.0,0.0,54.0,181.0,27.0,0.0,chicago-bears
Tyrique Stevenson,#29,CB,16.0,830,277.0,0.0,553.0,60.2,60.6,66.4,-,59.1,0.0,0.0,0.0,0.0,0.0,67.0,13.0,9.0,10.1,20.0,1.0,110.0,72.0,65.5,836.0,11.6,343.0,70.0,9.0,4.0,13.0,100.4,7 (2),13.0,82.0,0.0,23.0,712.0,0.0,0.0,0.0,13.0,chicago-bears
