player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id,season,team,position,depth_chart_position,jersey_number,birth_date,draft_club,draft_number,age
Justin Watson,2023,2,3.4,1.7,1.8,0.008,3.862811,1.931406,2.045018,00-0034386,2023,KC,WR,WR,84.0,1996-04-04,TB,144.0,28.0
Anthony Miller,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0034353,2023,KC,WR,WR,84.0,1994-10-09,CHI,51.0,29.0
Rashee Rice,2023,4,6.495218,1.623805,3.519033,0.007,7.379354,1.844839,3.998047,00-0039067,2023,KC,WR,WR,4.0,2000-04-22,KC,55.0,24.0
Richie James,2023,1,1.2325,1.2325,0.5525,0.005,1.400269,1.400269,0.627707,00-0034286,2023,KC,WR,WR,17.0,1995-09-05,SF,240.0,28.0
Cornell Powell,2023,1,0.87,0.87,0.0,0.004,0.988425,0.988425,0.0,00-0036647,2023,KC,WR,WR,14.0,1997-10-30,KC,181.0,26.0
Shi Smith,2023,1,0.216,0.216,0.0,0.001,0.245402,0.245402,0.0,00-0036572,2023,KC,WR,WR,12.0,1998-10-26,CAR,204.0,25.0
Montrell Washington,2023,2,1.855,0.9275,0.0,0.004,2.107504,1.053752,0.0,00-0037272,2023,KC,WR,WR,80.0,1999-03-14,DEN,162.0,25.0
Ty Fryfogle,2023,1,0.75,0.75,0.0,0.003,0.852091,0.852091,0.0,00-0037566,2023,KC,WR,WR,13.0,,,,
Justyn Ross,2022,3,2.56,0.853333,0.0,0.004,3.140365,1.046788,0.0,00-0037216,2023,KC,WR,WR,8.0,1999-12-15,,,24.0
Nikko Remigio,2023,3,2.71,0.903333,0.05,0.004,3.078888,1.026296,0.056806,00-0038519,2023,KC,WR,WR,27.0,1999-11-04,,,24.0
Jacob Copeland,2023,3,2.705,0.901666,0.05,0.004,3.073207,1.024402,0.056806,00-0038843,2023,KC,WR,WR,15.0,1999-07-20,,,24.0
Ty Scott,2023,3,2.6965,0.898833,0.0015,0.004,3.06355,1.021183,0.001704,00-0038520,2023,KC,WR,WR,85.0,,,,
Izaiah Gathings,2023,3,2.695,0.898333,0.0,0.004,3.061846,1.020615,0.0,00-0038954,2023,KC,WR,WR,42.0,2000-09-18,,,23.0
Jody Fortson,2023,1,0.94,0.94,0.0,0.004,1.067954,1.067954,0.0,00-0035547,2023,KC,TE,TE,88.0,1995-12-07,,,28.0
Travis Kelce,2020,4,57.25,14.3125,23.0,0.072,73.7722,18.44305,29.63774,00-0030506,2023,KC,TE,TE,87.0,1989-10-05,KC,63.0,34.0
Blake Bell,2023,1,1.3175,1.3175,0.0,0.006,1.496839,1.496839,0.0,00-0032062,2023,KC,TE,TE,81.0,1991-08-07,SF,117.0,32.0
