Player,JerseyNumber,Position,GamesPlayed,PassRushSnaps,CoverageSnaps,CoverageSnapsPercentage,CoverageGrade,CoveragePenalties,CoverageTargets,CoverageReceptionsAllowed,CoverageReceptionPercentage,CoverageYardsAllowed,CoverageYardsPerReceptionAllowed,CoverageYardsAfterCatchAllowed,CoverageAverageDepthOfTarget,CoverageLongestReceptionAllowed,CoverageForcedIncompletions,CoverageForcedIncompletionPercentage,CoveragePassBreakups,CoverageInterceptions,CoverageDrops,CoverageTouchdownsAllowed,CoveragePasserRatingAllowed,CoverageSnapsPerTarget,CoverageSnapsPerReceptionAllowed,CoverageTackles,CoverageAssists,CoverageMissedTackles,CoverageMissedTacklePercentage,CoverageStops
Chris Lammons,#35,CB,1.0,46.0,44.0,95.7,59.0,1 (0),6.0,4.0,66.7,41.0,10.3,15.0,9.5,15.0,1.0,17.0,1.0,0.0,0.0,0.0,86.1,7.2,10.8,1.0,2.0,0.0,0.0,0.0
Taven Bryan,#96,DI,17.0,153.0,4.0,2.6,58.8,1 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,2.0
Grover Stewart,#90,DI,11.0,221.0,3.0,1.4,58.5,1 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,2.0,50.0,2.0
Kwity Paye,#51,ED,16.0,413.0,3.0,0.7,57.6,0 (0),1.0,1.0,100.0,10.0,10.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,108.3,3.0,3.0,2.0,1.0,1.0,25.0,10.0
Zaire Franklin,#44,LB,16.0,619.0,576.0,93.1,56.4,2 (0),91.0,72.0,79.1,745.0,10.3,439.0,4.9,29.0,6.0,7.0,5.0,0.0,1.0,1.0,104.4,6.1,7.7,63.0,8.0,15.0,17.4,19.0
Shaquille Leonard,#53,LB,9.0,217.0,208.0,95.9,56.4,0 (0),22.0,17.0,77.3,158.0,9.3,118.0,2.3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,96.4,9.3,12.0,16.0,5.0,4.0,16.0,3.0
E.J. Speed,#45,LB,16.0,436.0,394.0,90.4,56.1,4 (0),60.0,44.0,73.3,324.0,7.4,258.0,3.0,28.0,5.0,8.0,4.0,0.0,0.0,0.0,85.7,6.3,8.6,45.0,4.0,10.0,16.9,19.0
Jaylon Jones,#40,CB,14.0,475.0,475.0,100.0,55.8,6 (0),57.0,31.0,54.4,330.0,10.6,57.0,13.4,27.0,6.0,11.0,5.0,0.0,0.0,6.0,106.6,8.0,14.7,28.0,5.0,1.0,2.9,6.0
Darrell Baker Jr.,#39,CB,10.0,306.0,306.0,100.0,54.4,2 (0),49.0,28.0,57.1,451.0,16.1,138.0,12.3,46.0,8.0,16.0,7.0,0.0,0.0,2.0,101.7,6.0,10.4,21.0,1.0,10.0,31.3,4.0
Grant Stuard,#41,LB,4.0,18.0,11.0,61.1,33.7,0 (0),2.0,2.0,100.0,29.0,14.5,21.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,118.8,5.0,5.0,1.0,0.0,0.0,0.0,0.0
Tony Brown,#38,CB,2.0,30.0,30.0,100.0,29.3,1 (0),8.0,7.0,87.5,187.0,26.7,58.0,15.9,58.0,0.0,0.0,0.0,1.0,0.0,1.0,118.8,3.8,4.3,3.0,2.0,2.0,28.6,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
