Player,JerseyNumber,Position,GamesPlayed,OffenseTotalSnaps,BlockingTotalSnaps,BlockingTotalSnapsPercentage,RunBlockingSnaps,PassBlockingSnaps,OffenseOverallGrade,RunBlockingGrade,PassBlockingGrade,PressuresAllowedTotalSnaps,PressuresAllowedTotalSnapsPercentage,PressuresAllowedSacks,PressuresAllowedHits,PressuresAllowedHurries,PressuresAllowedTotal,PressuresAllowedEfficiency,Penalties,SnapsAtLeftTackle,SnapsAtLeftGuard,SnapsAtCenter,SnapsAtRightGuard,SnapsAtRightTackle,SnapsAtInlineTightEnd
Sidy Sow,#62,G,13.0,772,772,100.0,286.0,486.0,64.4,71.3,46.3,470.0,100.0,5.0,4.0,18.0,27.0,96.6,2 (0),8.0,0.0,0,764.0,0.0,0.0
Calvin Anderson,#76,T,2.0,154,154,100.0,44.0,110.0,44.6,49.1,38.4,105.0,100.0,1.0,2.0,6.0,9.0,95.2,1 (0),0.0,0.0,0,0.0,154.0,0.0
Ezekiel Elliott,#15,HB,17.0,540,95,17.6,26.0,69.0,67.6,55.7,37.1,67.0,21.4,2.0,3.0,7.0,12.0,89.6,0 (0),0.0,0.0,0,0.0,0.0,4.0
Vederian Lowe,#59,T,11.0,476,476,100.0,186.0,290.0,41.7,49.3,36.0,279.0,100.0,6.0,3.0,29.0,38.0,92.1,2 (0),236.0,0.0,0,0.0,239.0,1.0
Jake Andrews,#67,G,2.0,71,71,100.0,24.0,47.0,53.0,60.8,34.2,47.0,100.0,0.0,0.0,4.0,4.0,95.7,0 (0),0.0,71.0,0,0.0,0.0,0.0
Atonio Mafi,#68,G,12.0,458,458,100.0,162.0,296.0,32.3,39.9,27.7,284.0,100.0,5.0,3.0,24.0,32.0,93.5,7 (2),0.0,398.0,0,60.0,0.0,0.0
James Ferentz,#65,G,1.0,4,4,100.0,2.0,2.0,40.6,60.0,0.0,2.0,100.0,1.0,0.0,0.0,1.0,50.0,0 (0),0.0,4.0,0,0.0,0.0,0.0
Malik Cunningham,#16,QB,1.0,6,2,33.3,2.0,0.0,53.7,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,0.0
Ty Montgomery,#14,WR,10.0,42,7,16.7,7.0,0.0,55.5,47.8,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0.0,0.0,0,0.0,0.0,0.0
Kayshon Boutte,#80,WR,5.0,117,32,27.4,32.0,0.0,47.1,51.7,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,0.0
Tyquan Thornton,#11,WR,9.0,224,80,35.7,80.0,0.0,57.6,65.9,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0,0.0,0.0,1.0
Jalen Reagor,#83,WR,11.0,309,104,33.7,104.0,0.0,51.4,33.5,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0.0,0.0,0,0.0,0.0,0.0
Kendrick Bourne,#84,WR,8.0,371,123,33.2,123.0,0.0,67.2,46.5,-,0.0,0.0,0.0,0.0,0.0,0.0,,3 (0),0.0,0.0,0,0.0,0.0,3.0
Demario Douglas,#81,WR,14.0,482,137,28.4,137.0,0.0,74.4,58.5,-,0.0,0.0,0.0,0.0,0.0,0.0,,2 (0),0.0,0.0,0,0.0,0.0,0.0
Bailey Zappe,#04,QB,10.0,413,153,37.0,153.0,0.0,52.2,60.1,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0.0,0.0,0,0.0,0.0,0.0
JuJu Smith-Schuster,#07,WR,11.0,459,203,44.2,203.0,0.0,57.0,52.1,-,0.0,0.0,0.0,0.0,0.0,0.0,,4 (0),0.0,0.0,0,0.0,0.0,7.0
DeVante Parker,#01,WR,13.0,579,217,37.5,217.0,0.0,61.2,44.4,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0.0,0.0,0,0.0,0.0,2.0
Mac Jones,#10,QB,11.0,634,224,35.3,224.0,0.0,52.2,60.1,-,0.0,0.0,0.0,0.0,0.0,0.0,,4 (0),0.0,0.0,0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
