player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent,year
Stephen Gostkowski,3063,K,NE,4,0,0,0,,2,1,50.0,19,33.1,0,0,,15,11,73.3,0,3,3,100.0,8,7,87.5,3,3,100.0,2019
Nick Folk,3794,,NE,8,0,1,1,100.0,7,4,57.1,19,65.7,1,1,100.0,13,13,100.0,0,4,4,100.0,19,16,84.2,6,6,100.0,2019
Nick Folk,3794,K,NE,16,0,3,2,66.7,12,11,91.7,19,69.4,0,0,,33,30,90.9,0,7,7,100.0,28,26,92.9,6,6,100.0,2020
Nick Folk,3794,K,NE,18,0,8,5,62.5,12,12,100.0,19,68.4,0,0,,49,44,89.8,0,11,11,100.0,40,37,92.5,9,9,100.0,2021
Nick Folk,3794,K,NE,17,0,5,4,80.0,14,10,71.4,19,59.0,1,1,100.0,35,32,91.4,0,8,8,100.0,37,32,86.5,9,9,100.0,2022
Tristan Vizcaino,13076,K,NE,1,0,0,0,,1,1,100.0,19,67.9,0,0,,3,3,100.0,0,1,1,100.0,2,2,100.0,0,0,,2022
Chad Ryland,77083,K,NE,16,0,4,2,50.0,10,5,50.0,19,38.2,0,0,,25,24,96.0,0,7,5,71.4,25,16,64.0,4,4,100.0,2023
Joey Slye,39235,K,NE,10,0,4,3,75.0,3,2,66.7,19,82.6,0,0,,14,14,100.0,0,8,7,87.5,19,16,84.2,4,4,100.0,2024
Shayne Graham,730,K,NO,4,0,0,0,,4,2,50.0,20,57.3,0,0,,10,10,100.0,0,3,3,100.0,8,6,75.0,1,1,100.0,2013
Garrett Hartley,4900,K,NO,14,0,1,1,100.0,13,9,69.2,20,44.0,2,2,100.0,41,41,100.0,0,8,5,62.5,30,22,73.3,6,5,83.3,2013
Shayne Graham,730,K,NO,16,0,2,1,50.0,5,3,60.0,20,60.5,0,0,,47,46,97.9,0,9,9,100.0,22,19,86.4,6,6,100.0,2014
Kai Forbath,6860,K,NO,11,0,3,2,66.7,5,3,60.0,20,78.4,0,0,,35,34,97.1,0,4,3,75.0,15,10,66.7,3,2,66.7,2015
Wil Lutz,11096,K,NO,16,0,7,3,42.9,8,8,100.0,20,75.8,1,1,100.0,50,49,98.0,0,11,9,81.8,34,28,82.4,7,7,100.0,2016
Wil Lutz,11096,K,NO,18,0,7,5,71.4,17,14,82.4,20,76.8,0,0,,57,54,94.7,0,5,4,80.0,39,33,84.6,10,10,100.0,2017
Wil Lutz,11096,K,NO,18,0,4,2,50.0,13,12,92.3,20,87.2,1,1,100.0,57,56,98.2,0,12,12,100.0,36,33,91.7,6,6,100.0,2018
Wil Lutz,11096,K,NO,17,0,5,3,60.0,17,14,82.4,20,76.4,1,1,100.0,51,50,98.0,0,6,6,100.0,39,34,87.2,10,10,100.0,2019
Wil Lutz,11096,K,NO,18,0,4,1,25.0,10,8,80.0,20,69.1,0,0,,63,62,98.4,0,10,10,100.0,31,25,80.6,7,6,85.7,2020
Brett Maher,8585,K,NO,7,0,1,0,0.0,4,4,100.0,20,48.0,0,0,,12,10,83.3,0,9,8,88.9,18,16,88.9,4,4,100.0,2021
Cody Parkey,9030,K,NO,1,0,0,0,,0,0,,20,32.9,0,0,,5,3,60.0,0,0,0,,0,0,,0,0,,2021
Wil Lutz,11096,K,NO,17,0,6,4,66.7,8,4,50.0,20,70.4,0,0,,33,33,100.0,0,11,9,81.8,31,23,74.2,6,6,100.0,2022
Blake Grupe,57502,K,NO,17,0,9,6,66.7,10,8,80.0,20,60.8,0,0,,40,40,100.0,0,6,6,100.0,37,30,81.1,12,10,83.3,2023
Blake Grupe,57502,K,NO,10,0,3,3,100.0,6,5,83.3,20,75.1,0,0,,23,21,91.3,0,6,6,100.0,19,18,94.7,4,4,100.0,2024
Josh Brown,1520,K,NYG,15,0,2,1,50.0,8,7,87.5,21,64.3,0,0,,31,31,100.0,0,8,7,87.5,26,23,88.5,8,8,100.0,2013
Josh Brown,1520,K,NYG,15,0,4,4,100.0,5,4,80.0,21,73.6,1,1,100.0,44,44,100.0,0,9,9,100.0,26,24,92.3,7,6,85.7,2014
Josh Brown,1520,K,NYG,16,0,3,3,100.0,10,8,80.0,21,76.6,1,1,100.0,45,44,97.8,0,12,12,100.0,32,30,93.8,6,6,100.0,2015
Josh Brown,1520,K,NYG,5,0,1,0,0.0,4,4,100.0,21,63.8,1,1,100.0,9,9,100.0,0,3,3,100.0,12,11,91.7,3,3,100.0,2016
Robbie Gould,2607,K,NYG,11,0,0,0,,5,5,100.0,21,65.1,0,0,,24,21,87.5,0,3,3,100.0,12,12,100.0,4,4,100.0,2016
Aldrick Rosas,11331,K,NYG,16,0,3,3,100.0,9,4,44.4,21,49.4,0,0,,23,20,87.0,0,5,3,60.0,25,18,72.0,8,8,100.0,2017
Aldrick Rosas,11331,K,NYG,15,0,5,4,80.0,6,6,100.0,21,88.7,0,0,,32,31,96.9,0,13,13,100.0,33,32,97.0,9,9,100.0,2018
Aldrick Rosas,11331,K,NYG,16,0,1,0,0.0,4,1,25.0,21,38.6,0,0,,39,35,89.7,0,6,5,83.3,17,12,70.6,6,6,100.0,2019
Graham Gano,5443,K,NYG,16,0,6,5,83.3,9,9,100.0,21,75.4,0,0,,23,21,91.3,0,13,13,100.0,32,31,96.9,4,4,100.0,2020
Graham Gano,5443,K,NYG,17,0,10,7,70.0,5,5,100.0,21,79.8,0,0,,17,17,100.0,0,13,12,92.3,33,29,87.9,5,5,100.0,2021
Graham Gano,5443,K,NYG,19,0,9,8,88.9,11,10,90.9,21,90.4,0,0,,39,37,94.9,0,10,9,90.0,33,30,90.9,3,3,100.0,2022
Mason Crosby,3809,K,NYG,3,0,2,1,50.0,1,0,0.0,21,39.0,0,0,,7,6,85.7,0,2,2,100.0,7,5,71.4,2,2,100.0,2023
Graham Gano,5443,K,NYG,8,0,4,3,75.0,6,3,50.0,21,48.7,0,0,,8,8,100.0,0,5,3,60.0,17,11,64.7,2,2,100.0,2023
Randy Bullock,7154,K,NYG,5,0,1,1,100.0,3,2,66.7,21,74.4,0,0,,10,10,100.0,0,2,2,100.0,6,5,83.3,0,0,,2023
Jamie Gillan,63303,P,NYG,1,0,0,0,,1,1,100.0,21,60.7,0,0,,0,0,,0,0,0,,1,1,100.0,0,0,,2023
Graham Gano,5443,K,NYG,2,0,1,1,100.0,2,1,50.0,21,64.5,0,0,,2,2,100.0,0,0,0,,4,3,75.0,1,1,100.0,2024
Greg Joseph,22842,K,NYG,6,0,1,1,100.0,7,4,57.1,21,56.9,0,0,,6,6,100.0,0,5,5,100.0,16,13,81.3,3,3,100.0,2024
Jamie Gillan,63303,P,NYG,1,0,0,0,,0,0,,21,54.4,0,0,,1,0,0.0,0,0,0,,0,0,,0,0,,2024
Jude McAtamney,162910,K,NYG,1,0,0,0,,0,0,,21,62.2,0,0,,1,1,100.0,0,1,1,100.0,1,1,100.0,0,0,,2024
Nick Folk,3794,K,NYJ,16,0,3,3,100.0,14,12,85.7,22,82.2,0,0,,27,27,100.0,0,11,10,90.9,36,33,91.7,8,8,100.0,2013
Nick Folk,3794,K,NYJ,15,0,6,3,50.0,13,9,69.2,22,55.7,0,0,,23,23,100.0,0,7,7,100.0,39,32,82.1,13,13,100.0,2014
Nick Folk,3794,K,NYJ,7,0,2,2,100.0,6,3,50.0,22,65.2,0,0,,19,19,100.0,0,6,6,100.0,16,13,81.3,2,2,100.0,2015
Randy Bullock,7154,K,NYJ,11,0,1,0,0.0,11,8,72.7,22,43.9,1,1,100.0,25,22,88.0,0,6,6,100.0,23,19,82.6,4,4,100.0,2015
Ryan Quigley,7573,P,NYJ,1,0,0,0,,0,0,,22,64.5,0,0,,4,4,100.0,0,0,0,,0,0,,0,0,,2015
Nick Folk,3794,K,NYJ,16,0,4,2,50.0,3,3,100.0,22,69.2,0,0,,26,24,92.3,0,11,10,90.9,31,27,87.1,13,12,92.3,2016
Chandler Catanzaro,9140,K,NYJ,15,0,2,2,100.0,17,12,70.6,22,73.0,1,1,100.0,29,29,100.0,0,4,4,100.0,30,25,83.3,6,6,100.0,2017
Jason Myers,10207,K,NYJ,16,0,7,6,85.7,11,10,90.9,22,73.0,0,0,,33,30,90.9,0,14,13,92.9,36,33,91.7,4,4,100.0,2018
Sam Ficken,11437,K,NYJ,14,0,6,3,50.0,11,7,63.6,22,47.6,0,0,,26,23,88.5,0,8,7,87.5,27,19,70.4,2,2,100.0,2019
Kaare Vedvik,28782,P,NYJ,1,0,0,0,,1,0,0.0,22,29.8,0,0,,1,0,0.0,0,0,0,,1,0,0.0,0,0,,2019
Sergio Castillo,8894,K,NYJ,6,0,2,2,100.0,5,2,40.0,22,29.6,0,0,,7,6,85.7,0,4,3,75.0,13,8,61.5,2,1,50.0,2020
Sam Ficken,11437,K,NYJ,9,0,3,1,33.3,1,1,100.0,22,47.0,0,0,,15,12,80.0,0,6,6,100.0,15,13,86.7,5,5,100.0,2020
Chase McLaughlin,33285,K,NYJ,4,0,2,1,50.0,1,1,100.0,22,58.5,0,0,,6,5,83.3,0,1,1,100.0,5,4,80.0,1,1,100.0,2020
Matt Ammendola,34039,K,NYJ,9,0,3,0,0.0,5,2,40.0,22,35.7,0,0,,15,14,93.3,0,6,6,100.0,19,13,68.4,5,5,100.0,2021
Eddy Pineiro,44140,K,NYJ,5,0,1,1,100.0,3,3,100.0,22,67.6,0,0,,10,9,90.0,0,2,2,100.0,8,8,100.0,2,2,100.0,2021
Alex Kessman,44905,K,NYJ,1,0,0,0,,0,0,,22,29.3,0,0,,2,0,0.0,0,0,0,,0,0,,0,0,,2021
Greg Zuerlein,7163,K,NYJ,17,0,11,6,54.5,11,9,81.8,22,71.3,0,0,,29,28,96.6,0,10,10,100.0,37,30,81.1,5,5,100.0,2022
Greg Zuerlein,7163,K,NYJ,14,0,6,5,83.3,14,13,92.9,22,90.3,0,0,,16,15,93.8,0,10,9,90.0,38,35,92.1,8,8,100.0,2023
Austin Seibert,13701,K,NYJ,1,0,0,0,,0,0,,22,62.4,0,0,,1,1,100.0,0,1,1,100.0,1,1,100.0,0,0,,2023
Greg Zuerlein,7163,K,NYJ,8,0,1,0,0.0,4,1,25.0,22,29.9,0,0,,14,13,92.9,0,6,4,66.7,15,9,60.0,4,4,100.0,2024
Riley Patterson,57556,K,NYJ,1,0,0,0,,0,0,,22,63.5,0,0,,3,3,100.0,0,0,0,,0,0,,0,0,,2024
Spencer Shrader,100974,K,NYJ,2,0,0,0,,1,1,100.0,22,67.0,0,0,,3,3,100.0,0,0,0,,2,2,100.0,1,1,100.0,2024
Sebastian Janikowski,595,K,OAK,16,0,7,3,42.9,11,8,72.7,23,44.1,0,0,,37,37,100.0,0,6,4,66.7,30,21,70.0,6,6,100.0,2013
Sebastian Janikowski,595,K,OAK,15,0,5,3,60.0,10,9,90.0,23,71.8,0,0,,28,28,100.0,0,5,5,100.0,22,19,86.4,2,2,100.0,2014
Sebastian Janikowski,595,K,OAK,16,0,5,4,80.0,8,5,62.5,23,73.3,0,0,,39,38,97.4,0,6,5,83.3,26,21,80.8,7,7,100.0,2015
Sebastian Janikowski,595,K,OAK,16,0,8,3,37.5,11,10,90.9,23,62.8,1,1,100.0,41,39,95.1,0,6,6,100.0,35,29,82.9,9,9,100.0,2016
Giorgio Tavecchio,7278,K,OAK,15,0,4,3,75.0,5,3,60.0,23,61.9,0,0,,34,33,97.1,0,7,5,71.4,21,16,76.2,5,5,100.0,2017
Mike Nugent,2264,K,OAK,3,0,1,1,100.0,2,2,100.0,23,65.8,0,0,,5,4,80.0,0,0,0,,6,6,100.0,3,3,100.0,2018
Daniel Carlson,28121,K,OAK,12,0,3,3,100.0,12,9,75.0,23,64.7,0,0,,24,24,100.0,0,4,3,75.0,21,17,81.0,2,2,100.0,2018
Daniel Carlson,28121,K,OAK,16,0,2,0,0.0,10,6,60.0,23,42.0,0,0,,36,34,94.4,0,6,5,83.3,26,19,73.1,8,8,100.0,2019
Alex Henery,6272,K,PHI,16,0,2,1,50.0,11,7,63.6,24,56.0,0,0,,48,48,100.0,0,9,8,88.9,30,24,80.0,8,8,100.0,2013
Cody Parkey,9030,K,PHI,16,0,4,4,100.0,6,4,66.7,24,66.0,0,0,,54,54,100.0,0,16,14,87.5,36,32,88.9,10,10,100.0,2014
Caleb Sturgis,7948,K,PHI,13,0,4,2,50.0,4,4,100.0,24,56.1,0,0,,37,35,94.6,0,10,8,80.0,22,18,81.8,4,4,100.0,2015
Cody Parkey,9030,K,PHI,3,0,0,0,,2,1,50.0,24,53.7,0,0,,7,7,100.0,0,1,1,100.0,4,3,75.0,1,1,100.0,2015
Caleb Sturgis,7948,K,PHI,16,0,6,4,66.7,11,7,63.6,24,68.4,0,0,,31,30,96.8,0,12,12,100.0,41,35,85.4,12,12,100.0,2016
Caleb Sturgis,7948,K,PHI,1,0,1,1,100.0,1,1,100.0,24,54.8,0,0,,2,1,50.0,0,1,1,100.0,3,3,100.0,0,0,,2017
Jake Elliott,11908,K,PHI,17,0,7,6,85.7,15,14,93.3,24,70.7,0,0,,51,46,90.2,0,9,6,66.7,38,33,86.8,7,7,100.0,2017
Jake Elliott,11908,K,PHI,18,0,5,2,40.0,9,8,88.9,24,68.0,0,0,,38,36,94.7,0,11,10,90.9,32,27,84.4,7,7,100.0,2018
Jake Elliott,11908,K,PHI,17,0,4,2,50.0,8,6,75.0,24,64.5,0,0,,37,35,94.6,0,9,9,100.0,29,25,86.2,8,8,100.0,2019
Jake Elliott,11908,K,PHI,16,0,5,2,40.0,5,5,100.0,24,41.0,0,0,,26,24,92.3,0,6,6,100.0,19,14,73.7,3,1,33.3,2020
Jake Elliott,11908,K,PHI,18,0,3,3,100.0,13,10,76.9,24,85.0,0,0,,45,45,100.0,0,10,10,100.0,33,30,90.9,7,7,100.0,2021
Jake Elliott,11908,K,PHI,19,0,6,5,83.3,2,1,50.0,24,76.5,0,0,,65,63,96.9,0,13,12,92.3,27,24,88.9,6,6,100.0,2022
Jake Elliott,11908,K,PHI,18,0,8,7,87.5,8,8,100.0,24,91.7,0,0,,46,45,97.8,0,8,7,87.5,33,31,93.9,9,9,100.0,2023
Jake Elliott,11908,K,PHI,10,0,4,0,0.0,6,5,83.3,24,59.2,0,0,,26,25,96.2,0,5,5,100.0,19,14,73.7,4,4,100.0,2024
Shaun Suisham,2796,K,PIT,16,0,0,0,,8,8,100.0,25,65.5,0,0,,39,39,100.0,0,15,13,86.7,32,30,93.8,9,9,100.0,2013
Shaun Suisham,2796,K,PIT,17,0,3,1,33.3,12,12,100.0,25,68.6,0,0,,45,45,100.0,0,6,6,100.0,35,32,91.4,14,13,92.9,2014
Josh Scobee,1858,K,PIT,4,0,0,0,,7,3,42.9,25,30.6,0,0,,7,6,85.7,0,1,1,100.0,10,6,60.0,2,2,100.0,2015
Chris Boswell,8990,K,PIT,14,0,2,2,100.0,14,11,78.6,25,74.4,1,1,100.0,28,27,96.4,0,12,12,100.0,39,36,92.3,10,10,100.0,2015
Chris Boswell,8990,K,PIT,18,0,2,0,0.0,15,14,93.3,25,69.0,0,0,,41,39,95.1,0,12,11,91.7,33,29,87.9,4,4,100.0,2016
Chris Boswell,8990,K,PIT,17,0,4,4,100.0,10,9,90.0,25,82.2,0,0,,45,43,95.6,0,14,12,85.7,38,35,92.1,10,10,100.0,2017
Chris Boswell,8990,K,PIT,15,0,1,1,100.0,10,5,50.0,25,30.6,0,0,,48,43,89.6,0,6,4,66.7,20,13,65.0,3,3,100.0,2018
Matt McCrane,28749,K,PIT,5,0,2,0,0.0,5,3,60.0,25,47.5,0,0,,9,9,100.0,0,2,2,100.0,12,8,66.7,3,3,100.0,2018
Chris Boswell,8990,K,PIT,16,0,2,1,50.0,10,9,90.0,25,79.7,1,1,100.0,28,28,100.0,0,7,7,100.0,31,29,93.5,11,11,100.0,2019
Chris Boswell,8990,K,PIT,14,0,1,1,100.0,9,8,88.9,25,66.1,0,0,,40,36,90.0,0,6,6,100.0,21,20,95.2,5,5,100.0,2020
Matthew Wright,39675,K,PIT,3,0,0,0,,2,2,100.0,25,72.0,0,0,,7,7,100.0,0,1,1,100.0,4,4,100.0,1,1,100.0,2020
Chris Boswell,8990,K,PIT,18,0,9,8,88.9,13,11,84.6,25,82.3,0,0,,32,30,93.8,0,9,8,88.9,40,36,90.0,9,9,100.0,2021
Chris Boswell,8990,K,PIT,12,0,9,7,77.8,10,5,50.0,25,66.1,0,0,,18,18,100.0,0,5,4,80.0,28,20,71.4,4,4,100.0,2022
Nick Sciba,77043,K,PIT,1,0,0,0,,0,0,,25,63.6,0,0,,1,1,100.0,0,1,1,100.0,2,2,100.0,1,1,100.0,2022
Chris Boswell,8990,K,PIT,18,0,7,6,85.7,9,8,88.9,25,85.9,0,0,,30,29,96.7,0,7,7,100.0,32,30,93.8,9,9,100.0,2023
Chris Boswell,8990,K,PIT,9,0,7,6,85.7,5,5,100.0,25,90.4,0,0,,20,20,100.0,0,5,5,100.0,24,23,95.8,7,7,100.0,2024
Nick Novak,2726,K,SD,18,0,3,2,66.7,9,9,100.0,27,73.6,1,1,100.0,47,47,100.0,0,17,14,82.4,41,37,90.2,11,11,100.0,2013
Nick Novak,2726,K,SD,15,0,4,3,75.0,6,4,66.7,27,66.8,1,1,100.0,40,40,100.0,0,9,8,88.9,26,22,84.6,6,6,100.0,2014
Josh Lambo,10133,K,SD,16,0,5,4,80.0,16,11,68.8,27,53.7,0,0,,32,28,87.5,0,7,7,100.0,32,26,81.3,4,4,100.0,2015
Josh Lambo,10133,K,SD,16,0,3,0,0.0,8,6,75.0,27,59.9,0,0,,46,42,91.3,0,14,13,92.9,32,26,81.3,7,7,100.0,2016
Stephen Hauschka,4655,K,SEA,19,0,3,3,100.0,15,14,93.3,29,78.5,0,0,,53,53,100.0,0,13,13,100.0,43,41,95.3,12,11,91.7,2013
Stephen Hauschka,4655,K,SEA,19,0,4,2,50.0,13,9,69.2,29,61.6,0,0,,50,50,100.0,0,11,11,100.0,39,33,84.6,11,11,100.0,2014
Stephen Hauschka,4655,K,SEA,18,0,7,6,85.7,10,8,80.0,29,76.3,0,0,,48,44,91.7,0,8,8,100.0,34,31,91.2,9,9,100.0,2015
Stephen Hauschka,4655,K,SEA,18,0,1,1,100.0,11,9,81.8,29,52.0,0,0,,40,33,82.5,0,14,14,100.0,41,37,90.2,15,13,86.7,2016
Blair Walsh,7167,K,SEA,16,0,1,0,0.0,12,8,66.7,29,43.6,0,0,,38,37,97.4,0,10,7,70.0,29,21,72.4,6,6,100.0,2017
Sebastian Janikowski,595,K,SEA,17,0,6,3,50.0,10,9,90.0,29,61.2,0,0,,51,48,94.1,0,11,9,81.8,30,24,80.0,3,3,100.0,2018
Jason Myers,10207,K,SEA,18,0,5,2,40.0,9,6,66.7,29,50.3,0,0,,48,44,91.7,0,12,11,91.7,32,25,78.1,6,6,100.0,2019
Jason Myers,10207,K,SEA,17,0,4,4,100.0,13,13,100.0,29,79.3,0,0,,55,51,92.7,0,7,7,100.0,26,26,100.0,2,2,100.0,2020
Jason Myers,10207,K,SEA,16,0,5,3,60.0,5,3,60.0,29,47.1,0,0,,47,44,93.6,0,11,9,81.8,23,17,73.9,2,2,100.0,2021
Jason Myers,10207,K,SEA,18,0,7,7,100.0,6,4,66.7,29,81.0,0,0,,44,43,97.7,0,16,15,93.8,38,35,92.1,9,9,100.0,2022
Jason Myers,10207,K,SEA,17,0,8,4,50.0,14,12,85.7,29,66.9,0,0,,33,33,100.0,0,12,11,91.7,42,35,83.3,8,8,100.0,2023
Jason Myers,10207,K,SEA,9,0,5,3,60.0,4,3,75.0,29,90.1,0,0,,23,22,95.7,0,4,4,100.0,15,12,80.0,2,2,100.0,2024
Phil Dawson,422,K,SF,19,0,6,4,66.7,12,11,91.7,28,81.0,0,0,,50,50,100.0,0,9,9,100.0,43,39,90.7,16,15,93.8,2013
Phil Dawson,422,K,SF,16,0,9,6,66.7,7,5,71.4,28,68.1,0,0,,32,32,100.0,0,9,8,88.9,31,25,80.6,6,6,100.0,2014
Phil Dawson,422,K,SF,16,0,3,3,100.0,8,6,75.0,28,76.8,0,0,,21,20,95.2,0,6,6,100.0,27,24,88.9,10,9,90.0,2015
Phil Dawson,422,K,SF,16,0,2,1,50.0,9,7,77.8,28,71.4,0,0,,34,33,97.1,0,6,6,100.0,21,18,85.7,4,4,100.0,2016
Robbie Gould,2607,K,SF,16,0,4,4,100.0,18,17,94.4,28,90.4,0,0,,30,28,93.3,0,11,11,100.0,41,39,95.1,8,7,87.5,2017
Robbie Gould,2607,K,SF,16,0,2,2,100.0,10,9,90.0,28,75.1,0,0,,29,27,93.1,0,13,13,100.0,34,33,97.1,9,9,100.0,2018
Robbie Gould,2607,K,SF,16,0,5,1,20.0,10,8,80.0,28,65.8,0,0,,51,50,98.0,0,12,10,83.3,38,30,78.9,11,11,100.0,2019
Robbie Gould,2607,K,SF,15,0,4,2,50.0,10,9,90.0,28,66.0,0,0,,38,36,94.7,0,6,5,83.3,23,19,82.6,3,3,100.0,2020
Tristan Vizcaino,13076,K,SF,1,0,0,0,,1,1,100.0,28,68.2,0,0,,2,2,100.0,0,2,2,100.0,3,3,100.0,0,0,,2020
Robbie Gould,2607,K,SF,16,0,6,5,83.3,11,9,81.8,28,78.5,0,0,,45,44,97.8,0,5,5,100.0,29,26,89.7,7,7,100.0,2021
Mitch Wishnowsky,44663,P,SF,1,0,0,0,,1,0,0.0,28,29.7,0,0,,2,1,50.0,0,0,0,,1,0,0.0,0,0,,2021
Robbie Gould,2607,K,SF,20,0,3,3,100.0,13,9,69.2,28,74.5,0,0,,56,55,98.2,0,8,8,100.0,40,35,87.5,16,15,93.8,2022
Mitch Wishnowsky,44663,P,SF,1,0,0,0,,0,0,,28,44.5,0,0,,2,1,50.0,0,0,0,,0,0,,0,0,,2022
Jake Moody,82603,K,SF,20,0,6,5,83.3,9,5,55.6,28,72.3,0,0,,70,68,97.1,0,10,9,90.0,33,27,81.8,8,8,100.0,2023
Matthew Wright,39675,K,SF,1,0,0,0,,1,1,100.0,28,66.7,0,0,,3,3,100.0,0,1,1,100.0,3,3,100.0,1,1,100.0,2024
Mitch Wishnowsky,44663,P,SF,1,0,0,0,,0,0,,28,60.2,0,0,,0,0,,0,0,0,,1,1,100.0,1,1,100.0,2024
Anders Carlson,57509,K,SF,2,0,2,2,100.0,2,2,100.0,28,65.6,0,0,,4,3,75.0,0,0,0,,5,5,100.0,1,1,100.0,2024
Jake Moody,82603,K,SF,6,0,4,2,50.0,6,4,66.7,28,59.7,0,0,,14,14,100.0,0,3,3,100.0,20,16,80.0,7,7,100.0,2024
Jeff Wilkins,113,K,SL,1,0,1,1,100.0,2,1,50.0,26,60.4,0,0,,0,0,,0,1,1,100.0,7,6,85.7,3,3,100.0,2006
Greg Zuerlein,7163,K,SL,16,0,2,1,50.0,9,8,88.9,26,74.0,0,0,,34,34,100.0,0,10,10,100.0,28,26,92.9,7,7,100.0,2013
Greg Zuerlein,7163,K,SL,16,0,7,5,71.4,3,2,66.7,26,53.8,1,1,100.0,35,34,97.1,0,12,10,83.3,30,24,80.0,7,6,85.7,2014
Greg Zuerlein,7163,K,SL,14,0,9,3,33.3,8,5,62.5,26,56.8,1,1,100.0,28,26,92.9,0,10,9,90.0,30,20,66.7,2,2,100.0,2015
Zach Hocker,8862,K,SL,8,0,2,1,50.0,3,1,33.3,26,44.7,0,0,,13,12,92.3,0,6,5,83.3,14,10,71.4,3,3,100.0,2015
Rian Lindell,754,K,TB,16,0,6,4,66.7,6,4,66.7,30,59.0,0,0,,31,31,100.0,0,14,12,85.7,29,23,79.3,3,3,100.0,2013
Patrick Murray,9389,K,TB,16,0,6,5,83.3,7,6,85.7,30,72.5,0,0,,31,31,100.0,0,8,7,87.5,24,20,83.3,3,2,66.7,2014
Connor Barth,4777,K,TB,12,0,5,3,60.0,6,3,50.0,30,59.9,0,0,,26,25,96.2,0,8,8,100.0,28,23,82.1,9,9,100.0,2015
Kyle Brindza,9752,K,TB,4,0,4,2,50.0,3,1,33.3,30,27.8,0,0,,8,6,75.0,0,3,2,66.7,12,6,50.0,2,1,50.0,2015
Roberto Aguayo,10693,K,TB,16,0,1,0,0.0,10,4,40.0,30,37.9,0,0,,34,32,94.1,0,15,13,86.7,31,22,71.0,5,5,100.0,2016
Nick Folk,3794,K,TB,4,0,2,1,50.0,5,2,40.0,30,28.3,0,0,,9,7,77.8,0,2,1,50.0,11,6,54.5,2,2,100.0,2017
Patrick Murray,9389,K,TB,12,0,5,2,40.0,5,4,80.0,30,57.8,0,0,,22,21,95.5,0,8,8,100.0,23,19,82.6,5,5,100.0,2017
Cairo Santos,8932,K,TB,9,0,1,0,0.0,6,3,50.0,30,51.3,1,1,100.0,23,22,95.7,0,6,6,100.0,18,14,77.8,4,4,100.0,2018
Matt Gay,57643,K,TB,16,0,8,5,62.5,14,11,78.6,30,47.3,0,0,,48,43,89.6,0,7,5,71.4,35,27,77.1,6,6,100.0,2019
Ryan Succop,5180,K,TB,20,0,3,2,66.7,10,8,80.0,30,73.2,1,1,100.0,70,64,91.4,0,13,13,100.0,40,37,92.5,13,13,100.0,2020
Ryan Succop,5180,K,TB,19,0,1,0,0.0,12,8,66.7,30,58.7,0,0,,66,63,95.5,0,10,9,90.0,34,28,82.4,11,11,100.0,2021
Bradley Pinion,9598,P,TB,1,0,1,0,0.0,0,0,,30,58.0,0,0,,0,0,,0,0,0,,1,0,0.0,0,0,,2021
Ryan Succop,5180,K,TB,17,0,7,2,28.6,12,12,100.0,30,69.3,0,0,,25,24,96.0,0,8,7,87.5,38,31,81.6,11,10,90.9,2022
Chase McLaughlin,33285,K,TB,19,0,10,8,80.0,5,4,80.0,30,91.9,0,0,,38,38,100.0,0,12,12,100.0,36,33,91.7,9,9,100.0,2023
Chase McLaughlin,33285,K,TB,10,0,7,6,85.7,1,1,100.0,30,83.0,0,0,,30,29,96.7,0,4,4,100.0,17,16,94.1,5,5,100.0,2024
Rob Bironas,1218,K,TEN,16,0,3,2,66.7,7,5,71.4,31,63.4,0,0,,41,41,100.0,0,9,8,88.9,29,25,86.2,10,10,100.0,2013
Ryan Succop,5180,K,TEN,16,0,2,2,100.0,8,5,62.5,31,60.7,0,0,,27,27,100.0,0,7,7,100.0,22,19,86.4,5,5,100.0,2014
Ryan Succop,5180,K,TEN,14,0,3,1,33.3,7,7,100.0,31,63.2,0,0,,31,29,93.5,0,3,3,100.0,16,14,87.5,3,3,100.0,2015
Ryan Succop,5180,K,TEN,16,0,5,3,60.0,8,8,100.0,31,81.7,1,1,100.0,41,39,95.1,0,6,6,100.0,24,22,91.7,4,4,100.0,2016
Ryan Succop,5180,K,TEN,18,0,5,2,40.0,21,17,81.0,31,70.0,0,0,,36,34,94.4,0,7,7,100.0,43,36,83.7,10,10,100.0,2017
Ryan Succop,5180,K,TEN,15,0,4,3,75.0,7,5,71.4,31,61.2,0,0,,31,28,90.3,0,13,13,100.0,30,26,86.7,6,5,83.3,2018
Ryan Succop,5180,K,TEN,6,0,1,0,0.0,4,0,0.0,31,32.1,0,0,,25,24,96.0,0,1,1,100.0,6,1,16.7,0,0,,2019
Cairo Santos,8932,K,TEN,5,0,3,1,33.3,3,2,66.7,31,47.6,0,0,,12,12,100.0,0,3,1,33.3,9,4,44.4,0,0,,2019
Cody Parkey,9030,,TEN,2,0,1,1,100.0,2,2,100.0,31,60.8,0,0,,6,5,83.3,0,0,0,,3,3,100.0,0,0,,2019
