player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,year
Peria Jerry,4947,DI,ATL,17,1,1,,0,0,2,0,0,65.0,61.6,55.0,57.9,64.2,72.8,2,6,0,0,,12.5,1,0,1,0.0,0,2,0,0,0,8,211,211,23,187,0,1,0,0,169,34,0,7,6,2,0,10,0,0,0,,2010
William Moore,4978,S,ATL,16,14,0,68.1,0,1,2,1,0,51.1,53.6,0.0,69.3,62.2,67.7,4,8,0,5,64.0,13.1,13,3,5,81.5,32,0,0,223,2,575,961,0,0,0,0,0,691,961,51,335,45,19,72,5,47,12,4,382,155,11.9,2010
Chris Owens,5013,CB,ATL,10,3,0,80.9,0,0,2,0,0,31.5,34.5,84.5,61.3,53.8,51.2,1,1,0,1,34.0,16.2,6,3,3,113.0,38,0,0,9,135,204,307,0,0,0,0,0,3,307,11,92,160,6,28,0,47,2,2,463,214,12.2,2010
Lawrence Sidbury,5049,ED,ATL,2,0,0,,0,0,2,0,0,60.0,61.5,69.1,59.6,60.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,4,4,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,,2010
Spencer Adkins,5100,LB,ATL,3,0,0,,0,0,2,0,0,60.9,67.4,67.7,65.4,60.0,,1,1,0,0,,,0,0,0,0.0,0,0,0,10,0,3,11,1,0,0,1,0,0,10,6,2,0,0,0,0,0,2,0,0,0,,2010
Vance Walker,5134,DI,ATL,17,3,1,100.0,0,0,2,0,0,65.9,59.6,84.7,58.5,53.4,74.4,0,5,0,0,-1.0,11.1,2,0,0,79.2,1,0,0,0,0,3,294,294,4,289,0,1,0,0,162,129,0,11,13,4,1,5,0,-1,2,-1.0,2010
Sean Weatherspoon,5544,LB,ATL,12,5,0,89.2,2,0,2,0,0,31.4,44.6,74.1,68.5,58.2,59.5,0,11,0,0,80.0,17.0,8,1,2,127.4,33,1,0,428,1,264,455,3,0,0,3,0,5,452,80,111,18,14,34,0,37,12,2,379,249,11.5,2010
Corey Peters,5607,DI,ATL,17,6,1,100.0,0,0,2,0,0,59.1,51.9,75.4,60.6,46.5,77.2,1,14,0,0,11.0,5.9,2,0,1,112.5,1,1,0,0,0,9,597,597,13,584,0,0,0,0,317,271,0,19,26,3,1,16,0,11,6,11.0,2010
Dominique Franks,5658,CB,ATL,1,0,0,50.0,0,0,2,0,0,77.6,78.7,68.0,,60.0,72.8,0,0,0,1,3.0,0.0,0,0,0,16.7,1,0,0,1,2,2,3,0,0,0,0,0,0,3,0,1,0,1,1,0,2,0,0,3,0,3.0,2010
Shann Schillinger,5694,S,ATL,1,0,0,,0,0,2,0,0,60.0,59.4,66.2,58.3,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,3,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,,2010
Mike Peterson,463,LB,ATL,9,8,1,66.7,0,0,2,0,0,73.2,62.2,73.9,61.3,49.3,44.4,0,1,0,1,17.0,20.7,6,0,0,73.6,8,0,0,174,0,95,214,20,0,0,20,0,0,194,9,110,20,8,15,3,12,1,1,66,51,8.3,2011
John Abraham,591,ED,ATL,16,5,2,75.0,1,3,2,1,0,76.2,90.1,0.0,90.9,70.0,81.6,8,39,0,0,9.0,3.3,1,0,7,85.4,3,11,0,78,0,55,676,598,0,0,34,564,0,78,394,227,0,29,24,7,4,58,0,20,19,6.7,2011
Dunta Robinson,1731,CB,ATL,17,6,0,55.8,1,0,2,0,0,56.6,58.7,43.6,59.3,73.8,37.7,0,0,0,2,53.0,19.4,12,5,4,90.5,43,0,0,74,953,661,1034,0,0,0,0,0,3,1034,1,372,4,11,44,2,77,0,3,734,268,17.1,2011
Jonathan Babineaux,2276,DI,ATL,14,5,1,,0,0,2,0,0,57.0,70.0,74.7,69.6,64.5,76.2,7,20,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,17,593,593,65,456,0,72,0,0,367,209,0,11,14,3,0,28,0,0,0,,2011
Kelvin Hayden,2277,CB,ATL,8,2,0,75.0,1,0,2,0,0,38.5,41.1,11.1,41.5,85.3,60.8,0,2,0,2,30.0,13.0,3,1,2,70.4,21,0,0,17,0,153,218,0,0,0,0,0,1,218,22,43,200,6,18,1,28,2,0,239,109,11.4,2011
James Sanders,2350,S,ATL,11,6,0,69.6,0,0,2,1,0,38.5,45.6,81.8,61.0,67.4,69.0,1,2,0,0,30.0,11.8,6,3,0,148.2,16,0,0,89,0,309,509,0,0,0,0,0,408,509,25,175,12,9,39,0,23,3,3,268,65,16.8,2011
Ray Edwards,3072,ED,ATL,17,3,3,100.0,0,0,2,2,0,60.4,59.9,22.9,59.7,66.0,78.8,5,26,0,0,22.0,3.2,1,0,6,118.8,2,4,0,0,0,15,718,718,9,1,2,706,0,0,439,264,0,25,27,4,2,35,0,30,5,15.0,2011
Brent Grimes,3589,CB,ATL,12,5,0,44.6,0,1,2,0,0,83.6,84.7,87.3,78.1,73.0,64.5,0,0,0,1,52.0,11.3,6,11,1,62.9,25,0,0,61,629,459,692,0,0,0,0,0,1,692,2,231,1,13,42,0,56,0,2,258,77,10.3,2011
Stephen Nicholas,3725,LB,ATL,10,6,0,69.6,0,2,2,1,0,54.0,64.0,73.1,69.5,69.2,71.7,2,6,0,0,25.0,6.3,2,1,0,80.3,16,0,0,244,0,128,281,11,0,0,11,0,0,270,32,121,26,16,24,4,23,8,0,112,78,7.0,2011
Curtis Lofton,4351,LB,ATL,17,30,0,67.4,0,1,2,1,0,60.9,70.5,41.4,63.6,81.2,89.2,1,11,1,2,56.0,6.3,10,6,2,93.9,60,1,0,1022,0,589,1053,0,0,0,0,0,24,1053,83,381,7,65,120,7,89,13,5,562,350,9.4,2011
Thomas DeCoud,4412,S,ATL,17,11,0,69.4,0,0,2,0,0,51.4,61.2,84.7,52.5,83.1,75.3,1,1,0,4,70.0,10.6,11,3,0,90.6,25,0,0,169,2,628,1013,0,0,0,0,0,770,1013,20,365,72,20,82,4,36,2,3,367,147,14.7,2011
Carlton Powell,4462,DI,ATL,3,0,0,,0,0,2,0,0,,45.3,77.5,53.9,46.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,38,38,1,37,0,0,0,0,20,18,0,0,0,0,0,0,0,0,0,,2011
Kroy Biermann,4468,ED,ATL,17,11,0,66.7,1,0,2,0,0,41.0,49.7,70.5,60.5,49.5,50.5,8,16,1,1,21.0,10.3,3,0,2,88.2,2,3,0,17,0,13,556,539,7,19,10,503,0,17,346,197,0,10,15,2,3,27,1,22,18,11.0,2011
Peria Jerry,4947,DI,ATL,17,1,1,0.0,0,1,2,0,0,48.2,46.9,67.6,58.0,45.8,73.8,1,11,0,0,,0.0,0,0,2,39.6,0,0,0,0,0,7,362,362,11,329,0,22,0,0,225,130,0,5,9,3,1,12,0,0,0,,2011
William Moore,4978,S,ATL,13,5,0,64.0,0,2,2,0,0,68.8,72.7,44.1,82.9,71.8,77.3,1,2,0,2,29.0,10.5,6,5,2,82.9,16,1,0,105,0,365,601,0,0,0,0,0,479,601,19,217,17,18,46,1,25,4,2,205,56,12.8,2011
Chris Owens,5013,CB,ATL,13,5,0,75.0,0,0,2,0,0,59.3,63.3,84.2,60.2,88.6,64.8,0,1,0,0,40.0,11.1,4,4,0,117.6,33,1,0,6,195,246,338,0,0,0,0,0,3,338,15,77,134,12,27,1,44,2,2,400,134,12.1,2011
Lawrence Sidbury,5049,ED,ATL,17,1,1,,0,0,2,0,0,57.7,65.5,81.6,66.4,60.0,73.7,2,12,0,0,,16.7,1,0,0,0.0,0,3,0,2,0,6,215,213,0,0,0,213,0,2,128,81,0,6,4,0,0,17,0,0,0,,2011
Spencer Adkins,5100,LB,ATL,5,3,0,100.0,0,0,2,0,0,81.3,63.8,69.5,63.4,47.0,43.2,0,1,0,0,7.0,23.1,3,0,0,87.5,3,0,0,60,0,26,65,3,0,0,3,0,0,62,6,33,2,5,7,1,3,1,0,15,8,5.0,2011
Vance Walker,5134,DI,ATL,17,4,0,,0,1,2,1,0,62.0,61.9,85.2,59.8,58.6,62.7,2,9,0,0,,6.3,1,0,0,0.0,0,3,0,0,0,2,384,384,7,345,0,32,0,0,227,155,0,13,11,1,0,14,0,0,0,,2011
Sean Weatherspoon,5544,LB,ATL,17,18,0,72.8,0,0,2,0,0,59.4,68.2,45.6,76.5,74.0,63.6,4,10,0,0,44.0,12.4,16,6,4,97.0,67,4,0,935,3,575,1043,19,0,0,19,0,11,1024,89,379,75,63,95,11,92,18,2,595,378,8.9,2011
Corey Peters,5607,DI,ATL,16,2,1,0.0,0,0,2,1,1,63.1,60.3,73.8,60.1,56.0,46.1,2,13,0,1,,14.3,4,1,1,0.0,0,3,0,0,0,15,657,657,25,551,0,81,0,0,391,251,0,22,22,4,1,18,0,0,0,,2011
Dominique Franks,5658,CB,ATL,8,2,0,67.9,0,0,2,0,0,57.2,56.9,85.3,68.0,50.6,29.7,2,2,0,2,72.0,29.6,8,3,1,116.7,19,0,0,51,138,242,403,0,0,0,0,0,1,403,9,152,213,3,17,0,28,4,3,364,166,19.2,2011
Akeem Dent,6243,LB,ATL,3,0,0,100.0,0,0,2,0,0,66.9,67.3,71.8,56.5,60.0,74.9,0,0,0,0,8.0,0.0,0,0,0,100.0,1,0,0,11,0,8,12,1,0,0,1,0,0,11,2,2,0,0,1,0,1,0,0,8,3,8.0,2011
Darrin Walls,6553,CB,ATL,2,0,0,50.0,0,0,2,0,0,61.0,61.3,74.2,,60.0,33.1,0,0,0,1,16.0,50.0,1,1,0,70.1,3,0,0,0,17,16,17,0,0,0,0,0,0,17,0,1,0,0,1,0,6,0,1,38,12,12.7,2011
Mike Peterson,463,LB,ATL,8,4,0,100.0,0,0,2,0,0,42.5,58.2,78.7,61.6,68.0,29.7,0,1,0,0,25.0,22.2,4,0,0,154.2,4,0,0,91,0,34,119,20,0,0,20,0,0,99,7,78,8,6,10,2,4,1,2,46,23,11.5,2012
John Abraham,591,ED,ATL,18,5,7,100.0,1,6,2,0,0,67.8,79.1,17.0,87.0,60.3,51.2,8,38,0,0,25.0,15.6,5,0,6,115.6,4,10,0,308,0,36,788,479,0,0,310,169,0,309,461,291,1,27,22,6,4,56,0,47,30,11.8,2012
Chris Hope,1097,S,ATL,9,3,0,83.3,0,0,2,1,0,51.0,48.4,8.9,42.4,61.3,50.6,0,0,0,0,18.0,19.2,5,0,1,102.8,5,0,0,46,3,159,270,0,0,0,0,0,218,270,11,100,3,3,18,0,6,0,0,52,30,10.4,2012
Asante Samuel,1432,CB,ATL,17,1,0,56.2,0,0,2,0,0,80.1,72.8,65.0,49.8,30.7,25.6,0,0,1,5,49.0,36.7,22,8,2,66.1,50,0,0,58,831,553,924,0,0,0,0,0,7,924,2,369,28,11,37,0,89,0,2,708,202,14.2,2012
Dunta Robinson,1731,CB,ATL,18,11,0,67.3,1,2,2,0,0,61.1,69.7,90.4,90.4,90.1,65.0,0,1,0,1,65.0,12.1,13,7,3,103.0,70,2,0,57,885,624,1045,0,0,0,0,0,11,1045,9,412,92,34,83,6,104,3,4,898,310,12.8,2012
Jonathan Babineaux,2276,DI,ATL,18,7,3,0.0,0,0,2,2,1,60.9,61.9,87.4,58.0,61.6,37.4,4,20,0,1,,19.1,9,0,0,0.0,0,6,0,0,0,10,938,938,25,143,3,739,0,0,564,364,0,30,31,7,2,30,0,0,0,,2012
Ray Edwards,3072,ED,ATL,9,1,0,,0,0,2,2,0,61.0,57.3,49.6,57.9,58.6,75.7,2,2,0,0,,0.0,0,0,1,0.0,0,0,0,3,0,5,207,202,0,0,17,185,0,5,95,107,2,7,8,2,0,4,0,0,0,,2012
Brent Grimes,3589,CB,ATL,1,1,0,75.0,0,0,2,0,0,51.2,55.6,78.3,54.3,71.7,54.5,0,0,0,0,21.0,14.3,1,0,0,100.0,3,0,0,3,48,24,52,0,0,0,0,0,1,52,1,27,0,0,5,0,4,0,0,34,10,11.3,2012
Stephen Nicholas,3725,LB,ATL,17,20,0,74.6,0,1,2,1,0,41.9,51.1,58.4,66.8,58.2,63.2,4,8,0,1,39.0,10.4,11,2,2,99.4,47,2,0,680,8,469,979,222,0,0,222,0,6,757,103,407,63,39,75,3,63,14,1,552,291,11.7,2012
Thomas DeCoud,4412,S,ATL,18,7,1,62.0,1,0,2,1,0,72.1,67.7,40.7,66.1,58.9,36.1,0,4,0,6,34.0,22.2,24,4,2,66.3,31,1,0,276,8,657,1139,0,0,0,0,0,780,1139,29,453,75,18,77,3,50,5,2,465,203,15.0,2012
Robert James,4452,LB,ATL,1,0,0,50.0,0,0,2,0,0,77.1,82.2,69.8,,,69.9,0,0,0,0,7.0,0.0,0,0,0,58.3,1,0,0,6,0,7,7,1,0,0,1,0,0,6,0,0,0,1,1,0,2,0,0,7,4,7.0,2012
Kroy Biermann,4468,ED,ATL,18,8,0,66.7,0,1,2,1,0,54.0,64.9,74.1,58.5,72.2,66.7,9,27,0,0,14.0,11.8,6,0,1,88.9,4,3,0,158,1,61,762,601,0,0,162,439,1,161,446,255,1,29,37,2,6,39,0,45,23,11.3,2012
Peria Jerry,4947,DI,ATL,16,4,0,,1,0,2,1,0,59.0,56.2,59.4,51.3,63.2,76.8,5,8,0,0,,4.3,1,0,2,0.0,0,0,0,0,0,18,540,540,90,203,0,246,0,0,289,233,0,13,18,2,0,13,0,0,0,,2012
William Moore,4978,S,ATL,14,12,0,62.8,0,2,2,1,0,67.9,73.8,11.3,76.4,83.7,71.3,3,5,0,4,77.0,12.8,12,3,1,87.5,27,1,0,207,11,494,877,0,0,0,0,0,614,877,32,351,45,23,70,5,43,9,3,501,236,18.6,2012
Chris Owens,5013,CB,ATL,11,3,0,53.6,0,1,2,0,0,78.5,78.5,81.8,44.5,77.9,79.7,0,0,0,0,22.0,5.3,1,5,0,66.8,15,0,0,6,111,125,170,0,0,0,0,0,2,170,5,40,51,2,15,1,28,0,0,135,48,9.0,2012
Lawrence Sidbury,5049,ED,ATL,4,0,0,0.0,0,0,2,0,0,71.0,60.1,73.6,59.3,49.2,,0,1,0,0,,,0,0,0,39.6,0,0,0,10,0,4,30,18,0,0,3,15,2,12,15,11,0,0,0,0,1,1,0,0,0,,2012
Vance Walker,5134,DI,ATL,18,7,1,100.0,0,1,2,0,0,65.9,68.5,85.2,60.8,66.9,79.1,1,15,0,0,7.0,0.0,0,0,0,95.8,1,4,0,0,0,5,589,589,60,179,0,350,0,0,326,258,0,24,25,3,1,20,0,7,9,7.0,2012
Sean Weatherspoon,5544,LB,ATL,15,11,0,66.1,0,2,2,1,0,63.5,61.0,84.0,79.4,48.3,62.8,5,14,0,1,39.0,13.4,16,4,0,86.5,37,3,0,867,5,477,947,44,1,0,43,0,9,903,92,378,22,41,92,5,56,22,1,414,190,11.2,2012
Corey Peters,5607,DI,ATL,12,3,1,,0,0,2,0,0,71.2,45.6,85.1,58.6,33.8,77.3,0,14,0,0,,8.7,2,1,0,0.0,0,1,0,0,0,3,504,504,79,97,0,328,0,0,289,212,0,14,18,0,0,15,0,0,0,,2012
Dominique Franks,5658,CB,ATL,8,0,0,78.6,0,0,2,0,0,69.4,71.6,81.5,76.9,62.5,64.3,1,1,0,0,16.0,12.5,2,3,2,91.7,11,0,0,16,46,147,203,0,0,0,0,0,50,203,6,50,91,3,14,0,14,2,0,84,43,7.6,2012
Robert McClain,5771,CB,ATL,16,4,0,64.8,0,0,2,2,0,81.2,79.9,86.7,60.2,62.2,55.6,1,2,0,1,33.0,13.0,9,8,0,75.0,46,0,0,50,101,433,663,0,0,0,0,0,16,663,20,210,496,17,56,1,71,3,0,422,202,9.2,2012
Julio Jones,6158,WR,ATL,2,0,0,0.0,0,0,2,0,0,80.4,85.7,65.6,,,,0,0,0,1,,,0,0,4,0.0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,,2012
Akeem Dent,6243,LB,ATL,18,18,0,87.5,1,0,2,0,0,58.8,67.0,48.5,56.0,73.9,78.7,2,1,0,0,53.0,5.9,5,2,2,137.3,21,0,0,534,1,249,557,10,0,0,10,0,10,547,32,276,2,30,62,6,24,3,2,247,188,11.8,2012
Cliff Matthews,6382,ED,ATL,9,1,0,,0,0,2,0,0,,61.4,35.8,64.2,60.4,71.8,0,8,0,0,,0.0,0,0,1,0.0,0,0,0,3,0,0,138,135,0,0,6,129,0,3,70,68,0,2,4,0,0,8,0,0,0,,2012
Jonathan Massaquoi,7156,ED,ATL,4,0,0,,0,0,2,0,0,60.0,56.5,74.7,52.5,64.6,73.3,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,10,0,1,40,30,0,0,3,27,0,10,30,9,0,1,1,0,0,2,0,0,0,,2012
Charles Mitchell,7180,S,ATL,1,0,0,,0,0,2,0,0,60.0,60.0,64.6,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,,2012
Travian Robertson,7230,DI,ATL,7,1,0,,0,0,2,0,0,60.0,56.0,76.6,63.8,51.3,30.0,1,1,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,47,47,16,20,0,11,0,0,24,23,0,1,2,0,0,2,0,0,0,,2012
Osi Umenyiora,1371,ED,ATL,16,5,1,100.0,1,2,2,0,0,70.7,70.8,64.0,63.8,70.3,72.2,4,29,1,1,17.0,2.9,1,1,2,79.2,1,7,0,46,0,26,728,681,0,1,144,536,0,47,441,261,1,23,28,2,1,40,0,17,6,17.0,2013
Asante Samuel,1432,CB,ATL,11,0,0,74.3,0,1,2,0,0,63.2,63.6,86.0,54.9,61.1,65.9,0,1,0,1,59.0,10.0,3,2,1,113.7,26,0,0,35,427,278,499,0,0,0,0,0,5,499,2,219,32,8,27,0,35,1,1,444,116,17.1,2013
Jonathan Babineaux,2276,DI,ATL,16,8,0,100.0,0,1,2,2,0,66.9,63.7,79.1,51.7,70.4,32.2,5,28,0,0,5.0,22.2,12,0,1,87.5,1,1,0,8,0,2,903,893,8,513,48,324,0,10,531,370,1,31,34,7,1,34,0,5,9,5.0,2013
Omar Gaither,3113,LB,ATL,3,1,0,,0,0,2,0,0,66.3,65.5,73.6,59.6,61.8,79.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,33,0,9,33,0,0,0,0,0,0,33,1,23,0,1,4,0,0,0,0,0,0,,2013
Stephen Nicholas,3725,LB,ATL,7,5,0,83.3,0,1,2,0,0,54.0,76.7,73.7,62.0,84.9,78.8,0,0,0,0,8.0,3.6,1,1,0,120.8,5,1,0,126,0,48,130,4,0,0,4,0,0,126,6,76,0,11,22,4,6,1,1,21,17,4.2,2013
Thomas DeCoud,4412,S,ATL,15,10,1,72.2,0,0,2,1,1,36.4,42.4,86.3,47.6,59.0,40.6,0,1,0,0,53.0,16.4,12,2,1,147.0,26,0,0,201,20,493,891,1,0,0,0,1,592,890,24,374,76,13,51,2,36,1,6,390,165,15.0,2013
Kroy Biermann,4468,ED,ATL,2,0,0,75.0,0,0,2,0,0,39.8,56.8,77.0,53.8,72.0,49.7,1,2,0,0,10.0,25.0,2,0,0,91.7,3,0,0,42,1,21,99,50,0,0,11,39,0,49,38,40,6,2,6,1,4,3,0,26,17,8.7,2013
Peria Jerry,4947,DI,ATL,16,8,1,100.0,1,0,2,1,0,71.9,51.2,46.8,56.4,49.1,50.2,2,11,0,0,8.0,16.2,6,0,4,85.4,2,5,0,0,0,5,663,662,32,419,12,199,0,1,333,325,0,20,23,2,2,18,0,9,10,4.5,2013
William Moore,4978,S,ATL,16,8,0,69.2,0,2,2,2,0,62.7,65.2,14.8,89.6,67.7,58.2,2,3,0,3,49.0,17.9,17,1,3,80.8,27,2,0,266,5,574,1043,0,0,0,0,0,735,1043,31,438,36,20,70,4,39,7,2,337,138,12.5,2013
Sean Weatherspoon,5544,LB,ATL,7,7,0,69.7,0,1,2,0,0,60.3,54.0,8.8,60.4,52.3,37.3,1,2,1,1,32.0,23.9,11,1,3,72.5,23,1,0,372,4,189,392,3,0,0,3,0,4,389,33,170,8,16,28,1,33,4,0,198,126,8.6,2013
Corey Peters,5607,DI,ATL,15,8,2,,0,0,2,0,0,63.8,67.4,76.1,52.8,73.1,56.4,2,8,0,0,,9.3,4,0,1,0.0,0,5,0,0,0,9,656,655,94,501,1,59,0,1,362,285,0,32,31,0,0,15,0,0,0,,2013
Dominique Franks,5658,CB,ATL,2,0,0,33.3,0,0,2,0,0,49.7,48.7,73.3,,60.0,,0,0,0,0,10.0,,0,1,0,83.3,1,0,0,2,6,11,12,0,0,0,0,0,2,12,0,1,2,0,0,0,3,0,1,10,0,10.0,2013
Robert McClain,5771,CB,ATL,16,3,0,76.6,0,1,2,0,0,67.3,69.1,87.0,69.1,65.9,73.0,2,2,0,0,67.0,8.5,5,4,1,125.1,49,1,0,35,58,370,577,0,0,0,0,0,4,577,24,183,479,16,51,0,64,5,3,669,335,13.7,2013
Akeem Dent,6243,LB,ATL,12,5,1,89.5,0,0,2,0,0,36.1,46.6,77.6,69.7,56.8,62.5,0,4,0,0,25.0,12.5,6,0,2,145.1,17,1,0,351,4,160,363,5,0,0,5,0,1,358,32,171,2,19,37,4,19,5,3,177,123,10.4,2013
Cliff Matthews,6382,ED,ATL,14,3,0,,0,0,2,0,0,60.0,54.2,81.3,58.9,53.8,59.2,0,6,0,0,,7.1,1,0,0,0.0,0,0,0,1,0,0,170,168,0,63,5,100,0,2,82,88,0,8,10,0,0,6,0,0,0,,2013
Jonathan Massaquoi,7156,ED,ATL,16,4,1,71.4,0,0,2,0,0,50.4,60.9,69.6,56.9,70.6,60.6,4,19,0,0,26.0,12.2,5,0,1,99.1,5,5,0,64,2,57,527,456,0,3,50,403,5,71,289,181,0,24,32,3,7,28,0,63,37,12.6,2013
Travian Robertson,7230,DI,ATL,5,0,0,,0,0,2,0,0,60.0,52.4,78.9,55.5,52.3,69.8,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,79,79,21,51,0,7,0,0,26,53,0,2,3,0,0,1,0,0,0,,2013
Desmond Trufant,7803,CB,ATL,16,4,0,53.4,1,1,2,1,0,82.5,82.8,68.4,48.9,78.3,81.2,0,1,0,2,53.0,5.6,4,15,7,75.2,47,0,0,68,759,574,1001,0,0,0,0,0,4,1001,7,420,170,17,63,1,88,1,3,565,219,12.0,2013
Robert Alford,7841,CB,ATL,15,4,0,63.3,3,1,2,1,0,66.6,63.2,19.9,43.1,52.9,59.0,1,3,0,2,62.0,14.0,6,5,5,110.5,38,0,0,37,498,383,570,0,0,0,0,0,3,570,5,182,31,5,33,0,60,4,6,521,178,13.7,2013
Malliciah Goodman,7909,ED,ATL,14,4,0,0.0,0,0,2,2,0,56.3,61.7,83.9,54.6,66.0,58.1,1,10,0,0,,8.3,1,0,0,39.6,0,0,0,4,0,2,302,298,0,57,28,213,0,4,145,155,0,4,7,1,1,11,0,0,0,,2013
Stansly Maponga,7935,ED,ATL,12,1,0,,0,0,2,0,0,64.7,36.5,31.5,48.3,35.5,75.2,1,2,0,0,,0.0,0,0,1,0.0,0,0,0,17,0,9,126,109,0,1,17,91,0,17,75,42,0,1,4,0,0,3,0,0,0,,2013
Kemal Ishmael,8026,S,ATL,1,0,0,,0,0,2,0,0,60.0,60.3,66.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,1,3,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,,2013
Zeke Motta,8027,S,ATL,6,4,0,71.4,0,0,2,0,0,60.2,54.1,78.8,50.3,46.3,29.6,0,0,0,0,18.0,29.4,5,2,0,124.4,5,0,0,37,4,85,153,0,0,0,0,0,102,153,5,63,10,2,8,0,7,0,1,39,10,7.8,2013
Paul Worrilow,8141,LB,ATL,14,18,0,86.0,0,0,2,0,0,52.8,57.0,30.7,70.6,59.7,77.7,4,11,0,0,56.0,9.9,12,1,4,116.9,37,3,0,756,2,351,773,4,0,0,4,0,3,769,79,343,7,47,91,4,43,18,2,358,313,9.7,2013
Joplo Bartu,8455,LB,ATL,15,19,0,71.8,0,0,2,0,0,41.8,59.4,77.7,59.3,74.1,61.3,3,6,0,0,34.0,13.5,12,1,1,108.8,28,5,0,648,1,346,772,72,0,0,72,0,3,700,77,349,47,37,58,6,39,14,2,279,140,10.0,2013
Osi Umenyiora,1371,ED,ATL,16,2,0,100.0,0,0,2,1,1,36.3,58.7,83.2,61.8,62.0,39.4,6,26,0,0,49.0,25.0,3,0,1,118.8,1,3,0,24,0,4,338,314,0,2,64,248,0,24,292,42,0,6,7,0,1,35,0,49,47,49.0,2014
Jonathan Babineaux,2276,DI,ATL,15,6,1,,0,0,2,0,0,69.3,66.4,75.1,62.3,59.9,28.8,5,34,0,0,,35.3,12,0,1,0.0,0,2,0,9,0,4,695,685,18,362,23,282,0,10,444,247,1,14,16,3,0,41,0,0,0,,2014
Josh Wilson,3671,CB,ATL,13,2,0,70.3,1,0,2,0,0,59.7,59.7,84.8,57.0,56.9,32.5,1,1,0,1,40.0,26.2,11,5,1,84.7,26,0,0,19,23,322,448,0,0,0,0,0,7,448,13,113,399,13,29,1,37,2,0,314,233,12.1,2014
Paul Soliai,3724,DI,ATL,15,4,0,,0,0,2,0,0,54.4,64.2,44.0,58.7,69.7,55.9,0,10,0,0,,14.7,5,0,3,0.0,0,1,0,0,0,2,505,505,86,362,0,57,0,0,230,273,0,20,25,5,0,11,0,0,0,,2014
Charles Godfrey,4381,S,ATL,7,4,0,82.4,0,0,2,0,0,34.5,34.0,82.9,44.5,60.1,43.7,0,0,0,0,21.0,20.0,5,0,1,139.3,14,0,0,30,0,138,205,0,0,0,0,0,55,205,9,58,120,5,16,0,17,0,3,135,60,9.6,2014
Dwight Lowery,4427,S,ATL,16,10,2,63.4,0,1,2,1,0,62.0,67.4,91.1,70.8,75.5,67.9,2,4,0,2,57.0,10.1,10,1,0,79.6,45,1,0,379,26,588,1029,0,0,0,0,0,425,1029,36,405,199,18,79,3,71,7,0,621,229,13.8,2014
Kroy Biermann,4468,ED,ATL,16,18,1,88.9,0,1,2,0,0,37.6,61.5,72.6,57.7,72.3,59.2,8,28,0,0,29.0,14.5,12,0,1,103.0,16,6,0,320,5,92,848,499,0,0,113,386,0,349,395,361,24,45,53,6,18,42,0,157,115,9.8,2014
Tyson Jackson,4926,DI,ATL,16,11,3,,0,0,2,0,0,61.2,67.0,59.4,64.1,65.9,77.0,2,11,0,0,,0.0,0,0,3,0.0,0,1,0,0,0,3,512,512,2,284,24,202,0,0,221,288,0,10,13,1,0,14,0,0,0,,2014
William Moore,4978,S,ATL,7,7,0,75.0,0,2,2,0,0,40.5,42.3,82.8,59.2,59.5,47.0,0,1,0,0,30.0,22.2,6,0,1,109.0,9,0,0,88,5,188,322,0,0,0,0,0,202,322,8,126,27,1,14,0,12,1,0,128,55,14.2,2014
