Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside,Team
Julian Blackmon,#32,S,15.0,987,423.0,19.0,545.0,68.3,59.2,81.1,50.2,72.6,4.0,0.0,1.0,3.0,1.0,72.0,16.0,7.0,7.4,30.0,0.0,44.0,31.0,70.5,365.0,11.8,207.0,45.0,0.0,4.0,2.0,57.5,0 (0),30.0,468.0,308.0,175.0,6.0,0.0,0.0,0.0,30.0,indianapolis-colts
Kwity Paye,#51,ED,16.0,700,287.0,410.0,3.0,74.3,78.1,67.9,62.2,57.6,28.0,8.0,2.0,18.0,0.0,30.0,12.0,3.0,6.7,28.0,2.0,1.0,1.0,100.0,10.0,10.0,5.0,10.0,0.0,0.0,0.0,108.3,0 (0),697.0,1.0,0.0,0.0,2.0,0.0,7.0,8.0,682.0,indianapolis-colts
Dayo Odeyingbo,#54,ED,17.0,623,257.0,365.0,1.0,56.9,49.1,60.4,68.2,60.0,29.0,12.0,7.0,10.0,2.0,19.0,6.0,4.0,13.8,25.0,2.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,6 (0),620.0,2.0,0.0,0.0,1.0,12.0,89.0,109.0,410.0,indianapolis-colts
Cameron McGrone,#59,LB,3.0,8,8.0,0.0,0.0,82.7,77.3,80.8,-,-,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,indianapolis-colts
Grant Stuard,#41,LB,5.0,32,14.0,7.0,11.0,32.6,52.1,32.8,49.6,33.7,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,33.3,1.0,0.0,2.0,2.0,100.0,29.0,14.5,21.0,16.0,0.0,0.0,0.0,118.8,0 (0),3.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,indianapolis-colts
Eric Johnson,#93,DI,14.0,265,154.0,110.0,1.0,30.5,29.3,59.3,56.7,59.5,4.0,2.0,1.0,1.0,0.0,8.0,3.0,1.0,8.3,5.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (1),265.0,0.0,0.0,0.0,0.0,2.0,253.0,10.0,0.0,indianapolis-colts
Trevor Denbow,#43,S,3.0,7,7.0,0.0,0.0,50.4,52.2,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,indianapolis-colts
Dallis Flowers,#33,CB,4.0,304,128.0,0.0,176.0,66.4,45.0,34.6,-,70.6,0.0,0.0,0.0,0.0,0.0,13.0,2.0,4.0,21.1,3.0,0.0,18.0,11.0,61.1,115.0,10.5,29.0,24.0,1.0,0.0,3.0,98.1,0 (0),6.0,22.0,0.0,1.0,275.0,0.0,0.0,0.0,6.0,indianapolis-colts
Segun Olubi,#50,LB,5.0,115,49.0,4.0,62.0,56.2,44.1,29.5,64.9,66.9,0.0,0.0,0.0,0.0,0.0,14.0,4.0,6.0,25.0,8.0,0.0,7.0,4.0,57.1,25.0,6.3,7.0,8.0,0.0,1.0,0.0,25.0,0 (0),4.0,100.0,1.0,9.0,0.0,0.0,0.0,0.0,4.0,indianapolis-colts
Nick Cross,#20,S,14.0,292,119.0,7.0,166.0,71.8,81.2,66.7,70.4,63.2,0.0,0.0,0.0,0.0,0.0,19.0,12.0,4.0,11.4,5.0,0.0,7.0,3.0,42.9,27.0,9.0,0.0,24.0,1.0,1.0,0.0,53.9,0 (0),4.0,39.0,210.0,37.0,2.0,0.0,0.0,0.0,4.0,indianapolis-colts
Jaylon Jones,#40,CB,15.0,788,313.0,0.0,475.0,56.8,57.1,72.1,-,55.8,0.0,0.0,0.0,0.0,0.0,35.0,7.0,3.0,6.7,6.0,0.0,57.0,31.0,54.4,330.0,10.6,57.0,27.0,6.0,0.0,5.0,106.6,6 (0),14.0,48.0,0.0,6.0,720.0,0.0,0.0,0.0,14.0,indianapolis-colts
Ameer Speed,#37,CB,2.0,3,3.0,0.0,0.0,62.4,62.2,68.4,-,-,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,indianapolis-colts
Isaiah Land,#55,ED,6.0,31,12.0,19.0,0.0,70.6,75.4,74.2,57.8,-,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,indianapolis-colts
Adetomiwa Adebawore,#95,DI,9.0,132,62.0,70.0,0.0,27.5,24.1,23.3,62.5,62.7,6.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,60.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),131.0,1.0,0.0,0.0,0.0,0.0,88.0,43.0,0.0,indianapolis-colts
