Player,JerseyNumber,Position,GamesPlayed,OffenseTotalSnaps,BlockingTotalSnaps,BlockingTotalSnapsPercentage,RunBlockingSnaps,PassBlockingSnaps,OffenseOverallGrade,RunBlockingGrade,PassBlockingGrade,PressuresAllowedTotalSnaps,PressuresAllowedTotalSnapsPercentage,PressuresAllowedSacks,PressuresAllowedHits,PressuresAllowedHurries,PressuresAllowedTotal,PressuresAllowedEfficiency,Penalties,SnapsAtLeftTackle,SnapsAtLeftGuard,SnapsAtCenter,SnapsAtRightGuard,SnapsAtRightTackle,SnapsAtInlineTightEnd
Josh Oliver,#84,TE,17.0,467.0,313.0,67.0,243.0,70.0,75.1,73.9,57.6,64.0,31.1,2.0,3.0,1.0,6.0,93.7,4 (1),0.0,0.0,0.0,0.0,0.0,440.0
Garrett Bradbury,#56,C,14.0,874.0,874.0,100.0,296.0,578.0,60.9,65.5,56.8,543.0,100.0,3.0,5.0,14.0,22.0,97.7,5 (1),0.0,0.0,874.0,0.0,0.0,0.0
Johnny Mundt,#86,TE,17.0,225.0,104.0,46.2,94.0,10.0,70.8,63.8,56.1,9.0,7.3,0.0,0.0,0.0,0.0,100.0,1 (0),0.0,0.0,0.0,0.0,0.0,163.0
Blake Brandel,#64,G,3.0,163.0,163.0,100.0,49.0,114.0,55.1,63.8,52.2,111.0,100.0,1.0,2.0,5.0,8.0,95.9,2 (0),0.0,0.0,0.0,163.0,0.0,0.0
Olisaemeka Udoh,#74,T,2.0,45.0,45.0,100.0,8.0,37.0,52.4,50.5,49.8,36.0,100.0,1.0,1.0,1.0,3.0,94.4,0 (0),45.0,0.0,0.0,0.0,0.0,0.0
Alexander Mattison,#02,HB,16.0,580.0,100.0,17.2,18.0,82.0,61.8,43.6,49.5,76.0,21.6,4.0,3.0,2.0,9.0,91.4,0 (0),0.0,0.0,0.0,0.0,0.0,16.0
Ty Chandler,#32,HB,14.0,308.0,73.0,23.7,11.0,62.0,76.3,59.5,49.3,60.0,33.0,4.0,2.0,3.0,9.0,89.2,0 (0),0.0,0.0,0.0,0.0,0.0,5.0
Nick Muse,#34,TE,1.0,2.0,1.0,50.0,1.0,0.0,89.2,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,2.0
Lucky Jackson,#81,WR,3.0,3.0,1.0,33.3,1.0,0.0,57.5,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
Josh Metellus,#44,S,1.0,1.0,1.0,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
Theo Jackson,#25,S,1.0,1.0,1.0,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
Nick Vigil,#59,LB,1.0,1.0,1.0,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
Andrew DePaola,#42,LS,2.0,2.0,2.0,100.0,2.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
Jay Ward,#20,S,2.0,2.0,2.0,100.0,2.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
NaJee Thompson,#11,CB,2.0,2.0,2.0,100.0,2.0,0.0,59.2,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
Ryan Wright,#14,P,2.0,2.0,2.0,100.0,2.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
Pat Jones II,#91,ED,2.0,2.0,2.0,100.0,2.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
Troy Dye,#45,LB,2.0,2.0,2.0,100.0,2.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
N'Keal Harry,#13,WR,8.0,23.0,15.0,65.2,15.0,0.0,55.6,57.4,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
Jaren Hall,#16,QB,3.0,46.0,16.0,34.8,16.0,0.0,60.3,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
Trishton Jackson,#09,WR,6.0,80.0,27.0,33.8,27.0,0.0,54.7,60.8,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
Jalen Nailor,#83,WR,5.0,94.0,36.0,38.3,36.0,0.0,51.2,59.3,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
Nick Mullens,#12,QB,5.0,243.0,65.0,26.7,65.0,0.0,57.7,60.3,-,0.0,0.0,0.0,0.0,0.0,0.0,,5 (0),0.0,0.0,0.0,0.0,0.0,0.0
Joshua Dobbs,#15,QB,5.0,319.0,111.0,34.8,111.0,0.0,71.3,60.5,-,0.0,0.0,0.0,0.0,0.0,0.0,,3 (1),0.0,0.0,0.0,0.0,0.0,0.0
Kirk Cousins,#08,QB,8.0,513.0,148.0,28.8,148.0,0.0,86.1,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,6 (0),0.0,0.0,0.0,0.0,0.0,0.0
Justin Jefferson,#18,WR,10.0,549.0,157.0,28.6,157.0,0.0,91.1,56.8,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (1),0.0,0.0,0.0,0.0,0.0,0.0
Jordan Addison,#03,WR,17.0,921.0,278.0,30.2,278.0,0.0,68.6,45.9,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (1),0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
