Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles
Nik Bonitto,#42,ED,3.0,10.0,0.0,4.0,6.0,0.0,0.0,0.0,61.8,-,-,-,0 (0),0.0,0.0,0.0
Marvin Mims Jr.,#19,WR,16.0,143.0,87.0,0.0,56.0,0.0,0.0,0.0,61.5,55.2,68.3,-,0 (0),0.0,0.0,0.0
Wil Lutz,#16,K,17.0,147.0,0.0,81.0,0.0,0.0,0.0,66.0,60.9,90.4,-,62.3,0 (0),0.0,0.0,0.0
Josey Jewell,#47,LB,16.0,68.0,2.0,0.0,0.0,0.0,66.0,0.0,60.8,-,-,-,0 (0),0.0,0.0,0.0
Cam Fleming,#73,T,3.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,60.7,-,-,-,0 (0),0.0,0.0,0.0
Justin Simmons,#31,S,15.0,68.0,2.0,2.0,0.0,0.0,64.0,0.0,60.5,-,-,-,0 (0),0.0,0.0,0.0
Caden Sterns,#30,S,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Courtland Sutton,#14,WR,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Elijah Garcia,#95,DI,2.0,8.0,0.0,0.0,1.0,0.0,7.0,0.0,59.6,-,-,-,0 (0),0.0,0.0,0.0
Adam Trautman,#82,TE,5.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,59.5,-,-,-,0 (0),0.0,0.0,0.0
Devon Key,#26,S,1.0,13.0,6.0,3.0,4.0,0.0,0.0,0.0,59.2,-,-,-,0 (0),0.0,0.0,0.0
Delarrin Turner-Yell,#32,S,16.0,306.0,61.0,61.0,49.0,72.0,63.0,0.0,59.1,-,-,-,1 (1),7.0,0.0,3.0
Jonathan Harris,#92,DI,17.0,78.0,0.0,0.0,0.0,0.0,78.0,0.0,58.8,-,-,-,0 (0),0.0,0.0,0.0
Ja'Quan McMillian,#29,CB,15.0,112.0,30.0,30.0,37.0,0.0,15.0,0.0,58.6,-,-,-,0 (0),0.0,1.0,0.0
Fabian Moreau,#23,CB,5.0,26.0,0.0,14.0,3.0,9.0,0.0,0.0,58.6,-,-,-,0 (0),0.0,0.0,0.0
Jaleel McLaughlin,#38,HB,15.0,80.0,10.0,68.0,1.0,1.0,0.0,0.0,56.8,-,-,-,0 (0),1.0,0.0,1.0
Brandon Johnson,#89,WR,2.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,56.8,-,-,-,0 (0),0.0,0.0,0.0
Lloyd Cushenberry III,#79,C,16.0,66.0,0.0,0.0,0.0,0.0,0.0,66.0,56.0,-,-,-,0 (0),0.0,0.0,0.0
Samaje Perine,#25,HB,14.0,94.0,70.0,0.0,0.0,24.0,0.0,0.0,55.8,-,-,-,0 (0),0.0,0.0,0.0
Damarri Mathis,#27,CB,14.0,108.0,4.0,53.0,45.0,3.0,3.0,0.0,53.7,-,-,-,0 (0),0.0,0.0,1.0
Mike Purcell,#98,DI,15.0,88.0,0.0,0.0,17.0,0.0,71.0,0.0,53.3,-,-,-,1 (0),0.0,0.0,0.0
Tremon Smith,#01,CB,17.0,388.0,91.0,82.0,60.0,81.0,74.0,0.0,53.2,58.8,60.1,-,5 (1),4.0,0.0,3.0
Chris Manhertz,#84,TE,16.0,86.0,79.0,0.0,0.0,7.0,0.0,0.0,51.8,59.9,-,-,0 (0),0.0,0.0,0.0
Michael Bandy,#83,WR,1.0,7.0,4.0,0.0,3.0,0.0,0.0,0.0,26.7,-,61.1,-,0 (0),0.0,0.0,0.0
