OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_Rank,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_Player,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_JerseyNumber,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_Position,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_GamesPlayed,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnaps,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnaps.1,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnapsPercentage,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingGrade,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingPenalties,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnapsInZoneScheme,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnapsInZoneSchemePercentage,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingGradeInZoneScheme,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnapsInGapScheme,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnapsInGapSchemePercentage,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingGradeInGapScheme
14.0,Dwayne Washington,#39,HB,1.0,1.0,1.0,100.0,60.0,0 (0),1.0,100.0,60.0,0.0,0.0,-
14.0,Wil Lutz,#16,K,1.0,1.0,1.0,100.0,60.0,0 (0),0.0,0.0,-,0.0,0.0,-
14.0,Mitchell Fraboni,#48,LS,1.0,1.0,1.0,100.0,60.0,0 (0),0.0,0.0,-,0.0,0.0,-
14.0,Matt Henningsen,#91,DI,1.0,1.0,1.0,100.0,60.0,0 (0),0.0,0.0,-,0.0,0.0,-
14.0,Jaleel McLaughlin,#38,HB,17.0,85.0,8.0,9.4,60.0,0 (0),1.0,12.5,60.0,0.0,0.0,-
14.0,Justin Simmons,#31,S,5.0,11.0,11.0,100.0,60.0,0 (0),0.0,0.0,-,0.0,0.0,-
14.0,Russell Wilson,#03,QB,15.0,370.0,325.0,87.8,60.0,0 (0),168.0,51.7,60.0,129.0,39.7,60.0
21.0,Ben Powers,#74,G,17.0,419.0,419.0,100.0,59.7,1 (0),197.0,47.0,63.5,154.0,36.8,52.6
22.0,Samaje Perine,#25,HB,16.0,73.0,18.0,24.7,59.3,0 (0),2.0,11.1,60.0,1.0,5.6,60.0
23.0,Phillip Dorsett,#13,WR,2.0,13.0,13.0,100.0,58.7,0 (0),5.0,38.5,59.6,8.0,61.5,58.8
24.0,Chris Manhertz,#84,TE,16.0,234.0,234.0,100.0,58.5,1 (0),92.0,39.3,69.5,98.0,41.9,49.7
25.0,Javonte Williams,#33,HB,16.0,264.0,41.0,15.5,57.6,0 (0),6.0,14.6,60.0,0.0,0.0,-
26.0,Marvin Mims Jr.,#19,WR,16.0,120.0,112.0,93.3,55.5,0 (0),63.0,56.3,62.4,36.0,32.1,56.4
27.0,Brandon Johnson,#89,WR,13.0,111.0,111.0,100.0,53.7,0 (0),50.0,45.0,49.1,48.0,43.2,62.7
28.0,Nate Adkins,#45,TE,10.0,26.0,26.0,100.0,51.2,0 (0),13.0,50.0,59.0,6.0,23.1,78.7
29.0,Greg Dulcich,#80,TE,2.0,8.0,8.0,100.0,49.4,0 (0),6.0,75.0,60.9,2.0,25.0,55.4
30.0,Jerry Jeudy,#10,WR,16.0,170.0,170.0,100.0,46.1,0 (0),108.0,63.5,54.4,36.0,21.2,56.0
31.0,Cam Fleming,#73,T,4.0,46.0,46.0,100.0,44.8,0 (0),16.0,34.8,57.7,20.0,43.5,47.0
32.0,Quinn Bailey,#75,G,14.0,62.0,62.0,100.0,42.5,1 (0),12.0,19.4,50.0,30.0,48.4,44.9
,,,,,,,,,,,,,,,
