player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,year
Pierre Strong Jr.,66619,HB,CLV,15,17.2,0,8,60.6,62.4,60.2,0,1,16,18.0,19.1,96.9,0,1,0,29,0,0,0,169,18,94,0,0,11,9,2023
James Proche II,48037,WR,CLV,3,42.4,0,8,50.1,,56.6,0,0,0,0.0,0.0,,0,0,0,25,0,0,0,59,0,34,0,0,25,1,2023
Jack Conklin,10642,T,CLV,1,100.0,0,8,74.5,78.9,71.7,0,0,15,100.0,100.0,100.0,0,0,0,22,0,0,0,22,15,15,0,22,7,0,2023
Jeff Driskel,10841,QB,CLV,1,32.1,0,8,66.4,,60.0,0,0,0,0.0,0.0,,1,0,0,17,0,0,0,53,0,32,0,0,17,0,2023
Nick Chubb,45783,HB,CLV,2,14.8,0,8,81.6,25.8,60.0,0,1,6,27.3,27.3,91.7,0,1,0,8,0,0,0,54,6,22,0,0,2,1,2023
Anthony Walker Jr.,11916,LB,CLV,2,100.0,0,8,60.0,,60.0,0,0,0,,,,1,0,0,3,0,0,0,3,0,0,0,0,3,0,2023
Ty Nsekhe,7636,T,CLV,1,100.0,0,8,60.0,,59.2,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2023
Joel Bitonio,8670,G,CLV,9,100.0,0,8,66.3,64.4,66.9,3,18,408,100.0,100.0,96.9,6,23,2,625,0,598,27,625,437,437,0,0,188,0,2024
Ethan Pocic,11813,C,CLV,8,100.0,0,8,56.4,62.3,56.7,4,13,345,100.0,100.0,97.0,3,19,2,520,493,27,0,520,369,369,0,0,151,0,2024
Dawand Jones,101550,T,CLV,8,100.0,0,8,45.0,56.1,43.2,7,11,323,100.0,100.0,96.0,7,22,4,481,0,0,146,481,345,345,1,334,136,0,2024
Wyatt Teller,46131,G,CLV,5,100.0,0,8,58.5,60.5,62.4,1,7,216,100.0,100.0,97.7,4,9,1,329,0,0,0,329,231,231,329,0,98,0,2024
Jack Conklin,10642,T,CLV,4,100.0,0,8,70.3,69.1,65.9,0,7,161,100.0,100.0,96.6,0,9,2,262,0,0,0,262,173,173,0,262,89,0,2024
Jedrick Wills Jr.,58467,T,CLV,5,100.0,2,8,52.9,63.6,51.6,3,5,156,100.0,100.0,95.5,7,11,3,245,0,0,245,245,168,168,0,0,77,0,2024
Zak Zinter,129605,G,CLV,7,99.1,0,8,40.5,34.7,49.4,1,6,139,98.6,98.7,95.3,2,10,3,228,0,0,0,230,148,150,208,0,80,21,2024
James Hudson III,59854,T,CLV,4,100.0,0,8,50.4,40.2,57.7,7,8,149,100.0,100.0,95.0,2,15,0,222,0,0,207,222,159,159,0,15,63,0,2024
Jerry Jeudy,61103,WR,CLV,9,27.0,0,8,64.7,,60.6,0,0,0,0.0,0.0,,5,0,0,150,0,0,0,555,0,404,0,0,150,4,2024
Michael Dunn,39676,G,CLV,3,100.0,0,8,45.8,32.0,54.8,2,2,87,100.0,100.0,95.4,2,6,2,143,54,0,0,143,95,95,87,0,48,2,2024
Elijah Moore,84302,WR,CLV,9,28.4,0,8,54.1,65.8,46.5,0,0,1,0.3,0.3,100.0,1,0,0,132,0,0,0,464,1,333,0,0,131,0,2024
Deshaun Watson,11767,QB,CLV,7,27.7,0,8,63.1,,60.0,0,0,0,0.0,0.0,,2,0,0,115,0,0,0,415,0,290,0,0,115,0,2024
Cedric Tillman,84434,WR,CLV,9,29.9,2,8,63.5,63.6,31.5,0,1,4,1.8,1.7,87.5,2,1,0,99,0,0,0,331,4,235,0,0,95,0,2024
Nick Harris,46752,C,CLV,5,97.8,0,8,49.7,63.9,48.3,0,2,54,96.4,96.7,98.1,1,2,0,88,78,0,0,90,58,60,0,0,30,0,2024
David Njoku,11784,TE,CLV,6,30.6,0,8,64.3,73.4,58.1,0,0,6,3.1,3.0,100.0,2,0,0,87,0,0,0,284,6,203,0,0,81,177,2024
Geoff Swaim,9679,TE,CLV,7,63.1,0,8,46.9,65.4,52.3,0,2,28,38.9,38.5,96.4,1,2,0,82,0,0,0,130,30,78,0,1,52,106,2024
Jordan Akins,47050,TE,CLV,9,27.4,0,8,66.3,68.8,47.6,0,0,10,6.0,5.6,100.0,0,0,0,64,0,0,0,234,10,180,0,0,54,133,2024
Blake Whiteheart,77881,TE,CLV,4,61.5,0,8,64.3,75.9,58.1,0,0,6,18.8,16.7,100.0,0,0,0,48,0,0,0,78,6,36,0,0,42,52,2024
Jameis Winston,9434,QB,CLV,7,26.7,0,8,78.0,,60.0,0,0,0,0.0,0.0,,0,0,0,46,0,0,0,172,0,118,0,0,46,0,2024
Jerome Ford,83601,HB,CLV,7,17.0,0,8,63.9,35.0,60.0,0,6,37,19.6,18.8,89.2,0,7,1,45,0,0,0,264,38,202,0,0,7,29,2024
D'Onta Foreman,11844,HB,CLV,8,23.9,0,8,60.2,41.2,58.3,1,0,19,35.8,32.8,92.1,1,2,1,28,0,0,0,117,19,58,0,0,9,2,2024
Pierre Strong Jr.,66619,HB,CLV,7,10.7,0,8,57.5,43.8,59.4,0,0,9,8.5,9.8,100.0,0,0,0,14,0,0,0,131,11,112,0,0,3,16,2024
Nick Chubb,45783,HB,CLV,3,14.1,0,8,57.1,67.2,60.0,0,1,10,20.8,19.6,95.0,0,1,0,14,0,0,0,99,10,51,0,0,4,2,2024
Germain Ifedi,10665,T,CLV,2,100.0,0,8,49.3,47.6,48.2,0,1,9,100.0,100.0,94.4,0,1,0,13,0,0,0,13,9,9,0,13,4,0,2024
Jaelon Darden,61522,WR,CLV,3,31.8,0,8,54.7,,60.3,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,22,0,15,0,0,7,0,2024
Dorian Thompson-Robinson,83574,QB,CLV,1,15.8,0,8,44.7,,60.0,0,0,0,0.0,0.0,,1,0,0,6,0,0,0,38,0,29,0,0,6,0,2024
Jamari Thrash,97399,WR,CLV,2,45.5,0,8,54.1,,58.4,0,0,0,0.0,0.0,,0,0,0,5,0,0,0,11,0,6,0,0,5,0,2024
David Bell,97989,WR,CLV,1,44.4,0,8,78.7,,81.4,0,0,0,0.0,0.0,,0,0,0,4,0,0,0,9,0,5,0,0,4,0,2024
James Proche II,48037,WR,CLV,4,40.0,0,8,57.7,,60.0,0,0,0,0.0,0.0,,0,0,0,4,0,0,0,10,0,6,0,0,4,0,2024
Winston Reid,63354,LB,CLV,1,100.0,0,8,59.7,,59.2,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,1,2024
Marco Rivera,207,G,DAL,17,100.0,1,9,76.1,73.6,74.8,2,21,594,100.0,100.0,97.6,8,26,3,1122,0,0,0,1122,642,642,1122,0,480,0,2006
Kyle Kosier,1208,G,DAL,17,100.0,0,9,80.0,77.0,78.7,5,19,594,100.0,100.0,97.3,6,28,4,1122,0,1122,0,1122,642,642,0,0,480,0,2006
Flozell Adams,354,T,DAL,17,100.0,0,9,78.8,84.8,71.0,6,21,593,100.0,100.0,96.9,7,32,5,1116,0,0,1115,1116,641,641,0,0,475,1,2006
Marc Colombo,1036,T,DAL,17,100.0,0,9,67.8,71.1,61.8,2,28,588,100.0,100.0,96.9,6,33,3,1112,0,0,0,1112,636,636,0,1112,476,0,2006
Andre Gurode,1044,C,DAL,17,100.0,2,9,80.9,87.4,77.5,0,9,589,100.0,100.0,99.1,6,10,1,1094,1094,0,0,1094,637,637,0,0,457,0,2006
Jason Witten,1384,TE,DAL,17,56.0,0,9,82.5,68.2,83.9,1,4,141,24.0,23.4,98.2,7,5,0,620,0,0,0,1107,149,636,0,0,471,828,2006
Terrell Owens,188,WR,DAL,17,41.0,0,9,80.8,68.7,65.8,0,0,2,0.3,0.3,100.0,7,0,0,436,0,0,0,1064,2,630,0,0,434,18,2006
Terry Glenn,156,WR,DAL,16,35.3,2,9,77.4,70.3,72.1,0,0,2,0.4,0.4,100.0,5,0,0,304,0,0,0,861,2,556,0,0,302,2,2006
Tony Romo,1693,QB,DAL,14,39.2,1,9,78.1,,60.0,0,0,0,0.0,0.0,,1,0,0,293,0,0,0,747,0,437,0,0,293,0,2006
Anthony Fasano,2998,TE,DAL,17,63.5,0,9,60.5,70.9,60.1,1,2,68,33.0,33.9,97.8,4,3,0,265,0,0,0,417,78,230,0,0,187,234,2006
Oliver Hoyte,3357,FB,DAL,11,77.2,0,9,76.4,85.0,77.9,0,0,12,20.0,20.0,100.0,0,0,0,176,0,0,0,228,13,65,0,0,163,3,2006
Patrick Crayton,1932,WR,DAL,17,34.9,0,9,76.8,71.5,90.9,0,0,2,0.7,0.6,100.0,3,0,0,169,0,0,0,484,2,317,0,0,167,8,2006
Drew Bledsoe,36,QB,DAL,6,44.5,0,9,59.0,,60.0,0,0,0,0.0,0.0,,3,0,0,167,0,0,0,375,0,205,0,0,167,0,2006
Julius Jones,1764,HB,DAL,17,19.9,0,9,46.2,75.0,71.0,0,5,98,35.3,37.0,96.4,1,6,1,121,0,0,0,607,113,305,0,0,8,1,2006
Marion Barber III,2326,HB,DAL,17,21.1,0,9,60.8,70.6,67.1,0,5,79,25.4,27.0,94.3,1,7,2,102,0,0,0,484,90,333,0,0,12,7,2006
Lousaka Polite,2152,FB,DAL,11,68.0,0,9,61.6,83.0,73.6,0,0,7,18.9,19.0,100.0,0,0,0,87,0,0,0,128,8,42,0,0,79,4,2006
Sam Hurd,3362,WR,DAL,14,53.0,0,9,70.4,,73.9,0,0,0,0.0,0.0,,0,0,0,71,0,0,0,134,0,63,0,0,71,1,2006
Jason Fabini,388,T,DAL,8,100.0,0,9,76.8,76.1,70.7,0,0,19,100.0,100.0,100.0,0,0,0,41,0,0,7,41,21,21,0,10,20,24,2006
Al Johnson,1354,C,DAL,3,100.0,0,9,49.3,27.8,51.7,0,1,8,100.0,100.0,93.7,0,1,0,33,28,0,0,33,8,8,0,0,25,5,2006
Tony Curtis,2552,TE,DAL,3,90.9,0,9,78.2,74.9,72.8,0,0,6,75.0,75.0,100.0,0,0,0,20,0,0,0,22,6,8,0,0,14,22,2006
Miles Austin,3211,WR,DAL,2,90.0,0,9,41.1,,57.5,0,0,0,0.0,0.0,,1,0,0,9,0,0,0,10,0,1,0,0,9,0,2006
Tyson Thompson,2810,HB,DAL,3,31.6,0,9,53.6,79.1,59.0,0,0,3,100.0,100.0,100.0,0,0,0,6,0,0,0,19,3,3,0,0,3,0,2006
Ryan Hannam,1157,TE,DAL,1,83.3,0,9,54.7,25.1,59.5,1,0,1,50.0,50.0,50.0,0,1,0,5,0,0,0,6,1,2,0,0,4,6,2006
Ryan Fowler,2047,LB,DAL,1,100.0,0,9,59.3,69.7,58.2,0,0,1,100.0,100.0,100.0,0,0,0,3,0,0,0,3,1,1,0,0,2,0,2006
Jamaica Rector,2756,WR,DAL,1,100.0,0,9,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2006
Kyle Kosier,1208,G,DAL,17,100.0,2,9,67.4,80.2,57.3,4,16,612,100.0,100.0,97.9,5,23,3,1085,0,1085,0,1085,642,642,0,0,443,0,2007
Leonard Davis,774,G,DAL,17,100.0,1,9,84.4,80.1,83.5,3,17,602,100.0,100.0,97.8,6,23,3,1064,0,0,0,1064,632,632,1064,0,432,0,2007
Flozell Adams,354,T,DAL,17,100.0,0,9,68.9,79.0,63.7,10,33,602,100.0,100.0,96.3,15,44,1,1058,0,0,1058,1058,632,632,0,0,426,0,2007
Marc Colombo,1036,T,DAL,17,100.0,0,9,67.6,74.2,67.8,9,32,601,100.0,100.0,95.9,12,45,4,1058,0,0,0,1058,631,631,0,1058,427,0,2007
Andre Gurode,1044,C,DAL,15,100.0,0,9,74.9,81.1,77.9,1,11,521,100.0,100.0,98.8,3,12,0,921,921,0,0,921,547,547,0,0,374,0,2007
Jason Witten,1384,TE,DAL,17,48.1,0,9,91.6,53.2,83.2,2,1,79,13.4,13.5,94.3,5,6,3,496,0,0,0,1032,84,620,0,0,412,756,2007
Tony Romo,1693,QB,DAL,17,38.2,0,9,82.6,,60.0,0,0,0,0.0,0.0,,4,0,0,398,0,0,0,1043,0,630,0,0,398,0,2007
Terrell Owens,188,WR,DAL,16,38.1,1,9,85.7,,67.6,0,0,0,0.0,0.0,,10,0,0,358,0,0,0,940,0,581,0,0,358,0,2007
Anthony Fasano,2998,TE,DAL,17,57.0,0,9,59.0,69.1,64.0,0,3,34,15.2,15.3,95.6,2,3,0,264,0,0,0,463,36,235,0,0,228,340,2007
Patrick Crayton,1932,WR,DAL,16,31.7,0,9,72.9,,85.6,0,0,0,0.0,0.0,,1,0,0,253,0,0,0,797,0,544,0,0,253,3,2007
Oliver Hoyte,3357,FB,DAL,11,80.9,0,9,53.9,73.2,56.5,0,1,34,42.5,42.4,98.5,2,1,0,208,0,0,0,257,36,85,0,0,172,0,2007
Cory Procter,2748,C,DAL,6,100.0,0,9,56.0,70.0,50.5,0,2,91,100.0,100.0,98.9,1,2,0,169,164,0,0,169,95,95,5,0,74,0,2007
Sam Hurd,3362,WR,DAL,17,30.6,0,9,64.3,,71.1,0,0,0,0.0,0.0,,1,0,0,148,0,0,0,484,0,336,0,0,148,0,2007
Deon Anderson,3811,FB,DAL,7,78.7,0,9,70.3,33.1,68.0,0,1,12,29.3,29.3,87.5,0,2,1,107,0,0,0,136,12,41,0,0,95,0,2007
Julius Jones,1764,HB,DAL,17,21.9,0,9,63.4,72.1,58.3,0,7,88,31.0,31.2,96.0,0,7,0,106,0,0,0,483,93,298,0,0,13,0,2007
Marion Barber III,2326,HB,DAL,17,15.7,0,9,88.8,85.2,57.7,0,3,83,24.7,24.1,98.2,0,3,0,94,0,0,0,597,85,352,0,0,9,0,2007
Tony Curtis,2552,TE,DAL,15,75.9,0,9,83.0,80.8,61.7,0,0,14,41.2,44.4,100.0,0,0,0,63,0,0,0,83,16,36,0,0,47,76,2007
Miles Austin,3211,WR,DAL,12,42.7,0,9,61.0,,60.1,0,0,0,0.0,0.0,,0,0,0,44,0,0,0,103,0,59,0,0,44,0,2007
Pat McQuistan,3156,T,DAL,5,100.0,0,9,63.1,60.0,62.3,0,1,11,100.0,100.0,95.5,0,1,0,38,0,0,11,38,11,11,0,27,27,0,2007
Brad Johnson,31,QB,DAL,5,59.5,0,9,58.8,,60.0,0,0,0,0.0,0.0,,1,0,0,25,0,0,0,42,0,12,0,0,25,0,2007
Joe Berger,2424,G,DAL,1,100.0,0,9,94.0,83.1,91.6,0,0,10,100.0,100.0,100.0,0,0,0,16,0,0,0,16,10,10,16,0,6,0,2007
Doug Free,3738,T,DAL,1,100.0,0,9,68.9,85.2,58.7,0,0,10,100.0,100.0,100.0,0,0,0,16,0,0,16,16,10,10,0,0,6,0,2007
Isaiah Stanback,3719,WR,DAL,2,100.0,0,9,60.7,,60.7,0,0,0,,,,0,0,0,6,0,0,0,6,0,0,0,0,6,0,2007
Terry Glenn,156,WR,DAL,2,19.2,0,9,65.3,,60.3,0,0,0,0.0,0.0,,1,0,0,5,0,0,0,26,0,21,0,0,5,0,2007
Tyson Thompson,2810,HB,DAL,4,11.1,0,9,62.8,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,18,0,2,0,0,2,0,2007
Marc Colombo,1036,T,DAL,16,100.0,0,9,73.6,67.3,80.3,6,33,588,100.0,100.0,95.5,7,46,7,1013,0,0,0,1013,611,611,0,1013,402,0,2008
Andre Gurode,1044,C,DAL,16,100.0,1,9,73.5,72.4,74.7,7,11,588,100.0,100.0,97.8,5,22,4,1013,1013,0,0,1013,611,611,0,0,402,0,2008
Flozell Adams,354,T,DAL,16,100.0,0,9,69.3,69.4,73.8,15,27,588,100.0,100.0,95.4,14,48,6,1013,0,0,1013,1013,611,611,0,0,402,0,2008
Leonard Davis,774,G,DAL,16,100.0,0,9,78.4,69.3,80.1,4,18,587,100.0,100.0,97.4,8,26,4,1010,0,0,0,1010,610,610,1010,0,400,0,2008
Cory Procter,2748,G,DAL,14,100.0,1,9,62.7,41.2,72.2,6,20,421,100.0,100.0,95.7,3,31,5,717,0,717,0,717,440,440,0,0,277,0,2008
Jason Witten,1384,TE,DAL,16,45.4,0,9,90.8,70.5,88.4,0,0,49,9.4,9.1,98.0,7,1,1,408,0,0,0,899,49,540,0,0,359,685,2008
Terrell Owens,188,WR,DAL,16,37.9,0,9,70.6,,77.8,0,0,0,0.0,0.0,,2,0,0,373,0,0,0,984,0,604,0,0,373,0,2008
Tony Romo,1693,QB,DAL,13,37.7,0,9,65.6,60.9,60.0,0,0,1,0.2,0.2,100.0,7,0,0,312,0,0,0,827,1,499,0,0,311,0,2008
Roy Williams,1728,WR,DAL,15,30.2,0,9,55.0,,66.5,0,0,0,0.0,0.0,,4,0,0,219,0,0,0,726,0,506,0,0,219,0,2008
Martellus Bennett,4375,TE,DAL,16,57.1,0,9,69.3,80.3,65.8,0,0,29,15.5,15.7,100.0,3,0,0,214,0,0,0,375,30,191,0,0,184,327,2008
Deon Anderson,3811,FB,DAL,14,77.1,0,9,66.6,27.9,76.1,0,1,13,20.6,19.1,88.5,0,2,1,192,0,0,0,249,13,68,0,0,179,0,2008
Patrick Crayton,1932,WR,DAL,16,28.6,0,9,60.3,,89.5,0,0,0,0.0,0.0,,1,0,0,186,0,0,0,650,0,463,0,0,186,0,2008
Kyle Kosier,1208,G,DAL,3,100.0,0,9,56.4,29.3,64.6,0,11,84,100.0,100.0,93.5,1,11,0,161,0,161,0,161,86,86,0,0,75,0,2008
Tony Curtis,2552,TE,DAL,16,59.9,0,9,52.6,43.0,73.1,2,0,10,10.3,9.9,90.0,3,2,0,136,0,0,0,227,10,101,0,0,126,131,2008
Marion Barber III,2326,HB,DAL,15,18.3,0,9,52.6,67.4,55.3,1,3,97,24.0,24.0,96.9,1,5,1,127,0,0,0,694,102,425,0,0,25,0,2008
Montrae Holland,1415,G,DAL,5,100.0,0,9,80.5,53.5,85.6,2,2,55,100.0,100.0,96.4,0,4,0,101,0,98,0,101,57,57,3,0,44,0,2008
Brad Johnson,31,QB,DAL,3,38.7,0,9,35.8,,60.0,0,0,0,0.0,0.0,,1,0,0,58,0,0,0,150,0,91,0,0,58,0,2008
Tashard Choice,4436,HB,DAL,11,21.5,0,9,56.7,49.3,59.4,1,6,45,29.4,29.7,92.2,0,7,0,56,0,0,0,260,46,155,0,0,10,0,2008
Pat McQuistan,3156,T,DAL,1,100.0,0,9,62.0,65.0,58.7,1,2,29,100.0,100.0,94.8,0,3,0,37,0,37,0,37,29,29,0,0,8,0,2008
Miles Austin,3211,WR,DAL,11,19.0,0,9,73.0,,71.0,0,0,0,0.0,0.0,,0,0,0,34,0,0,0,179,0,145,0,0,34,0,2008
Brooks Bollinger,1502,QB,DAL,2,41.7,0,9,42.4,,60.0,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,36,0,21,0,0,15,0,2008
Felix Jones,4336,HB,DAL,6,10.8,0,9,61.5,35.5,60.0,0,1,5,17.2,16.1,90.0,0,1,0,7,0,0,0,65,5,31,0,0,2,0,2008
Isaiah Stanback,3719,WR,DAL,3,28.6,0,9,66.3,,83.4,0,0,0,0.0,0.0,,0,0,0,6,0,0,0,21,0,15,0,0,6,0,2008
Sam Hurd,3362,WR,DAL,3,66.7,0,9,92.2,,81.9,0,0,0,0.0,0.0,,0,0,0,4,0,0,0,6,0,2,0,0,4,0,2008
Kyle Kosier,1208,G,DAL,18,100.0,1,9,82.8,67.8,88.8,8,24,674,100.0,100.0,97.5,8,33,1,1209,0,1209,0,1209,711,711,0,0,498,0,2009
Leonard Davis,774,G,DAL,18,100.0,0,9,80.4,67.7,82.8,4,24,674,100.0,100.0,97.5,5,31,3,1209,0,0,0,1209,711,711,1209,0,498,0,2009
Andre Gurode,1044,C,DAL,18,100.0,1,9,75.4,73.8,75.8,5,15,671,100.0,100.0,98.2,9,22,2,1204,1204,0,0,1204,708,708,0,0,496,0,2009
Flozell Adams,354,T,DAL,18,100.0,0,9,74.9,63.9,85.9,7,41,644,100.0,100.0,95.0,12,56,8,1152,0,0,1152,1152,680,680,0,0,472,0,2009
Marc Colombo,1036,T,DAL,11,100.0,0,9,71.7,63.3,81.2,6,22,372,100.0,100.0,95.2,6,32,4,672,0,0,0,672,392,392,0,662,280,10,2009
Doug Free,3738,T,DAL,11,99.3,0,9,75.3,72.0,77.2,3,15,328,98.8,98.9,97.0,4,19,1,590,0,0,57,594,346,350,0,521,244,16,2009
Jason Witten,1384,TE,DAL,18,48.8,1,9,84.2,74.7,90.9,1,1,89,13.3,13.2,96.6,11,4,2,583,0,0,0,1195,93,705,0,8,490,877,2009
Tony Romo,1693,QB,DAL,18,39.4,0,9,67.4,,62.5,0,0,0,0.0,0.0,,5,0,0,476,0,0,0,1209,0,711,0,0,476,0,2009
Martellus Bennett,4375,TE,DAL,16,60.9,0,9,64.0,63.0,85.6,0,2,60,22.5,23.5,98.3,6,2,0,340,0,0,0,558,67,285,0,17,273,418,2009
Roy Williams,1728,WR,DAL,17,34.3,0,9,59.7,,71.5,0,0,0,0.0,0.0,,1,0,0,304,0,0,0,886,0,582,0,0,304,0,2009
Deon Anderson,3811,FB,DAL,18,85.6,0,9,74.0,62.0,76.9,0,0,29,37.2,38.6,93.1,3,2,2,304,0,0,0,355,32,83,0,0,272,0,2009
Miles Austin,3211,WR,DAL,18,28.6,0,9,82.5,,76.7,0,0,0,0.0,0.0,,2,0,0,238,0,0,0,831,0,589,0,0,238,1,2009
John Phillips,5132,FB,DAL,18,77.2,0,9,88.3,81.5,86.2,0,0,27,35.5,33.8,100.0,2,0,0,179,0,0,0,232,27,80,0,1,152,94,2009
Patrick Crayton,1932,WR,DAL,18,25.3,0,9,67.1,,88.0,0,0,0,0.0,0.0,,0,0,0,152,0,0,0,600,0,444,0,0,152,1,2009
Marion Barber III,2326,HB,DAL,17,21.1,0,9,52.7,64.6,52.8,0,2,94,31.1,30.9,97.9,0,3,1,119,0,0,0,565,97,314,0,0,22,0,2009
Tashard Choice,4436,HB,DAL,18,30.4,0,9,61.6,62.8,58.3,2,4,78,38.8,39.2,94.9,0,7,1,95,0,0,0,312,85,217,0,0,10,0,2009
Felix Jones,4336,HB,DAL,16,19.9,0,9,69.6,65.0,57.3,1,2,44,28.8,28.3,96.6,1,3,0,66,0,0,0,331,45,159,0,0,21,0,2009
Sam Hurd,3362,WR,DAL,17,54.4,0,9,70.9,66.1,85.4,0,0,0,0.0,1.9,,0,0,0,62,0,0,0,114,1,53,0,0,61,0,2009
Kevin Ogletree,5387,WR,DAL,11,28.6,0,9,78.9,,74.6,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,63,0,44,0,0,18,0,2009
Cory Procter,2748,C,DAL,2,100.0,0,9,53.4,75.0,50.3,0,0,3,100.0,100.0,100.0,0,0,0,8,5,0,0,8,3,3,0,0,5,3,2009
Andre Gurode,1044,C,DAL,16,100.0,1,9,74.0,80.7,72.6,2,8,637,100.0,100.0,99.1,7,11,1,1073,1073,0,0,1073,671,671,0,0,402,0,2010
Doug Free,3738,T,DAL,16,99.9,2,9,83.8,74.5,91.4,7,21,636,99.8,99.9,97.0,11,33,5,1072,0,0,1066,1073,670,671,0,0,402,7,2010
Leonard Davis,774,G,DAL,16,100.0,0,9,74.2,71.1,75.3,1,17,618,100.0,100.0,97.7,4,23,5,1046,0,0,0,1046,652,652,1046,0,394,0,2010
Marc Colombo,1036,T,DAL,15,99.9,1,9,56.5,52.9,65.8,11,40,587,99.8,99.8,94.5,9,58,7,997,0,0,0,998,617,618,0,994,380,4,2010
Kyle Kosier,1208,G,DAL,13,100.0,0,9,73.4,76.7,68.2,2,14,473,100.0,100.0,98.1,3,17,1,825,0,825,0,825,497,497,0,0,328,0,2010
Jason Witten,1384,TE,DAL,16,46.9,1,9,90.3,74.3,91.1,0,0,88,14.3,14.4,97.7,6,2,2,490,0,0,3,1045,93,648,0,6,397,809,2010
Miles Austin,3211,WR,DAL,16,35.6,0,9,68.1,,71.3,0,0,0,0.0,0.0,,7,0,0,352,0,0,0,988,0,629,0,0,352,4,2010
Martellus Bennett,4375,TE,DAL,16,62.5,0,9,78.7,65.5,88.7,1,2,57,25.3,24.3,97.4,3,3,0,302,0,0,4,483,58,239,0,2,244,384,2010
Chris Gronkowski,5926,FB,DAL,14,74.5,0,9,81.2,30.1,85.2,0,4,40,36.4,34.2,92.5,0,5,1,245,0,0,0,329,41,120,0,0,204,3,2010
Jon Kitna,217,QB,DAL,10,36.0,0,9,60.3,,60.0,0,0,0,0.0,0.0,,2,0,0,218,0,0,0,606,0,374,0,0,218,0,2010
Roy Williams,1728,WR,DAL,15,28.0,1,9,61.8,,78.0,0,0,0,0.0,0.0,,1,0,0,186,0,0,0,665,0,479,0,0,186,0,2010
Montrae Holland,1415,G,DAL,7,100.0,0,9,75.5,64.8,76.2,1,4,102,100.0,100.0,97.5,0,5,0,170,0,141,0,170,107,107,27,0,63,0,2010
Felix Jones,4336,HB,DAL,16,22.9,0,9,67.1,73.3,58.1,0,3,104,31.4,31.3,97.6,1,4,1,127,0,0,0,555,109,348,0,0,18,0,2010
Tony Romo,1693,QB,DAL,6,33.9,1,9,92.0,60.9,60.5,0,0,1,0.4,0.4,100.0,3,0,0,122,0,0,0,360,1,236,0,0,121,0,2010
Phil Costa,5925,G,DAL,2,100.0,0,9,53.3,63.2,43.9,1,1,81,100.0,100.0,97.5,1,3,1,107,0,107,0,107,86,86,0,0,21,0,2010
Dez Bryant,5549,WR,DAL,12,19.2,0,9,72.9,,67.4,0,0,0,0.0,0.0,,3,0,0,79,0,0,0,411,0,331,0,0,79,1,2010
Alex Barron,2236,T,DAL,2,97.4,0,9,64.0,58.2,68.4,0,3,47,95.9,96.2,96.8,3,3,0,75,0,0,0,77,51,53,0,71,24,6,2010
Marion Barber III,2326,HB,DAL,13,22.9,0,9,57.4,53.0,57.4,0,0,50,34.5,33.6,96.0,1,2,2,64,0,0,0,280,51,152,0,0,13,0,2010
Sam Hurd,3362,WR,DAL,15,27.0,0,9,61.2,59.8,74.3,0,0,1,0.6,0.6,100.0,0,0,0,58,0,0,0,215,1,158,0,0,57,2,2010
Tashard Choice,4436,HB,DAL,14,24.5,0,9,54.3,76.6,67.4,0,2,42,32.6,31.6,97.6,1,2,0,52,0,0,0,212,43,136,0,0,9,0,2010
Stephen McGee,5024,QB,DAL,2,42.1,0,9,58.4,,60.9,0,0,0,0.0,0.0,,1,0,0,45,0,0,0,107,0,61,0,0,45,0,2010
Kevin Ogletree,5387,WR,DAL,4,22.5,0,9,54.5,,60.3,0,0,0,0.0,0.0,,1,0,0,9,0,0,0,40,0,31,0,0,9,0,2010
Martin Rucker,4425,TE,DAL,5,50.0,0,9,46.0,19.9,58.6,0,1,2,25.0,25.0,75.0,0,1,0,6,0,0,0,12,2,8,0,0,4,11,2010
Manuel Johnson,5153,WR,DAL,2,12.2,0,9,54.8,,89.2,0,0,0,0.0,0.0,,0,0,0,5,0,0,0,41,0,36,0,0,5,0,2010
Jesse Holley,3965,WR,DAL,3,25.0,0,9,54.6,,60.1,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,12,0,9,0,0,3,0,2010
Marcus Spears,2237,DI,DAL,1,66.7,0,9,56.3,,59.3,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,3,0,1,0,0,2,3,2010
Doug Free,3738,T,DAL,16,99.9,0,9,70.0,67.3,70.1,5,34,615,99.8,99.8,95.2,10,49,10,1045,0,0,1035,1046,640,641,0,0,405,11,2011
