season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified,source_file,injury_score,original_position,original_team,player,team_name,routes,player_game_count,weighting_stat,player_game_stat,weighted_injury_score
2023,REG,NO,9,00-0032765,WR,Michael Thomas,Michael,Thomas,,,,Not injury related - resting player,,Full Participation in Practice,2023-11-03 19:06:45,injury_reports_2023.csv,0.0,WR,NO,Michael Thomas,NO,324,10,324,10,0.0
2023,REG,NYJ,8,00-0028002,WR,Randall Cobb,Randall,Cobb,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-10-27 18:41:14,injury_reports_2023.csv,1.0,WR,NYJ,Randall Cobb,NYJ,151,11,151,11,13.727272727272727
2023,REG,NYJ,9,00-0028002,WR,Randall Cobb,Randall,Cobb,,,,Shoulder,,Full Participation in Practice,2023-11-04 19:53:11,injury_reports_2023.csv,0.0,WR,NYJ,Randall Cobb,NYJ,151,11,151,11,0.0
2023,REG,SEA,8,00-0036620,WR,D'Wayne Eskridge,D'Wayne,Eskridge,,,,Knee,,Full Participation in Practice,2023-10-27 21:06:01,injury_reports_2023.csv,0.0,WR,SEA,D'Wayne Eskridge,SEA,6,1,6,1,0.0
2023,REG,SEA,13,00-0036620,WR,D'Wayne Eskridge,D'Wayne,Eskridge,Ribs,,Questionable,Ribs,,Did Not Participate In Practice,2023-11-29 20:42:49,injury_reports_2023.csv,1.0,WR,SEA,D'Wayne Eskridge,SEA,6,1,6,1,6.0
2023,REG,SEA,14,00-0036620,WR,D'Wayne Eskridge,D'Wayne,Eskridge,Ribs,,Questionable,Ribs,,Limited Participation in Practice,2023-12-08 20:42:16,injury_reports_2023.csv,1.0,WR,SEA,D'Wayne Eskridge,SEA,6,1,6,1,6.0
2023,REG,SEA,15,00-0036620,WR,D'Wayne Eskridge,D'Wayne,Eskridge,Ribs,,Questionable,Ribs,,Did Not Participate In Practice,2023-12-16 20:47:07,injury_reports_2023.csv,1.0,WR,SEA,D'Wayne Eskridge,SEA,6,1,6,1,6.0
2023,REG,SEA,16,00-0036620,WR,D'Wayne Eskridge,D'Wayne,Eskridge,Ribs,,Out,Ribs,,Did Not Participate In Practice,2023-12-22 20:47:02,injury_reports_2023.csv,3.0,WR,SEA,D'Wayne Eskridge,SEA,6,1,6,1,18.0
2023,REG,SEA,17,00-0036620,WR,D'Wayne Eskridge,D'Wayne,Eskridge,Ribs,,Out,Ribs,,Did Not Participate In Practice,2023-12-29 20:56:53,injury_reports_2023.csv,3.0,WR,SEA,D'Wayne Eskridge,SEA,6,1,6,1,18.0
2023,REG,TB,8,00-0033921,WR,Chris Godwin,Chris,Godwin,Neck,,Questionable,Neck,,Full Participation in Practice,2023-10-25 15:34:43,injury_reports_2023.csv,1.0,WR,TB,Chris Godwin,TB,640,19,640,19,33.68421052631579
2023,REG,TB,12,00-0033921,WR,Chris Godwin,Chris,Godwin,,,,Knee,Elbow,Limited Participation in Practice,2023-11-24 19:03:50,injury_reports_2023.csv,0.0,WR,TB,Chris Godwin,TB,640,19,640,19,0.0
2023,REG,TB,13,00-0033921,WR,Chris Godwin,Chris,Godwin,Neck,,Questionable,Neck,,Did Not Participate In Practice,2023-12-01 21:21:44,injury_reports_2023.csv,1.0,WR,TB,Chris Godwin,TB,640,19,640,19,33.68421052631579
2023,REG,TB,14,00-0033921,WR,Chris Godwin,Chris,Godwin,,,,Not injury related - resting player,,Full Participation in Practice,2023-12-08 18:26:00,injury_reports_2023.csv,0.0,WR,TB,Chris Godwin,TB,640,19,640,19,0.0
2023,REG,TB,15,00-0033921,WR,Chris Godwin,Chris,Godwin,Knee,,Questionable,Knee,,Full Participation in Practice,2023-12-15 19:01:40,injury_reports_2023.csv,1.0,WR,TB,Chris Godwin,TB,640,19,640,19,33.68421052631579
2023,REG,TB,16,00-0033921,WR,Chris Godwin,Chris,Godwin,,,,Knee,Not injury related - resting p,Full Participation in Practice,2023-12-22 20:46:08,injury_reports_2023.csv,0.0,WR,TB,Chris Godwin,TB,640,19,640,19,0.0
2023,WC,TB,19,00-0033921,WR,Chris Godwin,Chris,Godwin,,,,Knee,Not injury related - resting p,Full Participation in Practice,2024-01-13 20:44:03,injury_reports_2023.csv,0.0,WR,TB,Chris Godwin,TB,640,19,640,19,0.0
2023,REG,TEN,8,00-0032398,WR,Chris Moore,Chris,Moore,,,,Concussion,,Full Participation in Practice,2023-10-27 19:40:15,injury_reports_2023.csv,0.0,WR,TEN,Chris Moore,TEN,305,17,305,17,0.0
2023,REG,TEN,9,00-0032398,WR,Chris Moore,Chris,Moore,,,,Not injury related - personal matter,,Full Participation in Practice,2023-11-01 19:20:34,injury_reports_2023.csv,0.0,WR,TEN,Chris Moore,TEN,305,17,305,17,0.0
2023,REG,TEN,17,00-0032398,WR,Chris Moore,Chris,Moore,,,,Ribs,,Limited Participation in Practice,2023-12-29 19:52:35,injury_reports_2023.csv,0.0,WR,TEN,Chris Moore,TEN,305,17,305,17,0.0
2023,REG,WAS,8,00-0037078,TE,Cole Turner,Cole,Turner,,,,Ankle,,Full Participation in Practice,2023-10-27 17:21:13,injury_reports_2023.csv,0.0,TE,WAS,Cole Turner,WAS,83,12,83,12,0.0
2023,REG,ARZ,9,00-0038559,WR,Michael Wilson,Michael,Wilson,Shoulder,,Questionable,Shoulder,,Did Not Participate In Practice,2023-11-03 19:26:53,injury_reports_2023.csv,1.0,WR,ARI,Michael Wilson,ARZ,415,13,415,13,31.923076923076923
2023,REG,ARZ,10,00-0038559,WR,Michael Wilson,Michael,Wilson,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-11-10 19:53:44,injury_reports_2023.csv,1.0,WR,ARI,Michael Wilson,ARZ,415,13,415,13,31.923076923076923
2023,REG,ARZ,11,00-0038559,WR,Michael Wilson,Michael,Wilson,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-11-17 20:45:31,injury_reports_2023.csv,1.0,WR,ARI,Michael Wilson,ARZ,415,13,415,13,31.923076923076923
2023,REG,ARZ,12,00-0038559,WR,Michael Wilson,Michael,Wilson,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2023-11-24 20:56:16,injury_reports_2023.csv,3.0,WR,ARI,Michael Wilson,ARZ,415,13,415,13,95.76923076923077
2023,REG,ARZ,13,00-0038559,WR,Michael Wilson,Michael,Wilson,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2023-12-01 19:24:54,injury_reports_2023.csv,3.0,WR,ARI,Michael Wilson,ARZ,415,13,415,13,95.76923076923077
2023,REG,ARZ,15,00-0038559,WR,Michael Wilson,Michael,Wilson,Neck,,Questionable,Neck,,Limited Participation in Practice,2023-12-15 20:49:02,injury_reports_2023.csv,1.0,WR,ARI,Michael Wilson,ARZ,415,13,415,13,31.923076923076923
2023,REG,ATL,9,00-0037238,WR,Drake London,Drake,London,Groin,,Out,Groin,,Did Not Participate In Practice,2023-11-03 17:14:25,injury_reports_2023.csv,3.0,WR,ATL,Drake London,ATL,485,16,485,16,90.9375
2023,REG,ATL,10,00-0037238,WR,Drake London,Drake,London,,,,Groin,,Full Participation in Practice,2023-11-10 18:56:44,injury_reports_2023.csv,0.0,WR,ATL,Drake London,ATL,485,16,485,16,0.0
2023,REG,CAR,9,00-0034830,TE,Hayden Hurst,Hayden,Hurst,,,,Illness,,Full Participation in Practice,2023-11-03 17:40:41,injury_reports_2023.csv,0.0,TE,CAR,Hayden Hurst,CAR,224,9,224,9,0.0
2023,REG,CAR,11,00-0034830,TE,Hayden Hurst,Hayden,Hurst,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-11-17 18:34:02,injury_reports_2023.csv,3.0,TE,CAR,Hayden Hurst,CAR,224,9,224,9,74.66666666666667
2023,REG,CAR,12,00-0034830,TE,Hayden Hurst,Hayden,Hurst,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-11-24 17:55:00,injury_reports_2023.csv,3.0,TE,CAR,Hayden Hurst,CAR,224,9,224,9,74.66666666666667
2023,REG,CAR,13,00-0034830,TE,Hayden Hurst,Hayden,Hurst,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-12-01 17:51:31,injury_reports_2023.csv,3.0,TE,CAR,Hayden Hurst,CAR,224,9,224,9,74.66666666666667
2023,REG,CAR,14,00-0034830,TE,Hayden Hurst,Hayden,Hurst,Concussion,,Out,Concussion,,Limited Participation in Practice,2023-12-08 17:26:10,injury_reports_2023.csv,3.0,TE,CAR,Hayden Hurst,CAR,224,9,224,9,74.66666666666667
2023,REG,CAR,15,00-0034830,TE,Hayden Hurst,Hayden,Hurst,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-12-15 17:30:30,injury_reports_2023.csv,3.0,TE,CAR,Hayden Hurst,CAR,224,9,224,9,74.66666666666667
2023,REG,CLV,9,00-0037257,WR,David Bell,David,Bell,Knee,,Out,Knee,,Did Not Participate In Practice,2023-11-03 19:12:43,injury_reports_2023.csv,3.0,WR,CLE,David Bell,CLV,158,16,158,16,29.625
2023,REG,CLV,10,00-0037257,WR,David Bell,David,Bell,Knee,,Out,Knee,,Did Not Participate In Practice,2023-11-10 20:46:26,injury_reports_2023.csv,3.0,WR,CLE,David Bell,CLV,158,16,158,16,29.625
2023,REG,CLV,11,00-0037257,WR,David Bell,David,Bell,,,,Knee,,Full Participation in Practice,2023-11-17 19:59:11,injury_reports_2023.csv,0.0,WR,CLE,David Bell,CLV,158,16,158,16,0.0
2023,WC,CLV,19,00-0037257,WR,David Bell,David,Bell,,,,Back,,Full Participation in Practice,2024-01-09 21:18:50,injury_reports_2023.csv,0.0,WR,CLE,David Bell,CLV,158,16,158,16,0.0
2023,REG,DAL,9,00-0034764,WR,Michael Gallup,Michael,Gallup,,,,Illness,,Full Participation in Practice,2023-11-03 18:18:38,injury_reports_2023.csv,0.0,WR,DAL,Michael Gallup,DAL,443,18,443,18,0.0
2023,REG,DAL,12,00-0034764,WR,Michael Gallup,Michael,Gallup,,,,Not injury related - personal matter,,Did Not Participate In Practice,2023-11-21 20:44:04,injury_reports_2023.csv,0.0,WR,DAL,Michael Gallup,DAL,443,18,443,18,0.0
2023,REG,IND,9,00-0038997,WR,Josh Downs,Josh,Downs,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-11-03 18:26:46,injury_reports_2023.csv,1.0,WR,IND,Josh Downs,IND,483,17,483,17,28.41176470588235
2023,REG,IND,10,00-0038997,WR,Josh Downs,Josh,Downs,Knee,,Questionable,Knee,,Did Not Participate In Practice,2023-11-10 19:19:44,injury_reports_2023.csv,1.0,WR,IND,Josh Downs,IND,483,17,483,17,28.41176470588235
2023,REG,KC,9,00-0038090,WR,Skyy Moore,Skyy,Moore,,,,Heel,,Full Participation in Practice,2023-11-03 21:29:44,injury_reports_2023.csv,0.0,WR,KC,Skyy Moore,KC,289,14,289,14,0.0
2023,REG,KC,13,00-0038090,WR,Skyy Moore,Skyy,Moore,,,,Knee,,Full Participation in Practice,2023-12-01 19:40:03,injury_reports_2023.csv,0.0,WR,KC,Skyy Moore,KC,289,14,289,14,0.0
2023,REG,KC,14,00-0038090,WR,Skyy Moore,Skyy,Moore,,,,Knee,,Full Participation in Practice,2023-12-08 20:00:40,injury_reports_2023.csv,0.0,WR,KC,Skyy Moore,KC,289,14,289,14,0.0
2023,REG,LA,9,00-0036841,WR,Austin Trammell,Austin,Trammell,,,,Hip,,Full Participation in Practice,2023-11-03 19:42:22,injury_reports_2023.csv,0.0,WR,LA,Austin Trammell,LA,34,9,34,9,0.0
2023,REG,MIN,9,00-0036345,WR,K.J. Osborn,K.J.,Osborn,,,,Chest,,Full Participation in Practice,2023-11-03 19:08:07,injury_reports_2023.csv,0.0,WR,MIN,K.J. Osborn,MIN,558,16,558,16,0.0
2023,REG,MIN,10,00-0036345,WR,K.J. Osborn,K.J.,Osborn,Concussion,,Questionable,Concussion,,Full Participation in Practice,2023-11-10 19:54:13,injury_reports_2023.csv,1.0,WR,MIN,K.J. Osborn,MIN,558,16,558,16,34.875
2023,REG,MIN,11,00-0036345,WR,K.J. Osborn,K.J.,Osborn,,,,Concussion,,Full Participation in Practice,2023-11-17 20:05:10,injury_reports_2023.csv,0.0,WR,MIN,K.J. Osborn,MIN,558,16,558,16,0.0
2023,REG,MIN,9,00-0034646,WR,Brandon Powell,Brandon,Powell,,,,Shoulder,,Full Participation in Practice,2023-11-03 19:08:13,injury_reports_2023.csv,0.0,WR,MIN,Brandon Powell,MIN,287,13,287,13,0.0
2023,REG,NE,9,00-0033439,TE,Pharaoh Brown,Pharaoh,Brown,Back,,Questionable,Back,,Limited Participation in Practice,2023-11-03 19:17:13,injury_reports_2023.csv,1.0,TE,NE,Pharaoh Brown,NE,114,17,114,17,6.705882352941177
2023,REG,NE,15,00-0033439,TE,Pharaoh Brown,Pharaoh,Brown,Foot,,Questionable,,,"
    ",2023-12-16 20:49:13,injury_reports_2023.csv,1.0,TE,NE,Pharaoh Brown,NE,114,17,114,17,6.705882352941177
2023,REG,NE,18,00-0033439,TE,Pharaoh Brown,Pharaoh,Brown,Ribs,,Questionable,Ribs,,Limited Participation in Practice,2024-01-05 20:39:21,injury_reports_2023.csv,1.0,TE,NE,Pharaoh Brown,NE,114,17,114,17,6.705882352941177
2023,REG,NO,9,00-0036364,WR,Lynn Bowden,Lynn,Bowden,,,,Illness,,Full Participation in Practice,2023-11-03 19:07:08,injury_reports_2023.csv,0.0,WR,NO,Lynn Bowden,NO,127,14,127,14,0.0
2023,REG,NYJ,9,00-0034521,WR,Allen Lazard,Allen,Lazard,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-11-04 19:54:33,injury_reports_2023.csv,1.0,WR,NYJ,Allen Lazard,NYJ,455,14,455,14,32.5
2023,REG,NYJ,10,00-0034521,WR,Allen Lazard,Allen,Lazard,,,,Knee,,Full Participation in Practice,2023-11-10 20:50:59,injury_reports_2023.csv,0.0,WR,NYJ,Allen Lazard,NYJ,455,14,455,14,0.0
2023,REG,NYJ,17,00-0034521,WR,Allen Lazard,Allen,Lazard,Illness,,Questionable,Illness,,Did Not Participate In Practice,2023-12-27 20:27:17,injury_reports_2023.csv,1.0,WR,NYJ,Allen Lazard,NYJ,455,14,455,14,32.5
2023,REG,NYJ,18,00-0034521,WR,Allen Lazard,Allen,Lazard,,,,Illness,,Full Participation in Practice,2024-01-05 19:50:13,injury_reports_2023.csv,0.0,WR,NYJ,Allen Lazard,NYJ,455,14,455,14,0.0
2023,REG,PHI,9,00-0037086,TE,Grant Calcaterra,Grant,Calcaterra,Concussion,,Out,Concussion,,Limited Participation in Practice,2023-11-03 19:54:29,injury_reports_2023.csv,3.0,TE,PHI,Grant Calcaterra,PHI,47,13,47,13,10.846153846153847
2023,REG,PHI,11,00-0037086,TE,Grant Calcaterra,Grant,Calcaterra,,,,Concussion,,Full Participation in Practice,2023-11-18 20:42:36,injury_reports_2023.csv,0.0,TE,PHI,Grant Calcaterra,PHI,47,13,47,13,0.0
2023,REG,PHI,12,00-0037086,TE,Grant Calcaterra,Grant,Calcaterra,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-11-24 20:43:55,injury_reports_2023.csv,3.0,TE,PHI,Grant Calcaterra,PHI,47,13,47,13,10.846153846153847
2023,REG,PHI,13,00-0037086,TE,Grant Calcaterra,Grant,Calcaterra,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-12-01 20:51:23,injury_reports_2023.csv,1.0,TE,PHI,Grant Calcaterra,PHI,47,13,47,13,3.6153846153846154
2023,REG,PHI,14,00-0037086,TE,Grant Calcaterra,Grant,Calcaterra,,,,Ankle,,Full Participation in Practice,2023-12-08 20:48:03,injury_reports_2023.csv,0.0,TE,PHI,Grant Calcaterra,PHI,47,13,47,13,0.0
2023,REG,TB,9,00-0037311,TE,Ko Kieft,Ko,Kieft,,,,Ankle,,Full Participation in Practice,2023-11-03 18:15:40,injury_reports_2023.csv,0.0,TE,TB,Ko Kieft,TB,54,18,54,18,0.0
2023,REG,TB,17,00-0037311,TE,Ko Kieft,Ko,Kieft,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2023-12-29 19:10:03,injury_reports_2023.csv,3.0,TE,TB,Ko Kieft,TB,54,18,54,18,9.0
2023,REG,TB,18,00-0037311,TE,Ko Kieft,Ko,Kieft,Shoulder,,Questionable,Shoulder,,Full Participation in Practice,2024-01-05 17:59:20,injury_reports_2023.csv,1.0,TE,TB,Ko Kieft,TB,54,18,54,18,3.0
2023,REG,ARZ,10,00-0032141,TE,Geoff Swaim,Geoff,Swaim,Back,,Questionable,Back,,Limited Participation in Practice,2023-11-10 19:53:44,injury_reports_2023.csv,1.0,TE,ARI,Geoff Swaim,ARZ,100,14,100,14,7.142857142857143
2023,REG,ARZ,15,00-0032141,TE,Geoff Swaim,Geoff,Swaim,Back,,Questionable,Back,,Limited Participation in Practice,2023-12-15 20:49:02,injury_reports_2023.csv,1.0,TE,ARI,Geoff Swaim,ARZ,100,14,100,14,7.142857142857143
2023,REG,ATL,10,00-0036970,TE,Kyle Pitts,Kyle,Pitts,,,,Not injury related - personal matter,,Did Not Participate In Practice,2023-11-10 18:55:57,injury_reports_2023.csv,0.0,TE,ATL,Kyle Pitts,ATL,466,17,466,17,0.0
2023,REG,ATL,10,00-0033555,WR,Mack Hollins,Mack,Hollins,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-11-10 19:00:01,injury_reports_2023.csv,3.0,WR,ATL,Mack Hollins,ATL,161,13,161,13,37.15384615384615
2023,REG,ATL,12,00-0033555,WR,Mack Hollins,Mack,Hollins,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-11-24 18:24:43,injury_reports_2023.csv,3.0,WR,ATL,Mack Hollins,ATL,161,13,161,13,37.15384615384615
2023,REG,ATL,13,00-0033555,WR,Mack Hollins,Mack,Hollins,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-12-01 19:33:45,injury_reports_2023.csv,1.0,WR,ATL,Mack Hollins,ATL,161,13,161,13,12.384615384615385
2023,REG,ATL,14,00-0033555,WR,Mack Hollins,Mack,Hollins,Ankle,,Questionable,Ankle,,Full Participation in Practice,2023-12-08 19:05:10,injury_reports_2023.csv,1.0,WR,ATL,Mack Hollins,ATL,161,13,161,13,12.384615384615385
2023,REG,BUF,10,00-0031588,WR,Stefon Diggs,Stefon,Diggs,,,,Back,,Limited Participation in Practice,2023-11-11 19:15:39,injury_reports_2023.csv,0.0,WR,BUF,Stefon Diggs,BUF,665,19,665,19,0.0
2023,REG,BUF,17,00-0031588,WR,Stefon Diggs,Stefon,Diggs,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-12-29 20:31:42,injury_reports_2023.csv,0.0,WR,BUF,Stefon Diggs,BUF,665,19,665,19,0.0
2023,REG,BUF,18,00-0031588,WR,Stefon Diggs,Stefon,Diggs,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-01-05 19:50:05,injury_reports_2023.csv,0.0,WR,BUF,Stefon Diggs,BUF,665,19,665,19,0.0
2023,WC,BUF,19,00-0031588,WR,Stefon Diggs,Stefon,Diggs,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-01-12 19:54:52,injury_reports_2023.csv,0.0,WR,BUF,Stefon Diggs,BUF,665,19,665,19,0.0
2023,REG,CAR,10,00-0037005,TE,Tommy Tremble,Tommy,Tremble,,,,Shoulder,,Full Participation in Practice,2023-11-08 17:34:37,injury_reports_2023.csv,0.0,TE,CAR,Tommy Tremble,CAR,250,16,250,16,0.0
2023,REG,CAR,13,00-0037005,TE,Tommy Tremble,Tommy,Tremble,Hip,,Doubtful,Hip,,Did Not Participate In Practice,2023-12-01 17:51:47,injury_reports_2023.csv,2.0,TE,CAR,Tommy Tremble,CAR,250,16,250,16,31.25
2023,REG,CAR,14,00-0037005,TE,Tommy Tremble,Tommy,Tremble,Hip,,Questionable,Hip,,Full Participation in Practice,2023-12-08 17:27:12,injury_reports_2023.csv,1.0,TE,CAR,Tommy Tremble,CAR,250,16,250,16,15.625
2023,REG,CAR,15,00-0037005,TE,Tommy Tremble,Tommy,Tremble,,,,Hip,,Full Participation in Practice,2023-12-15 17:29:25,injury_reports_2023.csv,0.0,TE,CAR,Tommy Tremble,CAR,250,16,250,16,0.0
2023,REG,CAR,16,00-0037005,TE,Tommy Tremble,Tommy,Tremble,,,,Illness,,Limited Participation in Practice,2023-12-21 18:36:28,injury_reports_2023.csv,0.0,TE,CAR,Tommy Tremble,CAR,250,16,250,16,0.0
2023,REG,CAR,17,00-0037005,TE,Tommy Tremble,Tommy,Tremble,,,,Back,,Full Participation in Practice,2023-12-29 18:53:26,injury_reports_2023.csv,0.0,TE,CAR,Tommy Tremble,CAR,250,16,250,16,0.0
2023,REG,CIN,10,00-0036900,WR,Ja'Marr Chase,Ja'Marr,Chase,Back,,Questionable,Back,,Limited Participation in Practice,2023-11-10 19:01:59,injury_reports_2023.csv,1.0,WR,CIN,Ja'Marr Chase,CIN,600,16,600,16,37.5
2023,REG,CIN,15,00-0036900,WR,Ja'Marr Chase,Ja'Marr,Chase,,,,Ankle,,Full Participation in Practice,2023-12-14 19:16:19,injury_reports_2023.csv,0.0,WR,CIN,Ja'Marr Chase,CIN,600,16,600,16,0.0
2023,REG,CIN,16,00-0036900,WR,Ja'Marr Chase,Ja'Marr,Chase,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2023-12-21 18:04:03,injury_reports_2023.csv,3.0,WR,CIN,Ja'Marr Chase,CIN,600,16,600,16,112.5
2023,REG,CIN,17,00-0036900,WR,Ja'Marr Chase,Ja'Marr,Chase,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-12-29 19:07:02,injury_reports_2023.csv,1.0,WR,CIN,Ja'Marr Chase,CIN,600,16,600,16,37.5
2023,REG,CIN,18,00-0036900,WR,Ja'Marr Chase,Ja'Marr,Chase,,,,Shoulder,,Full Participation in Practice,2024-01-05 19:30:39,injury_reports_2023.csv,0.0,WR,CIN,Ja'Marr Chase,CIN,600,16,600,16,0.0
2023,REG,DET,10,00-0036233,WR,Donovan Peoples-Jones,Donovan,Peoples-Jones,Ribs,,Questionable,Ribs,,Limited Participation in Practice,2023-11-10 21:51:55,injury_reports_2023.csv,1.0,WR,DET,Donovan Peoples-Jones,DET,261,17,261,17,15.352941176470589
2023,REG,DET,11,00-0036233,WR,Donovan Peoples-Jones,Donovan,Peoples-Jones,,,,Ribs,,Full Participation in Practice,2023-11-17 20:55:59,injury_reports_2023.csv,0.0,WR,DET,Donovan Peoples-Jones,DET,261,17,261,17,0.0
2023,REG,HST,10,00-0036554,WR,Nico Collins,Nico,Collins,Calf,,Out,Calf,,Did Not Participate In Practice,2023-11-10 20:58:33,injury_reports_2023.csv,3.0,WR,HOU,Nico Collins,HST,470,17,470,17,82.94117647058823
2023,REG,HST,11,00-0036554,WR,Nico Collins,Nico,Collins,,,,Calf,,Full Participation in Practice,2023-11-17 21:08:26,injury_reports_2023.csv,0.0,WR,HOU,Nico Collins,HST,470,17,470,17,0.0
2023,REG,HST,15,00-0036554,WR,Nico Collins,Nico,Collins,Calf,,Questionable,Calf,,Did Not Participate In Practice,2023-12-15 20:17:51,injury_reports_2023.csv,1.0,WR,HOU,Nico Collins,HST,470,17,470,17,27.647058823529413
2023,REG,HST,16,00-0036554,WR,Nico Collins,Nico,Collins,Calf,,Questionable,Calf,,Limited Participation in Practice,2023-12-22 21:19:12,injury_reports_2023.csv,1.0,WR,HOU,Nico Collins,HST,470,17,470,17,27.647058823529413
2023,REG,HST,17,00-0036554,WR,Nico Collins,Nico,Collins,,,,Calf,,Full Participation in Practice,2023-12-29 20:56:10,injury_reports_2023.csv,0.0,WR,HOU,Nico Collins,HST,470,17,470,17,0.0
2023,REG,LV,10,00-0032392,TE,Austin Hooper,Austin,Hooper,,,,Calf,,Full Participation in Practice,2023-11-10 21:40:00,injury_reports_2023.csv,0.0,TE,LV,Austin Hooper,LV,268,17,268,17,0.0
2023,REG,MIN,10,00-0033246,TE,Johnny Mundt,Johnny,Mundt,,,,Knee,,Full Participation in Practice,2023-11-10 19:51:06,injury_reports_2023.csv,0.0,TE,MIN,Johnny Mundt,MIN,115,16,115,16,0.0
2023,REG,MIN,10,00-0036322,WR,Justin Jefferson,Justin,Jefferson,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-11-10 19:54:13,injury_reports_2023.csv,1.0,WR,MIN,Justin Jefferson,MIN,369,10,369,10,36.9
2023,REG,MIN,11,00-0036322,WR,Justin Jefferson,Justin,Jefferson,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-11-17 20:06:50,injury_reports_2023.csv,1.0,WR,MIN,Justin Jefferson,MIN,369,10,369,10,36.9
2023,REG,MIN,12,00-0036322,WR,Justin Jefferson,Justin,Jefferson,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-11-25 20:59:20,injury_reports_2023.csv,1.0,WR,MIN,Justin Jefferson,MIN,369,10,369,10,36.9
2023,REG,MIN,14,00-0036322,WR,Justin Jefferson,Justin,Jefferson,,,,Hamstring,,Full Participation in Practice,2023-12-08 20:02:51,injury_reports_2023.csv,0.0,WR,MIN,Justin Jefferson,MIN,369,10,369,10,0.0
2023,REG,MIN,15,00-0036322,WR,Justin Jefferson,Justin,Jefferson,Chest,,Questionable,Chest,,Full Participation in Practice,2023-12-14 19:48:38,injury_reports_2023.csv,1.0,WR,MIN,Justin Jefferson,MIN,369,10,369,10,36.9
2023,REG,NYG,10,00-0035639,WR,Parris Campbell,Parris,Campbell,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-11-10 19:08:04,injury_reports_2023.csv,1.0,WR,NYG,Parris Campbell,NYG,141,10,141,10,14.1
2023,REG,NYG,14,00-0035639,WR,Parris Campbell,Parris,Campbell,Knee,,Questionable,Knee,,Did Not Participate In Practice,2023-12-09 19:07:02,injury_reports_2023.csv,1.0,WR,NYG,Parris Campbell,NYG,141,10,141,10,14.1
2023,REG,NYG,15,00-0035639,WR,Parris Campbell,Parris,Campbell,,,,Knee,,Full Participation in Practice,2023-12-15 19:20:25,injury_reports_2023.csv,0.0,WR,NYG,Parris Campbell,NYG,141,10,141,10,0.0
2023,REG,NYJ,10,00-0037805,TE,Jeremy Ruckert,Jeremy,Ruckert,,,,Shoulder,,Full Participation in Practice,2023-11-10 20:51:04,injury_reports_2023.csv,0.0,TE,NYJ,Jeremy Ruckert,NYJ,137,14,137,14,0.0
2023,REG,NYJ,12,00-0037805,TE,Jeremy Ruckert,Jeremy,Ruckert,,,,Shoulder,,Full Participation in Practice,2023-11-23 19:09:41,injury_reports_2023.csv,0.0,TE,NYJ,Jeremy Ruckert,NYJ,137,14,137,14,0.0
2023,REG,NYJ,17,00-0037805,TE,Jeremy Ruckert,Jeremy,Ruckert,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-12-27 20:29:35,injury_reports_2023.csv,3.0,TE,NYJ,Jeremy Ruckert,NYJ,137,14,137,14,29.357142857142858
2023,REG,NYJ,18,00-0037805,TE,Jeremy Ruckert,Jeremy,Ruckert,Concussion,,Out,Concussion,,Did Not Participate In Practice,2024-01-05 19:50:43,injury_reports_2023.csv,3.0,TE,NYJ,Jeremy Ruckert,NYJ,137,14,137,14,29.357142857142858
2023,REG,SEA,10,00-0036244,TE,Colby Parkinson,Colby,Parkinson,Biceps,,Questionable,Biceps,,Full Participation in Practice,2023-11-10 20:50:59,injury_reports_2023.csv,1.0,TE,SEA,Colby Parkinson,SEA,224,17,224,17,13.176470588235293
