SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_Rank,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_Player,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_JerseyNumber,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_Position,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_GamesPlayed,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsTotalSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsKickReturnSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsKickCoverageSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsPuntReturnSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsPuntCoverageSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsFieldGoalBlockSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsFieldGoalKickSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsOverallGrade,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsKickoffGrade,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsPuntGrade,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsFieldGoalGrade,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsPenalties,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsTackles,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsAssists,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsMissedTackles
12.0,Raheem Layne,#41,S,5.0,74.0,23.0,24.0,17.0,10.0,0.0,0.0,68.1,-,-,-,0 (0),0.0,0.0,0.0
13.0,Alex Erickson,#82,WR,4.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,66.8,59.5,-,-,0 (0),0.0,0.0,0.0
14.0,AJ Finley,#24,S,12.0,199.0,54.0,54.0,51.0,40.0,0.0,0.0,66.5,-,60.1,-,0 (0),2.0,0.0,1.0
15.0,Stone Smartt,#84,TE,16.0,151.0,75.0,7.0,50.0,19.0,0.0,0.0,65.2,-,-,-,1 (0),1.0,0.0,0.0
16.0,Brevin Allen,#90,ED,2.0,18.0,0.0,12.0,6.0,0.0,0.0,0.0,65.1,-,-,-,0 (0),0.0,0.0,0.0
17.0,Kenneth Murray Jr.,#09,LB,6.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,64.9,-,-,-,0 (0),0.0,0.0,0.0
18.0,Ja'Sir Taylor,#36,CB,16.0,208.0,38.0,72.0,44.0,48.0,6.0,0.0,64.7,-,-,-,1 (0),1.0,2.0,3.0
18.0,Tanner Muse,#44,LB,10.0,198.0,44.0,51.0,27.0,38.0,38.0,0.0,64.7,-,-,-,0 (0),0.0,0.0,1.0
18.0,Eric Kendricks,#06,LB,8.0,17.0,0.0,0.0,10.0,0.0,7.0,0.0,64.7,-,-,-,0 (0),0.0,0.0,0.0
21.0,Jamaree Salyer,#68,G,17.0,68.0,0.0,0.0,0.0,0.0,0.0,68.0,64.6,-,-,-,0 (0),0.0,0.0,0.0
22.0,Michael Davis,#43,CB,16.0,109.0,1.0,17.0,26.0,4.0,61.0,0.0,64.5,-,-,-,0 (0),0.0,0.0,0.0
23.0,Derwin James Jr.,#03,S,6.0,9.0,0.0,0.0,8.0,0.0,1.0,0.0,64.3,-,-,-,0 (0),0.0,0.0,0.0
24.0,Trey Pipkins III,#79,T,16.0,63.0,0.0,0.0,0.0,0.0,0.0,63.0,63.5,-,-,-,0 (0),0.0,0.0,0.0
24.0,JK Scott,#16,P,17.0,143.0,0.0,0.0,0.0,75.0,0.0,68.0,63.5,-,78.6,-,0 (0),0.0,0.0,0.0
26.0,Andrew Farmer,#92,ED,8.0,47.0,1.0,31.0,6.0,0.0,9.0,0.0,63.4,-,-,-,0 (0),0.0,0.0,0.0
27.0,Zion Johnson,#77,G,15.0,60.0,0.0,0.0,0.0,0.0,0.0,60.0,62.9,-,-,-,0 (0),0.0,0.0,0.0
27.0,Essang Bassey,#27,CB,11.0,61.0,4.0,44.0,13.0,0.0,0.0,0.0,62.9,-,-,-,0 (0),0.0,0.0,0.0
29.0,Foster Sarell,#73,T,17.0,68.0,0.0,0.0,0.0,0.0,0.0,68.0,62.1,-,-,-,0 (0),0.0,0.0,0.0
30.0,Brenden Jaimes,#64,C,14.0,53.0,0.0,0.0,0.0,0.0,0.0,53.0,61.8,-,-,-,0 (0),0.0,0.0,0.0
31.0,Elijah Dotson,#42,HB,3.0,19.0,14.0,0.0,5.0,0.0,0.0,0.0,61.6,-,-,-,0 (0),0.0,0.0,0.0
32.0,Will Clapp,#76,C,10.0,36.0,0.0,0.0,0.0,0.0,0.0,36.0,61.5,-,-,-,0 (0),0.0,0.0,0.0
33.0,Jordan McFadden,#71,G,4.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,61.4,-,-,-,0 (0),0.0,0.0,0.0
34.0,Alohi Gilman,#32,S,13.0,93.0,1.0,22.0,9.0,0.0,61.0,0.0,61.2,-,-,-,0 (0),0.0,0.0,0.0
35.0,Cameron Dicker,#11,K,17.0,149.0,0.0,81.0,0.0,0.0,0.0,68.0,60.9,82.6,-,90.9,0 (0),1.0,0.0,0.0
36.0,JT Woods,#22,S,3.0,16.0,0.0,15.0,1.0,0.0,0.0,0.0,60.7,-,-,-,0 (0),0.0,0.0,0.0
37.0,Austen Pleasants,#75,T,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,60.6,-,-,-,0 (0),0.0,0.0,0.0
38.0,Morgan Fox,#56,DI,16.0,81.0,0.0,0.0,11.0,0.0,70.0,0.0,60.1,-,-,-,0 (0),0.0,0.0,0.0
38.0,Nick Vannett,#83,TE,8.0,67.0,25.0,3.0,3.0,25.0,0.0,11.0,60.1,-,-,-,0 (0),0.0,0.0,0.0
40.0,Scott Matlock,#99,DI,12.0,94.0,0.0,0.0,4.0,0.0,43.0,47.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
40.0,Ty Shelby,#59,ED,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
40.0,Cameron Tom,#66,C,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
40.0,Khalil Mack,#52,ED,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
40.0,Keenan Allen,#13,WR,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
45.0,Otito Ogbonnia,#93,DI,7.0,33.0,0.0,0.0,2.0,0.0,31.0,0.0,59.7,-,-,-,0 (0),0.0,0.0,0.0
45.0,Chris Rumph II,#94,ED,6.0,100.0,20.0,30.0,26.0,24.0,0.0,0.0,59.7,-,-,-,0 (0),0.0,0.0,1.0
47.0,Sebastian Joseph-Day,#51,DI,8.0,33.0,0.0,0.0,4.0,0.0,29.0,0.0,59.6,-,-,-,0 (0),0.0,0.0,0.0
48.0,Nick Williams,#95,DI,14.0,107.0,0.0,0.0,1.0,0.0,52.0,54.0,59.3,-,-,-,0 (0),0.0,0.0,0.0
49.0,Christopher Hinton,#91,DI,3.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,58.6,-,-,-,0 (0),0.0,0.0,0.0
49.0,Austin Johnson,#98,DI,15.0,73.0,0.0,0.0,3.0,0.0,70.0,0.0,58.6,-,-,-,0 (0),0.0,0.0,0.0
51.0,Rashawn Slater,#70,T,16.0,63.0,0.0,0.0,0.0,0.0,0.0,63.0,58.1,-,-,-,0 (0),0.0,0.0,0.0
52.0,Hunter Kampmoyer,#48,TE,1.0,8.0,5.0,0.0,0.0,3.0,0.0,0.0,56.2,-,-,-,0 (0),0.0,0.0,0.0
53.0,Tre' McKitty,#88,TE,5.0,35.0,16.0,0.0,0.0,16.0,0.0,3.0,54.9,-,-,-,0 (0),0.0,0.0,0.0
54.0,Tuli Tuipulotu,#45,ED,17.0,204.0,24.0,20.0,16.0,71.0,73.0,0.0,53.4,-,-,-,0 (0),0.0,0.0,1.0
55.0,Joshua Kelley,#25,HB,12.0,78.0,56.0,0.0,7.0,15.0,0.0,0.0,52.5,59.9,-,-,0 (0),0.0,0.0,0.0
56.0,Asante Samuel Jr.,#26,CB,16.0,87.0,0.0,5.0,9.0,0.0,73.0,0.0,46.0,-,-,-,2 (1),0.0,0.0,0.0
57.0,Keelan Doss,#86,WR,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,41.2,-,-,-,0 (0),0.0,0.0,0.0
58.0,Derius Davis,#12,WR,17.0,159.0,84.0,0.0,75.0,0.0,0.0,0.0,30.0,49.8,81.0,-,0 (0),0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,
