OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Rank,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Player,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_JerseyNumber,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Position,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_GamesPlayed,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseOverallGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedSacks,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHits,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHurries,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotal,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedEfficiency,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Penalties,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtCenter,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtInlineTightEnd
14.0,Will Clapp,#76,C,14.0,702,702,100.0,238.0,464.0,56.7,56.9,55.1,437.0,100.0,1.0,6.0,17.0,24.0,97.1,1 (0),0,0,699.0,0,0,1.0
15.0,Corey Linsley,#63,C,3.0,214,214,100.0,70.0,144.0,63.5,65.9,54.3,136.0,100.0,0.0,1.0,5.0,6.0,97.8,0 (0),0,0,214.0,0,0,0.0
16.0,Jordan McFadden,#71,G,9.0,163,162,99.4,59.0,103.0,52.0,49.5,54.0,98.0,99.0,1.0,2.0,2.0,5.0,96.9,0 (0),0,148,0.0,0,0,2.0
17.0,Foster Sarell,#73,T,7.0,48,48,100.0,23.0,25.0,48.0,45.9,51.6,25.0,100.0,0.0,0.0,2.0,2.0,96.0,0 (0),0,0,0.0,0,38,10.0
18.0,Stone Smartt,#84,TE,16.0,307,140,45.6,130.0,10.0,44.1,31.9,48.1,8.0,4.8,0.0,0.0,1.0,1.0,93.7,2 (0),0,0,0.0,0,0,160.0
19.0,Joshua Kelley,#25,HB,17.0,391,95,24.3,19.0,76.0,52.0,58.3,42.4,72.0,29.4,1.0,1.0,9.0,11.0,91.7,0 (0),0,0,0.0,0,0,0.0
20.0,Austin Ekeler,#30,HB,14.0,628,84,13.4,28.0,56.0,60.2,36.6,29.3,50.0,12.6,1.0,1.0,6.0,8.0,91.0,0 (0),0,0,0.0,0,0,0.0
21.0,Isaiah Spiller,#28,HB,9.0,111,22,19.8,4.0,18.0,58.8,60.0,29.0,16.0,24.6,0.0,0.0,5.0,5.0,84.4,1 (0),0,0,0.0,0,0,0.0
22.0,Austen Pleasants,#75,T,1.0,10,10,100.0,2.0,8.0,34.6,54.4,4.8,8.0,100.0,0.0,0.0,2.0,2.0,87.5,0 (0),0,0,0.0,10,0,0.0
23.0,JK Scott,#16,P,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0,0.0
23.0,Deane Leonard,#33,CB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0,0.0
23.0,Dean Marlowe,#20,S,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0,0.0
23.0,Terrell Bynum,#35,WR,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0,0.0
23.0,Daiyan Henley,#00,LB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0,0.0
23.0,Josh Harris,#47,LS,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0,0.0
23.0,Ja'Sir Taylor,#36,CB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0,0.0
23.0,Blake Lynch,#53,LB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0,0.0
23.0,Hunter Kampmoyer,#48,TE,1.0,1,1,100.0,1.0,0.0,60.0,65.6,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0,1.0
23.0,Amen Ogbongbemiga,#57,LB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0,0.0
23.0,Tuli Tuipulotu,#45,ED,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0,0.0
23.0,Elijah Dotson,#42,HB,3.0,15,6,40.0,6.0,0.0,54.8,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0,0.0
23.0,Keelan Doss,#86,WR,5.0,98,30,30.6,30.0,0.0,51.4,44.4,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0,0.0
23.0,Mike Williams,#81,WR,3.0,167,53,31.7,53.0,0.0,74.6,75.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0,1.0
23.0,Derius Davis,#12,WR,16.0,149,56,37.6,56.0,0.0,60.5,43.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0,0,0.0,0,0,0.0
23.0,Jalen Guyton,#15,WR,8.0,255,70,27.5,70.0,0.0,49.6,30.6,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0,6.0
23.0,Easton Stick,#02,QB,5.0,320,94,29.4,94.0,0.0,66.8,60.2,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0,0,0.0,0,0,0.0
23.0,Joshua Palmer,#05,WR,10.0,524,155,29.6,155.0,0.0,67.6,51.1,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0,0,0.0,0,0,2.0
23.0,Quentin Johnston,#01,WR,17.0,746,228,30.6,228.0,0.0,58.9,52.7,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0,0,0.0,0,0,0.0
23.0,Justin Herbert,#10,QB,13.0,834,259,31.1,259.0,0.0,85.5,60.3,-,0.0,0.0,0.0,0.0,0.0,0.0,,5 (1),0,0,0.0,0,0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
