Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside,Team
Tershawn Wharton,#98,DI,21.0,525,172.0,343.0,10.0,58.1,46.9,32.7,67.5,57.8,23.0,3.0,2.0,18.0,0.0,17.0,9.0,4.0,13.3,11.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),521.0,2.0,0.0,0.0,0,67.0,409.0,38.0,7.0,kansas-city-chiefs
Cole Christiansen,#48,LB,1.0,1,1.0,0.0,0.0,60.0,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,kansas-city-chiefs
L'Jarius Sneed,#38,CB,20.0,"1,260",461.0,18.0,781.0,72.5,70.8,63.5,61.6,73.8,6.0,0.0,3.0,3.0,0.0,80.0,9.0,13.0,12.7,25.0,1.0,101.0,53.0,52.5,545.0,10.3,216.0,54.0,2.0,2.0,12.0,66.6,18 (6),47.0,42.0,0.0,29.0,"1,142",0.0,0.0,0.0,47.0,kansas-city-chiefs
Nick Bolton,#32,LB,12.0,708,255.0,58.0,395.0,59.4,74.0,65.9,60.6,50.5,12.0,3.0,2.0,7.0,0.0,75.0,27.0,12.0,10.5,40.0,0.0,60.0,48.0,80.0,473.0,9.9,342.0,30.0,3.0,1.0,3.0,109.2,2 (1),34.0,621.0,1.0,44.0,7,0.0,0.0,0.0,34.0,kansas-city-chiefs
Malik Herring,#94,ED,11.0,213,85.0,123.0,5.0,52.3,51.8,58.5,52.6,71.7,7.0,2.0,1.0,4.0,1.0,10.0,3.0,1.0,7.1,7.0,1.0,2.0,1.0,50.0,8.0,8.0,4.0,8.0,0.0,0.0,0.0,60.4,1 (0),213.0,0.0,0.0,0.0,0,0.0,15.0,20.0,178.0,kansas-city-chiefs
Kelvin Joseph,#09,CB,2.0,21.0,9.0,0.0,12.0,54.2,61.5,75.1,-,52.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,39.0,19.5,5.0,34.0,0.0,0.0,0.0,118.8,0 (0),0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,miami-dolphins
Trent McDuffie,#22,CB,20.0,"1,243",455.0,70.0,718.0,84.8,71.8,49.4,91.6,81.5,19.0,3.0,9.0,7.0,4.0,67.0,16.0,14.0,14.4,35.0,5.0,90.0,57.0,63.3,637.0,11.2,267.0,53.0,3.0,0.0,7.0,95.5,5 (2),76.0,188.0,1.0,608.0,368,0.0,0.0,0.0,76.0,kansas-city-chiefs
George Karlaftis,#56,ED,20.0,973,323.0,605.0,45.0,65.4,58.4,67.1,65.4,58.2,83.0,15.0,8.0,60.0,4.0,35.0,13.0,7.0,12.7,32.0,1.0,5.0,4.0,80.0,22.0,5.5,2.0,8.0,0.0,0.0,0.0,85.0,1 (1),966.0,5.0,0.0,0.0,0,9.0,39.0,99.0,819.0,kansas-city-chiefs
Bryan Cook,#06,S,12.0,593,215.0,0.0,378.0,65.2,66.4,58.1,-,63.1,0.0,0.0,0.0,0.0,0.0,30.0,8.0,7.0,15.6,4.0,0.0,16.0,11.0,68.8,201.0,18.3,66.0,60.0,3.0,1.0,0.0,125.0,0 (0),10.0,55.0,406.0,110.0,10,0.0,0.0,0.0,10.0,kansas-city-chiefs
Jaylen Watson,#35,CB,20.0,533,143.0,10.0,380.0,68.5,70.6,79.3,71.7,66.2,2.0,2.0,0.0,0.0,0.0,34.0,0.0,2.0,5.6,14.0,0.0,50.0,27.0,54.0,286.0,10.6,82.0,29.0,5.0,0.0,7.0,104.3,3 (0),17.0,27.0,0.0,16.0,471,0.0,0.0,0.0,17.0,kansas-city-chiefs
Jack Cochrane,#43,LB,10.0,183,68.0,15.0,100.0,54.0,53.8,73.7,52.6,56.9,1.0,0.0,0.0,1.0,1.0,21.0,1.0,2.0,8.3,7.0,0.0,10.0,8.0,80.0,56.0,7.0,59.0,18.0,0.0,0.0,0.0,90.0,0 (0),12.0,149.0,0.0,19.0,0,0.0,0.0,0.0,12.0,kansas-city-chiefs
Leo Chenal,#54,LB,21.0,527,272.0,82.0,173.0,84.0,90.6,74.2,71.6,61.1,19.0,2.0,5.0,12.0,1.0,56.0,17.0,6.0,7.6,33.0,1.0,29.0,26.0,89.7,187.0,7.2,124.0,23.0,0.0,0.0,0.0,93.5,0 (0),168.0,306.0,0.0,48.0,1,0.0,0.0,2.0,166.0,kansas-city-chiefs
Joshua Williams,#02,CB,20.0,420,106.0,4.0,310.0,74.4,62.6,77.3,52.7,75.2,0.0,0.0,0.0,0.0,0.0,19.0,4.0,1.0,4.2,8.0,0.0,29.0,12.0,41.4,103.0,8.6,27.0,18.0,2.0,0.0,4.0,74.4,2 (0),10.0,19.0,2.0,12.0,374,0.0,0.0,0.0,10.0,kansas-city-chiefs
Cam Jones,#44,LB,3.0,82,25.0,8.0,49.0,65.6,80.4,39.5,84.3,50.3,1.0,0.0,0.0,1.0,0.0,10.0,1.0,3.0,21.4,4.0,0.0,7.0,7.0,100.0,45.0,6.4,46.0,14.0,0.0,0.0,0.0,93.5,0 (0),10.0,52.0,3.0,15.0,1,0.0,0.0,0.0,10.0,kansas-city-chiefs
Ekow Boye-Doe,#40,CB,1.0,15,5.0,0.0,10.0,66.9,60.0,-,-,66.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,1.0,0.0,0.0,14,0.0,0.0,0.0,0.0,kansas-city-chiefs
Chamarri Conner,#27,S,21.0,468,143.0,25.0,300.0,81.0,79.6,54.3,56.0,78.4,6.0,0.0,0.0,6.0,0.0,35.0,8.0,9.0,17.3,11.0,1.0,28.0,21.0,75.0,181.0,8.6,97.0,27.0,0.0,1.0,0.0,76.6,0 (0),23.0,86.0,208.0,145.0,3,0.0,0.0,0.0,23.0,kansas-city-chiefs
BJ Thompson,#53,ED,1.0,28,8.0,20.0,0.0,49.0,43.7,27.8,59.0,-,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),28.0,0.0,0.0,0.0,0,0.0,2.0,0.0,26.0,kansas-city-chiefs
Nic Jones,#31,CB,2.0,68,16.0,5.0,47.0,48.7,63.6,78.4,67.7,43.6,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,83.3,53.0,10.6,28.0,18.0,0.0,0.0,0.0,103.5,0 (0),2.0,10.0,0.0,55.0,1,0.0,0.0,0.0,2.0,kansas-city-chiefs
Felix Anudike-Uzomah,#97,ED,18.0,225,57.0,153.0,15.0,53.4,51.5,59.2,52.0,65.7,11.0,1.0,7.0,3.0,0.0,10.0,3.0,2.0,13.3,8.0,1.0,2.0,2.0,100.0,16.0,8.0,4.0,10.0,0.0,0.0,0.0,100.0,0 (0),224.0,1.0,0.0,0.0,0,2.0,9.0,13.0,200.0,kansas-city-chiefs
