OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_Rank,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_Player,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_JerseyNumber,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_Position,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_GamesPlayed,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnaps,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnaps.1,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnapsPercentage,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingGrade,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingPenalties,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnapsInZoneScheme,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnapsInZoneSchemePercentage,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingGradeInZoneScheme,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnapsInGapScheme,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnapsInGapSchemePercentage,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingGradeInGapScheme
13.0,Jared Goff,#16,QB,20.0,580.0,547.0,94.3,60.3,0 (0),275.0,50.3,60.2,251.0,45.9,60.3
15.0,Teddy Bridgewater,#10,QB,1.0,3.0,1.0,33.3,60.0,0 (0),1.0,100.0,60.0,0.0,0.0,-
15.0,Scott Daly,#47,LS,1.0,1.0,1.0,100.0,60.0,0 (0),0.0,0.0,-,1.0,100.0,60.0
15.0,Chase Lucas,#27,CB,1.0,1.0,1.0,100.0,60.0,0 (0),0.0,0.0,-,0.0,0.0,-
15.0,Jake McQuaide,#43,LS,1.0,1.0,1.0,100.0,60.0,0 (0),0.0,0.0,-,0.0,0.0,-
15.0,Khalil Dorsey,#30,CB,2.0,2.0,2.0,100.0,60.0,0 (0),0.0,0.0,-,1.0,50.0,60.0
15.0,Jack Campbell,#46,LB,2.0,2.0,2.0,100.0,60.0,0 (0),0.0,0.0,-,1.0,50.0,60.0
15.0,Jack Fox,#03,P,2.0,2.0,2.0,100.0,60.0,0 (0),0.0,0.0,-,1.0,50.0,60.0
15.0,Anthony Pittman,#57,ED,2.0,2.0,2.0,100.0,60.0,0 (0),0.0,0.0,-,1.0,50.0,60.0
15.0,Will Harris,#25,CB,2.0,2.0,2.0,100.0,60.0,0 (0),0.0,0.0,-,1.0,50.0,60.0
15.0,Devine Ozigbo,#33,HB,2.0,6.0,3.0,50.0,60.0,0 (0),0.0,0.0,-,0.0,0.0,-
15.0,Dylan Drummond,#83,WR,1.0,4.0,4.0,100.0,60.0,0 (0),1.0,25.0,60.0,0.0,0.0,-
15.0,David Montgomery,#05,HB,17.0,272.0,12.0,4.4,60.0,0 (0),0.0,0.0,-,1.0,8.3,60.0
27.0,Malcolm Rodriguez,#44,LB,6.0,13.0,13.0,100.0,59.5,0 (0),4.0,30.8,57.4,6.0,46.2,63.2
28.0,Kalif Raymond,#11,WR,16.0,101.0,95.0,94.1,59.0,1 (0),50.0,52.6,66.5,39.0,41.1,39.4
29.0,Jahmyr Gibbs,#26,HB,18.0,247.0,29.0,11.7,57.0,0 (0),10.0,34.5,59.2,8.0,27.6,57.4
30.0,Matt Nelson,#67,T,3.0,36.0,36.0,100.0,53.9,1 (0),15.0,41.7,53.5,20.0,55.6,50.9
30.0,Sam LaPorta,#87,TE,20.0,464.0,463.0,99.8,53.9,0 (0),214.0,46.2,63.5,196.0,42.3,39.6
32.0,Donovan Peoples-Jones,#19,WR,11.0,37.0,37.0,100.0,51.8,1 (0),13.0,35.1,61.0,21.0,56.8,56.0
33.0,Craig Reynolds,#13,HB,15.0,73.0,28.0,38.4,51.6,0 (0),1.0,3.6,60.0,1.0,3.6,60.0
34.0,Jason Cabinda,#45,FB,7.0,37.0,36.0,97.3,51.3,0 (0),15.0,41.7,51.9,8.0,22.2,54.2
35.0,Jameson Williams,#09,WR,15.0,235.0,231.0,98.3,47.8,0 (0),117.0,50.6,51.9,107.0,46.3,66.7
36.0,Colby Sorsdal,#75,G,5.0,121.0,121.0,100.0,46.9,2 (1),55.0,45.5,62.1,49.0,40.5,34.1
37.0,James Mitchell,#82,TE,14.0,89.0,89.0,100.0,46.0,1 (0),49.0,55.1,53.7,27.0,30.3,48.4
38.0,Brock Wright,#89,TE,16.0,264.0,263.0,99.6,45.9,0 (0),128.0,48.7,51.5,102.0,38.8,48.6
39.0,Marvin Jones Jr.,#00,WR,6.0,77.0,77.0,100.0,43.3,0 (0),32.0,41.6,67.0,42.0,54.5,41.7
,,,,,,,,,,,,,,,
