Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside
Kerby Joseph,#31,S,18.0,"1,043",369.0,5.0,669.0,56.5,72.6,54.5,80.6,50.9,1.0,0.0,0.0,1.0,1.0,81.0,10.0,16.0,15.0,10.0,0.0,60.0,34.0,56.7,512,15.1,245.0,46.0,0.0,4.0,6.0,57.1,3 (1),8,264.0,525.0,238.0,8,0.0,0.0,0.0,8
Charles Harris,#53,ED,13.0,291,68.0,199.0,24.0,55.9,64.8,69.4,53.7,64.6,24.0,2.0,2.0,20.0,0.0,8.0,3.0,1.0,8.3,7.0,0.0,1.0,1.0,100.0,21,21.0,11.0,21.0,0.0,0.0,0.0,118.8,2 (0),279,10.0,0.0,1.0,1,0.0,0.0,1.0,278
Khalil Dorsey,#30,CB,4.0,80,29.0,1.0,50.0,52.4,56.8,78.0,60.0,51.9,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,8.0,5.0,62.5,65,13.0,4.0,47.0,1.0,0.0,1.0,127.6,1 (1),0,10.0,0.0,3.0,67,0.0,0.0,0.0,0
Cameron Sutton,#01,CB,20.0,"1,261",427.0,8.0,826.0,52.3,67.2,55.8,61.5,49.0,1.0,0.0,0.0,1.0,0.0,57.0,12.0,12.0,14.8,19.0,1.0,113.0,77.0,68.1,"1,173",15.2,330.0,53.0,8.0,1.0,7.0,122.0,5 (0),22,84.0,7.0,48.0,"1,100",0.0,0.0,0.0,22
Jack Campbell,#46,LB,20.0,745,307.0,97.0,341.0,52.1,75.8,66.4,50.6,35.3,10.0,2.0,1.0,7.0,0.0,68.0,37.0,10.0,8.7,28.0,0.0,42.0,35.0,83.3,418,11.9,285.0,28.0,2.0,0.0,1.0,124.0,2 (0),161,540.0,2.0,37.0,5,0.0,0.0,0.0,161
Tyson Alualu,#92,DI,5.0,152,66.0,86.0,0.0,50.3,48.1,73.5,52.3,61.3,3.0,1.0,1.0,1.0,0.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,0,,0.0,,0.0,0.0,0.0,0.0,0 (0),152,0.0,0.0,0.0,0,6.0,113.0,32.0,1
Quinton Bohanna,#90,DI,3.0,73,52.0,21.0,0.0,50.1,56.6,71.4,51.2,-,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,,0,,0.0,,0.0,0.0,0.0,0.0,1 (0),73,0.0,0.0,0.0,0,21.0,51.0,1.0,0
Kindle Vildor,#29,CB,8.0,379,115.0,2.0,262.0,49.3,63.6,75.8,74.9,45.8,1.0,0.0,1.0,0.0,0.0,17.0,4.0,1.0,4.5,8.0,1.0,34.0,21.0,61.8,448,21.3,136.0,92.0,3.0,0.0,0.0,135.0,3 (0),2,27.0,1.0,12.0,337,0.0,0.0,0.0,2
James Houston,#41,ED,3.0,42,9.0,24.0,9.0,45.2,45.9,73.0,57.8,44.1,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,31,31.0,9.0,31.0,0.0,0.0,0.0,118.8,1 (1),39,0.0,0.0,3.0,0,0.0,0.0,0.0,39
Will Harris,#25,CB,14.0,195,61.0,8.0,126.0,43.0,57.1,58.6,46.4,41.4,3.0,0.0,1.0,2.0,0.0,14.0,4.0,3.0,14.3,5.0,0.0,18.0,14.0,77.8,165,11.8,44.0,44.0,0.0,1.0,1.0,81.7,2 (0),1,25.0,0.0,115.0,54,0.0,0.0,0.0,1
Bruce Irvin,#51,ED,3.0,42,3.0,34.0,5.0,40.3,60.1,69.2,59.4,29.1,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,2.0,1.0,50.0,19,19.0,9.0,19.0,0.0,0.0,0.0,83.3,1 (0),42,0.0,0.0,0.0,0,0.0,0.0,0.0,42
Benito Jones,#94,DI,20.0,602,271.0,327.0,4.0,39.1,32.3,31.7,56.4,55.5,22.0,1.0,4.0,17.0,0.0,16.0,7.0,5.0,17.9,11.0,0.0,0.0,0.0,,0,,0.0,,0.0,0.0,0.0,0.0,1 (0),602,0.0,0.0,0.0,0,124.0,451.0,25.0,2
