season,player,pfr_id,tm,age,pos,g,gs,tgt,rec,yds,td,x1d,ybc,ybc_r,yac,yac_r,adot,brk_tkl,rec_br,drop,drop_percent,int,rat,loaded
2024,Tucker Kraft,KrafTu00,GB,24.0,TE,8.0,8.0,33.0,24.0,342.0,5.0,14.0,98.0,4.1,244.0,10.2,5.1,6.0,4.0,4.0,0.121,0.0,145.5,2024-10-31
2024,Isaiah Likely,LikeIs00,BAL,24.0,TE,8.0,6.0,33.0,24.0,271.0,3.0,15.0,100.0,4.2,171.0,7.1,7.4,1.0,24.0,1.0,0.03,0.0,127.2,2024-10-31
2024,Rashee Rice,RiceRa01,KC,24.0,WR,4.0,4.0,29.0,24.0,288.0,2.0,15.0,102.0,4.3,186.0,7.8,5.2,4.0,6.0,1.0,0.034,1.0,116.7,2024-10-31
2024,Deebo Samuel,SamuDe00,SF,28.0,WR,7.0,7.0,39.0,24.0,406.0,1.0,15.0,203.0,8.5,203.0,8.5,8.8,2.0,12.0,2.0,0.051,0.0,105.3,2024-10-31
2024,Zach Charbonnet,CharZa00,SEA,23.0,RB,8.0,2.0,28.0,23.0,164.0,1.0,3.0,-5.0,-0.2,169.0,7.3,-0.6,0.0,,0.0,0.0,1.0,88.1,2024-10-31
2024,Cooper Kupp,KuppCo00,LA,31.0,WR,3.0,3.0,35.0,23.0,198.0,2.0,9.0,107.0,4.7,91.0,4.0,6.5,2.0,11.5,1.0,0.028999999999999998,0.0,99.5,2024-10-31
2024,Zack Moss,MossZa00,CIN,27.0,RB,8.0,6.0,27.0,23.0,187.0,1.0,11.0,-7.0,-0.3,194.0,8.4,0.1,3.0,7.7,1.0,0.037000000000000005,0.0,107.9,2024-10-31
2024,Colby Parkinson,ParkCo02,LA,25.0,TE,7.0,7.0,36.0,23.0,214.0,0.0,11.0,97.0,4.2,117.0,5.1,5.3,1.0,23.0,2.0,0.055999999999999994,0.0,80.1,2024-10-31
2024,Dalton Schultz,SchuDa00,HOU,28.0,TE,8.0,5.0,38.0,23.0,223.0,0.0,11.0,140.0,6.1,83.0,3.6,8.2,0.0,,2.0,0.053,1.0,66.0,2024-10-31
2024,Tre Tucker,TuckTr00,LV,23.0,WR,8.0,7.0,38.0,23.0,252.0,1.0,12.0,132.0,5.7,120.0,5.2,11.4,3.0,7.7,0.0,0.0,1.0,78.0,2024-10-31
2024,Mark Andrews,AndrMa00,BAL,29.0,TE,8.0,4.0,27.0,22.0,263.0,4.0,16.0,195.0,8.9,68.0,3.1,9.8,0.0,,2.0,0.07400000000000001,1.0,131.4,2024-10-31
2024,Rashod Bateman,BateRa00,BAL,25.0,WR,8.0,5.0,35.0,22.0,422.0,3.0,18.0,315.0,14.3,107.0,4.9,14.8,0.0,,2.0,0.057,1.0,121.4,2024-10-31
2024,Justice Hill,HillJu00,BAL,27.0,RB,8.0,0.0,25.0,22.0,229.0,2.0,10.0,-26.0,-1.2,255.0,11.6,-1.1,2.0,11.0,0.0,0.0,0.0,131.5,2024-10-31
2024,Aaron Jones,JoneAa00,MIN,30.0,RB,7.0,7.0,25.0,22.0,227.0,1.0,10.0,26.0,1.2,201.0,9.1,2.0,0.0,,0.0,0.0,1.0,101.2,2024-10-31
2024,Xavier Legette,LegeXa00,CAR,23.0,WR,8.0,5.0,35.0,22.0,211.0,3.0,13.0,157.0,7.1,54.0,2.5,11.7,0.0,,3.0,0.086,0.0,108.2,2024-10-31
2024,Alexander Mattison,MattAl01,LV,26.0,RB,8.0,4.0,26.0,22.0,195.0,1.0,9.0,-5.0,-0.2,200.0,9.1,-0.3,5.0,4.4,1.0,0.038,1.0,94.7,2024-10-31
2024,Calvin Ridley,RidlCa00,TEN,30.0,WR,7.0,6.0,51.0,22.0,326.0,1.0,12.0,243.0,11.0,83.0,3.8,14.9,1.0,22.0,3.0,0.059000000000000004,2.0,54.9,2024-10-31
2024,Tyler Boyd,BoydTy00,TEN,30.0,WR,7.0,4.0,30.0,21.0,184.0,0.0,10.0,114.0,5.4,70.0,3.3,7.4,1.0,21.0,2.0,0.067,1.0,72.1,2024-10-31
2024,AJ Brown,BrowAJ00,PHI,27.0,WR,4.0,4.0,30.0,21.0,408.0,3.0,18.0,280.0,13.3,128.0,6.1,14.0,2.0,10.5,0.0,0.0,1.0,131.9,2024-10-31
2024,Keon Coleman,ColeKe02,BUF,21.0,WR,8.0,7.0,34.0,21.0,396.0,3.0,15.0,216.0,10.3,180.0,8.6,13.3,4.0,5.3,3.0,0.08800000000000001,0.0,131.5,2024-10-31
2024,Greg Dortch,DortGr01,ARI,26.0,WR,8.0,1.0,31.0,21.0,188.0,1.0,10.0,57.0,2.7,131.0,6.2,6.2,4.0,5.3,2.0,0.065,0.0,94.6,2024-10-31
2024,Tony Pollard,PollTo00,TEN,27.0,RB,7.0,7.0,29.0,21.0,109.0,0.0,5.0,11.0,0.5,98.0,4.7,0.0,2.0,10.5,2.0,0.069,0.0,78.1,2024-10-31
2024,Evan Engram,EngrEv00,JAX,30.0,TE,4.0,4.0,24.0,20.0,178.0,1.0,8.0,101.0,5.1,77.0,3.9,5.1,0.0,,0.0,0.0,0.0,111.5,2024-10-31
2024,Jerome Ford,FordJe00,CLE,25.0,RB,6.0,4.0,23.0,20.0,87.0,0.0,2.0,-52.0,-2.6,139.0,7.0,-1.2,4.0,5.0,1.0,0.043,0.0,82.4,2024-10-31
2024,Bucky Irving,IrviBu00,TB,22.0,RB,8.0,1.0,22.0,20.0,164.0,0.0,6.0,-45.0,-2.3,209.0,10.5,-1.8,3.0,6.7,1.0,0.045,0.0,97.7,2024-10-31
2024,Sam LaPorta,LaPoSa01,DET,23.0,TE,7.0,7.0,23.0,20.0,272.0,2.0,14.0,94.0,4.7,178.0,8.9,4.1,2.0,10.0,0.0,0.0,0.0,144.9,2024-10-31
2024,Rome Odunze,OdunRo00,CHI,22.0,WR,7.0,5.0,37.0,20.0,287.0,1.0,14.0,186.0,9.3,101.0,5.1,14.9,3.0,6.7,1.0,0.027000000000000003,1.0,77.2,2024-10-31
2024,JaTavion Sanders,SandJa01,CAR,21.0,TE,8.0,4.0,25.0,20.0,158.0,0.0,5.0,62.0,3.1,96.0,4.8,3.8,0.0,,2.0,0.08,0.0,93.0,2024-10-31
2024,Rashid Shaheed,ShahRa00,NO,26.0,WR,6.0,5.0,41.0,20.0,349.0,3.0,12.0,243.0,12.2,106.0,5.3,17.6,0.0,,0.0,0.0,4.0,63.0,2024-10-31
2024,JK Dobbins,DobbJK00,LAC,26.0,RB,7.0,6.0,23.0,19.0,87.0,0.0,4.0,-30.0,-1.6,117.0,6.2,-0.9,0.0,,1.0,0.043,0.0,82.4,2024-10-31
2024,Austin Ekeler,EkelAu00,WAS,29.0,RB,7.0,3.0,21.0,19.0,207.0,0.0,9.0,-37.0,-1.9,244.0,12.8,-1.8,2.0,9.5,1.0,0.048,0.0,107.7,2024-10-31
2024,Jahmyr Gibbs,GibbJa01,DET,22.0,RB,7.0,1.0,23.0,19.0,154.0,1.0,8.0,-40.0,-2.1,194.0,10.2,0.3,0.0,,1.0,0.043,0.0,109.1,2024-10-31
2024,LilJordan Humphrey,HumpLi01,DEN,26.0,WR,8.0,2.0,27.0,19.0,177.0,0.0,7.0,74.0,3.9,103.0,5.4,7.3,3.0,6.3,2.0,0.07400000000000001,0.0,88.0,2024-10-31
2024,Miles Sanders,SandMi01,CAR,27.0,RB,8.0,1.0,24.0,19.0,103.0,0.0,3.0,-26.0,-1.4,129.0,6.8,-0.1,0.0,,0.0,0.0,1.0,67.2,2024-10-31
2024,DAndre Swift,SwifDA00,CHI,25.0,RB,7.0,7.0,23.0,19.0,193.0,0.0,6.0,-21.0,-1.1,214.0,11.3,-1.3,1.0,19.0,1.0,0.043,0.0,101.6,2024-10-31
2024,Kyren Williams,WillKy02,LA,24.0,RB,7.0,7.0,22.0,19.0,90.0,2.0,3.0,-12.0,-0.6,102.0,5.4,-1.3,2.0,9.5,1.0,0.045,0.0,114.0,2024-10-31
2024,Xavier Worthy,WortXa00,KC,21.0,WR,7.0,5.0,37.0,19.0,235.0,3.0,13.0,98.0,5.2,137.0,7.2,10.8,0.0,,1.0,0.027000000000000003,2.0,75.8,2024-10-31
2024,Olamide Zaccheaus,ZaccOl01,WAS,27.0,WR,8.0,2.0,27.0,19.0,176.0,0.0,11.0,61.0,3.2,115.0,6.1,4.7,3.0,6.3,3.0,0.111,0.0,87.9,2024-10-31
2024,Erick All,AllxEr00,CIN,24.0,TE,8.0,5.0,20.0,18.0,134.0,0.0,7.0,55.0,3.1,79.0,4.4,2.9,1.0,18.0,1.0,0.05,0.0,94.6,2024-10-31
2024,Gabriel Davis,DaviGa01,JAX,25.0,WR,8.0,7.0,35.0,18.0,217.0,2.0,12.0,179.0,9.9,38.0,2.1,11.7,0.0,,0.0,0.0,0.0,89.8,2024-10-31
2024,Juwan Johnson,JohnJu02,NO,28.0,TE,8.0,3.0,24.0,18.0,184.0,1.0,8.0,118.0,6.6,66.0,3.7,7.4,0.0,,2.0,0.083,0.0,110.4,2024-10-31
2024,Rhamondre Stevenson,StevRh00,NE,26.0,RB,7.0,6.0,23.0,18.0,61.0,0.0,2.0,-37.0,-2.1,98.0,5.4,-0.6,2.0,9.0,1.0,0.043,0.0,79.2,2024-10-31
2024,Brenton Strange,StraBr00,JAX,24.0,TE,8.0,4.0,25.0,18.0,190.0,2.0,9.0,120.0,6.7,70.0,3.9,7.8,1.0,18.0,3.0,0.12,0.0,120.4,2024-10-31
2024,Cedric Tillman,TillCe01,CLE,24.0,WR,8.0,3.0,26.0,18.0,189.0,2.0,8.0,129.0,7.2,60.0,3.3,11.2,3.0,6.0,1.0,0.038,1.0,99.7,2024-10-31
2024,Jordan Whittington,WhitJo04,LA,24.0,WR,6.0,2.0,23.0,18.0,201.0,0.0,10.0,75.0,4.2,126.0,7.0,3.9,1.0,18.0,0.0,0.0,0.0,103.1,2024-10-31
2024,Keenan Allen,AlleKe00,CHI,32.0,WR,5.0,5.0,32.0,17.0,161.0,2.0,11.0,102.0,6.0,59.0,3.5,8.0,0.0,,1.0,0.031,0.0,88.2,2024-10-31
2024,Saquon Barkley,BarkSa00,PHI,27.0,RB,7.0,7.0,21.0,17.0,106.0,1.0,5.0,10.0,0.6,96.0,5.6,1.3,2.0,8.5,1.0,0.048,0.0,103.6,2024-10-31
2024,Noah Brown,BrowNo00,WAS,28.0,WR,6.0,5.0,25.0,17.0,258.0,1.0,12.0,223.0,13.1,35.0,2.1,13.3,0.0,,1.0,0.04,0.0,115.1,2024-10-31
2024,Noah Gray,GrayNo00,KC,25.0,TE,7.0,3.0,18.0,17.0,208.0,0.0,12.0,116.0,6.8,92.0,5.4,7.2,0.0,,0.0,0.0,1.0,91.7,2024-10-31
