Player,JerseyNumber,Position,GamesPlayed,OffenseTotalSnaps,BlockingTotalSnaps,BlockingTotalSnapsPercentage,RunBlockingSnaps,PassBlockingSnaps,OffenseOverallGrade,RunBlockingGrade,PassBlockingGrade,PressuresAllowedTotalSnaps,PressuresAllowedTotalSnapsPercentage,PressuresAllowedSacks,PressuresAllowedHits,PressuresAllowedHurries,PressuresAllowedTotal,PressuresAllowedEfficiency,Penalties,SnapsAtLeftTackle,SnapsAtLeftGuard,SnapsAtCenter,SnapsAtRightGuard,SnapsAtRightTackle,SnapsAtInlineTightEnd
Jake Bobo,#19,WR,17.0,303.0,144.0,47.5,142.0,2.0,73.5,77.6,59.8,1.0,0.7,0.0,0.0,0.0,0.0,100.0,1 (0),0.0,0.0,0.0,0.0,0.0,2.0
Phil Haynes,#60,G,8.0,437.0,437.0,100.0,138.0,299.0,51.9,53.6,59.4,274.0,100.0,5.0,2.0,5.0,12.0,96.9,6 (2),0.0,73.0,0.0,364.0,0.0,0.0
Evan Brown,#63,C,16.0,955.0,955.0,100.0,325.0,630.0,55.5,57.2,59.1,583.0,100.0,3.0,3.0,21.0,27.0,97.4,7 (2),0.0,38.0,917.0,0.0,0.0,0.0
DeeJay Dallas,#31,HB,11.0,95.0,27.0,28.4,6.0,21.0,63.8,55.6,49.9,21.0,30.0,0.0,2.0,1.0,3.0,92.9,0 (0),0.0,0.0,0.0,0.0,0.0,5.0
Jason Peters,#70,T,8.0,215.0,215.0,100.0,68.0,147.0,53.9,71.2,45.1,135.0,100.0,0.0,3.0,11.0,14.0,94.8,4 (1),0.0,0.0,0.0,16.0,199.0,0.0
Abraham Lucas,#72,T,6.0,273.0,273.0,100.0,91.0,182.0,53.1,58.8,44.4,170.0,100.0,2.0,0.0,15.0,17.0,94.4,0 (0),0.0,0.0,0.0,0.0,273.0,0.0
Stone Forsythe,#78,T,13.0,497.0,497.0,100.0,185.0,312.0,58.2,71.4,40.8,291.0,100.0,5.0,7.0,20.0,32.0,93.6,2 (2),213.0,0.0,0.0,0.0,283.0,1.0
Kenneth Walker III,#09,HB,15.0,499.0,63.0,12.6,16.0,47.0,83.5,58.7,40.7,44.0,18.0,0.0,0.0,3.0,3.0,96.6,2 (0),0.0,0.0,0.0,0.0,0.0,5.0
Jake Curhan,#74,T,7.0,296.0,296.0,100.0,109.0,187.0,55.7,67.1,39.2,172.0,100.0,3.0,6.0,18.0,27.0,91.3,1 (0),0.0,0.0,0.0,6.0,288.0,2.0
Anthony Bradford,#75,G,12.0,659.0,659.0,100.0,240.0,419.0,51.7,58.5,38.9,394.0,100.0,1.0,5.0,22.0,28.0,96.3,4 (1),0.0,0.0,0.0,659.0,0.0,0.0
Easop Winston Jr.,#86,WR,1.0,2.0,2.0,100.0,2.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
SaRodorick Thompson,#29,HB,1.0,2.0,2.0,100.0,2.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
Nick Bellore,#44,LB,3.0,4.0,4.0,100.0,4.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
Dareke Young,#83,WR,5.0,9.0,7.0,77.8,7.0,0.0,66.7,80.5,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
D'Wayne Eskridge,#01,WR,3.0,18.0,9.0,50.0,9.0,0.0,60.4,82.8,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
Brady Russell,#38,TE,6.0,16.0,14.0,87.5,14.0,0.0,57.3,59.5,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,14.0
Cody Thompson,#13,WR,6.0,23.0,16.0,69.6,16.0,0.0,56.2,60.9,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,2.0
Drew Lock,#02,QB,4.0,145.0,52.0,35.9,52.0,0.0,61.3,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,3 (0),0.0,0.0,0.0,0.0,0.0,0.0
Tyler Lockett,#16,WR,17.0,834.0,237.0,28.4,237.0,0.0,78.1,58.7,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,2.0
D.K. Metcalf,#14,WR,16.0,826.0,241.0,29.2,241.0,0.0,80.0,53.3,-,0.0,0.0,0.0,0.0,0.0,0.0,,8 (3),0.0,0.0,0.0,0.0,0.0,1.0
Geno Smith,#07,QB,15.0,900.0,291.0,32.3,291.0,0.0,82.9,60.5,-,0.0,0.0,0.0,0.0,0.0,0.0,,6 (0),0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
