DEFENSE-RUN_2023_DEFENSE-RUN_2023_Rank,DEFENSE-RUN_2023_DEFENSE-RUN_2023_Player,DEFENSE-RUN_2023_DEFENSE-RUN_2023_JerseyNumber,DEFENSE-RUN_2023_DEFENSE-RUN_2023_Position,DEFENSE-RUN_2023_DEFENSE-RUN_2023_GamesPlayed,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseSnaps,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseGrade,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseTackles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseAssists,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseMissedTackles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseMissedTacklePercentage,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseStops,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseStopPercentage,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseForcedFumbles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseAverageDepthOfTackle,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefensePenalties
11.0,Malcolm Koonce,#51,ED,17.0,148.0,66.3,21.0,4.0,4.0,13.8,16.0,11.2,0.0,2.5,1 (1)
12.0,Roderic Teamer,#33,S,4.0,27.0,65.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0 (0)
13.0,Jerry Tillery,#90,DI,17.0,221.0,63.1,11.0,14.0,3.0,10.7,8.0,3.8,0.0,3.0,2 (0)
14.0,Kana'i Mauga,#43,LB,1.0,3.0,62.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0 (0)
14.0,Matthew Butler,#94,DI,2.0,4.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0 (0)
16.0,Chris Smith II,#29,S,1.0,12.0,60.7,0.0,0.0,0.0,,0.0,0.0,0.0,,0 (0)
17.0,Divine Deablo,#05,LB,15.0,298.0,60.4,35.0,20.0,2.0,3.5,17.0,5.9,0.0,5.2,2 (1)
18.0,Amari Burney,#56,LB,4.0,42.0,58.1,6.0,3.0,0.0,0.0,2.0,5.0,0.0,5.2,0 (0)
19.0,Curtis Bolton,#36,LB,2.0,8.0,56.6,1.0,0.0,0.0,0.0,1.0,12.5,0.0,4.0,0 (0)
20.0,John Jenkins,#95,DI,17.0,323.0,55.6,38.0,18.0,2.0,3.4,26.0,8.4,0.0,2.6,0 (0)
21.0,Amik Robertson,#21,CB,13.0,251.0,54.5,7.0,3.0,1.0,9.1,4.0,1.7,0.0,5.6,5 (1)
22.0,David Long Jr.,#23,CB,4.0,65.0,51.3,2.0,0.0,0.0,0.0,1.0,1.6,0.0,5.0,1 (0)
23.0,Marcus Peters,#24,CB,12.0,306.0,50.7,7.0,3.0,5.0,33.3,3.0,1.0,0.0,5.1,3 (0)
24.0,Jaylon Smith,#15,LB,1.0,14.0,50.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0 (0)
25.0,Jakorian Bennett,#00,CB,10.0,138.0,49.4,10.0,3.0,4.0,23.5,3.0,2.3,0.0,7.5,4 (0)
25.0,Bilal Nichols,#91,DI,17.0,293.0,49.4,31.0,15.0,2.0,4.2,19.0,6.8,0.0,2.7,1 (1)
27.0,Tyree Wilson,#09,ED,17.0,176.0,47.6,12.0,6.0,4.0,18.2,9.0,5.4,0.0,2.6,3 (1)
28.0,Nesta Jade Silvera,#99,DI,2.0,12.0,46.7,1.0,0.0,0.0,0.0,1.0,8.3,0.0,3.0,0 (0)
29.0,Byron Young,#93,DI,6.0,48.0,45.1,3.0,0.0,0.0,0.0,1.0,2.1,0.0,4.3,0 (0)
29.0,Malik Reed,#52,ED,4.0,31.0,45.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0 (0)
31.0,Brandon Facyson,#31,CB,2.0,17.0,42.9,1.0,0.0,1.0,50.0,1.0,5.9,0.0,10.0,0 (0)
32.0,Adam Butler,#69,DI,17.0,149.0,39.4,11.0,8.0,4.0,17.4,9.0,6.3,0.0,1.7,0 (0)
33.0,Isaiah Pola-Mao,#20,S,8.0,64.0,30.4,5.0,1.0,3.0,33.3,1.0,1.6,0.0,6.8,0 (0)
,,,,,,,,,,,,,,,
