SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_Rank,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_Player,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_JerseyNumber,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_Position,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_GamesPlayed,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsTotalSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsKickReturnSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsKickCoverageSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsPuntReturnSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsPuntCoverageSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsFieldGoalBlockSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsFieldGoalKickSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsOverallGrade,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsKickoffGrade,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsPuntGrade,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsFieldGoalGrade,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsPenalties,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsTackles,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsAssists,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsMissedTackles
34.0,Allen Robinson II,#11,WR,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,60.3,-,-,-,0 (0),0.0,0.0,0.0
36.0,Anthony McFarland Jr.,#26,HB,3.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,60.2,64.5,-,-,0 (0),0.0,0.0,0.0
37.0,Alex Highsmith,#56,ED,18.0,66.0,0.0,0.0,7.0,0.0,59.0,0.0,60.1,-,-,-,0 (0),0.0,0.0,0.0
38.0,Larry Ogunjobi,#99,DI,18.0,61.0,0.0,0.0,5.0,0.0,56.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
39.0,Jaylen Warren,#30,HB,16.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,59.9,58.0,-,-,0 (0),0.0,0.0,0.0
39.0,Minkah Fitzpatrick,#39,S,11.0,39.0,1.0,0.0,2.0,0.0,36.0,0.0,59.9,-,60.0,-,0 (0),0.0,0.0,0.0
39.0,Kwon Alexander,#54,LB,2.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,59.9,-,-,-,0 (0),0.0,0.0,0.0
42.0,Cole Holcomb,#55,LB,8.0,30.0,0.0,0.0,1.0,1.0,28.0,0.0,59.8,-,-,-,0 (0),0.0,0.0,0.0
43.0,Armon Watts,#94,DI,11.0,24.0,0.0,0.0,4.0,0.0,20.0,0.0,59.5,-,-,-,0 (0),0.0,0.0,0.0
44.0,George Pickens,#14,WR,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,59.3,61.2,-,-,0 (0),0.0,0.0,0.0
44.0,Diontae Johnson,#18,WR,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,59.3,61.2,-,-,0 (0),0.0,0.0,0.0
46.0,Markus Golden,#44,ED,9.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,59.2,-,-,-,0 (0),0.0,0.0,0.0
47.0,Keanu Neal,#31,S,9.0,80.0,0.0,0.0,1.0,45.0,34.0,0.0,58.6,-,-,-,0 (0),0.0,0.0,0.0
48.0,James Pierre,#42,CB,17.0,279.0,49.0,76.0,65.0,88.0,1.0,0.0,58.5,-,-,-,1 (0),6.0,2.0,0.0
49.0,Najee Harris,#22,HB,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,58.2,-,-,-,0 (0),0.0,0.0,0.0
50.0,Broderick Jones,#77,T,18.0,63.0,0.0,0.0,0.0,0.0,0.0,63.0,56.1,-,-,-,1 (0),0.0,0.0,0.0
50.0,Chandon Sullivan,#34,CB,18.0,234.0,82.0,80.0,72.0,0.0,0.0,0.0,56.1,-,-,-,0 (0),2.0,0.0,0.0
52.0,Dan Moore Jr.,#65,T,16.0,58.0,0.0,0.0,0.0,0.0,0.0,58.0,55.5,-,-,-,1 (0),0.0,0.0,0.0
53.0,Isaac Seumalo,#73,G,12.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,53.7,-,-,-,1 (0),0.0,0.0,0.0
54.0,Damontae Kazee,#23,S,15.0,123.0,0.0,35.0,62.0,0.0,26.0,0.0,53.6,-,-,-,0 (0),0.0,0.0,0.0
55.0,Elandon Roberts,#50,LB,16.0,131.0,0.0,0.0,7.0,64.0,60.0,0.0,46.4,-,-,-,1 (0),0.0,0.0,1.0
56.0,T.J. Watt,#90,ED,14.0,35.0,0.0,0.0,9.0,0.0,26.0,0.0,45.8,-,-,-,1 (1),0.0,0.0,0.0
57.0,Christian Kuntz,#46,LS,18.0,157.0,0.0,0.0,0.0,94.0,0.0,63.0,45.3,-,-,-,2 (0),5.0,0.0,0.0
58.0,DeMarvin Leal,#98,DI,8.0,22.0,0.0,0.0,4.0,0.0,17.0,1.0,43.9,-,-,-,1 (0),0.0,0.0,0.0
59.0,Tariq Carpenter,#49,LB,3.0,34.0,3.0,14.0,16.0,1.0,0.0,0.0,39.1,-,-,-,1 (0),2.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,
