Player,JerseyNumber,Position,GamesPlayed,PassRushSnaps,PassRushTotalSnaps,PassRushSnapsPercentage,PassRushGrade,PassRushPenalties,PassRushTotalPressures,PassRushSacks,PassRushHits,PassRushHurries,PassRushPressureRate,PassRushWinPercentage,PassRushBattedPasses,TruePassSetSnaps,TruePassSetTotalSnaps,TruePassSetSnapsPercentage,TruePassSetGrade,TruePassSetTotalPressures,TruePassSetSacks,TruePassSetHits,TruePassSetHurries,TruePassSetPressureRate,TruePassSetWinPercentage,TruePassSetBattedPasses
Mark Robinson,#93,LB,9.0,71.0,7.0,9.9,61.5,1 (0),2.0,1.0,0.0,1.0,25.0,0.0,0.0,24.0,3.0,12.5,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Holcomb,#55,LB,8.0,265.0,33.0,12.5,60.8,1 (0),4.0,0.0,2.0,2.0,6.7,10.0,0.0,140.0,13.0,9.3,59.2,2.0,0.0,1.0,1.0,10.0,10.0,0.0
Keanu Neal,#31,S,9.0,276.0,10.0,3.6,60.2,1 (0),3.0,0.0,1.0,2.0,15.0,0.0,0.0,153.0,4.0,2.6,68.9,2.0,0.0,1.0,1.0,25.0,0.0,0.0
Elandon Roberts,#50,LB,17.0,335.0,38.0,11.3,59.6,1 (0),16.0,3.0,4.0,9.0,27.1,14.3,0.0,140.0,15.0,10.7,73.5,4.0,2.0,0.0,2.0,21.4,14.3,0.0
Patrick Peterson,#20,CB,18.0,724.0,8.0,1.1,59.4,5 (1),3.0,0.0,0.0,3.0,18.8,12.5,0.0,381.0,5.0,1.3,63.8,2.0,0.0,0.0,2.0,20.0,20.0,0.0
Larry Ogunjobi,#99,DI,18.0,496.0,492.0,99.2,58.6,1 (0),35.0,3.0,5.0,27.0,4.1,8.2,2.0,249.0,247.0,99.2,60.9,29.0,3.0,3.0,23.0,6.9,11.3,0.0
Kyron Johnson,#53,ED,1.0,1.0,1.0,100.0,58.3,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minkah Fitzpatrick,#39,S,11.0,356.0,19.0,5.3,57.1,3 (0),1.0,0.0,0.0,1.0,2.8,5.6,0.0,185.0,8.0,4.3,58.6,1.0,0.0,0.0,1.0,7.1,0.0,0.0
Chandon Sullivan,#34,CB,18.0,292.0,37.0,12.7,57.1,3 (0),5.0,0.0,0.0,5.0,6.9,8.3,2.0,154.0,17.0,11.0,57.7,2.0,0.0,0.0,2.0,6.3,12.5,1.0
Miles Killebrew,#28,S,9.0,94.0,3.0,3.2,55.6,0 (0),2.0,0.0,1.0,1.0,50.0,0.0,0.0,65.0,1.0,1.5,59.3,1.0,0.0,1.0,0.0,50.0,0.0,0.0
Trenton Thompson,#17,S,6.0,131.0,3.0,2.3,53.6,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,1.7,59.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Rowe,#25,S,4.0,148.0,4.0,2.7,52.6,0 (0),1.0,0.0,0.0,1.0,12.5,0.0,0.0,84.0,3.0,3.6,52.7,1.0,0.0,0.0,1.0,16.7,0.0,0.0
Damontae Kazee,#23,S,15.0,511.0,5.0,1.0,52.4,2 (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,1.0,0.4,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMarvin Leal,#98,DI,10.0,107.0,107.0,100.0,51.5,0 (0),7.0,1.0,1.0,5.0,4.0,4.0,0.0,52.0,52.0,100.0,54.7,5.0,1.0,1.0,3.0,6.1,4.1,0.0
Isaiahh Loudermilk,#92,DI,15.0,77.0,77.0,100.0,47.2,0 (0),4.0,0.0,1.0,3.0,2.7,2.7,1.0,33.0,33.0,100.0,54.8,3.0,0.0,1.0,2.0,4.7,6.3,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
