year,player_game_count,snap_counts_ce,snap_counts_rt,snap_counts_te,snap_counts_rg,snap_counts_pass_block,snap_counts_pass_play,snap_counts_block,grades_run_block,player,team_name,grades_offense,player_id,grades_pass_block,snap_counts_run_block,snap_counts_lt,snap_counts_lg,snap_counts_offense,position
2008,20,0,0,1,0,835,835,1291,83.1,Mike Gandy,ARZ,78.4,834,68.4,456,1290,0,1291,T
2008,20,0,0,0,1267,817,817,1267,66.1,Deuce Lutui,ARZ,63.0,2986,64.1,450,0,0,1267,G
2008,20,0,0,0,0,1,804,424,60.2,Kurt Warner,ARZ,73.3,112,60.9,423,0,0,1248,QB
2008,20,0,0,13,0,2,833,417,79.3,Larry Fitzgerald,ARZ,87.7,1724,68.4,415,0,0,1248,WR
2008,16,0,0,359,0,54,204,272,73.2,Leonard Pope,ARZ,59.5,3017,52.7,218,0,0,422,TE
2008,15,0,0,2,0,2,600,254,89.9,Anquan Boldin,ARZ,77.0,1369,30.2,252,0,0,861,WR
2008,20,0,0,1,0,2,729,251,80.9,Steve Breaston,ARZ,69.9,3758,69.3,249,0,0,981,WR
2008,19,0,0,0,0,28,83,237,74.4,Terrelle Smith,ARZ,68.4,651,83.8,209,0,0,293,FB
2008,13,0,0,261,0,34,151,213,77.5,Stephen Spach,ARZ,60.4,2789,79.9,179,0,0,330,TE
2008,13,0,0,196,0,23,131,152,83.9,Ben Patrick,ARZ,78.7,3831,58.4,129,1,0,260,TE
2008,20,0,0,0,0,67,358,93,70.1,Tim Hightower,ARZ,47.1,4463,62.9,26,0,0,567,HB
2008,17,0,0,0,0,70,242,76,81.8,Edgerrin James,ARZ,50.8,439,58.2,6,0,0,449,HB
2008,20,0,0,0,0,2,444,75,86.7,Jerheme Urban,ARZ,60.7,1709,67.5,73,0,0,517,WR
2008,7,0,8,19,29,21,21,56,70.8,Elton Brown,ARZ,77.4,2328,82.9,35,0,0,56,G
2008,15,0,0,11,0,11,61,54,45.3,Tim Castille,ARZ,50.1,3906,79.3,43,0,0,104,FB
2008,15,0,0,0,0,36,235,47,58.2,J.J. Arrington,ARZ,63.3,2261,74.0,11,0,0,283,HB
2008,3,0,0,59,0,9,33,47,70.8,Jerame Tuman,ARZ,70.3,513,56.0,38,0,0,71,TE
2008,7,0,0,0,0,0,72,19,83.9,Early Doucet,ARZ,67.8,4395,,19,0,0,91,WR
2008,4,0,0,0,0,0,32,12,60.0,Matt Leinart,ARZ,34.8,2955,,12,0,0,47,QB
2008,1,0,0,0,0,0,0,1,60.0,Adrian Wilson,ARZ,60.0,831,,1,0,0,1,S
2008,4,0,0,0,0,0,3,1,60.0,Antrel Rolle,ARZ,78.5,2225,,1,0,0,4,S
2009,18,0,1141,0,0,733,733,1141,79.7,Levi Brown,ARZ,66.0,3621,60.6,408,0,0,1141,T
2009,18,1141,0,0,0,733,733,1141,63.6,Lyle Sendlein,ARZ,68.5,4062,75.1,408,0,0,1141,C
2009,18,0,0,0,0,733,733,1141,61.0,Reggie Wells,ARZ,62.6,1482,60.6,408,0,1141,1141,G
2009,18,0,0,0,1140,732,732,1140,77.4,Deuce Lutui,ARZ,75.2,2986,65.0,408,0,0,1140,G
2009,12,0,0,0,0,493,493,757,76.6,Mike Gandy,ARZ,66.9,834,56.4,264,757,0,757,T
2009,8,0,0,0,0,240,240,384,66.6,Jeremy Bridges,ARZ,67.0,1488,65.8,144,384,0,384,T
2009,18,0,0,10,0,1,726,370,82.5,Larry Fitzgerald,ARZ,83.2,1724,67.4,369,0,0,1095,WR
2009,18,0,0,406,0,48,140,350,84.8,Anthony Becht,ARZ,78.4,602,74.8,302,0,0,442,TE
2009,17,0,0,0,0,0,635,314,60.2,Kurt Warner,ARZ,74.9,112,,314,0,0,966,QB
2009,15,0,0,16,0,0,535,225,83.1,Anquan Boldin,ARZ,79.2,1369,,225,0,0,762,WR
2009,16,0,0,3,0,15,67,194,79.9,Dan Kreider,ARZ,70.9,749,63.5,179,0,0,246,FB
2009,11,0,0,256,0,31,177,189,87.1,Ben Patrick,ARZ,77.0,3831,62.0,158,0,0,335,TE
2009,17,0,0,1,0,0,582,177,88.8,Steve Breaston,ARZ,72.0,3758,,177,0,0,762,WR
2009,18,0,0,0,0,111,541,130,55.5,Tim Hightower,ARZ,53.5,4463,71.8,19,0,0,720,HB
2009,7,0,0,153,0,24,93,116,68.8,Stephen Spach,ARZ,55.6,2789,78.1,92,0,0,185,TE
2009,9,0,0,0,0,0,92,66,60.0,Matt Leinart,ARZ,53.3,2955,,66,0,0,167,QB
2009,11,0,0,0,0,1,229,45,75.5,Early Doucet,ARZ,67.2,4395,66.8,44,0,0,273,WR
2009,15,0,0,4,0,4,51,42,76.9,Jason Wright,ARZ,67.8,2212,28.3,38,0,0,93,HB
2009,18,0,0,0,0,23,139,34,58.0,Beanie Wells,ARZ,66.2,4954,45.6,11,0,0,351,HB
2009,12,0,0,1,0,0,248,28,89.0,Jerheme Urban,ARZ,54.6,1709,,28,0,0,276,WR
2009,4,0,0,6,0,0,0,9,59.1,Mike Leach,ARZ,59.5,750,,9,0,0,9,LS
2009,18,0,0,0,0,4,73,9,58.8,LaRod Stephens-Howling,ARZ,64.4,5164,75.9,5,0,0,87,HB
2009,4,0,0,0,0,0,26,2,60.0,Sean Morey,ARZ,58.3,538,,2,0,0,28,WR
2009,1,0,0,0,0,0,4,2,60.0,Brian St. Pierre,ARZ,41.0,1470,,2,0,0,6,QB
2009,1,0,0,0,1,1,1,1,,Brandon Keith,ARZ,60.0,4539,70.7,0,0,0,1,G
2009,1,0,0,0,0,0,0,1,60.0,Darnell Dockett,ARZ,60.0,1785,,1,0,0,1,DI
2009,1,0,0,0,0,0,0,1,60.0,Gabe Watson,ARZ,60.0,3052,,1,0,0,1,DI
2010,16,0,0,1,0,643,643,960,60.2,Levi Brown,ARZ,55.3,3621,49.4,317,959,0,960,T
2010,16,0,0,0,960,643,643,960,53.7,Deuce Lutui,ARZ,61.2,2986,73.2,317,0,0,960,G
2010,16,0,0,0,0,643,643,960,67.2,Alan Faneca,ARZ,68.6,346,65.8,317,0,960,960,G
2010,16,959,0,0,0,642,642,959,53.9,Lyle Sendlein,ARZ,64.0,4062,84.8,317,0,0,959,C
2010,9,0,526,0,0,350,350,526,74.2,Brandon Keith,ARZ,70.3,4539,61.7,176,0,0,526,T
2010,9,0,434,1,0,293,293,436,80.7,Jeremy Bridges,ARZ,72.7,1488,67.0,143,0,0,436,T
2010,16,0,0,7,0,0,638,298,77.3,Larry Fitzgerald,ARZ,78.4,1724,,298,0,0,936,WR
2010,15,0,0,360,0,57,171,284,80.1,Stephen Spach,ARZ,67.3,2789,57.6,227,0,0,398,TE
2010,13,0,0,2,0,0,493,178,75.7,Steve Breaston,ARZ,65.5,3758,,178,0,0,674,WR
2010,12,0,0,0,0,1,370,163,60.0,Derek Anderson,ARZ,48.2,2430,60.9,162,0,0,534,QB
2010,13,0,0,180,0,36,133,153,79.6,Ben Patrick,ARZ,66.0,3831,32.9,117,0,0,250,TE
2010,15,0,0,0,0,29,64,146,73.3,Reagan Mauia,ARZ,75.6,3797,69.8,117,0,0,181,FB
2010,16,0,0,0,0,119,410,130,71.2,Tim Hightower,ARZ,56.9,4463,58.6,11,0,0,580,HB
2010,14,0,0,151,0,36,112,110,70.4,Jim Dray,ARZ,51.8,5756,64.6,74,1,0,186,TE
2010,5,0,0,0,0,1,148,84,60.0,John Skelton,ARZ,62.5,5678,60.9,83,0,0,232,QB
2010,10,0,0,6,0,5,270,83,67.2,Early Doucet,ARZ,53.4,4395,77.9,78,0,0,349,WR
2010,13,0,0,6,0,0,308,77,83.6,Andre Roberts,ARZ,55.9,5612,,77,0,0,385,WR
2010,6,0,0,0,0,0,93,62,60.0,Max Hall,ARZ,29.5,5878,,62,0,0,156,QB
2010,15,0,0,0,0,30,114,47,55.5,Jason Wright,ARZ,61.9,2212,86.0,17,0,0,137,HB
2010,13,0,0,0,0,30,104,34,60.0,Beanie Wells,ARZ,56.1,4954,52.9,4,0,0,226,HB
2010,10,0,0,0,0,0,149,32,71.0,Stephen Williams,ARZ,47.6,5880,,32,0,0,181,WR
2010,2,0,0,5,0,8,8,18,67.9,D'Anthony Batiste,ARZ,72.7,3223,79.1,10,13,0,18,T
2010,13,0,0,0,0,12,87,16,57.0,LaRod Stephens-Howling,ARZ,71.5,5164,60.0,4,0,0,115,HB
2010,8,0,0,0,0,1,146,15,51.6,Max Komar,ARZ,51.4,5883,65.7,14,0,0,160,WR
2010,1,0,0,0,0,0,4,12,59.0,Jerome Johnson,ARZ,42.2,5258,,12,0,0,16,FB
2010,1,0,0,12,0,2,6,8,58.6,Mike Leach,ARZ,54.6,750,69.9,6,0,0,12,LS
2010,3,1,0,5,0,1,2,6,56.3,Rex Hadnot,ARZ,55.7,1892,69.4,5,0,0,7,G
2010,1,0,0,0,0,0,31,6,60.0,Richard Bartel,ARZ,45.3,3884,,6,0,0,37,QB
2010,1,0,0,0,0,0,3,1,60.0,Onrea Jones,ARZ,54.9,4261,,1,0,0,4,WR
2011,16,1029,0,0,0,663,663,1029,65.8,Lyle Sendlein,ARZ,70.3,4062,73.1,366,0,0,1029,C
2011,16,0,0,0,0,653,653,1016,77.1,Levi Brown,ARZ,66.6,3621,58.5,363,1016,0,1016,T
2011,16,0,0,0,0,632,632,990,76.7,Daryn Colledge,ARZ,71.8,2992,60.9,358,0,990,990,G
2011,16,0,0,0,985,629,629,985,63.9,Rex Hadnot,ARZ,65.4,1892,63.8,356,0,0,985,G
2011,13,0,534,0,0,340,340,534,70.1,Brandon Keith,ARZ,67.1,4539,61.0,194,0,0,534,T
2011,12,0,495,4,0,333,335,510,72.3,Jeremy Bridges,ARZ,64.6,1488,59.0,177,13,0,512,T
2011,16,0,0,488,0,93,254,386,81.6,Jeff King,ARZ,89.5,3100,51.0,293,0,0,547,TE
2011,16,0,0,4,0,0,661,353,79.8,Larry Fitzgerald,ARZ,89.8,1724,,353,0,0,1014,WR
2011,16,0,0,0,0,0,647,291,74.1,Andre Roberts,ARZ,58.9,5612,,291,0,0,941,WR
2011,9,0,0,0,0,0,311,184,60.0,Kevin Kolb,ARZ,59.5,3652,,184,0,0,504,QB
2011,14,0,0,5,0,18,83,165,68.7,Anthony Sherman,ARZ,71.2,6288,54.5,147,0,0,231,FB
2011,8,0,0,0,0,0,326,159,60.2,John Skelton,ARZ,35.8,5678,,159,0,0,496,QB
2011,10,0,0,203,0,8,207,143,85.2,Todd Heap,ARZ,71.0,801,75.3,135,0,0,342,TE
2011,14,0,0,0,0,111,309,125,58.1,Beanie Wells,ARZ,56.4,4954,64.5,14,0,0,571,HB
2011,16,0,0,0,0,0,461,94,60.3,Early Doucet,ARZ,59.8,4395,,94,0,0,555,WR
2011,7,0,0,86,0,20,69,75,61.4,Jim Dray,ARZ,51.0,5756,39.6,55,0,0,124,TE
2011,12,0,0,0,0,48,174,49,60.0,Chester Taylor,ARZ,56.9,1182,70.8,1,0,0,195,HB
2011,1,0,0,0,44,34,34,44,74.2,Deuce Lutui,ARZ,69.2,2986,54.6,10,0,0,44,G
2011,1,0,0,4,0,31,31,43,73.1,D'Anthony Batiste,ARZ,69.2,3223,54.9,12,0,39,43,T
2011,12,0,0,83,0,2,140,38,77.8,Rob Housler,ARZ,52.5,6221,72.6,36,0,0,176,TE
2011,3,0,0,1,0,6,15,33,54.6,Reagan Mauia,ARZ,58.5,3797,62.8,27,0,0,42,FB
2011,11,0,0,0,0,21,47,26,58.6,Alfonso Smith,ARZ,57.3,5877,83.2,5,0,0,82,HB
2011,14,0,0,0,0,18,90,24,59.0,LaRod Stephens-Howling,ARZ,62.6,5164,82.8,6,0,0,139,HB
2011,9,0,0,0,0,0,70,8,60.3,Chansi Stuckey,ARZ,48.9,3851,,8,0,0,78,WR
2011,9,0,0,0,0,0,82,8,60.0,DeMarco Sampson,ARZ,54.1,6401,,8,0,0,90,WR
2011,3,0,0,0,0,0,0,5,60.0,Adrian Wilson,ARZ,60.0,831,,5,0,0,5,S
2011,2,0,0,0,0,0,26,3,60.0,Richard Bartel,ARZ,37.7,3884,,3,0,0,29,QB
2011,3,0,0,0,0,1,2,2,60.0,Patrick Peterson,ARZ,71.0,6157,70.4,1,0,0,3,CB
2012,16,0,0,0,0,707,707,1052,61.6,Daryn Colledge,ARZ,66.5,2992,77.5,345,27,1025,1052,G
2012,16,0,1052,0,0,707,707,1052,72.3,Bobby Massie,ARZ,63.7,7112,55.8,345,0,0,1052,T
2012,14,176,0,0,690,560,560,866,51.5,Adam Snyder,ARZ,55.2,2311,57.7,306,0,0,866,G
2012,11,756,0,0,0,511,511,756,57.9,Lyle Sendlein,ARZ,65.7,4062,74.8,245,0,0,756,C
2012,10,0,0,1,0,425,425,626,57.8,D'Anthony Batiste,ARZ,45.6,3223,36.1,201,599,26,626,T
2012,8,0,0,2,0,282,282,428,48.2,Nate Potter,ARZ,54.7,7205,55.5,146,426,0,428,T
2012,16,0,0,2,0,1,705,326,73.1,Larry Fitzgerald,ARZ,69.4,1724,70.7,325,0,0,1030,WR
2012,16,0,0,389,0,43,207,302,66.4,Jeff King,ARZ,68.0,3100,77.9,259,0,0,466,TE
2012,7,104,0,0,179,208,208,286,61.9,Rich Ohrnberger,ARZ,60.2,5047,63.7,78,0,1,286,G
2012,15,0,0,262,0,28,426,219,62.4,Rob Housler,ARZ,62.1,6221,73.0,191,0,0,617,TE
2012,15,0,0,9,0,1,625,210,61.9,Andre Roberts,ARZ,61.4,5612,67.6,209,0,0,838,WR
2012,13,0,0,2,0,54,123,165,65.2,Anthony Sherman,ARZ,61.2,6288,60.1,111,0,0,234,FB
2012,3,0,0,0,140,90,90,140,66.3,Pat McQuistan,ARZ,64.6,3156,54.3,50,0,0,140,T
2012,16,0,0,3,0,0,432,123,73.0,Michael Floyd,ARZ,63.1,7019,,123,0,0,555,WR
2012,6,0,0,0,0,0,229,111,60.0,Kevin Kolb,ARZ,68.1,3652,,111,0,0,349,QB
2012,6,0,0,0,0,0,193,107,60.0,Ryan Lindley,ARZ,37.2,7174,,107,0,0,303,QB
2012,7,0,0,0,0,0,225,88,60.0,John Skelton,ARZ,35.1,5678,,88,0,0,315,QB
2012,12,0,0,0,0,76,219,81,60.1,William Powell,ARZ,71.1,6939,71.6,5,0,0,284,HB
2012,14,0,0,0,0,54,219,61,45.7,LaRod Stephens-Howling,ARZ,69.5,5164,68.2,7,0,0,338,HB
2012,12,0,0,3,0,1,326,60,50.9,Early Doucet,ARZ,47.1,4395,70.4,59,0,0,387,WR
2012,1,0,0,0,43,30,30,43,47.8,Senio Kelemete,ARZ,60.6,7144,34.3,13,0,0,43,G
2012,5,0,0,0,0,37,76,41,60.0,Ryan Williams,ARZ,59.8,6190,69.1,4,0,0,140,HB
2012,3,0,0,0,0,6,11,40,59.8,Reagan Mauia,ARZ,59.6,3797,77.7,34,0,0,45,FB
2012,2,0,0,36,0,5,52,34,61.7,Todd Heap,ARZ,76.3,801,28.2,29,0,0,81,TE
2012,8,0,0,0,0,22,56,26,60.1,Beanie Wells,ARZ,57.6,4954,35.0,4,0,0,150,HB
2012,5,0,0,21,0,1,10,25,66.8,Jim Dray,ARZ,73.8,5756,70.4,24,0,0,34,TE
2012,2,0,0,0,0,0,60,21,60.0,Brian Hoyer,ARZ,47.3,5277,,21,0,0,81,QB
2012,2,16,0,0,0,15,15,16,60.0,Scott Wedige,ARZ,64.2,7495,78.5,1,0,0,16,C
2012,4,0,0,0,0,7,17,7,,Alfonso Smith,ARZ,66.2,5877,77.6,0,0,0,17,HB
2012,1,0,0,3,0,1,18,5,59.4,Kory Sperry,ARZ,49.7,5369,67.4,4,0,0,22,TE
2012,3,0,0,0,0,0,8,3,60.1,LaRon Byrd,ARZ,55.1,7486,,3,0,0,11,WR
2012,1,0,0,1,0,1,1,1,,Mike Leach,ARZ,60.0,750,67.6,0,0,0,1,LS
2012,7,0,0,0,0,0,4,1,60.0,Patrick Peterson,ARZ,67.4,6157,,1,0,0,8,CB
2012,1,0,0,0,0,0,0,1,60.0,Adrian Wilson,ARZ,60.0,831,,1,0,0,1,S
2013,16,0,0,0,1084,658,658,1084,57.0,Paul Fanaika,ARZ,61.0,5137,60.9,426,0,0,1084,G
2013,16,1084,0,0,0,658,658,1083,71.8,Lyle Sendlein,ARZ,71.2,4062,73.7,425,0,0,1084,C
2013,16,0,1063,0,0,649,649,1063,68.5,Eric Winston,ARZ,64.6,3011,63.7,414,0,0,1063,T
2013,16,0,0,0,0,607,607,1027,62.4,Daryn Colledge,ARZ,67.4,2992,77.4,420,0,1027,1027,G
2013,14,0,0,3,0,484,485,824,50.1,Bradley Sowell,ARZ,50.1,7693,47.8,340,822,0,825,T
2013,16,0,0,541,0,122,346,462,68.4,Jim Dray,ARZ,66.2,5756,67.3,340,0,0,686,TE
2013,16,0,0,0,0,2,658,404,60.0,Carson Palmer,ARZ,67.9,1317,78.0,402,0,0,1081,QB
2013,16,0,0,34,0,0,632,364,88.7,Larry Fitzgerald,ARZ,80.3,1724,,364,0,0,998,WR
2013,16,0,0,29,0,4,602,332,78.8,Michael Floyd,ARZ,82.1,7019,48.6,328,0,0,930,WR
2013,13,0,0,354,0,23,334,209,57.5,Rob Housler,ARZ,58.0,6221,37.5,186,0,0,520,TE
2013,16,0,0,15,0,3,430,178,57.7,Andre Roberts,ARZ,66.2,5612,78.1,175,0,0,605,WR
2013,8,0,0,153,0,10,54,123,59.6,Jake Ballard,ARZ,69.9,5822,69.3,113,0,0,167,TE
2013,7,0,0,21,0,54,54,79,44.9,Nate Potter,ARZ,33.2,7205,19.9,25,0,57,79,T
2013,15,0,0,1,0,58,225,69,57.8,Rashard Mendenhall,ARZ,65.1,4337,75.3,11,0,0,459,HB
2013,13,0,0,0,0,36,73,58,65.0,Stepfan Taylor,ARZ,77.4,7922,89.4,22,0,0,131,HB
2013,8,0,21,33,0,13,13,56,64.9,Bobby Massie,ARZ,65.6,7112,52.4,43,0,0,56,T
2013,15,0,0,3,0,23,257,50,68.4,Andre Ellington,ARZ,84.2,7968,81.3,27,0,0,405,HB
2013,14,0,0,0,0,37,103,47,56.7,Alfonso Smith,ARZ,51.8,5877,85.6,10,0,0,131,HB
2013,7,0,0,46,0,11,20,42,54.8,Kory Sperry,ARZ,57.9,5369,49.1,31,0,0,51,TE
2013,16,0,0,2,0,0,119,36,66.1,Jaron Brown,ARZ,67.8,8128,,36,0,0,155,WR
2013,3,0,0,16,0,0,2,14,58.5,D.C. Jefferson,ARZ,55.6,8001,,14,0,0,16,TE
2013,13,0,0,0,0,0,26,8,60.2,Patrick Peterson,ARZ,75.6,6157,,8,0,0,38,CB
2013,5,0,0,0,0,0,40,6,80.8,Brittan Golden,ARZ,74.0,7481,,6,0,0,46,WR
2013,2,0,0,0,0,1,1,3,58.0,Alameda Ta'amu,ARZ,59.1,7109,68.5,2,0,0,3,DI
2014,17,0,1104,0,0,696,696,1104,69.6,Bobby Massie,ARZ,70.9,7112,69.4,408,0,0,1104,T
2014,17,1104,0,0,0,696,696,1104,49.3,Lyle Sendlein,ARZ,53.9,4062,59.4,408,0,0,1104,C
2014,17,0,0,1,0,696,696,1104,72.7,Jared Veldheer,ARZ,83.2,5594,87.9,408,1103,0,1104,T
2014,17,0,0,0,168,684,684,1085,67.7,Ted Larsen,ARZ,63.3,5728,64.2,401,0,917,1085,G
2014,15,0,0,0,936,595,595,936,58.2,Paul Fanaika,ARZ,58.8,5137,65.0,341,0,0,936,G
2014,17,0,0,653,0,60,493,324,58.1,John Carlson,ARZ,51.1,4352,51.4,264,0,0,757,TE
2014,15,0,0,38,0,7,583,321,84.9,Larry Fitzgerald,ARZ,77.2,1724,68.7,314,0,0,897,WR
2014,17,0,0,22,0,3,668,320,92.3,Michael Floyd,ARZ,69.6,7019,77.4,317,0,0,985,WR
2014,16,0,0,310,0,27,149,207,60.6,Rob Housler,ARZ,61.1,6221,50.1,180,0,0,330,TE
2014,7,0,0,6,0,109,109,184,59.4,Jonathan Cooper,ARZ,64.9,7788,71.1,75,0,178,184,G
2014,11,0,0,245,0,28,95,181,75.6,Darren Fells,ARZ,82.3,8549,78.3,153,1,0,248,TE
2014,17,0,0,0,0,0,527,164,69.8,John Brown,ARZ,69.3,8726,,164,0,0,694,WR
2014,9,0,0,0,0,1,293,162,60.0,Drew Stanton,ARZ,51.0,3659,61.3,161,0,0,468,QB
2014,6,0,0,0,0,0,255,150,60.2,Carson Palmer,ARZ,72.1,1317,,150,0,0,409,QB
2014,16,0,0,6,0,21,74,92,59.5,Robert Hughes,ARZ,64.2,6564,62.2,71,0,0,153,HB
2014,4,0,0,0,0,1,137,73,60.0,Ryan Lindley,ARZ,37.5,7174,61.3,72,0,0,209,QB
2014,7,0,0,85,0,6,24,71,46.8,Troy Niklas,ARZ,56.0,8687,75.4,65,0,0,89,TE
2014,17,0,0,7,0,0,138,69,67.8,Jaron Brown,ARZ,73.9,8128,,69,0,0,207,WR
2014,12,0,0,1,0,52,310,64,59.7,Andre Ellington,ARZ,55.1,7968,81.2,12,0,0,528,HB
2014,15,0,0,0,0,48,141,58,60.0,Stepfan Taylor,ARZ,61.7,7922,73.8,10,0,0,221,HB
2014,8,0,0,0,0,25,77,28,60.0,Marion Grice,ARZ,69.0,8835,80.6,3,0,0,97,HB
2014,17,0,0,0,0,0,134,17,61.7,Ted Ginn Jr.,ARZ,67.1,3625,,17,0,0,154,WR
2014,5,0,0,0,0,12,40,15,59.6,Kerwynn Williams,ARZ,58.5,8013,88.5,3,0,0,106,HB
