player,player_id,position,team_name,player_game_count,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,pass_plays,year
David Johnson,9519,HB,HST,13,68.8,61.9,60.4,34.4,70.6,237,2021
Danny Amendola,4717,WR,HST,8,85.7,26.9,63.1,,67.1,163,2021
Chris Conley,9509,WR,HST,16,60.3,75.2,60.5,74.0,60.4,364,2021
Pharaoh Brown,12247,TE,HST,15,61.3,25.3,48.0,44.4,46.0,284,2021
Rex Burkhead,7971,HB,HST,16,86.5,72.3,65.4,45.3,75.7,247,2021
Jordan Akins,47050,TE,HST,13,62.5,19.1,52.5,32.6,57.1,238,2021
Brevin Jordan,77887,TE,HST,9,84.1,74.6,66.6,77.5,69.3,165,2021
Chris Moore,10741,WR,HST,10,71.3,74.6,68.3,72.6,67.5,139,2021
Phillip Dorsett,9462,WR,HST,6,75.6,70.3,62.9,,63.4,70,2021
Royce Freeman,45747,HB,HST,12,58.5,84.4,58.0,58.9,49.3,153,2021
Antony Auclair,24606,TE,HST,16,73.4,69.5,55.7,43.1,60.4,118,2021
Jaylen Samuels,47297,HB,HST,2,36.8,72.3,52.3,,37.1,12,2021
Scottie Phillips,83711,HB,HST,2,68.3,71.6,49.4,29.7,61.9,13,2021
Davion Davis,33158,WR,HST,2,64.7,61.2,60.9,,60.6,18,2021
Brandin Cooks,8655,WR,HST,13,57.2,80.6,72.3,,71.9,450,2022
Chris Moore,10741,WR,HST,16,70.9,79.5,63.2,70.0,64.2,464,2022
Nico Collins,61441,WR,HST,10,90.0,77.6,72.4,,72.0,305,2022
Jordan Akins,47050,TE,HST,15,81.8,29.3,72.4,61.3,74.3,326,2022
Rex Burkhead,7971,HB,HST,16,81.5,82.5,59.1,47.5,61.9,229,2022
Phillip Dorsett,9462,WR,HST,15,59.2,74.9,55.7,,56.6,306,2022
Dameon Pierce,83659,HB,HST,13,50.6,46.0,78.9,32.3,55.4,261,2022
Brevin Jordan,77887,TE,HST,11,64.4,72.7,53.7,55.3,58.9,168,2022
Dare Ogunbowale,12329,HB,HST,11,84.5,83.8,65.0,89.6,67.8,130,2022
Amari Rodgers,61212,WR,HST,13,68.0,24.3,62.1,,64.1,172,2022
O.J. Howard,11774,TE,HST,13,78.0,71.1,56.2,47.5,62.6,163,2022
Teagan Quitoriano,84036,TE,HST,9,75.6,69.5,49.4,55.4,59.9,167,2022
Royce Freeman,45747,HB,HST,4,74.6,41.0,59.2,80.3,61.3,54,2022
Troy Hairston,65088,FB,HST,16,45.8,68.0,48.4,53.6,44.6,58,2022
Mason Schreck,12007,TE,HST,3,68.3,64.0,53.6,66.0,48.0,32,2022
Jeff Driskel,10841,QB,HST,6,64.7,80.7,68.0,,57.3,29,2022
Tyron Billy-Johnson,34427,WR,HST,4,64.7,65.7,54.2,,53.6,19,2022
Jalen Camp,40986,WR,HST,2,64.7,61.2,67.0,,67.8,8,2022
Nico Collins,61441,WR,HST,17,83.5,83.3,91.4,,91.2,497,2023
Dalton Schultz,47304,TE,HST,17,60.6,45.4,71.5,61.1,72.6,551,2023
Robert Woods,7822,WR,HST,16,59.9,83.7,60.7,39.3,61.0,479,2023
Tank Dell,78874,WR,HST,11,64.5,85.5,83.4,,83.3,338,2023
Noah Brown,11993,WR,HST,11,39.3,77.6,73.0,66.9,73.6,328,2023
Devin Singletary,40485,HB,HST,19,81.8,85.0,75.1,34.3,61.2,421,2023
John Metchie III,97400,WR,HST,18,46.6,75.5,57.8,65.3,58.6,226,2023
Xavier Hutchinson,122518,WR,HST,16,63.2,74.7,47.3,,47.2,201,2023
Brevin Jordan,77887,TE,HST,15,68.7,73.9,69.9,61.9,74.8,190,2023
Dameon Pierce,83659,HB,HST,13,64.4,75.5,65.9,87.8,63.3,140,2023
Andrew Beck,47121,FB,HST,17,79.4,24.5,50.7,63.6,48.8,148,2023
Mike Boone,31615,HB,HST,9,52.1,23.7,41.5,14.5,51.3,92,2023
Dare Ogunbowale,12329,HB,HST,10,70.5,74.8,46.6,29.0,49.8,117,2023
Teagan Quitoriano,84036,TE,HST,7,68.3,64.0,60.1,59.4,62.9,55,2023
Eric Saubert,11929,TE,HST,8,70.5,65.8,52.2,34.2,45.5,41,2023
Steven Sims,48341,WR,HST,3,70.5,79.5,54.3,,68.3,9,2023
C.J. Stroud,129759,QB,HST,17,,52.1,83.2,61.3,58.9,655,2023
Stefon Diggs,9579,WR,HST,8,85.8,79.7,79.0,,79.7,288,2024
Tank Dell,78874,WR,HST,9,64.1,79.9,68.5,,69.9,315,2024
Dalton Schultz,47304,TE,HST,10,87.6,76.5,61.4,53.3,60.9,378,2024
Nico Collins,61441,WR,HST,5,78.9,77.0,92.1,62.4,92.4,172,2024
Joe Mixon,11803,HB,HST,7,66.7,90.3,76.4,51.6,74.1,138,2024
Dare Ogunbowale,12329,HB,HST,10,66.7,80.4,58.8,38.8,63.6,195,2024
Xavier Hutchinson,122518,WR,HST,10,54.9,70.1,56.0,,55.6,178,2024
Robert Woods,7822,WR,HST,8,54.5,81.1,59.5,67.4,57.3,108,2024
John Metchie III,97400,WR,HST,7,77.3,70.6,65.3,,67.2,100,2024
Cade Stover,101486,TE,HST,10,35.3,70.1,50.7,22.2,46.2,120,2024
Brevin Jordan,77887,TE,HST,2,68.3,64.0,65.7,59.0,61.1,24,2024
J.J. Taylor,25512,HB,HST,4,29.9,73.9,59.5,30.5,36.8,23,2024
C.J. Stroud,129759,QB,HST,10,,65.8,73.5,,55.7,415,2024
Dameon Pierce,83659,HB,HST,4,64.7,76.9,74.8,41.7,53.7,21,2024
Marvin Harrison,162,WR,IND,20,70.5,36.4,83.2,,83.2,759,2006
Reggie Wayne,800,WR,IND,20,59.1,58.6,89.1,,88.9,757,2006
Dallas Clark,1340,TE,IND,16,58.3,79.3,74.0,70.8,68.7,590,2006
Joseph Addai,2975,HB,IND,20,84.6,71.1,80.1,86.3,89.5,454,2006
Ben Utecht,2199,TE,IND,19,61.1,31.5,70.3,58.0,65.5,445,2006
Dominic Rhodes,979,HB,IND,20,76.3,52.2,55.4,77.3,69.7,341,2006
Bryan Fletcher,1184,TE,IND,17,50.0,25.0,65.5,80.3,66.9,228,2006
Aaron Moorehead,1665,WR,IND,14,63.2,72.3,57.2,,56.8,133,2006
Brandon Stokley,498,WR,IND,4,29.1,70.6,55.5,,54.7,57,2006
Ricky Proehl,11,WR,IND,2,70.5,65.8,53.4,,52.4,59,2006
Dan Klecko,1429,DI,IND,3,68.3,64.0,79.2,76.1,90.5,3,2006
Charlie Johnson,3144,T,IND,7,28.0,,41.6,25.7,28.7,74,2006
Reggie Wayne,800,WR,IND,17,79.2,26.8,91.6,,91.5,612,2007
Dallas Clark,1340,TE,IND,16,29.7,81.1,76.6,62.8,72.0,550,2007
Joseph Addai,2975,HB,IND,16,79.1,91.4,79.6,70.8,72.8,434,2007
Anthony Gonzalez,3648,WR,IND,14,51.8,78.3,77.1,,76.4,314,2007
Ben Utecht,2199,TE,IND,15,88.3,17.9,73.0,59.1,75.2,329,2007
Marvin Harrison,162,WR,IND,6,84.5,25.2,73.2,,73.5,179,2007
Bryan Fletcher,1184,TE,IND,13,84.1,74.6,61.8,58.3,61.7,219,2007
Kenton Keith,4131,HB,IND,17,26.7,71.4,60.8,46.3,29.2,175,2007
Aaron Moorehead,1665,WR,IND,6,28.8,70.1,52.9,,49.6,148,2007
Craphonso Thorpe,2333,WR,IND,4,79.4,71.9,68.1,,68.0,82,2007
Devin Aromashodu,3178,WR,IND,7,57.0,70.6,62.3,,61.6,107,2007
Clifton Dawson,3923,HB,IND,5,29.9,79.7,51.1,79.5,42.6,38,2007
Luke Lawton,2099,FB,IND,7,73.4,72.2,56.7,82.7,61.3,42,2007
Reggie Wayne,800,WR,IND,17,70.9,82.6,84.4,,81.7,639,2008
Dallas Clark,1340,TE,IND,16,60.3,54.6,81.3,72.6,79.1,567,2008
Marvin Harrison,162,WR,IND,16,60.4,45.8,65.4,,63.9,622,2008
Anthony Gonzalez,3648,WR,IND,17,58.8,80.6,70.3,,68.2,484,2008
Dominic Rhodes,979,HB,IND,16,70.3,90.5,64.3,67.2,69.5,310,2008
Joseph Addai,2975,HB,IND,13,41.2,78.6,56.4,58.8,57.2,308,2008
Gijon Robinson,4056,TE,IND,16,58.1,74.4,70.6,35.0,58.8,233,2008
Tom Santi,4510,TE,IND,5,78.0,71.1,60.0,13.5,70.1,38,2008
Roy Hall,3785,WR,IND,2,64.7,61.2,62.1,,58.8,18,2008
Jacob Tamme,4441,TE,IND,2,70.5,65.8,66.2,74.5,61.7,38,2008
Pierre Garcon,4519,WR,IND,4,72.1,67.0,60.1,,59.9,36,2008
Najeh Davenport,1131,HB,IND,2,72.1,74.4,59.0,69.6,78.1,21,2008
Chad Simpson,4692,HB,IND,3,70.5,28.6,54.1,,59.2,22,2008
Mike Hart,4516,HB,IND,2,64.7,18.0,42.3,,26.2,5,2008
Charlie Johnson,3144,G,IND,17,67.6,62.3,75.5,60.7,39.1,672,2008
Lance Ball,4808,HB,IND,1,64.7,22.9,52.3,,56.8,11,2008
Darrell Reid,2758,DI,IND,5,,,80.0,75.0,55.6,7,2008
Reggie Wayne,800,WR,IND,19,90.5,68.3,86.2,,85.6,731,2009
Dallas Clark,1340,TE,IND,19,64.4,62.5,84.4,71.9,87.2,750,2009
Pierre Garcon,4519,WR,IND,17,64.3,59.5,67.4,,66.5,671,2009
Austin Collie,5051,WR,IND,19,72.6,82.2,72.7,,69.9,633,2009
Joseph Addai,2975,HB,IND,18,70.8,72.7,65.2,78.7,70.8,506,2009
Donald Brown,4950,HB,IND,14,81.1,66.8,55.6,73.5,71.7,190,2009
Gijon Robinson,4056,TE,IND,16,56.7,70.6,59.4,61.0,47.1,138,2009
Hank Baskett,3220,WR,IND,8,45.8,68.0,55.9,,56.9,92,2009
Tom Santi,4510,TE,IND,3,54.9,18.7,58.7,22.9,65.6,36,2009
Jacob Tamme,4441,TE,IND,8,70.5,65.8,49.9,71.3,49.2,49,2009
Mike Hart,4516,HB,IND,8,49.7,81.0,51.1,79.4,60.3,59,2009
Chad Simpson,4692,HB,IND,6,70.5,76.4,74.4,76.9,58.8,28,2009
Samuel Giguere,4687,WR,IND,1,,,52.1,,52.0,20,2009
Colin Cloherty,5308,TE,IND,1,64.7,61.2,53.0,,50.8,13,2009
Reggie Wayne,800,WR,IND,17,66.7,61.0,75.7,72.6,74.9,738,2010
Pierre Garcon,4519,WR,IND,15,29.5,81.6,67.1,,65.9,640,2010
Jacob Tamme,4441,TE,IND,13,58.9,81.4,79.5,59.6,81.7,428,2010
Austin Collie,5051,WR,IND,9,68.8,42.2,77.4,66.1,74.1,293,2010
Blair White,5970,WR,IND,13,83.0,78.3,69.1,,68.7,365,2010
Dallas Clark,1340,TE,IND,6,55.4,77.6,71.7,77.4,66.7,262,2010
Donald Brown,4950,HB,IND,13,47.8,90.0,54.7,46.7,46.5,271,2010
Joseph Addai,2975,HB,IND,9,46.4,60.6,64.7,74.0,51.8,240,2010
Brandon James,5965,WR,IND,2,29.7,68.8,46.3,,47.1,36,2010
Javarris James,5962,HB,IND,8,77.3,46.0,57.6,80.3,48.3,88,2010
Brody Eldridge,5685,TE,IND,14,45.8,68.0,54.5,62.4,39.4,123,2010
Anthony Gonzalez,3648,WR,IND,2,73.4,68.0,63.8,,62.6,45,2010
Mike Hart,4516,HB,IND,5,75.6,82.9,71.7,80.1,56.7,90,2010
Gijon Robinson,4056,TE,IND,9,70.5,65.8,50.9,78.3,58.5,49,2010
Dominic Rhodes,979,HB,IND,4,29.9,46.5,51.0,80.1,41.8,57,2010
Pierre Garcon,4519,WR,IND,16,68.6,26.6,66.6,,65.4,587,2011
Reggie Wayne,800,WR,IND,16,88.2,81.6,76.3,,76.2,594,2011
Austin Collie,5051,WR,IND,16,73.5,79.7,67.6,64.5,66.8,457,2011
Dallas Clark,1340,TE,IND,11,29.0,28.2,62.3,55.4,61.3,359,2011
Jacob Tamme,4441,TE,IND,15,83.2,74.1,64.9,55.7,63.8,209,2011
Joseph Addai,2975,HB,IND,12,51.5,70.8,65.4,67.1,51.9,223,2011
Donald Brown,4950,HB,IND,13,66.7,90.0,68.8,79.5,50.0,247,2011
Brody Eldridge,5685,TE,IND,13,57.0,70.6,56.4,46.6,53.5,105,2011
Jerome Felton,4460,FB,IND,13,41.6,70.3,60.6,48.6,46.3,55,2011
Delone Carter,6271,HB,IND,13,46.3,28.3,54.1,49.3,43.5,126,2011
Anthony Hill,5046,TE,IND,5,68.3,64.0,61.5,75.2,56.2,15,2011
Anthony Gonzalez,3648,WR,IND,5,28.0,,43.9,,44.0,25,2011
Ryan Mahaffey,6660,FB,IND,5,64.7,61.2,74.7,76.9,81.6,12,2011
Reggie Wayne,800,WR,IND,17,59.5,68.5,88.6,56.9,85.6,795,2012
Donnie Avery,4347,WR,IND,17,28.3,47.7,60.1,65.6,60.4,750,2012
T.Y. Hilton,7092,WR,IND,16,28.5,81.1,65.5,68.1,64.9,558,2012
Dwayne Allen,7066,TE,IND,17,78.8,39.6,85.9,75.2,77.6,556,2012
Coby Fleener,7038,TE,IND,13,48.2,76.4,66.3,58.7,60.7,314,2012
Vick Ballard,7162,HB,IND,17,29.2,47.5,71.4,72.0,55.4,377,2012
LaVon Brazill,7191,WR,IND,15,31.6,71.9,57.6,,58.1,186,2012
Donald Brown,4950,HB,IND,10,29.2,88.8,63.8,49.5,40.3,179,2012
Mewelde Moore,1840,HB,IND,10,29.8,25.8,56.0,65.2,59.7,126,2012
Kris Adams,6557,WR,IND,3,68.3,64.0,53.8,,52.4,75,2012
Weslye Saunders,6496,TE,IND,9,68.3,64.0,73.0,60.9,52.7,54,2012
Nathan Palmer,7277,WR,IND,3,64.7,61.2,53.6,,54.2,16,2012
Delone Carter,6271,HB,IND,6,29.9,29.6,72.6,59.5,25.9,31,2012
Robert Hughes,6564,FB,IND,5,64.7,64.6,63.1,78.0,58.7,17,2012
Dominique Jones,6988,TE,IND,4,64.7,61.2,65.9,71.9,56.3,9,2012
Austin Collie,5051,WR,IND,1,64.7,61.2,54.5,,55.0,13,2012
T.Y. Hilton,7092,WR,IND,18,70.4,87.2,82.0,,82.0,659,2013
Coby Fleener,7038,TE,IND,18,85.0,56.5,68.0,84.6,68.3,661,2013
Darrius Heyward-Bey,4930,WR,IND,17,28.0,77.6,54.0,,50.8,410,2013
Reggie Wayne,800,WR,IND,7,58.6,78.4,81.0,70.2,79.2,274,2013
Griff Whalen,7351,WR,IND,10,69.1,82.8,73.1,,71.0,277,2013
Trent Richardson,7009,HB,IND,18,54.8,54.5,62.6,71.0,61.5,414,2013
LaVon Brazill,7191,WR,IND,12,55.6,87.4,64.7,,63.3,260,2013
Donald Brown,4950,HB,IND,18,59.9,73.5,72.2,65.5,68.7,320,2013
Da'Rick Rogers,8444,WR,IND,7,38.4,73.5,58.4,,57.2,171,2013
Stanley Havili,6392,FB,IND,14,57.8,76.7,63.6,77.5,62.5,169,2013
Tashard Choice,4436,HB,IND,12,29.2,85.5,62.5,81.1,34.2,66,2013
Weslye Saunders,6496,TE,IND,7,28.6,67.0,49.6,84.4,49.5,80,2013
Jack Doyle,8520,TE,IND,14,74.6,68.8,52.3,81.8,46.4,92,2013
Ahmad Bradshaw,3866,HB,IND,3,75.6,82.0,66.1,89.0,62.5,59,2013
David Reed,5679,WR,IND,5,68.3,83.4,49.9,,50.1,49,2013
Dwayne Allen,7066,TE,IND,1,64.7,61.2,72.2,73.0,79.7,15,2013
Robert Hughes,6564,FB,IND,1,64.7,61.2,57.3,63.1,60.2,4,2013
Samson Satele,3676,C,IND,15,67.6,62.3,66.6,79.9,66.9,665,2013
Justice Cunningham,8037,TE,IND,1,64.7,61.2,68.9,73.7,59.8,6,2013
Dan Herron,7179,HB,IND,1,64.7,90.5,68.4,69.8,86.2,5,2013
Vick Ballard,7162,HB,IND,1,64.7,74.9,65.0,86.4,54.7,26,2013
T.Y. Hilton,7092,WR,IND,18,53.9,25.9,83.2,,82.1,716,2014
Reggie Wayne,800,WR,IND,18,42.8,44.9,61.7,,61.1,686,2014
Coby Fleener,7038,TE,IND,19,48.8,80.4,72.1,36.0,74.5,639,2014
Hakeem Nicks,4952,WR,IND,19,61.2,78.6,62.2,,61.9,491,2014
Dwayne Allen,7066,TE,IND,16,51.7,29.9,73.6,78.0,68.2,467,2014
Donte Moncrief,8725,WR,IND,19,72.7,78.6,71.2,,69.9,353,2014
Dan Herron,7179,HB,IND,14,67.6,29.2,62.5,27.6,58.3,264,2014
Ahmad Bradshaw,3866,HB,IND,10,48.1,29.4,75.5,75.1,70.3,281,2014
Trent Richardson,7009,HB,IND,16,47.7,62.0,61.3,88.9,56.2,300,2014
Jack Doyle,8520,TE,IND,19,86.9,75.8,73.6,77.8,66.7,214,2014
Zurlon Tipton,9164,HB,IND,5,78.0,87.3,61.5,30.6,82.7,54,2014
Griff Whalen,7351,WR,IND,5,70.5,26.6,71.0,,70.5,23,2014
Dewey McDonald,8913,S,IND,1,27.9,,41.3,,42.5,1,2014
Anthony Castonzo,6174,T,IND,19,67.6,62.3,84.4,90.8,29.8,905,2014
Joshua Cribbs,2544,WR,IND,1,64.7,28.6,57.3,,57.8,4,2014
T.Y. Hilton,7092,WR,IND,16,81.2,82.8,78.9,,77.8,654,2015
Donte Moncrief,8725,WR,IND,16,66.7,81.1,72.1,,71.2,562,2015
Coby Fleener,7038,TE,IND,16,67.9,79.9,64.5,75.7,61.3,528,2015
Andre Johnson,1319,WR,IND,16,45.3,78.4,66.2,,64.2,490,2015
Frank Gore,2282,HB,IND,16,45.6,51.1,61.6,75.5,52.0,403,2015
Phillip Dorsett,9462,WR,IND,11,69.0,77.2,60.5,,61.7,153,2015
Dwayne Allen,7066,TE,IND,13,82.2,74.0,57.1,64.2,53.1,282,2015
Griff Whalen,7351,WR,IND,12,84.1,19.9,70.3,,69.7,120,2015
Jack Doyle,8520,TE,IND,15,81.4,80.1,73.7,56.2,77.7,153,2015
Ahmad Bradshaw,3866,HB,IND,6,29.9,80.8,54.1,65.9,47.8,124,2015
Dan Herron,7179,HB,IND,8,77.3,32.2,61.2,80.6,67.2,60,2015
Zurlon Tipton,9164,HB,IND,6,49.7,72.6,54.5,27.7,53.9,51,2015
Josh Robinson,9638,HB,IND,5,74.6,19.5,40.5,59.1,59.3,39,2015
Joe Reitz,4789,T,IND,16,,61.9,73.0,78.0,60.0,621,2015
Tyler Varga,9712,HB,IND,3,64.7,73.5,69.2,80.2,67.8,34,2015
T.Y. Hilton,7092,WR,IND,16,54.8,83.9,86.7,,85.9,661,2016
Jack Doyle,8520,TE,IND,16,77.0,43.4,75.1,57.0,75.5,469,2016
Phillip Dorsett,9462,WR,IND,15,51.7,28.9,56.5,70.2,55.1,567,2016
Donte Moncrief,8725,WR,IND,9,68.2,76.9,73.4,,71.2,309,2016
Dwayne Allen,7066,TE,IND,14,72.0,29.1,64.6,38.6,66.0,377,2016
Frank Gore,2282,HB,IND,16,82.2,75.1,59.6,58.9,65.4,360,2016
Robert Turbin,7106,HB,IND,15,54.2,55.0,66.1,90.0,55.2,241,2016
Chester Rogers,10918,WR,IND,13,71.3,83.2,59.2,,61.8,315,2016
Josh Ferguson,10907,HB,IND,10,46.6,79.9,49.2,22.2,55.0,109,2016
Erik Swoope,9303,TE,IND,16,51.2,73.0,74.3,77.3,79.5,113,2016
Devin Street,8781,WR,IND,4,28.8,61.2,46.7,,47.9,48,2016
Quan Bray,9700,WR,IND,3,70.5,80.4,57.3,,59.6,25,2016
T.Y. Hilton,7092,WR,IND,16,69.0,25.5,68.9,,69.2,585,2017
Jack Doyle,8520,TE,IND,15,74.0,28.6,70.8,61.8,68.3,538,2017
Donte Moncrief,8725,WR,IND,12,44.0,75.7,61.1,,61.6,403,2017
Kamar Aiken,6671,WR,IND,15,26.5,73.6,47.0,70.6,44.8,373,2017
Chester Rogers,10918,WR,IND,11,51.8,81.3,58.1,62.2,59.4,285,2017
Frank Gore,2282,HB,IND,16,66.6,63.4,70.4,72.6,67.0,279,2017
Marlon Mack,11898,HB,IND,14,38.5,67.8,68.0,57.7,53.8,206,2017
Ross Travis,10320,TE,IND,14,52.1,17.7,57.6,65.9,57.4,79,2017
Brandon Williams,7876,TE,IND,14,63.2,72.3,57.8,59.2,64.0,122,2017
Darrell Daniels,12122,TE,IND,12,36.8,65.8,45.7,43.0,43.3,86,2017
Robert Turbin,7106,HB,IND,6,78.0,79.2,70.6,69.4,71.2,95,2017
Josh Ferguson,10907,HB,IND,3,36.2,73.4,49.9,54.0,38.4,29,2017
Quan Bray,9700,WR,IND,6,70.5,44.0,60.5,,61.0,35,2017
K.J. Brent,11349,WR,IND,5,,,53.5,,53.3,9,2017
T.Y. Hilton,7092,WR,IND,16,81.5,82.9,87.6,,87.0,612,2018
Eric Ebron,8645,TE,IND,18,54.7,50.9,66.2,72.6,70.5,564,2018
Chester Rogers,10918,WR,IND,17,36.4,90.1,63.1,,62.9,479,2018
Nyheim Hines,48103,HB,IND,18,66.1,71.7,70.9,70.1,75.2,419,2018
Ryan Grant,8777,WR,IND,14,63.4,77.6,59.1,66.5,57.7,422,2018
Zach Pascal,12303,WR,IND,18,77.8,82.3,59.1,45.6,56.8,330,2018
Dontrelle Inman,6597,WR,IND,11,71.6,77.4,72.3,,70.6,294,2018
Jack Doyle,8520,TE,IND,6,74.9,26.2,72.5,74.4,66.7,183,2018
Marlon Mack,11898,HB,IND,14,46.4,71.2,69.5,29.6,33.0,266,2018
Jordan Wilkins,26618,HB,IND,15,81.7,31.6,64.2,76.2,38.9,125,2018
Mo Alie-Cox,12078,TE,IND,11,35.7,70.1,69.1,72.6,73.1,98,2018
Erik Swoope,9303,TE,IND,7,76.5,70.1,72.1,72.5,74.2,57,2018
Marcus Johnson,11074,WR,IND,5,49.2,70.9,61.1,,61.4,67,2018
Andrew Luck,7007,QB,IND,18,64.7,90.2,91.2,,80.0,808,2018
Robert Turbin,7106,HB,IND,2,64.7,16.6,41.0,69.2,55.7,17,2018
Ryan Kelly,10652,C,IND,14,67.6,,74.3,75.1,57.5,562,2018
Jonathan Williams,10790,HB,IND,3,64.7,68.2,58.9,76.2,56.5,14,2018
Ryan Hewitt,9107,TE,IND,13,64.7,61.2,55.8,79.9,50.4,70,2018
Zach Pascal,12303,WR,IND,16,74.8,81.4,73.7,76.2,71.4,449,2019
Jack Doyle,8520,TE,IND,16,77.0,34.1,69.2,78.3,65.7,430,2019
T.Y. Hilton,7092,WR,IND,10,76.5,78.6,75.1,,75.4,298,2019
Nyheim Hines,48103,HB,IND,16,49.2,67.6,63.3,47.6,63.4,263,2019
Eric Ebron,8645,TE,IND,11,33.8,76.8,71.1,59.4,69.4,233,2019
Marcus Johnson,11074,WR,IND,8,30.0,74.2,59.8,,59.0,249,2019
Chester Rogers,10918,WR,IND,11,28.5,49.9,50.5,74.0,52.1,242,2019
Parris Campbell,47940,WR,IND,7,68.7,16.6,54.7,,54.0,124,2019
Dontrelle Inman,6597,WR,IND,7,31.3,71.9,62.9,,63.5,136,2019
Marlon Mack,11898,HB,IND,14,49.6,91.1,69.5,24.4,43.5,227,2019
Mo Alie-Cox,12078,TE,IND,16,76.5,70.1,67.3,70.3,59.8,127,2019
Jordan Wilkins,26618,HB,IND,13,32.2,83.7,69.8,28.4,40.4,109,2019
Devin Funchess,9474,WR,IND,1,70.5,65.8,68.9,,68.1,21,2019
Jonathan Williams,10790,HB,IND,5,73.4,82.9,87.3,19.8,91.6,44,2019
Ashton Dulin,91479,WR,IND,9,72.1,71.3,59.3,,59.2,50,2019
Jacoby Brissett,10725,QB,IND,15,,55.6,59.2,61.3,,546,2019
Chad Williams,11853,WR,IND,1,,,54.4,,55.4,5,2019
T.Y. Hilton,7092,WR,IND,16,63.9,80.4,75.9,,75.2,504,2020
Nyheim Hines,48103,HB,IND,17,79.5,90.9,82.4,28.9,91.7,316,2020
Zach Pascal,12303,WR,IND,17,56.7,79.8,62.9,66.2,62.3,550,2020
Michael Pittman Jr.,29049,WR,IND,14,61.5,37.0,62.8,,62.3,431,2020
Trey Burton,9185,TE,IND,14,59.5,77.7,69.9,79.0,66.0,253,2020
Jonathan Taylor,57488,HB,IND,16,64.8,85.8,80.7,19.4,65.1,260,2020
Jack Doyle,8520,TE,IND,15,88.0,25.6,73.7,77.7,67.9,276,2020
Mo Alie-Cox,12078,TE,IND,16,80.1,28.4,80.9,81.8,79.0,242,2020
Marcus Johnson,11074,WR,IND,9,50.1,72.7,63.0,,63.3,188,2020
Jordan Wilkins,26618,HB,IND,13,61.8,87.2,67.8,52.1,62.4,78,2020
De'Michael Harris,84418,WR,IND,8,78.7,74.9,71.4,,70.0,56,2020
Parris Campbell,47940,WR,IND,2,74.6,70.6,72.8,,73.4,43,2020
Ashton Dulin,91479,WR,IND,12,70.5,21.6,57.2,68.5,61.4,34,2020
Marlon Mack,11898,HB,IND,1,70.5,70.6,72.6,,76.2,7,2020
Daurice Fountain,48181,WR,IND,5,68.3,64.0,61.1,,61.0,35,2020
Noah Togiai,47282,TE,IND,3,27.9,,48.2,69.2,38.2,16,2020
Michael Pittman Jr.,29049,WR,IND,17,77.6,57.1,78.0,66.3,79.9,602,2021
Zach Pascal,12303,WR,IND,16,64.3,29.9,52.7,,52.5,532,2021
Nyheim Hines,48103,HB,IND,17,66.9,73.0,72.7,47.1,74.3,259,2021
Jonathan Taylor,57488,HB,IND,17,66.2,62.6,87.1,31.2,62.5,385,2021
Jack Doyle,8520,TE,IND,16,58.0,77.3,71.2,68.3,65.8,322,2021
Mo Alie-Cox,12078,TE,IND,17,64.1,26.2,66.4,64.0,59.4,304,2021
T.Y. Hilton,7092,WR,IND,10,84.9,75.1,70.1,,69.3,238,2021
Ashton Dulin,91479,WR,IND,17,48.3,77.8,59.9,,61.4,129,2021
Parris Campbell,47940,WR,IND,6,41.1,71.1,62.5,,63.0,130,2021
Kylen Granson,40630,TE,IND,16,78.7,71.5,58.7,72.4,60.0,108,2021
Marlon Mack,11898,HB,IND,5,68.3,79.5,56.4,82.2,57.8,26,2021
Dezmon Patmon,48329,WR,IND,7,68.3,64.0,65.2,,62.5,29,2021
Mike Strachan,143358,WR,IND,5,68.3,64.0,61.7,,60.9,40,2021
Keke Coutee,47698,WR,IND,2,64.7,61.2,51.4,,51.7,24,2021
Danny Pinter,47339,C,IND,7,64.7,61.2,74.7,46.0,61.8,80,2021
Michael Pittman Jr.,29049,WR,IND,16,81.4,34.3,70.6,,70.3,674,2022
Parris Campbell,47940,WR,IND,17,71.3,81.3,60.8,,61.2,635,2022
Alec Pierce,78038,WR,IND,16,51.5,29.9,61.3,,61.1,501,2022
Kylen Granson,40630,TE,IND,13,61.3,28.8,58.5,47.8,65.1,257,2022
Jelani Woods,60509,TE,IND,15,64.1,26.2,64.9,33.1,68.0,225,2022
Deon Jackson,57189,HB,IND,12,77.3,61.2,62.9,53.1,69.3,175,2022
Jonathan Taylor,57488,HB,IND,11,67.3,53.6,67.6,28.5,57.7,307,2022
Mo Alie-Cox,12078,TE,IND,17,69.6,23.9,48.2,65.7,48.0,322,2022
Ashton Dulin,91479,WR,IND,12,81.1,73.9,71.6,67.1,69.6,131,2022
Zack Moss,40341,HB,IND,11,60.2,64.9,71.1,62.3,50.7,140,2022
Mike Strachan,143358,WR,IND,13,70.5,65.8,61.7,,60.1,78,2022
Jordan Wilkins,26618,HB,IND,3,49.2,76.0,59.1,59.5,52.2,26,2022
Phillip Lindsay,12660,HB,IND,3,74.6,77.2,64.3,68.8,60.3,45,2022
Dezmon Patmon,48329,WR,IND,1,29.9,64.0,55.4,,55.3,16,2022
Keke Coutee,47698,WR,IND,2,64.7,30.0,37.5,,43.9,2,2022
