player,player_id,position,team_name,player_game_count,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,pass_plays,year
Michael Pittman Jr.,29049,WR,IND,16,89.2,60.4,77.7,75.1,80.0,606,2023
Josh Downs,122832,WR,IND,17,87.4,84.6,70.3,,71.0,514,2023
Alec Pierce,78038,WR,IND,17,69.5,77.0,58.1,66.3,56.6,649,2023
Kylen Granson,40630,TE,IND,15,48.7,76.7,56.8,63.8,59.3,321,2023
Zack Moss,40341,HB,IND,14,29.8,90.6,66.9,60.4,43.9,321,2023
Jonathan Taylor,57488,HB,IND,10,71.3,77.3,74.9,57.1,63.8,212,2023
Will Mallory,77888,TE,IND,12,82.7,23.6,66.9,13.8,66.6,133,2023
Mo Alie-Cox,12078,TE,IND,17,49.6,72.7,60.8,56.7,58.4,206,2023
Andrew Ogletree,138351,TE,IND,12,58.9,71.1,66.2,80.1,62.3,159,2023
Isaiah McKenzie,11927,WR,IND,12,60.2,57.4,64.7,,66.4,61,2023
Tyler Goodson,101659,HB,IND,6,29.8,76.0,57.3,73.4,41.5,34,2023
D.J. Montgomery,55003,WR,IND,6,36.2,65.8,60.6,,58.4,66,2023
Trey Sermon,57372,HB,IND,8,26.5,80.9,56.6,69.4,27.7,65,2023
Amari Rodgers,61212,WR,IND,2,27.9,,44.0,,45.2,21,2023
Evan Hull,97302,HB,IND,1,68.3,66.2,65.7,,64.6,6,2023
Juwann Winfree,38275,WR,IND,3,,,52.8,65.7,54.5,11,2023
Jake Funk,45835,HB,IND,1,64.7,66.7,63.5,36.0,66.5,11,2023
Josh Downs,122832,WR,IND,8,76.3,83.3,84.3,,84.3,215,2024
Michael Pittman Jr.,29049,WR,IND,9,67.3,76.5,66.7,66.1,67.0,284,2024
Alec Pierce,78038,WR,IND,10,54.0,75.7,73.0,68.1,73.8,309,2024
Adonai Mitchell,146712,WR,IND,10,56.9,25.0,59.2,,60.8,144,2024
Jonathan Taylor,57488,HB,IND,7,49.6,71.3,56.4,32.7,43.8,164,2024
Tyler Goodson,101659,HB,IND,6,58.5,80.8,59.5,22.0,53.0,73,2024
Mo Alie-Cox,12078,TE,IND,10,75.6,69.5,68.3,75.5,60.9,150,2024
Trey Sermon,57372,HB,IND,10,78.7,83.1,57.7,53.6,60.4,127,2024
Kylen Granson,40630,TE,IND,10,75.6,69.5,53.7,77.6,52.2,137,2024
Andrew Ogletree,138351,TE,IND,10,74.6,68.8,72.1,74.6,59.6,96,2024
Ashton Dulin,91479,WR,IND,10,70.5,73.2,58.7,70.4,59.6,59,2024
Will Mallory,77888,TE,IND,7,70.5,65.8,48.4,,51.6,59,2024
Reggie Williams,1730,WR,JAX,16,40.6,43.7,65.7,62.3,65.0,455,2006
Matt Jones,2238,WR,JAX,14,66.8,31.6,76.3,,78.0,293,2006
Ernest Wilford,1841,WR,JAX,16,72.6,29.1,69.4,62.3,67.3,445,2006
George Wrighster,1417,TE,JAX,16,57.3,78.0,66.1,75.1,61.3,429,2006
Maurice Jones-Drew,3005,HB,JAX,16,76.8,78.9,75.8,63.9,79.6,328,2006
Fred Taylor,333,HB,JAX,15,52.7,56.8,80.3,64.7,57.5,186,2006
Marcedes Lewis,2973,TE,JAX,14,63.2,72.3,65.1,78.9,61.5,140,2006
Cortez Hankton,1618,WR,JAX,12,74.6,68.8,57.1,,56.2,99,2006
Kyle Brady,118,TE,JAX,16,45.8,68.0,77.0,74.8,42.1,209,2006
Derrick Wimbush,2848,FB,JAX,12,72.1,68.3,55.3,80.5,59.7,59,2006
Alvin Pearman,2344,HB,JAX,4,68.3,77.1,59.4,79.0,68.8,16,2006
Chad Owens,2402,WR,JAX,1,28.0,,34.3,,40.0,3,2006
Dennis Northcutt,605,WR,JAX,17,71.0,80.2,74.5,,76.1,376,2007
Ernest Wilford,1841,WR,JAX,18,86.2,79.2,77.0,,75.6,447,2007
Marcedes Lewis,2973,TE,JAX,18,60.4,78.5,77.1,74.1,73.1,453,2007
Reggie Williams,1730,WR,JAX,17,75.0,20.1,73.3,,72.4,368,2007
Maurice Jones-Drew,3005,HB,JAX,17,71.0,67.3,81.2,82.3,79.1,355,2007
Matt Jones,2238,WR,JAX,14,36.2,75.9,75.0,,75.5,191,2007
George Wrighster,1417,TE,JAX,11,55.6,73.9,65.1,37.3,61.7,141,2007
Greg Jones II,1776,FB,JAX,18,61.8,82.5,80.2,73.2,58.1,226,2007
Greg Estandia,3597,TE,JAX,9,38.7,70.6,68.8,80.1,70.2,72,2007
Fred Taylor,333,HB,JAX,17,41.1,72.5,90.8,67.6,44.1,209,2007
Richard Angulo,1548,TE,JAX,7,54.5,70.1,56.3,58.0,49.2,106,2007
John Broussard,3845,WR,JAX,8,42.1,67.0,69.9,,68.6,58,2007
Isaac Smolko,3515,TE,JAX,7,68.3,64.0,63.8,76.3,48.9,23,2007
LaBrandon Toefield,1443,HB,JAX,1,64.7,75.3,52.7,77.4,56.4,17,2007
Chad Owens,2402,WR,JAX,1,,,51.0,,52.2,16,2007
Matt Jones,2238,WR,JAX,12,54.9,56.5,77.9,,76.8,437,2008
Maurice Jones-Drew,3005,HB,JAX,16,66.4,39.6,59.6,65.6,72.7,463,2008
Dennis Northcutt,605,WR,JAX,14,62.0,48.0,72.9,,71.9,297,2008
Marcedes Lewis,2973,TE,JAX,16,27.6,78.4,63.5,63.6,48.0,572,2008
Reggie Williams,1730,WR,JAX,15,50.0,78.2,60.6,,58.1,386,2008
Mike Sims-Walker,3695,WR,JAX,9,31.9,73.9,63.0,61.4,61.3,160,2008
Jerry Porter,617,WR,JAX,10,28.9,72.3,57.3,,54.4,227,2008
Fred Taylor,333,HB,JAX,13,52.8,75.0,61.2,64.3,37.3,166,2008
Greg Jones II,1776,FB,JAX,12,63.2,73.3,88.1,71.1,65.6,143,2008
Troy Williamson,2224,WR,JAX,8,49.2,69.8,57.6,,57.0,82,2008
Greg Estandia,3597,TE,JAX,16,58.9,23.4,58.8,74.7,54.1,115,2008
Richard Angulo,1548,TE,JAX,15,54.5,70.1,59.2,30.5,43.9,154,2008
George Wrighster,1417,TE,JAX,5,68.3,64.0,67.0,73.9,70.0,24,2008
Montell Owens,3452,FB,JAX,7,68.3,66.2,59.3,75.8,53.1,11,2008
David Garrard,1109,QB,JAX,16,,62.7,76.3,,,647,2008
Alvin Pearman,2344,HB,JAX,1,64.7,61.2,66.2,,81.5,1,2008
Chauncey Washington,4527,HB,JAX,2,68.3,70.0,66.2,,63.4,7,2008
Mike Sims-Walker,3695,WR,JAX,15,84.6,26.6,75.4,68.8,74.0,521,2009
Torry Holt,441,WR,JAX,15,80.0,39.2,70.8,,69.9,503,2009
Maurice Jones-Drew,3005,HB,JAX,16,88.4,80.5,74.5,87.0,81.9,492,2009
Mike Thomas,5030,WR,JAX,14,85.4,81.1,70.2,,71.5,294,2009
Marcedes Lewis,2973,TE,JAX,15,43.4,37.3,86.0,70.8,71.5,444,2009
Zach Miller,5104,TE,JAX,13,60.3,75.2,66.4,75.5,68.0,117,2009
Rashad Jennings,5174,HB,JAX,15,81.7,82.4,59.8,73.1,69.2,117,2009
Ernest Wilford,1841,TE,JAX,15,60.2,71.5,56.9,41.8,52.7,188,2009
Nate Hughes,4902,WR,JAX,7,45.8,68.0,48.3,,46.0,119,2009
Greg Jones II,1776,FB,JAX,13,45.8,71.6,56.7,75.7,43.7,137,2009
Jarett Dillard,5068,WR,JAX,6,74.6,68.8,76.1,,75.2,51,2009
Troy Williamson,2224,WR,JAX,2,70.5,14.2,45.0,,44.8,37,2009
Montell Owens,3452,FB,JAX,4,27.9,65.2,49.1,74.4,27.1,9,2009
Brock Bolen,5264,FB,JAX,3,,,47.3,76.1,52.8,20,2009
Zach Potter,5302,TE,JAX,1,64.7,61.2,53.3,70.0,59.8,4,2009
Mike Thomas,5030,WR,JAX,16,73.6,82.6,73.9,,72.7,491,2010
Marcedes Lewis,2973,TE,JAX,16,63.0,25.8,89.9,73.7,78.8,459,2010
Mike Sims-Walker,3695,WR,JAX,14,53.4,46.0,73.1,,72.0,408,2010
Maurice Jones-Drew,3005,HB,JAX,14,79.4,68.8,72.1,73.5,76.2,325,2010
Rashad Jennings,5174,HB,JAX,13,66.0,88.0,62.1,56.2,65.2,212,2010
Zach Miller,5104,TE,JAX,15,83.6,75.1,67.1,74.3,62.6,174,2010
Tiquan Underwood,5177,WR,JAX,10,28.8,70.1,48.9,,47.9,208,2010
Jason Hill,3692,WR,JAX,7,78.7,71.5,64.4,,64.1,149,2010
Kassim Osgood,1676,WR,JAX,15,74.6,68.8,63.1,,60.0,131,2010
Greg Jones II,1776,FB,JAX,16,78.7,73.2,77.3,52.8,55.9,137,2010
Deji Karim,5703,HB,JAX,5,36.8,33.7,50.1,63.7,39.1,32,2010
Zach Potter,5302,TE,JAX,11,42.1,67.0,63.8,75.1,53.1,46,2010
Ernest Wilford,1841,TE,JAX,2,68.3,64.0,51.9,,52.5,21,2010
Brock Bolen,5264,FB,JAX,4,64.7,61.2,71.4,73.0,64.1,17,2010
John Matthews,5306,WR,JAX,2,,,54.1,,54.2,8,2010
Mike Thomas,5030,WR,JAX,15,61.5,79.4,61.6,,61.0,434,2011
Marcedes Lewis,2973,TE,JAX,15,38.0,77.9,76.9,74.3,66.2,423,2011
Maurice Jones-Drew,3005,HB,JAX,16,68.2,58.3,74.5,79.1,62.8,399,2011
Jason Hill,3692,WR,JAX,10,45.2,75.9,65.1,62.3,64.7,281,2011
Jarett Dillard,5068,WR,JAX,13,47.8,76.3,59.1,,58.5,337,2011
Mike Sims-Walker,3695,WR,JAX,6,47.7,72.3,56.4,,55.6,209,2011
Chastin West,5944,WR,JAX,12,80.6,72.7,67.2,,68.2,134,2011
Deji Karim,5703,HB,JAX,12,36.0,85.1,57.2,53.2,48.7,100,2011
Cecil Shorts,6266,WR,JAX,9,27.3,64.0,46.6,65.5,47.1,123,2011
Kassim Osgood,1676,WR,JAX,11,46.3,68.0,61.4,62.3,58.4,61,2011
Colin Cloherty,5308,TE,JAX,4,41.6,67.0,67.2,73.3,60.2,44,2011
Brian Robiskie,4959,WR,JAX,6,70.5,65.8,55.6,,51.1,95,2011
Zach Miller,5104,TE,JAX,3,72.1,67.0,68.7,68.8,65.8,42,2011
Greg Jones II,1776,FB,JAX,16,72.1,69.4,74.8,72.9,51.3,113,2011
Zach Potter,5302,TE,JAX,14,45.8,68.0,61.9,75.1,41.4,122,2011
Taylor Price,5614,WR,JAX,5,68.3,64.0,60.8,,60.4,28,2011
Brock Bolen,5264,FB,JAX,13,68.3,67.8,58.2,25.2,48.7,55,2011
Montell Owens,3452,HB,JAX,6,68.3,73.9,68.0,41.8,54.7,19,2011
Martin Rucker,4425,TE,JAX,2,,,50.1,66.5,43.0,9,2011
Guy Whimper,3074,T,JAX,15,67.6,62.3,69.8,55.5,88.5,501,2011
DuJuan Harris,6595,HB,JAX,5,64.7,74.1,61.0,79.0,52.7,33,2011
Jamar Newsome,6603,WR,JAX,2,,,53.9,,52.6,13,2011
Justin Blackmon,7011,WR,JAX,16,50.4,27.0,65.7,34.9,64.3,684,2012
Cecil Shorts,6266,WR,JAX,14,43.3,41.3,75.3,,74.9,456,2012
Marcedes Lewis,2973,TE,JAX,16,52.8,79.6,78.9,73.0,71.0,504,2012
Laurent Robinson,3691,WR,JAX,7,42.9,25.9,57.6,,56.6,199,2012
Jordan Shipley,5608,WR,JAX,6,62.3,75.3,63.1,66.7,61.4,199,2012
Rashad Jennings,5174,HB,JAX,10,59.5,29.7,59.6,67.0,64.7,214,2012
Maurice Jones-Drew,3005,HB,JAX,5,49.8,64.0,65.8,85.5,49.9,140,2012
Greg Jones II,1776,FB,JAX,12,43.5,74.1,67.7,79.8,44.4,116,2012
Montell Owens,3452,HB,JAX,10,57.0,82.7,75.2,72.3,62.6,173,2012
Jalen Parmele,4490,HB,JAX,9,52.1,81.8,56.5,76.9,52.3,103,2012
Toney Clemons,7215,WR,JAX,4,36.8,65.8,53.0,,52.8,95,2012
Zach Potter,5302,TE,JAX,16,36.8,65.8,49.0,78.4,41.7,81,2012
Keith Toston,5821,HB,JAX,1,70.5,76.7,67.7,62.4,70.8,30,2012
Guy Whimper,3074,T,JAX,14,68.3,64.0,59.4,48.5,93.8,218,2012
Jonathan Grimes,7585,HB,JAX,2,68.3,67.8,67.4,75.9,67.0,7,2012
Allen Reisner,6493,TE,JAX,1,64.7,61.2,81.0,68.7,85.1,4,2012
Richard Murphy,6602,HB,JAX,5,,78.2,61.9,65.5,48.1,43,2012
Isaiah Stanback,3719,TE,JAX,2,64.7,61.2,83.3,68.2,57.3,5,2012
Jordan Todman,6335,HB,JAX,1,64.7,68.2,59.0,,61.5,3,2012
Chad Henne,4371,QB,JAX,10,,62.1,53.1,,,372,2012
Mike Brown,7698,WR,JAX,2,27.9,,41.6,61.6,43.8,13,2012
Will Ta'ufo'ou,5226,FB,JAX,4,64.7,61.2,58.3,28.1,55.5,13,2012
Cecil Shorts,6266,WR,JAX,13,38.6,80.9,72.0,,70.7,497,2013
Ace Sanders,7883,WR,JAX,15,73.2,87.5,61.9,,61.4,451,2013
Maurice Jones-Drew,3005,HB,JAX,15,76.3,84.7,73.0,93.1,68.8,394,2013
Mike Brown,7698,WR,JAX,11,50.8,20.9,56.9,,56.0,379,2013
Marcedes Lewis,2973,TE,JAX,10,43.3,25.9,66.6,78.6,64.6,366,2013
Justin Blackmon,7011,WR,JAX,4,66.8,76.6,71.9,,71.4,163,2013
Clay Harbor,5648,TE,JAX,16,73.5,18.7,63.2,74.8,64.5,227,2013
Kerry Taylor,6760,WR,JAX,8,60.5,76.8,65.0,,64.4,202,2013
Jordan Todman,6335,HB,JAX,14,40.3,89.6,57.9,68.3,45.8,180,2013
Justin Forsett,4547,HB,JAX,9,81.1,25.7,64.2,79.2,53.8,91,2013
Will Ta'ufo'ou,5226,FB,JAX,16,58.9,80.0,61.2,46.1,52.5,131,2013
Stephen Burton,6388,WR,JAX,4,54.5,74.1,56.9,,57.7,91,2013
Allen Reisner,6493,TE,JAX,5,45.8,68.0,46.3,63.0,36.1,143,2013
Jeremy Ebert,7219,WR,JAX,5,70.5,65.8,52.2,,50.5,48,2013
Stephen Williams,5880,WR,JAX,5,28.0,,43.8,,45.6,31,2013
Danny Noble,7445,TE,JAX,8,30.0,64.0,64.5,78.5,57.2,27,2013
Lamaar Thomas,8315,WR,JAX,2,68.3,64.0,88.1,,83.3,5,2013
Brad Meester,627,C,JAX,16,64.7,61.2,67.1,79.2,85.1,689,2013
Denard Robinson,7917,HB,JAX,12,27.9,16.4,29.5,79.6,40.2,28,2013
Cecil Shorts,6266,WR,JAX,13,47.9,25.5,62.4,,61.7,507,2014
Allen Hurns,8931,WR,JAX,16,45.4,79.5,62.0,,61.4,546,2014
Allen Robinson II,8696,WR,JAX,10,85.8,79.1,69.4,,68.2,357,2014
Marqise Lee,8674,WR,JAX,13,39.5,78.3,61.4,,61.1,348,2014
Jordan Todman,6335,HB,JAX,16,53.5,88.5,66.6,83.3,52.0,260,2014
Clay Harbor,5648,TE,JAX,13,65.0,75.9,65.3,49.6,59.5,308,2014
Denard Robinson,7917,HB,JAX,13,61.3,56.8,55.9,68.6,61.1,218,2014
Marcedes Lewis,2973,TE,JAX,8,43.8,73.9,57.1,72.7,51.7,289,2014
Toby Gerhart,5576,HB,JAX,14,70.5,67.7,48.3,58.7,66.9,195,2014
Mike Brown,7698,WR,JAX,5,27.1,24.3,48.6,62.5,48.7,88,2014
Will Ta'ufo'ou,5226,FB,JAX,16,75.6,69.5,69.6,52.5,64.8,105,2014
Ace Sanders,7883,WR,JAX,11,54.5,85.6,56.4,,55.9,51,2014
Mickey Shuler,5737,TE,JAX,3,,,42.1,78.6,40.0,62,2014
Nic Jacobs,8946,TE,JAX,11,68.3,64.0,55.1,36.5,60.2,72,2014
Storm Johnson,8856,HB,JAX,6,64.7,79.8,55.4,28.0,54.3,30,2014
Marcel Jensen,8936,TE,JAX,1,64.7,61.2,38.6,0.0,48.2,17,2014
Tommy Streeter,7185,WR,JAX,2,,,54.1,,55.2,6,2014
Allen Robinson II,8696,WR,JAX,16,58.6,82.2,84.0,,83.8,682,2015
Allen Hurns,8931,WR,JAX,15,73.6,46.3,78.8,70.1,78.6,612,2015
Julius Thomas,6281,TE,JAX,12,43.5,79.2,63.2,71.1,62.7,416,2015
T.J. Yeldon,9469,HB,JAX,12,72.2,90.6,69.4,63.2,65.7,416,2015
Bryan Walters,6139,WR,JAX,11,78.9,82.9,75.2,65.6,74.9,258,2015
Rashad Greene Sr.,9572,WR,JAX,9,33.5,83.6,56.3,66.3,56.0,134,2015
Marcedes Lewis,2973,TE,JAX,16,54.5,73.6,67.0,77.4,58.5,402,2015
Marqise Lee,8674,WR,JAX,10,40.1,75.3,61.6,,62.9,184,2015
Denard Robinson,7917,HB,JAX,11,47.8,26.3,56.1,69.0,58.3,176,2015
Clay Harbor,5648,TE,JAX,15,65.6,73.0,59.6,75.0,58.7,166,2015
Jonas Gray,7393,HB,JAX,7,52.1,82.8,78.7,89.2,55.8,86,2015
Bernard Pierce,7085,HB,JAX,4,70.5,72.0,59.3,54.6,59.3,22,2015
Toby Gerhart,5576,HB,JAX,4,70.5,77.6,55.3,79.4,54.7,59,2015
Corey Grant,9827,HB,JAX,5,29.9,24.3,30.5,,42.3,10,2015
Nic Jacobs,8946,TE,JAX,10,28.8,61.2,47.7,70.7,31.0,30,2015
Tyson Alualu,5535,DI,JAX,4,68.3,64.0,70.3,,84.3,6,2015
Allen Robinson II,8696,WR,JAX,16,44.0,49.3,69.8,,68.6,711,2016
Marqise Lee,8674,WR,JAX,16,66.8,85.8,71.9,,70.8,588,2016
Allen Hurns,8931,WR,JAX,11,30.0,28.7,57.1,72.0,56.9,455,2016
T.J. Yeldon,9469,HB,JAX,15,79.6,60.5,66.1,63.7,69.4,430,2016
Julius Thomas,6281,TE,JAX,9,69.0,76.8,61.8,45.1,63.2,339,2016
Bryan Walters,6139,WR,JAX,10,73.5,50.0,62.9,,63.2,232,2016
Marcedes Lewis,2973,TE,JAX,10,83.6,74.4,66.2,71.3,69.1,167,2016
Chris Ivory,6007,HB,JAX,11,70.5,24.8,53.3,54.1,66.0,174,2016
Ben Koyack,9662,TE,JAX,12,69.9,74.1,61.9,76.2,56.5,188,2016
Neal Sterling,9653,TE,JAX,6,62.1,71.9,59.0,77.1,63.0,118,2016
Arrelious Benn,5564,WR,JAX,12,29.2,71.8,64.6,,62.2,55,2016
Rashad Greene Sr.,9572,WR,JAX,6,73.4,82.4,56.2,,56.0,47,2016
Denard Robinson,7917,HB,JAX,6,36.2,82.0,56.2,35.9,44.4,53,2016
Alex Ellis,11326,TE,JAX,6,36.2,65.8,49.0,74.2,39.6,54,2016
Corey Grant,9827,HB,JAX,6,72.1,83.4,67.1,64.8,60.3,63,2016
Shane Wynn,9780,WR,JAX,4,64.7,64.6,58.7,,59.2,20,2016
Blake Bortles,8638,QB,JAX,16,64.7,56.4,56.9,,90.7,746,2016
Tony Washington,9018,WR,JAX,2,64.7,61.2,62.6,61.6,62.4,15,2016
Marqise Lee,8674,WR,JAX,17,43.3,83.6,76.0,,75.1,522,2017
Keelan Cole Sr.,51593,WR,JAX,19,69.9,24.7,74.0,,72.0,534,2017
Allen Hurns,8931,WR,JAX,13,77.1,78.8,73.9,65.7,72.7,392,2017
Dede Westbrook,11865,WR,JAX,10,52.5,28.9,62.1,,61.2,322,2017
Leonard Fournette,11759,HB,JAX,16,68.3,84.0,62.4,38.0,71.8,326,2017
Marcedes Lewis,2973,TE,JAX,19,58.7,76.6,67.5,68.1,58.9,537,2017
T.J. Yeldon,9469,HB,JAX,12,61.9,34.9,64.0,46.3,77.4,200,2017
Chris Ivory,6007,HB,JAX,13,73.0,51.5,58.5,61.9,81.5,170,2017
James O'Shaughnessy,9606,TE,JAX,19,66.7,73.3,66.5,73.2,66.2,144,2017
Tommy Bohanon,7997,FB,JAX,19,54.9,74.0,69.1,52.2,69.1,82,2017
Jaydon Mickens,11371,WR,JAX,8,49.2,84.9,56.7,,59.7,74,2017
Ben Koyack,9662,TE,JAX,19,54.5,70.1,56.0,53.5,48.3,158,2017
Corey Grant,9827,HB,JAX,10,74.6,52.7,92.0,69.0,92.5,18,2017
Jaelen Strong,9503,WR,JAX,2,70.5,65.8,64.9,,62.7,46,2017
Arrelious Benn,5564,WR,JAX,7,28.8,61.2,54.7,,53.6,19,2017
Allen Robinson II,8696,WR,JAX,1,64.7,61.2,88.3,,79.1,1,2017
Larry Pinkard,9930,WR,JAX,3,64.7,61.2,57.7,,57.6,4,2017
Dede Westbrook,11865,WR,JAX,16,63.4,43.8,71.3,61.6,70.0,578,2018
Donte Moncrief,8725,WR,JAX,16,64.4,50.9,62.3,,62.4,567,2018
T.J. Yeldon,9469,HB,JAX,14,41.7,72.4,56.0,48.2,56.3,390,2018
Keelan Cole Sr.,51593,WR,JAX,16,33.0,22.1,59.4,61.6,59.3,491,2018
James O'Shaughnessy,9606,TE,JAX,14,73.5,75.3,60.1,49.1,53.6,319,2018
DJ Chark Jr.,47702,WR,JAX,11,28.1,25.9,52.4,72.4,51.6,199,2018
Leonard Fournette,11759,HB,JAX,8,72.1,90.1,70.9,37.4,77.8,132,2018
Austin Seferian-Jenkins,8673,TE,JAX,5,62.1,71.9,69.1,63.2,62.7,140,2018
Carlos Hyde,8692,HB,JAX,14,47.7,62.1,50.4,33.1,41.4,197,2018
Niles Paul,6307,TE,JAX,5,58.9,72.6,55.2,27.1,56.3,72,2018
Corey Grant,9827,HB,JAX,5,77.3,77.0,67.9,73.7,86.7,47,2018
Blake Bell,9550,TE,JAX,10,76.5,71.1,55.8,79.5,54.3,127,2018
Rashad Greene Sr.,9572,WR,JAX,8,52.5,15.6,44.3,,45.3,66,2018
David Grinnage,11148,TE,JAX,3,49.2,68.8,49.2,20.1,53.7,47,2018
Tommy Bohanon,7997,FB,JAX,14,74.6,70.9,53.8,81.5,69.2,43,2018
Jamaal Charles,4387,HB,JAX,2,30.0,71.6,48.8,74.1,32.0,12,2018
DJ Chark Jr.,47702,WR,JAX,15,89.8,82.5,75.2,,75.8,639,2019
Dede Westbrook,11865,WR,JAX,15,74.8,67.8,63.5,,63.9,595,2019
Leonard Fournette,11759,HB,JAX,15,71.9,87.8,64.0,33.6,65.4,605,2019
Chris Conley,9509,WR,JAX,16,43.8,79.2,62.7,67.9,62.0,629,2019
Keelan Cole Sr.,51593,WR,JAX,16,62.3,77.2,66.5,,68.2,275,2019
Ryquell Armstead,45810,HB,JAX,14,36.3,82.1,55.4,43.0,48.1,105,2019
James O'Shaughnessy,9606,TE,JAX,5,81.1,73.0,62.5,77.8,66.3,131,2019
Seth DeValve,10772,TE,JAX,12,80.0,72.3,57.9,82.4,62.9,171,2019
Nick O'Leary,9627,TE,JAX,12,63.2,21.4,51.6,87.5,48.2,193,2019
Geoff Swaim,9679,TE,JAX,6,80.0,72.3,46.5,48.1,48.4,116,2019
Josh Oliver,47083,TE,JAX,4,36.2,65.8,42.9,,41.4,86,2019
Devine Ozigbo,45903,HB,JAX,4,36.8,73.7,54.4,25.4,43.8,21,2019
Marqise Lee,8674,WR,JAX,6,70.5,67.4,67.7,,61.7,40,2019
Michael Walker,48213,WR,JAX,3,68.3,20.5,67.2,,66.1,9,2019
C.J. Board,12088,WR,JAX,3,30.0,64.0,54.3,,54.0,19,2019
Ben Koyack,9662,TE,JAX,11,70.5,65.8,55.7,78.7,48.2,107,2019
Charles Jones II,47186,TE,JAX,3,64.7,61.2,52.4,14.3,58.7,5,2019
Cody Davis,8458,S,JAX,2,64.7,61.2,74.0,63.8,90.3,2,2019
DJ Chark Jr.,47702,WR,JAX,13,59.5,79.6,71.3,,71.2,497,2020
Keelan Cole Sr.,51593,WR,JAX,16,61.3,84.7,64.4,66.6,63.7,601,2020
Laviska Shenault Jr.,61220,WR,JAX,14,75.7,82.7,71.5,,71.8,404,2020
Chris Conley,9509,WR,JAX,15,50.7,29.7,70.1,,68.3,315,2020
James Robinson,22425,HB,JAX,14,71.7,72.2,72.9,43.3,64.1,380,2020
Tyler Eifert,7802,TE,JAX,15,89.7,77.4,62.2,48.8,61.3,429,2020
James O'Shaughnessy,9606,TE,JAX,15,76.3,76.1,57.7,61.0,63.5,266,2020
Collin Johnson,47808,WR,JAX,14,69.6,74.1,73.4,,71.7,180,2020
Chris Thompson,7936,HB,JAX,8,70.7,76.7,54.9,28.1,58.4,151,2020
Dare Ogunbowale,12329,HB,JAX,10,60.2,80.9,58.8,52.0,55.1,147,2020
Devine Ozigbo,45903,HB,JAX,6,77.3,71.3,69.4,38.6,81.5,26,2020
Terry Godwin II,47946,WR,JAX,3,36.2,67.4,55.2,,55.5,40,2020
Eric Saubert,11929,TE,JAX,7,70.5,65.8,49.2,21.3,51.4,39,2020
Ben Ellefson,27766,TE,JAX,7,29.9,64.0,55.0,80.8,52.9,48,2020
Tyler Davis,47743,TE,JAX,4,,,40.9,72.5,42.1,26,2020
Bruce Miller,6363,FB,JAX,6,28.8,65.3,34.2,35.3,39.7,23,2020
Dede Westbrook,11865,WR,JAX,1,64.7,21.7,53.7,,54.2,13,2020
Craig Reynolds,94383,HB,JAX,1,64.7,64.6,58.5,74.4,65.3,2,2020
Gardner Minshew,41401,QB,JAX,9,,52.6,67.8,,59.8,397,2020
Marvin Jones Jr.,7158,WR,JAX,17,82.2,81.6,68.3,76.4,70.4,667,2021
Laviska Shenault Jr.,61220,WR,JAX,16,36.4,50.9,63.7,77.7,62.6,490,2021
Laquon Treadwell,10657,WR,JAX,12,79.4,77.1,72.0,75.2,69.9,310,2021
Dan Arnold,51842,TE,JAX,11,72.0,29.2,62.5,32.2,68.5,280,2021
James Robinson,22425,HB,JAX,14,53.4,35.4,67.4,53.0,41.8,328,2021
Tavon Austin,7789,WR,JAX,13,62.3,77.3,60.2,,59.3,213,2021
Jamal Agnew,11920,WR,JAX,10,41.6,64.1,65.6,,62.8,192,2021
James O'Shaughnessy,9606,TE,JAX,7,74.2,75.5,62.8,73.7,63.4,194,2021
DJ Chark Jr.,47702,WR,JAX,4,31.8,69.5,65.9,,64.1,119,2021
Dare Ogunbowale,12329,HB,JAX,12,33.8,82.8,45.2,17.8,43.4,137,2021
Carlos Hyde,8692,HB,JAX,12,45.7,32.9,53.8,45.7,41.9,201,2021
Jacob Hollister,12051,TE,JAX,7,56.7,70.6,51.0,61.3,51.0,112,2021
Luke Farrell,42353,TE,JAX,14,31.8,17.7,48.0,66.2,39.3,125,2021
Chris Manhertz,10211,TE,JAX,17,74.6,68.8,62.6,64.2,52.0,174,2021
Ryquell Armstead,45810,HB,JAX,2,36.2,76.4,58.8,,44.8,14,2021
Jaydon Mickens,11371,WR,JAX,4,68.3,26.1,63.3,,64.6,11,2021
Devin Smith,9470,WR,JAX,1,,,55.3,,56.0,8,2021
Mekhi Sargent,83684,HB,JAX,1,27.9,69.7,43.4,,25.9,1,2021
Christian Kirk,47546,WR,JAX,19,65.9,85.2,72.9,62.3,75.3,744,2022
Zay Jones,11792,WR,JAX,18,59.4,83.6,66.5,75.6,67.1,706,2022
Evan Engram,11778,TE,JAX,19,76.2,82.8,67.6,59.4,68.3,673,2022
Marvin Jones Jr.,7158,WR,JAX,18,58.1,79.3,59.8,67.4,60.0,581,2022
Travis Etienne Jr.,57185,HB,JAX,19,66.8,52.7,76.7,45.6,56.7,467,2022
Jamal Agnew,11920,WR,JAX,16,55.1,70.0,67.6,68.8,64.1,108,2022
JaMycal Hasty,25582,HB,JAX,17,47.8,84.6,71.3,71.2,64.1,190,2022
Darrell Henderson,41193,HB,JAX,10,82.7,86.1,57.7,61.7,49.6,244,2022
