player,player_id,position,team_name,player_game_count,grades_offense,grades_pass_block,grades_run_block,snap_counts_offense,year
Preston Williams,38855,WR,MIA,8,59.2,,83.0,175,2021
Malcolm Brown,9902,HB,MIA,7,61.5,91.7,60.0,129,2021
Isaiah Ford,11991,WR,MIA,13,69.4,,38.0,142,2021
Cethan Carter,47149,TE,MIA,10,65.6,77.0,47.8,54,2021
Patrick Laird,28219,HB,MIA,6,67.5,66.3,60.0,58,2021
Salvon Ahmed,57472,HB,MIA,12,56.6,43.3,37.5,170,2021
Phillip Lindsay,12660,HB,MIA,14,53.9,36.5,44.5,159,2021
Duke Johnson Jr.,9510,HB,MIA,5,72.1,85.6,41.4,149,2021
Will Fuller V,10655,WR,MIA,2,61.4,,59.8,65,2021
Christian Wilkins,50293,DI,MIA,6,64.3,62.0,55.2,8,2021
Kirk Merritt,35096,WR,MIA,1,56.4,,60.0,11,2021
Sam Eguavoen,15301,LB,MIA,2,60.0,62.7,60.0,2,2021
Blake Ferguson,35517,LS,MIA,2,60.0,61.5,60.0,2,2021
Andrew Van Ginkel,30267,ED,MIA,2,60.0,62.7,60.0,2,2021
Michael Palardy,9277,P,MIA,2,51.7,,60.0,2,2021
Cameron Tom,12227,C,MIA,1,60.0,66.0,,1,2021
Adam Pankey,12114,T,MIA,1,60.0,,58.2,1,2021
Vince Biegel,11863,ED,MIA,1,60.0,,60.0,1,2021
Duke Riley,11830,LB,MIA,2,58.0,,60.0,2,2021
Tommylee Lewis,11231,WR,MIA,1,81.3,,60.0,3,2021
Brennan Scarlett,11169,ED,MIA,1,60.0,62.7,,1,2021
Noah Igbinoghene,61155,CB,MIA,1,60.0,,60.0,1,2021
Connor Williams,46216,C,MIA,18,78.4,68.8,85.5,1127,2022
Robert Hunt,46139,G,MIA,18,72.3,74.6,74.5,1126,2022
Brandon Shell,10792,T,MIA,13,64.9,51.7,75.9,761,2022
Terron Armstead,7856,T,MIA,14,77.6,81.4,68.9,753,2022
Liam Eichenberg,41851,G,MIA,10,39.8,39.6,42.5,627,2022
Greg Little,46254,T,MIA,12,35.1,30.6,41.7,533,2022
Robert Jones,100786,G,MIA,12,58.5,67.3,58.4,520,2022
Durham Smythe,47257,TE,MIA,17,62.7,59.2,64.2,598,2022
Alec Ingold,34934,FB,MIA,18,58.3,67.4,57.5,427,2022
Tyreek Hill,10799,WR,MIA,18,92.1,,72.7,858,2022
Jaylen Waddle,84088,WR,MIA,18,82.6,65.7,46.6,844,2022
Tua Tagovailoa,60326,QB,MIA,13,81.9,,60.2,704,2022
Trent Sherfield,48021,WR,MIA,18,61.5,69.0,78.1,658,2022
Lester Cotton,46085,G,MIA,3,59.1,72.3,48.3,161,2022
Mike Gesicki,47153,TE,MIA,18,60.5,54.9,42.3,505,2022
Cedrick Wilson Jr.,48170,WR,MIA,16,64.3,,67.7,252,2022
Skylar Thompson,60417,QB,MIA,8,55.4,,60.3,282,2022
Austin Jackson,60816,T,MIA,2,57.9,54.6,57.5,84,2022
Hunter Long,60859,TE,MIA,10,57.5,50.5,58.6,105,2022
River Cracraft,47417,WR,MIA,12,75.1,,72.4,170,2022
Jeff Wilson Jr.,29413,HB,MIA,17,65.7,40.9,45.6,562,2022
Raheem Mostert,9783,HB,MIA,16,75.7,54.1,39.2,551,2022
Teddy Bridgewater,8667,QB,MIA,5,71.2,,60.0,141,2022
Kendall Lamm,10017,T,MIA,1,67.0,87.1,56.5,32,2022
Salvon Ahmed,57472,HB,MIA,7,73.5,27.0,60.0,70,2022
Braylon Sanders,61457,WR,MIA,3,50.6,,71.5,34,2022
Tanner Conner,22777,TE,MIA,8,30.9,,61.2,26,2022
Geron Christian,46375,T,MIA,3,46.0,44.7,42.7,12,2022
Erik Ezukanma,78148,WR,MIA,1,59.7,,59.6,10,2022
Myles Gaskin,45914,HB,MIA,2,66.5,75.0,60.0,39,2022
Sam Eguavoen,15301,LB,MIA,1,60.0,,60.0,1,2022
Thomas Morstead,5088,P,MIA,1,60.0,,60.0,1,2022
Justin Bethel,7654,CB,MIA,1,60.0,,60.0,1,2022
Andrew Van Ginkel,30267,ED,MIA,1,60.0,,60.0,1,2022
Elijah Campbell,49190,S,MIA,1,60.0,,60.0,1,2022
Duke Riley,11830,LB,MIA,1,60.0,,60.0,1,2022
Blake Ferguson,35517,LS,MIA,1,60.0,,60.0,1,2022
Cethan Carter,47149,TE,MIA,1,60.0,,60.0,1,2022
Austin Jackson,60816,T,MIA,17,66.9,62.3,69.5,1050,2023
Liam Eichenberg,41851,C,MIA,17,45.2,43.2,49.1,876,2023
Lester Cotton,46085,G,MIA,11,46.4,57.2,45.4,616,2023
Kendall Lamm,10017,T,MIA,13,64.3,67.1,55.3,613,2023
Robert Hunt,46139,G,MIA,11,76.4,74.4,74.7,608,2023
Terron Armstead,7856,T,MIA,11,79.3,79.5,72.6,585,2023
Connor Williams,46216,C,MIA,9,86.5,71.7,90.5,497,2023
Robert Jones,100786,G,MIA,8,57.6,49.3,62.3,479,2023
Tua Tagovailoa,60326,QB,MIA,18,86.9,,60.0,1106,2023
Isaiah Wynn,46048,G,MIA,7,47.8,67.5,43.2,392,2023
Durham Smythe,47257,TE,MIA,17,53.7,61.2,50.2,839,2023
Alec Ingold,34934,FB,MIA,18,47.1,77.2,40.2,425,2023
Cedrick Wilson Jr.,48170,WR,MIA,16,65.3,,56.2,583,2023
Julian Hill,88685,TE,MIA,16,41.8,41.2,41.6,360,2023
Jaylen Waddle,84088,WR,MIA,15,90.3,,55.1,652,2023
Tyreek Hill,10799,WR,MIA,17,93.4,,55.6,735,2023
Braxton Berrios,47961,WR,MIA,17,57.6,69.3,50.2,469,2023
River Cracraft,47417,WR,MIA,11,66.7,,51.7,208,2023
Chase Claypool,42312,WR,MIA,11,55.1,70.4,47.5,198,2023
Kion Smith,136103,T,MIA,5,60.3,86.1,56.9,70,2023
Raheem Mostert,9783,HB,MIA,16,84.7,66.0,59.1,582,2023
Robbie Chosen,11254,WR,MIA,9,64.5,,47.4,135,2023
Mike White,46453,QB,MIA,6,52.5,,60.0,53,2023
Tyler Kroft,9518,TE,MIA,6,56.6,54.8,65.1,43,2023
Jeff Wilson Jr.,29413,HB,MIA,11,59.5,27.1,47.0,161,2023
Darrynton Evans,40692,HB,MIA,6,63.8,73.9,60.0,93,2023
Tanner Conner,22777,TE,MIA,3,69.8,,69.1,20,2023
Salvon Ahmed,57472,HB,MIA,8,61.0,36.4,57.4,135,2023
De'Von Achane,124305,HB,MIA,12,92.1,65.7,77.2,323,2023
Chris Brooks,83644,HB,MIA,4,82.0,,78.2,36,2023
Erik Ezukanma,78148,WR,MIA,2,60.3,,54.1,29,2023
Jonotthan Harrison,9132,G,MIA,2,57.1,67.2,56.1,9,2023
Liam Eichenberg,41851,G,MIA,9,54.2,55.4,59.8,596,2024
Aaron Brewer,46014,C,MIA,9,82.7,76.8,80.9,595,2024
Austin Jackson,60816,T,MIA,8,60.0,60.1,64.3,542,2024
Robert Jones,100786,G,MIA,9,64.4,55.9,65.9,536,2024
Terron Armstead,7856,T,MIA,8,90.4,84.3,87.4,464,2024
Jaylen Waddle,84088,WR,MIA,9,62.9,,65.3,476,2024
Tyreek Hill,10799,WR,MIA,9,68.3,,52.0,479,2024
Julian Hill,88685,TE,MIA,8,47.2,55.4,60.8,252,2024
Durham Smythe,47257,TE,MIA,9,42.0,46.8,57.9,214,2024
Alec Ingold,34934,FB,MIA,8,50.0,64.3,62.8,212,2024
Kendall Lamm,10017,T,MIA,4,71.9,76.7,62.2,123,2024
Tua Tagovailoa,60326,QB,MIA,5,70.1,,60.0,306,2024
Tyler Huntley,46448,QB,MIA,3,62.3,,60.0,184,2024
Jonnu Smith,11855,TE,MIA,9,72.5,63.6,49.8,274,2024
Patrick Paul,101019,T,MIA,4,54.8,64.0,45.8,64,2024
Lester Cotton,46085,G,MIA,3,67.0,39.5,74.8,61,2024
Malik Washington,97108,WR,MIA,6,52.4,64.9,33.4,114,2024
De'Von Achane,124305,HB,MIA,9,78.9,31.6,36.1,342,2024
Braxton Berrios,47961,WR,MIA,6,44.9,,38.1,112,2024
Tim Boyle,21956,QB,MIA,2,57.5,,60.0,49,2024
Raheem Mostert,9783,HB,MIA,6,71.1,72.5,59.4,150,2024
Skylar Thompson,60417,QB,MIA,2,39.6,,60.0,56,2024
Jaylen Wright,146934,HB,MIA,8,78.3,79.7,60.0,111,2024
Grant DuBose,111276,WR,MIA,2,53.8,,75.4,39,2024
D'Wayne Eskridge,29573,WR,MIA,4,72.8,,53.1,31,2024
Jeff Wilson Jr.,29413,HB,MIA,4,60.0,79.9,60.1,38,2024
Robbie Chosen,11254,WR,MIA,2,51.8,,53.5,29,2024
Tanner Conner,22777,TE,MIA,6,49.0,,60.1,25,2024
Odell Beckham Jr.,8647,WR,MIA,5,48.6,,53.7,62,2024
Erik Ezukanma,78148,WR,MIA,1,54.6,,60.1,11,2024
River Cracraft,47417,WR,MIA,1,53.2,,49.5,4,2024
Calais Campbell,4364,DI,MIA,1,60.0,,60.0,1,2024
Blake Ferguson,35517,LS,MIA,1,60.0,,60.0,1,2024
Jason Sanders,29578,K,MIA,1,60.0,,60.0,1,2024
Zach Sieler,66917,DI,MIA,1,60.0,,60.0,1,2024
Matt Birk,404,C,MIN,16,76.0,82.9,72.8,1067,2006
Bryant McKinnie,1015,T,MIN,16,76.1,81.9,64.2,1067,2006
Steve Hutchinson,787,G,MIN,16,83.2,78.7,78.8,1064,2006
Artis Hicks,1254,G,MIN,14,57.2,60.9,54.5,839,2006
Marcus Johnson,2266,T,MIN,10,63.3,62.5,62.1,635,2006
Jim Kleinsasser,469,TE,MIN,16,73.5,70.0,84.6,551,2006
Brad Johnson,31,QB,MIN,15,58.7,61.3,60.0,891,2006
Travis Taylor,588,WR,MIN,16,61.5,,66.4,930,2006
Jermaine Wiggins,576,TE,MIN,16,57.8,84.5,59.8,585,2006
Jason Whittle,436,G,MIN,5,55.5,62.8,63.0,231,2006
Ryan Cook,2996,C,MIN,6,50.8,50.7,59.1,230,2006
Mike Rosenthal,518,T,MIN,7,50.8,63.5,49.9,202,2006
Troy Williamson,2224,WR,MIN,14,56.8,,62.8,564,2006
Tony Richardson,110,FB,MIN,9,75.4,69.6,75.5,254,2006
Jeff Dugan,1936,TE,MIN,7,62.1,68.6,59.9,218,2006
Chester Taylor,1182,HB,MIN,15,58.1,80.3,64.8,677,2006
Marcus Robinson,272,WR,MIN,10,64.4,,61.6,358,2006
Billy McMullen,1409,WR,MIN,16,63.6,,66.6,344,2006
Richard Owens,2141,TE,MIN,16,53.2,62.9,64.6,187,2006
Mewelde Moore,1840,HB,MIN,16,70.6,48.1,57.1,269,2006
Bethel Johnson,1361,WR,MIN,11,62.1,,59.6,197,2006
Tarvaris Jackson,3009,QB,MIN,4,46.0,,60.0,141,2006
Ciatrick Fason,2329,HB,MIN,4,75.6,60.5,58.6,51,2006
Brooks Bollinger,1502,QB,MIN,2,52.7,,60.0,35,2006
Martin Nance,3440,WR,MIN,1,53.1,,61.2,45,2006
Maurice Mann,1868,WR,MIN,1,46.2,,58.5,25,2006
Artose Pinner,1412,HB,MIN,10,64.2,31.0,60.0,66,2006
Jason Carter,3267,WR,MIN,1,52.6,,50.9,13,2006
Matt Birk,404,C,MIN,16,77.7,84.9,74.2,990,2007
Steve Hutchinson,787,G,MIN,16,90.8,85.0,85.6,990,2007
Bryant McKinnie,1015,T,MIN,16,76.8,78.3,69.1,982,2007
Ryan Cook,2996,T,MIN,16,71.1,61.0,75.1,976,2007
Anthony Herrera,2066,G,MIN,15,81.6,68.5,82.1,782,2007
Jim Kleinsasser,469,TE,MIN,16,81.6,76.0,85.3,597,2007
Visanthe Shiancoe,1406,TE,MIN,16,55.7,48.8,64.3,722,2007
Bobby Wade,1448,WR,MIN,16,71.9,,84.5,835,2007
Tarvaris Jackson,3009,QB,MIN,12,59.3,78.0,60.0,703,2007
Robert Ferguson,811,WR,MIN,15,66.3,,73.9,563,2007
Artis Hicks,1254,G,MIN,6,61.6,72.4,57.5,231,2007
Tony Richardson,110,FB,MIN,14,76.9,69.1,76.8,270,2007
Jeff Dugan,1936,FB,MIN,15,64.0,54.6,72.1,172,2007
Troy Williamson,2224,WR,MIN,11,65.6,,74.4,294,2007
Sidney Rice,3660,WR,MIN,13,82.5,,77.7,337,2007
Chester Taylor,1182,HB,MIN,14,70.2,71.6,66.4,454,2007
Adrian Peterson,3623,HB,MIN,14,90.8,54.5,56.9,458,2007
Kelly Holcomb,148,QB,MIN,3,66.0,,60.0,174,2007
Brooks Bollinger,1502,QB,MIN,5,64.3,,60.0,118,2007
Aundrae Allison,3762,WR,MIN,10,57.2,,69.4,155,2007
Marcus Johnson,2266,T,MIN,3,61.9,75.6,57.5,24,2007
Mewelde Moore,1840,HB,MIN,8,60.6,62.6,58.1,90,2007
Naufahu Tahi,3526,FB,MIN,4,47.5,,48.6,16,2007
Garrett Mills,3051,TE,MIN,1,79.1,,57.2,12,2007
Steve Hutchinson,787,G,MIN,17,90.0,79.3,86.9,1129,2008
Matt Birk,404,C,MIN,17,78.7,79.5,77.2,1129,2008
Anthony Herrera,2066,G,MIN,17,73.0,55.1,74.7,1129,2008
Ryan Cook,2996,T,MIN,16,69.2,62.5,79.4,1032,2008
Bryant McKinnie,1015,T,MIN,13,83.5,82.0,79.3,848,2008
Jim Kleinsasser,469,TE,MIN,17,90.4,74.8,93.0,626,2008
Bobby Wade,1448,WR,MIN,17,66.5,,88.6,912,2008
Visanthe Shiancoe,1406,TE,MIN,17,83.2,69.6,84.6,791,2008
Bernard Berrian,1799,WR,MIN,17,71.2,,68.5,933,2008
Artis Hicks,1254,T,MIN,6,70.2,63.0,72.6,336,2008
Gus Frerotte,93,QB,MIN,11,57.4,,60.0,688,2008
Naufahu Tahi,3526,FB,MIN,17,64.9,57.4,76.9,365,2008
Tarvaris Jackson,3009,QB,MIN,9,65.9,,60.0,441,2008
Sidney Rice,3660,WR,MIN,14,67.9,,60.5,316,2008
Adrian Peterson,3623,HB,MIN,17,64.9,62.5,58.3,744,2008
Jeff Dugan,1936,FB,MIN,10,52.3,72.0,67.7,151,2008
Aundrae Allison,3762,WR,MIN,16,58.3,,74.8,244,2008
Chester Taylor,1182,HB,MIN,17,68.6,63.5,59.0,397,2008
Garrett Mills,3051,TE,MIN,8,63.5,31.9,61.9,98,2008
Marcus Johnson,2266,T,MIN,2,54.0,35.7,67.3,42,2008
Robert Ferguson,811,WR,MIN,6,69.6,,60.6,45,2008
Thomas Tapeh,1880,FB,MIN,1,55.7,,54.4,22,2008
Darius Reynaud,4661,WR,MIN,1,60.0,,60.0,1,2008
John Sullivan,4501,C,MIN,18,59.8,77.4,53.7,1235,2009
Bryant McKinnie,1015,T,MIN,18,77.9,79.5,68.1,1213,2009
Steve Hutchinson,787,G,MIN,18,70.2,82.2,61.7,1203,2009
Phil Loadholt,4977,T,MIN,17,72.3,71.5,73.7,1178,2009
Anthony Herrera,2066,G,MIN,16,66.9,74.1,61.2,1080,2009
Jim Kleinsasser,469,TE,MIN,18,74.7,78.3,88.5,699,2009
Brett Favre,14,QB,MIN,18,90.6,61.3,60.0,1155,2009
Sidney Rice,3660,WR,MIN,18,89.6,68.1,81.6,1039,2009
Bernard Berrian,1799,WR,MIN,18,67.7,,58.8,980,2009
Visanthe Shiancoe,1406,TE,MIN,18,77.7,73.6,62.9,815,2009
Naufahu Tahi,3526,FB,MIN,17,62.1,40.0,64.5,343,2009
Artis Hicks,1254,T,MIN,7,66.3,66.4,62.6,245,2009
Jeff Dugan,1936,TE,MIN,18,66.4,59.4,69.3,292,2009
Percy Harvin,4945,WR,MIN,17,82.3,,73.8,565,2009
Adrian Peterson,3623,HB,MIN,18,63.4,78.0,78.4,790,2009
Greg Lewis,1650,WR,MIN,15,63.7,,71.7,182,2009
Chester Taylor,1182,HB,MIN,18,52.0,74.0,85.0,423,2009
Ryan Cook,2996,G,MIN,6,51.0,39.0,52.8,42,2009
Tarvaris Jackson,3009,QB,MIN,8,44.2,,60.0,82,2009
Darius Reynaud,4661,WR,MIN,6,52.8,,60.6,27,2009
Albert Young,4665,HB,MIN,5,38.7,73.7,56.5,28,2009
Jaymar Johnson,4507,WR,MIN,3,56.7,,60.1,12,2009
Jon Cooper,5244,C,MIN,1,60.0,,60.0,1,2009
Phil Loadholt,4977,T,MIN,16,63.3,67.5,64.1,1030,2010
Bryant McKinnie,1015,T,MIN,16,78.6,74.8,76.2,1023,2010
John Sullivan,4501,C,MIN,14,68.3,67.1,65.9,792,2010
Steve Hutchinson,787,G,MIN,11,75.3,76.8,71.0,715,2010
Anthony Herrera,2066,G,MIN,10,83.6,59.2,87.8,599,2010
Ryan Cook,2996,G,MIN,14,67.3,64.4,69.7,535,2010
Jim Kleinsasser,469,TE,MIN,16,79.9,76.5,82.3,502,2010
Chris DeGeare,5684,G,MIN,5,54.9,65.4,51.0,315,2010
Brett Favre,14,QB,MIN,13,59.5,60.9,60.0,731,2010
Visanthe Shiancoe,1406,TE,MIN,16,57.8,65.7,57.2,704,2010
Percy Harvin,4945,WR,MIN,14,87.6,,74.1,628,2010
Bernard Berrian,1799,WR,MIN,14,54.4,,67.5,573,2010
Naufahu Tahi,3526,FB,MIN,15,54.6,67.5,54.7,243,2010
Jeff Dugan,1936,TE,MIN,16,63.3,54.6,71.5,233,2010
Jon Cooper,5244,C,MIN,3,63.4,65.8,61.0,147,2010
Sidney Rice,3660,WR,MIN,6,68.4,,64.3,308,2010
Greg Lewis,1650,WR,MIN,13,54.2,,63.2,351,2010
Greg Camarillo,2523,WR,MIN,16,60.8,,69.3,324,2010
Adrian Peterson,3623,HB,MIN,15,86.5,37.2,59.6,669,2010
Joe Webb III,5722,QB,MIN,5,49.1,,60.6,173,2010
Tarvaris Jackson,3009,QB,MIN,3,54.3,,60.0,127,2010
Toby Gerhart,5576,HB,MIN,15,57.4,42.3,75.7,269,2010
Hank Baskett,3220,WR,MIN,5,48.8,,42.3,48,2010
Lorenzo Booker,3687,HB,MIN,4,61.6,76.7,60.0,45,2010
Albert Young,4665,HB,MIN,3,58.4,73.2,,24,2010
Charlie Johnson,3144,T,MIN,16,69.3,69.2,66.5,1028,2011
Phil Loadholt,4977,T,MIN,16,76.7,61.7,90.4,1003,2011
John Sullivan,4501,C,MIN,15,82.5,74.6,81.1,936,2011
Steve Hutchinson,787,G,MIN,14,81.2,82.0,76.0,889,2011
Anthony Herrera,2066,G,MIN,12,65.7,63.6,63.6,766,2011
Joe Berger,2424,G,MIN,11,83.0,75.1,84.0,493,2011
Visanthe Shiancoe,1406,TE,MIN,16,69.4,79.1,68.7,788,2011
Jim Kleinsasser,469,FB,MIN,16,82.8,53.2,91.4,393,2011
Devin Aromashodu,3178,WR,MIN,16,63.3,,75.4,674,2011
Kyle Rudolph,6195,TE,MIN,15,78.3,80.5,86.1,487,2011
Christian Ponder,6164,QB,MIN,11,51.9,,60.8,574,2011
Michael Jenkins,1750,WR,MIN,11,66.3,65.7,63.5,527,2011
Donovan McNabb,438,QB,MIN,6,70.5,,60.6,348,2011
Percy Harvin,4945,WR,MIN,16,86.5,74.9,76.5,604,2011
Ryan D'Imperio,5760,FB,MIN,12,58.1,28.4,64.7,159,2011
Toby Gerhart,5576,HB,MIN,16,77.0,69.7,78.5,387,2011
Adrian Peterson,3623,HB,MIN,12,83.7,60.9,61.2,498,2011
Bernard Berrian,1799,WR,MIN,5,55.9,,71.2,215,2011
Greg Camarillo,2523,WR,MIN,12,58.4,68.1,65.6,225,2011
Patrick Brown,5329,T,MIN,4,61.9,62.8,57.8,42,2011
Joe Webb III,5722,QB,MIN,11,43.9,,64.4,156,2011
Brandon Fusco,6324,C,MIN,2,66.0,81.2,73.1,24,2011
Stephen Burton,6388,WR,MIN,3,60.5,,51.3,47,2011
Emmanuel Arceneaux,6129,WR,MIN,3,55.3,,62.4,29,2011
Lorenzo Booker,3687,HB,MIN,12,39.6,58.1,60.0,83,2011
Letroy Guion,4466,DI,MIN,5,63.1,68.6,62.8,6,2011
Allen Reisner,6493,TE,MIN,5,78.2,,76.5,15,2011
Phil Loadholt,4977,T,MIN,17,74.8,69.1,82.7,1096,2012
John Sullivan,4501,C,MIN,17,84.7,78.0,83.9,1096,2012
Matt Kalil,7010,T,MIN,17,78.6,80.6,72.4,1096,2012
Charlie Johnson,3144,G,MIN,17,63.8,64.7,61.7,1093,2012
Brandon Fusco,6324,G,MIN,17,63.2,46.5,66.1,943,2012
Kyle Rudolph,6195,TE,MIN,17,76.0,73.5,74.8,1010,2012
Christian Ponder,6164,QB,MIN,16,57.0,,60.1,1031,2012
Jerome Felton,4460,FB,MIN,17,82.0,66.1,83.8,414,2012
Michael Jenkins,1750,WR,MIN,17,65.9,73.4,83.4,758,2012
Rhett Ellison,7128,FB,MIN,17,91.1,79.9,90.8,261,2012
Jerome Simpson,4360,WR,MIN,13,62.3,,78.8,493,2012
Geoff Schwartz,4555,G,MIN,10,79.9,70.9,78.5,157,2012
John Carlson,4352,TE,MIN,15,56.6,37.2,73.7,253,2012
Adrian Peterson,3623,HB,MIN,17,92.4,66.9,81.3,826,2012
Devin Aromashodu,3178,WR,MIN,16,64.0,,90.3,357,2012
Percy Harvin,4945,WR,MIN,9,90.8,70.0,66.8,419,2012
Stephen Burton,6388,WR,MIN,12,52.7,,80.5,167,2012
Jarius Wright,7118,WR,MIN,8,65.4,68.2,68.2,243,2012
Toby Gerhart,5576,HB,MIN,17,55.4,62.3,65.2,246,2012
Joe Webb III,5722,QB,MIN,2,32.9,,60.0,65,2012
Matt Asiata,6432,FB,MIN,9,56.4,69.6,54.9,22,2012
Joe Berger,2424,G,MIN,1,59.6,,59.6,3,2012
Matt Kalil,7010,T,MIN,16,72.9,78.2,64.2,1041,2013
John Sullivan,4501,C,MIN,16,86.5,82.0,84.5,1020,2013
Charlie Johnson,3144,G,MIN,15,67.3,74.2,60.6,986,2013
Phil Loadholt,4977,T,MIN,15,82.0,76.3,84.8,954,2013
Brandon Fusco,6324,G,MIN,15,84.1,73.2,85.6,904,2013
John Carlson,4352,TE,MIN,13,78.5,71.3,75.6,497,2013
Greg Jennings,2997,WR,MIN,15,73.8,,59.8,742,2013
Jerome Felton,4460,FB,MIN,13,88.8,63.0,89.3,301,2013
Joe Berger,2424,G,MIN,7,71.6,91.4,63.9,214,2013
Rhett Ellison,7128,FB,MIN,11,71.5,78.6,82.8,294,2013
Christian Ponder,6164,QB,MIN,9,56.9,,60.0,511,2013
Kyle Rudolph,6195,TE,MIN,8,70.3,87.9,61.4,424,2013
Jerome Simpson,4360,WR,MIN,16,73.5,,84.7,643,2013
Matt Cassel,2447,QB,MIN,9,64.0,,60.0,459,2013
Cordarrelle Patterson,7810,WR,MIN,16,80.4,,64.5,436,2013
Adrian Peterson,3623,HB,MIN,14,79.7,73.7,59.4,674,2013
J'Marcus Webb,5741,T,MIN,5,75.6,67.8,74.9,106,2013
Jarius Wright,7118,WR,MIN,16,70.9,61.4,81.3,417,2013
Josh Freeman,4940,QB,MIN,4,52.5,,60.0,261,2013
Chase Ford,7528,TE,MIN,9,70.6,61.6,65.8,149,2013
Joe Webb III,5722,WR,MIN,16,50.5,70.8,66.2,187,2013
Zach Line,8420,FB,MIN,3,66.1,81.2,66.1,68,2013
Toby Gerhart,5576,HB,MIN,14,71.4,69.2,64.3,196,2013
Matt Asiata,6432,HB,MIN,3,61.1,50.1,54.2,118,2013
Joe Banyard,7361,HB,MIN,3,57.3,65.9,60.0,30,2013
Mike Remmers,7431,T,MIN,1,58.9,,57.9,4,2013
Jeff Baca,7977,G,MIN,2,84.6,,80.8,4,2013
Letroy Guion,4466,DI,MIN,1,60.0,,60.0,1,2013
Matt Kalil,7010,T,MIN,16,65.7,65.2,69.3,1025,2014
John Sullivan,4501,C,MIN,16,70.2,78.3,65.4,975,2014
Charlie Johnson,3144,G,MIN,14,61.9,67.4,56.8,863,2014
Phil Loadholt,4977,T,MIN,11,75.4,67.9,76.2,715,2014
Joe Berger,2424,G,MIN,12,74.8,70.8,73.3,614,2014
Vladimir Ducasse,5586,G,MIN,8,57.8,68.2,54.3,408,2014
Rhett Ellison,7128,TE,MIN,16,72.2,48.4,79.4,552,2014
Michael Harris,7730,T,MIN,9,65.2,62.2,56.9,363,2014
Greg Jennings,2997,WR,MIN,16,71.9,,66.5,875,2014
Teddy Bridgewater,8667,QB,MIN,13,75.6,,60.0,795,2014
Kyle Rudolph,6195,TE,MIN,9,63.2,67.4,76.6,434,2014
Brandon Fusco,6324,G,MIN,3,70.9,89.7,63.1,171,2014
Cordarrelle Patterson,7810,WR,MIN,16,67.3,,75.0,566,2014
Charles Johnson,7998,WR,MIN,12,67.6,,75.8,441,2014
Jerome Felton,4460,FB,MIN,16,86.5,83.6,81.2,170,2014
Jarius Wright,7118,WR,MIN,16,70.8,,63.8,516,2014
Matt Asiata,6432,HB,MIN,15,53.4,78.7,63.6,526,2014
Chase Ford,7528,TE,MIN,11,72.1,81.6,72.5,338,2014
Adam Thielen,8288,WR,MIN,15,71.1,,91.6,150,2014
Jerick McKinnon,8731,HB,MIN,11,68.4,41.3,60.0,331,2014
Matt Cassel,2447,QB,MIN,3,48.7,,60.0,141,2014
Christian Ponder,6164,QB,MIN,2,49.6,,60.0,89,2014
Joe Banyard,7361,HB,MIN,9,69.9,74.7,60.0,99,2014
Adrian Peterson,3623,HB,MIN,1,58.3,81.1,60.0,43,2014
Austin Wentworth,8912,G,MIN,3,45.3,66.4,48.9,7,2014
Joe Berger,2424,C,MIN,17,75.9,78.0,72.8,1079,2015
Michael Harris,7730,G,MIN,17,69.8,75.2,65.4,1079,2015
Brandon Fusco,6324,G,MIN,17,66.1,48.7,71.3,1078,2015
T.J. Clemmings,9543,T,MIN,17,58.5,60.9,52.2,1073,2015
Matt Kalil,7010,T,MIN,17,68.2,68.2,71.7,1072,2015
Teddy Bridgewater,8667,QB,MIN,17,68.9,,60.0,1051,2015
Kyle Rudolph,6195,TE,MIN,17,71.4,53.8,67.9,893,2015
Rhett Ellison,7128,TE,MIN,15,76.8,71.7,75.1,470,2015
Mike Wallace,5007,WR,MIN,17,58.7,,48.2,789,2015
Stefon Diggs,9579,WR,MIN,14,78.4,,59.7,711,2015
Zach Line,8420,FB,MIN,17,68.5,81.5,73.2,232,2015
MyCole Pruitt,9576,TE,MIN,17,66.5,62.8,61.2,239,2015
Jarius Wright,7118,WR,MIN,17,68.3,,74.9,464,2015
Charles Johnson,7998,WR,MIN,10,64.7,,72.8,217,2015
Adam Thielen,8288,WR,MIN,17,65.2,,71.0,220,2015
Adrian Peterson,3623,HB,MIN,17,65.7,52.6,58.8,702,2015
Matt Asiata,6432,HB,MIN,17,64.7,73.7,59.2,204,2015
Cordarrelle Patterson,7810,WR,MIN,9,67.6,,64.4,58,2015
Austin Shepherd,9661,T,MIN,10,45.0,51.6,45.7,33,2015
Jerick McKinnon,8731,HB,MIN,17,73.5,62.7,60.0,175,2015
Shaun Hill,1255,QB,MIN,3,43.1,,60.0,28,2015
Zac Kerin,8960,C,MIN,1,60.0,72.7,,1,2015
T.J. Clemmings,9543,T,MIN,14,46.9,41.2,57.8,882,2016
Alex Boone,5372,G,MIN,14,67.1,73.5,61.9,873,2016
Joe Berger,2424,C,MIN,14,77.8,85.7,70.4,852,2016
Brandon Fusco,6324,G,MIN,14,63.5,62.3,62.4,834,2016
Jeremiah Sirles,9305,T,MIN,14,64.1,64.5,65.6,772,2016
Nick Easton,9861,C,MIN,11,56.4,67.5,49.5,414,2016
Kyle Rudolph,6195,TE,MIN,16,73.2,77.5,56.5,969,2016
Sam Bradford,5526,QB,MIN,15,76.7,,62.9,978,2016
Adam Thielen,8288,WR,MIN,16,79.9,36.3,89.0,788,2016
