player,player_id,position,team_name,player_game_count,grades_offense,grades_pass_block,grades_run_block,snap_counts_offense,year
Ricky Williams,440,HB,MIA,16,55.4,74.4,64.2,672,2009
Davone Bess,4694,WR,MIA,16,83.4,,63.5,568,2009
Ted Ginn Jr.,3625,WR,MIA,16,61.2,,66.2,534,2009
Brian Hartline,5031,WR,MIA,16,74.0,,68.1,399,2009
Ronnie Brown,2219,HB,MIA,9,60.7,71.9,72.2,384,2009
Kory Sperry,5369,TE,MIA,8,71.3,76.4,65.9,114,2009
Chad Pennington,596,QB,MIA,3,74.1,,60.0,153,2009
Lex Hilliard,4518,HB,MIA,8,69.8,43.1,64.8,170,2009
Patrick Cobbs,3272,HB,MIA,5,58.5,10.7,90.2,64,2009
Pat White,4967,QB,MIA,13,31.0,,60.3,52,2009
Tyler Thigpen,3833,QB,MIA,2,39.3,,60.0,17,2009
Richie Incognito,2298,G,MIA,16,77.5,71.5,77.5,1072,2010
Jake Long,4315,T,MIA,16,84.1,85.0,77.8,1054,2010
Joe Berger,2424,C,MIA,15,72.2,73.6,70.6,959,2010
Vernon Carey,1740,T,MIA,12,69.5,66.4,70.5,764,2010
John Jerry,5598,G,MIA,11,67.3,73.3,61.5,624,2010
Pat McQuistan,3156,G,MIA,13,58.0,56.0,62.0,621,2010
Anthony Fasano,2998,TE,MIA,15,81.3,69.4,85.6,874,2010
Lousaka Polite,2152,FB,MIA,16,69.3,66.3,64.7,531,2010
Chad Henne,4371,QB,MIA,15,68.3,,62.2,921,2010
Brandon Marshall,3064,WR,MIA,14,77.1,,85.8,813,2010
Lydon Murtha,5152,T,MIA,7,60.5,66.1,55.9,230,2010
Brian Hartline,5031,WR,MIA,12,69.8,,70.4,600,2010
Davone Bess,4694,WR,MIA,16,77.9,,69.8,658,2010
Ronnie Brown,2219,HB,MIA,16,62.3,77.0,67.7,630,2010
Ricky Williams,440,HB,MIA,16,55.5,53.9,67.9,472,2010
Jeron Mastrud,5948,TE,MIA,8,49.2,39.7,56.1,168,2010
Mickey Shuler,5737,TE,MIA,6,62.4,77.8,68.2,119,2010
Marlon Moore,5887,WR,MIA,9,53.5,,69.8,189,2010
Roberto Wallace,5888,WR,MIA,12,45.0,,60.7,85,2010
Lex Hilliard,4518,FB,MIA,12,57.2,79.1,52.3,48,2010
John Nalbone,5085,TE,MIA,2,62.5,41.7,63.2,34,2010
Ray Feinga,5257,G,MIA,3,61.6,81.8,70.6,36,2010
Cory Procter,2748,C,MIA,5,69.9,60.5,69.0,26,2010
Tyler Thigpen,3833,QB,MIA,5,68.7,,60.3,109,2010
Deon Anderson,3811,FB,MIA,1,73.0,49.9,75.4,17,2010
Dedrick Epps,5758,TE,MIA,3,53.9,70.7,70.4,27,2010
Patrick Cobbs,3272,HB,MIA,14,68.8,,70.4,79,2010
Marc Colombo,1036,T,MIA,16,60.9,55.5,65.3,1017,2011
Mike Pouncey,6167,C,MIA,16,73.0,66.6,72.9,1005,2011
Richie Incognito,2298,G,MIA,15,74.2,70.0,75.3,928,2011
Vernon Carey,1740,G,MIA,15,71.5,67.5,69.4,840,2011
Jake Long,4315,T,MIA,14,74.9,79.0,68.0,784,2011
Anthony Fasano,2998,TE,MIA,15,80.3,72.6,80.3,899,2011
John Jerry,5598,G,MIA,9,63.9,59.2,64.4,357,2011
Brandon Marshall,3064,WR,MIA,16,77.1,,66.0,889,2011
Matt Moore,4018,QB,MIA,13,71.7,61.3,60.2,774,2011
Brian Hartline,5031,WR,MIA,16,67.1,,54.9,690,2011
Charles Clay,6326,TE,MIA,14,71.1,67.5,68.4,395,2011
Nate Garner,4525,G,MIA,14,57.2,26.5,72.0,239,2011
Jeron Mastrud,5948,TE,MIA,14,75.9,79.4,77.0,209,2011
Davone Bess,4694,WR,MIA,16,61.1,,57.0,551,2011
Lex Hilliard,4518,FB,MIA,16,58.7,70.9,53.6,197,2011
Reggie Bush,2947,HB,MIA,15,62.6,34.7,58.9,600,2011
Daniel Thomas,6214,HB,MIA,13,55.7,84.0,58.5,367,2011
Clyde Gates,6263,WR,MIA,15,56.3,,66.7,155,2011
Chad Henne,4371,QB,MIA,4,75.1,,60.0,221,2011
Will Yeatman,6480,TE,MIA,3,52.3,69.5,56.2,45,2011
Ryan Cook,2996,G,MIA,3,66.9,78.8,65.7,21,2011
J.P. Losman,1743,QB,MIA,2,51.8,,60.0,29,2011
Steve Slaton,4403,HB,MIA,6,65.1,44.7,60.0,56,2011
Julius Pruitt,5520,WR,MIA,2,57.2,,54.0,5,2011
Jason Taylor,264,ED,MIA,1,60.0,,60.0,2,2011
Paul Soliai,3724,DI,MIA,1,60.0,,60.0,1,2011
Marlon Moore,5887,WR,MIA,2,59.4,,60.0,2,2011
John Jerry,5598,G,MIA,16,64.5,71.4,59.2,1034,2012
Jonathan Martin,7046,T,MIA,16,56.9,52.2,62.1,1032,2012
Mike Pouncey,6167,C,MIA,16,78.5,81.5,75.3,1032,2012
Richie Incognito,2298,G,MIA,16,73.8,72.9,71.8,1027,2012
Jake Long,4315,T,MIA,12,67.7,66.4,66.0,730,2012
Anthony Fasano,2998,TE,MIA,16,71.4,73.3,69.3,900,2012
Ryan Tannehill,7014,QB,MIA,16,68.4,,60.0,981,2012
Brian Hartline,5031,WR,MIA,16,77.4,,67.8,894,2012
Nate Garner,4525,G,MIA,12,67.3,60.4,73.8,325,2012
Davone Bess,4694,WR,MIA,13,74.4,,74.8,741,2012
Jorvorskie Lane,7002,FB,MIA,16,55.9,64.1,65.2,304,2012
Charles Clay,6326,TE,MIA,14,60.0,78.0,60.8,332,2012
Armon Binns,6590,WR,MIA,11,56.8,66.1,58.1,396,2012
Jeron Mastrud,5948,TE,MIA,12,67.8,74.6,65.9,100,2012
Marlon Moore,5887,WR,MIA,13,58.5,,57.8,194,2012
Reggie Bush,2947,HB,MIA,16,65.2,49.0,64.9,574,2012
Daniel Thomas,6214,HB,MIA,12,56.5,57.5,57.4,322,2012
Rishard Matthews,7211,WR,MIA,7,60.1,,66.3,233,2012
Legedu Naanee,3788,WR,MIA,4,44.8,,57.8,121,2012
Lamar Miller,7097,HB,MIA,10,66.0,77.0,55.7,143,2012
Matt Moore,4018,QB,MIA,2,74.4,,60.0,55,2012
Jabar Gaffney,1040,WR,MIA,3,56.3,,59.7,90,2012
Marcus Thigpen,5488,HB,MIA,4,59.7,,54.5,32,2012
Josh Samuda,7399,C,MIA,4,67.4,76.4,65.6,9,2012
Michael Egnew,7080,TE,MIA,2,51.2,69.3,59.6,25,2012
Kyle Miller,6601,TE,MIA,1,57.9,,59.8,3,2012
Will Yeatman,6480,T,MIA,1,60.0,,60.0,1,2012
Bryant McKinnie,1015,T,MIA,15,63.9,67.4,53.9,1021,2013
John Jerry,5598,G,MIA,16,69.3,82.0,60.7,1015,2013
Tyson Clabo,2011,T,MIA,15,69.2,67.0,65.6,949,2013
Mike Pouncey,6167,C,MIA,14,78.8,88.0,73.0,901,2013
Richie Incognito,2298,G,MIA,8,82.7,78.9,79.5,468,2013
Jonathan Martin,7046,T,MIA,7,65.8,66.9,62.6,454,2013
Nate Garner,4525,G,MIA,12,62.3,76.6,52.1,414,2013
Charles Clay,6326,TE,MIA,16,76.3,71.2,63.5,856,2013
Ryan Tannehill,7014,QB,MIA,16,80.4,,60.0,1022,2013
Mike Wallace,5007,WR,MIA,16,69.9,,72.8,952,2013
Sam Brenner,8493,G,MIA,7,60.3,51.8,62.0,285,2013
Brian Hartline,5031,WR,MIA,16,77.9,,72.5,909,2013
Dion Sims,7888,TE,MIA,15,54.9,59.9,55.7,279,2013
Lamar Miller,7097,HB,MIA,16,69.8,68.9,47.4,623,2013
Rishard Matthews,7211,WR,MIA,16,68.4,61.6,62.9,521,2013
Michael Egnew,7080,TE,MIA,16,59.4,72.0,56.9,226,2013
Daniel Thomas,6214,HB,MIA,15,74.5,70.3,59.1,348,2013
Marlon Moore,5887,WR,MIA,14,57.0,,74.4,152,2013
Brandon Gibson,5118,WR,MIA,7,79.2,,82.1,252,2013
Will Yeatman,6480,T,MIA,2,79.3,75.1,70.3,18,2013
Ryan Spadola,8236,WR,MIA,3,52.0,,59.9,24,2013
Danny Watkins,6175,G,MIA,1,58.0,77.9,57.8,6,2013
David Arkin,6262,G,MIA,1,61.1,74.9,60.0,4,2013
Marcus Thigpen,5488,HB,MIA,11,61.6,,58.4,33,2013
Dallas Thomas,7858,G,MIA,3,59.3,,59.2,3,2013
Chris Owens,5013,CB,MIA,2,60.0,,59.5,2,2013
Mike Gillislee,7946,HB,MIA,1,74.8,68.5,,9,2013
Caleb Sturgis,7948,K,MIA,1,60.0,,60.0,1,2013
Jason Trusnik,4083,LB,MIA,1,60.0,,60.0,1,2013
John Denney,2561,LS,MIA,1,60.0,,60.0,1,2013
Derrick Shelby,7400,ED,MIA,1,60.0,,60.0,1,2013
Samson Satele,3676,C,MIA,16,63.4,63.9,64.4,1075,2014
Ja'Wuan James,8654,T,MIA,16,63.5,63.2,61.5,1038,2014
Mike Pouncey,6167,G,MIA,12,59.0,56.0,62.2,771,2014
Daryn Colledge,2992,G,MIA,13,53.9,66.5,50.4,740,2014
Dallas Thomas,7858,G,MIA,12,47.7,47.5,49.3,673,2014
Branden Albert,4329,T,MIA,9,84.6,91.5,73.8,543,2014
Shelley Smith,5710,G,MIA,9,54.4,62.1,51.6,359,2014
Charles Clay,6326,TE,MIA,14,77.1,58.3,76.5,745,2014
Ryan Tannehill,7014,QB,MIA,16,75.6,,60.0,1065,2014
Brian Hartline,5031,WR,MIA,16,63.2,,55.6,813,2014
Mike Wallace,5007,WR,MIA,16,72.6,,63.5,818,2014
Dion Sims,7888,TE,MIA,14,67.2,54.1,70.3,507,2014
Jarvis Landry,8698,WR,MIA,16,78.0,,78.8,683,2014
Jason Fox,5651,T,MIA,5,59.2,59.7,62.5,214,2014
Brandon Gibson,5118,WR,MIA,14,56.6,,60.7,503,2014
Lamar Miller,7097,HB,MIA,16,73.9,69.8,61.9,640,2014
Rishard Matthews,7211,WR,MIA,14,64.9,67.8,72.5,211,2014
Harold Hoskins,9349,TE,MIA,10,55.4,74.2,61.9,82,2014
Nate Garner,4525,G,MIA,5,53.5,82.3,49.3,49,2014
Daniel Thomas,6214,HB,MIA,12,66.3,87.8,60.0,209,2014
Damien Williams,9205,HB,MIA,15,81.1,72.1,60.1,158,2014
Matt Moore,4018,QB,MIA,2,55.5,,60.0,30,2014
Billy Turner,8702,G,MIA,1,64.3,77.9,55.7,17,2014
Knowshon Moreno,4935,HB,MIA,3,57.0,35.1,60.0,70,2014
Gerell Robinson,7267,TE,MIA,3,56.5,,60.4,10,2014
LaMichael James,7063,HB,MIA,3,62.5,,60.0,11,2014
Dallas Thomas,7858,G,MIA,16,45.5,54.2,44.3,1030,2015
Jason Fox,5651,T,MIA,15,53.5,59.6,48.3,827,2015
Branden Albert,4329,T,MIA,14,70.0,83.2,51.1,787,2015
Mike Pouncey,6167,C,MIA,14,76.2,76.0,72.8,786,2015
Billy Turner,8702,G,MIA,12,55.2,69.4,48.8,765,2015
Jamil Douglas,9547,G,MIA,9,40.6,34.3,48.5,517,2015
Ja'Wuan James,8654,T,MIA,7,63.4,72.1,53.5,391,2015
Jordan Cameron,6254,TE,MIA,16,61.8,65.5,63.9,743,2015
Ryan Tannehill,7014,QB,MIA,16,67.9,61.3,60.0,1024,2015
Dion Sims,7888,TE,MIA,13,60.2,51.9,70.8,458,2015
Jarvis Landry,8698,WR,MIA,16,88.0,73.1,86.3,866,2015
Rishard Matthews,7211,WR,MIA,11,74.0,,68.0,519,2015
Kenny Stills,7926,WR,MIA,16,59.9,,62.9,592,2015
DeVante Parker,9447,WR,MIA,14,72.9,,73.0,468,2015
Lamar Miller,7097,HB,MIA,16,73.7,87.5,73.8,629,2015
Greg Jennings,2997,WR,MIA,16,53.4,,50.7,308,2015
Jake Stoneburner,8353,TE,MIA,11,65.0,81.7,56.5,119,2015
Ulrick John,8866,T,MIA,1,59.8,44.3,68.7,29,2015
Jay Ajayi,9582,HB,MIA,9,74.6,88.3,59.4,158,2015
Matt Hazel,8825,WR,MIA,5,54.3,,60.4,28,2015
Damien Williams,9205,HB,MIA,16,64.8,87.5,64.1,157,2015
Brandon Williams,7876,TE,MIA,3,61.2,70.2,60.9,9,2015
Earl Mitchell,5605,DI,MIA,4,53.1,72.4,52.3,8,2015
Jacques McClendon,5652,G,MIA,1,59.5,67.2,58.4,4,2015
Matt Moore,4018,QB,MIA,1,62.8,,60.0,7,2015
Jermon Bushrod,3741,G,MIA,17,55.7,70.6,48.9,1011,2016
Ja'Wuan James,8654,T,MIA,17,75.2,69.7,77.6,1000,2016
Laremy Tunsil,10647,G,MIA,15,65.8,76.1,58.4,867,2016
Branden Albert,4329,T,MIA,13,61.5,71.2,50.1,786,2016
Kraig Urbik,5002,C,MIA,11,59.8,61.2,57.4,453,2016
Dion Sims,7888,TE,MIA,15,60.8,58.5,62.4,766,2016
Anthony Steen,9315,C,MIA,9,56.4,73.3,51.4,408,2016
Jarvis Landry,8698,WR,MIA,17,84.6,,69.6,952,2016
Kenny Stills,7926,WR,MIA,17,68.8,,59.1,853,2016
Mike Pouncey,6167,C,MIA,5,65.7,63.1,64.4,301,2016
DeVante Parker,9447,WR,MIA,16,75.1,65.7,61.4,789,2016
Ryan Tannehill,7014,QB,MIA,13,74.2,,60.0,758,2016
MarQueis Gray,8286,TE,MIA,17,70.3,59.4,60.8,271,2016
Sam Young,5702,T,MIA,6,59.1,63.8,53.8,146,2016
Matt Moore,4018,QB,MIA,5,59.7,,60.0,254,2016
Dominique Jones,6988,TE,MIA,10,79.7,66.4,68.6,119,2016
Jay Ajayi,9582,HB,MIA,16,77.3,68.6,59.5,624,2016
Leonte Carroo,10720,WR,MIA,10,54.2,,58.4,120,2016
Dallas Thomas,7858,G,MIA,1,40.3,35.5,43.7,44,2016
Jordan Cameron,6254,TE,MIA,3,60.5,76.3,56.3,98,2016
Damien Williams,9205,HB,MIA,16,74.9,45.3,55.7,176,2016
Jakeem Grant Sr.,10820,WR,MIA,8,40.2,,61.5,19,2016
Kenyan Drake,10707,HB,MIA,17,65.6,84.4,60.0,117,2016
Arian Foster,5398,HB,MIA,4,52.0,81.8,60.0,86,2016
Rashawn Scott,11211,WR,MIA,2,58.5,,59.9,4,2016
Neville Hewitt,9836,LB,MIA,2,60.0,,60.0,2,2016
Mike Hull,9815,LB,MIA,2,60.0,,60.0,2,2016
Spencer Paysinger,6419,LB,MIA,2,60.0,,60.0,2,2016
Walt Aikens,8760,S,MIA,2,60.0,,60.0,2,2016
John Denney,2561,LS,MIA,2,60.0,,60.0,2,2016
Matt Darr,9812,P,MIA,2,60.0,,60.0,2,2016
Donald Butler,5603,LB,MIA,1,60.0,,60.0,1,2016
Lafayette Pitts,11210,CB,MIA,1,60.0,,60.0,1,2016
Thomas Duarte,10865,WR,MIA,1,56.9,,60.0,2,2016
Bobby McCain,9578,CB,MIA,1,60.0,,60.0,1,2016
Trevor Reilly,8867,ED,MIA,1,60.0,,60.0,1,2016
Michael Thomas,7279,S,MIA,2,53.9,,60.0,2,2016
Isaiah Pead,7053,HB,MIA,2,70.3,66.3,,22,2016
Jake Brendel,11117,G,MIA,1,60.0,,60.0,1,2016
T.J. Yates,6304,QB,MIA,1,60.0,,60.0,1,2016
Mike Pouncey,6167,C,MIA,16,62.1,77.0,58.7,971,2017
Laremy Tunsil,10647,T,MIA,15,60.1,77.1,47.9,934,2017
Jesse Davis,9989,G,MIA,15,53.7,55.6,50.0,747,2017
Jermon Bushrod,3741,G,MIA,10,52.1,63.8,49.7,604,2017
Ted Larsen,5728,G,MIA,8,50.5,67.8,42.8,521,2017
Ja'Wuan James,8654,T,MIA,8,69.0,77.8,63.0,494,2017
Sam Young,5702,T,MIA,9,61.3,65.7,52.1,451,2017
Anthony Fasano,2998,TE,MIA,16,58.9,72.9,62.9,519,2017
Anthony Steen,9315,G,MIA,6,61.3,47.7,64.2,327,2017
Julius Thomas,6281,TE,MIA,14,62.5,74.9,43.6,639,2017
Jarvis Landry,8698,WR,MIA,16,79.5,62.2,69.2,929,2017
Kenny Stills,7926,WR,MIA,16,59.9,,36.6,939,2017
Jay Cutler,2956,QB,MIA,14,58.4,,60.2,762,2017
DeVante Parker,9447,WR,MIA,13,69.5,,61.8,675,2017
MarQueis Gray,8286,TE,MIA,16,40.4,54.3,44.4,128,2017
A.J. Derby,9635,TE,MIA,11,55.6,82.4,68.7,336,2017
Zach Sterup,11346,T,MIA,3,25.4,9.3,51.9,75,2017
Jake Brendel,11117,G,MIA,5,63.6,59.9,63.6,67,2017
Kenyan Drake,10707,HB,MIA,15,74.4,78.4,60.0,477,2017
Matt Moore,4018,QB,MIA,4,53.9,,60.0,203,2017
Leonte Carroo,10720,WR,MIA,11,54.9,,61.4,145,2017
Jakeem Grant Sr.,10820,WR,MIA,13,70.7,,45.2,131,2017
Damien Williams,9205,HB,MIA,11,64.3,39.2,60.0,195,2017
David Fales,8818,QB,MIA,2,53.2,,60.0,71,2017
Senorise Perry,9035,HB,MIA,3,63.0,15.6,60.0,26,2017
Rey Maualuga,4961,LB,MIA,2,59.0,,58.6,3,2017
Mike Hull,9815,LB,MIA,1,60.0,62.7,,1,2017
Michael Thomas,7279,S,MIA,1,60.0,63.8,,1,2017
Rashawn Scott,11211,WR,MIA,1,60.0,,60.0,1,2017
John Denney,2561,LS,MIA,1,60.0,61.5,,1,2017
Terrence Fede,8868,ED,MIA,1,60.0,62.7,,1,2017
Jesse Davis,9989,G,MIA,16,59.2,69.3,55.0,921,2018
Laremy Tunsil,10647,T,MIA,15,74.5,79.5,69.7,820,2018
Ja'Wuan James,8654,T,MIA,15,72.4,67.4,71.9,816,2018
Ted Larsen,5728,G,MIA,14,44.2,46.2,43.9,752,2018
Travis Swanson,8711,C,MIA,12,65.8,52.1,69.3,644,2018
Kenny Stills,7926,WR,MIA,15,64.4,,49.3,745,2018
Nick O'Leary,9627,TE,MIA,12,63.2,61.6,62.3,373,2018
Danny Amendola,4717,WR,MIA,15,66.6,61.4,55.9,684,2018
Ryan Tannehill,7014,QB,MIA,11,45.3,60.9,61.8,580,2018
Daniel Kilgore,6315,C,MIA,4,54.7,56.9,52.9,182,2018
Jake Brendel,11117,C,MIA,3,58.8,77.4,54.6,176,2018
Mike Gesicki,47153,TE,MIA,16,50.2,42.4,42.0,400,2018
DeVante Parker,9447,WR,MIA,11,69.2,65.5,65.6,412,2018
Durham Smythe,47257,TE,MIA,15,55.5,67.1,50.2,176,2018
Brock Osweiler,7059,QB,MIA,7,52.7,,60.6,341,2018
Sam Young,5702,T,MIA,4,45.8,50.1,46.0,121,2018
Jakeem Grant Sr.,10820,WR,MIA,10,70.5,,68.4,282,2018
Kenyan Drake,10707,HB,MIA,16,65.6,33.2,57.7,545,2018
Zach Sterup,11346,T,MIA,2,45.4,36.3,49.9,92,2018
Albert Wilson,8943,WR,MIA,7,82.5,61.6,75.3,232,2018
Hroniss Grasu,9504,G,MIA,2,52.1,56.7,47.7,80,2018
A.J. Derby,9635,TE,MIA,4,60.3,78.9,53.3,125,2018
Josh Sitton,4449,G,MIA,1,62.0,46.8,64.4,62,2018
Brice Butler,7991,WR,MIA,8,56.9,,46.4,120,2018
Frank Gore,2282,HB,MIA,14,80.3,53.1,69.9,331,2018
Wesley Johnson,8808,G,MIA,3,44.9,59.6,42.8,26,2018
Leonte Carroo,10720,WR,MIA,4,76.1,,61.6,42,2018
Kalen Ballage,45741,HB,MIA,11,56.6,25.3,60.0,93,2018
Brandon Bolden,7469,HB,MIA,6,76.2,,38.3,26,2018
Bobby McCain,9578,CB,MIA,3,60.0,,60.0,6,2018
Isaiah Ford,11991,WR,MIA,1,54.8,66.2,57.9,13,2018
Senorise Perry,9035,HB,MIA,1,60.0,,60.0,1,2018
John Denney,2561,LS,MIA,1,60.0,,60.0,1,2018
Walt Aikens,8760,S,MIA,1,60.0,,60.0,1,2018
Matt Haack,12212,P,MIA,1,60.0,,60.0,1,2018
Mike Hull,9815,LB,MIA,1,60.0,,60.0,1,2018
Stephone Anthony,9464,LB,MIA,1,60.0,,60.0,1,2018
Jerome Baker,28091,LB,MIA,1,60.0,,60.0,1,2018
Michael Deiter,38554,G,MIA,16,42.5,37.8,45.5,996,2019
Jesse Davis,9989,T,MIA,15,58.9,59.6,53.6,975,2019
Daniel Kilgore,6315,C,MIA,13,66.3,72.7,60.7,877,2019
Evan Boehm,10762,G,MIA,11,47.4,45.0,47.1,595,2019
J'Marcus Webb,5741,T,MIA,11,34.4,32.0,37.1,543,2019
Julie'n Davenport,11885,T,MIA,8,56.5,61.5,41.3,534,2019
Deion Calhoun,46676,G,MIA,9,44.2,44.0,43.9,471,2019
Durham Smythe,47257,TE,MIA,16,52.7,66.7,61.4,486,2019
Ryan Fitzpatrick,2467,QB,MIA,15,76.5,,61.2,878,2019
DeVante Parker,9447,WR,MIA,16,79.2,,42.2,905,2019
Mack Hollins,11873,WR,MIA,15,49.5,67.6,54.0,412,2019
Mike Gesicki,47153,TE,MIA,16,60.5,66.6,48.3,701,2019
Danny Isidora,11933,G,MIA,3,53.7,54.3,50.7,127,2019
Preston Williams,38855,WR,MIA,8,67.7,,42.6,404,2019
Allen Hurns,8931,WR,MIA,14,57.0,,49.1,522,2019
Albert Wilson,8943,WR,MIA,13,62.3,,48.0,439,2019
Keaton Sutherland,46035,G,MIA,3,46.4,2.0,70.1,93,2019
Trevor Davis,10797,WR,MIA,9,49.3,,45.0,206,2019
Chandler Cox,45629,FB,MIA,13,47.3,50.2,50.2,83,2019
Isaiah Ford,11991,WR,MIA,8,68.9,39.9,56.2,224,2019
Clive Walford,9501,TE,MIA,7,57.9,57.2,67.8,114,2019
Josh Rosen,35460,QB,MIA,6,46.0,60.9,60.0,197,2019
Kalen Ballage,45741,HB,MIA,12,58.2,75.1,51.6,254,2019
Patrick Laird,28219,HB,MIA,9,52.4,26.3,60.0,293,2019
Jakeem Grant Sr.,10820,WR,MIA,10,62.1,,60.7,217,2019
Evan Brown,38709,G,MIA,2,60.6,69.5,55.8,38,2019
Mark Walton,45996,HB,MIA,7,67.5,32.8,60.0,197,2019
Myles Gaskin,45914,HB,MIA,7,57.4,35.3,72.0,125,2019
Adam Pankey,12114,T,MIA,2,63.1,72.9,59.3,12,2019
Zach Zenner,9761,HB,MIA,3,46.5,46.8,60.0,27,2019
Taybor Pepper,11748,LS,MIA,4,60.0,66.0,60.0,4,2019
Jerome Baker,28091,LB,MIA,3,60.0,68.5,57.8,3,2019
Sam Eguavoen,15301,LB,MIA,3,60.0,70.3,60.0,3,2019
Matt Haack,12212,P,MIA,5,76.4,,60.0,5,2019
Vince Biegel,11863,ED,MIA,2,60.0,,60.0,2,2019
Walt Aikens,8760,S,MIA,3,57.0,,60.0,3,2019
Deon Lacey,8512,LB,MIA,3,53.5,,60.0,3,2019
Chris Lammons,49368,CB,MIA,2,59.8,,60.0,2,2019
Gary Jennings,48331,WR,MIA,1,60.0,,60.0,1,2019
Andrew Van Ginkel,30267,ED,MIA,1,60.0,64.1,,1,2019
Jason Sanders,29578,K,MIA,2,89.5,,60.0,2,2019
Samaje Perine,11869,HB,MIA,3,56.8,68.8,,11,2019
Ted Karras,10855,C,MIA,16,65.4,67.8,62.4,1068,2020
Jesse Davis,9989,T,MIA,16,62.6,62.1,58.6,1055,2020
Ereck Flowers,9442,G,MIA,14,65.9,73.8,58.1,857,2020
Austin Jackson,60816,T,MIA,13,52.5,53.3,49.7,848,2020
Solomon Kindley,41471,G,MIA,13,51.3,54.1,50.4,748,2020
Robert Hunt,46139,T,MIA,16,66.0,65.2,74.2,722,2020
Durham Smythe,47257,TE,MIA,15,68.7,68.3,55.9,451,2020
Adam Shaheen,11800,TE,MIA,16,66.0,60.6,62.2,367,2020
DeVante Parker,9447,WR,MIA,14,76.4,64.5,55.1,726,2020
Tua Tagovailoa,60326,QB,MIA,10,65.4,,61.1,571,2020
Ryan Fitzpatrick,2467,QB,MIA,9,75.1,,61.0,496,2020
Mike Gesicki,47153,TE,MIA,15,78.1,45.7,52.8,621,2020
Mack Hollins,11873,WR,MIA,16,58.2,73.9,77.3,287,2020
Jakeem Grant Sr.,10820,WR,MIA,14,70.9,,58.0,370,2020
Preston Williams,38855,WR,MIA,8,65.5,,62.4,336,2020
Lynn Bowden,61361,WR,MIA,10,68.8,68.8,71.0,336,2020
Isaiah Ford,11991,WR,MIA,10,61.1,,57.0,374,2020
Myles Gaskin,45914,HB,MIA,10,74.5,71.9,59.9,453,2020
Chandler Cox,45629,FB,MIA,8,42.1,61.9,38.6,105,2020
Julie'n Davenport,11885,T,MIA,9,72.3,87.6,57.4,53,2020
Salvon Ahmed,57472,HB,MIA,6,70.5,34.4,59.3,205,2020
Malcolm Perry,46513,WR,MIA,9,57.6,,66.5,156,2020
Patrick Laird,28219,HB,MIA,13,55.5,44.0,69.8,144,2020
Adam Pankey,12114,T,MIA,4,42.7,71.0,47.2,28,2020
Matt Breida,12271,HB,MIA,10,67.0,55.0,58.2,151,2020
Michael Deiter,38554,G,MIA,2,47.8,77.2,46.8,23,2020
DeAndre Washington,10777,HB,MIA,4,63.6,62.9,60.0,87,2020
Antonio Callaway,48101,WR,MIA,4,60.5,,62.6,56,2020
Christian Wilkins,50293,DI,MIA,5,57.2,,57.3,9,2020
Chris Myarick,47358,TE,MIA,2,29.6,33.3,38.5,8,2020
Blake Ferguson,35517,LS,MIA,4,60.0,60.8,60.0,4,2020
Kavon Frazier,10846,S,MIA,3,57.0,,59.8,3,2020
Sam Eguavoen,15301,ED,MIA,2,60.0,61.4,60.0,2,2020
Kamu Grugier-Hill,10842,LB,MIA,3,71.3,,59.8,3,2020
Andrew Van Ginkel,30267,ED,MIA,2,60.0,61.4,60.0,2,2020
Matt Haack,12212,P,MIA,4,65.8,,59.8,4,2020
Calvin Munson,12236,LB,MIA,2,60.0,60.8,60.0,2,2020
Jamal Perry,12259,CB,MIA,3,58.4,,59.8,3,2020
Kirk Merritt,35096,WR,MIA,1,60.0,,60.0,1,2020
Noah Igbinoghene,61155,CB,MIA,2,58.9,,60.0,2,2020
Clayton Fejedelem,10879,S,MIA,3,68.6,62.0,,3,2020
Jason Sanders,29578,K,MIA,1,60.0,,60.0,1,2020
Robert Hunt,46139,G,MIA,17,67.4,68.3,65.6,1153,2021
Liam Eichenberg,41851,T,MIA,17,50.8,46.9,57.9,1108,2021
Austin Jackson,60816,G,MIA,16,49.9,49.1,54.8,1096,2021
Jesse Davis,9989,T,MIA,17,52.5,51.1,51.4,1063,2021
Michael Deiter,38554,C,MIA,8,60.6,57.2,61.7,546,2021
Austin Reiter,9655,C,MIA,6,46.9,51.7,43.8,421,2021
Durham Smythe,47257,TE,MIA,17,59.5,65.0,50.7,717,2021
Tua Tagovailoa,60326,QB,MIA,13,68.3,,61.8,776,2021
Jaylen Waddle,84088,WR,MIA,16,78.3,,63.0,903,2021
Mike Gesicki,47153,TE,MIA,17,68.7,36.6,46.1,827,2021
Adam Shaheen,11800,TE,MIA,12,59.3,63.8,64.9,371,2021
Greg Mancz,10019,C,MIA,4,61.9,62.7,59.6,185,2021
DeVante Parker,9447,WR,MIA,10,72.8,,52.0,539,2021
Solomon Kindley,41471,G,MIA,3,57.5,38.2,66.0,124,2021
Albert Wilson,8943,WR,MIA,14,59.3,,68.9,362,2021
Mack Hollins,11873,WR,MIA,17,58.1,67.1,63.4,340,2021
Jacoby Brissett,10725,QB,MIA,11,76.3,,60.5,376,2021
Myles Gaskin,45914,HB,MIA,17,64.8,50.5,41.7,574,2021
Robert Jones,100786,T,MIA,3,63.6,55.4,64.3,79,2021
Hunter Long,60859,TE,MIA,7,46.0,35.0,52.8,90,2021
