Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside
Amani Hooker,#37,S,13.0,867,353.0,9.0,505.0,67.5,71.1,71.5,48.3,65.0,2.0,0.0,0.0,2.0,0.0,70.0,10.0,9.0,10.1,19.0,0.0,44.0,36.0,81.8,427.0,11.9,222.0,45.0,3.0,1.0,5.0,120.4,0 (0),3.0,281,279.0,297.0,7.0,0.0,0.0,0.0,3.0
Kevin Byard,#31,S,6.0,389,156.0,1.0,232.0,67.3,78.6,88.7,60.0,61.2,1.0,0.0,0.0,1.0,0.0,35.0,14.0,2.0,3.9,13.0,1.0,21.0,15.0,71.4,181.0,12.1,72.0,42.0,0.0,0.0,0.0,97.5,0 (0),2.0,129,171.0,87.0,0.0,0.0,0.0,0.0,2.0
Keondre Coburn,#91,DI,4.0,98,52.0,46.0,0.0,66.6,64.5,70.9,62.1,-,3.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),98.0,0,0.0,0.0,0.0,27.0,70.0,1.0,0.0
Terrell Edmunds,#38,S,9.0,179,52.0,17.0,110.0,66.2,53.1,71.2,82.8,62.9,2.0,2.0,0.0,0.0,0.0,10.0,2.0,1.0,7.7,5.0,0.0,10.0,7.0,70.0,78.0,11.1,15.0,19.0,0.0,1.0,0.0,53.3,0 (0),3.0,92,56.0,28.0,0.0,0.0,0.0,0.0,3.0
Azeez Al-Shaair,#02,LB,17.0,"1,101",434.0,59.0,608.0,64.7,73.7,60.3,46.8,61.3,12.0,1.0,4.0,7.0,0.0,108.0,49.0,22.0,12.3,56.0,0.0,57.0,44.0,77.2,390.0,8.9,220.0,26.0,1.0,0.0,2.0,100.8,4 (0),25.0,"1,011",6.0,47.0,12.0,0.0,0.0,0.0,25.0
Harold Landry III,#58,ED,17.0,840,316.0,435.0,89.0,64.6,64.2,67.3,62.6,57.8,47.0,11.0,10.0,26.0,0.0,40.0,18.0,5.0,7.9,39.0,0.0,16.0,14.0,87.5,137.0,9.8,109.0,32.0,1.0,0.0,0.0,123.2,2 (0),783.0,37,0.0,20.0,0.0,0.0,3.0,1.0,779.0
Matthew Jackson,#39,S,1.0,2,2.0,0.0,0.0,64.1,60.6,75.2,-,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Denico Autry,#96,ED,17.0,767,258.0,499.0,10.0,61.7,52.0,38.8,66.0,68.7,53.0,12.0,5.0,36.0,4.0,20.0,14.0,11.0,24.4,28.0,1.0,2.0,2.0,100.0,12.0,6.0,7.0,7.0,0.0,0.0,0.0,91.7,4 (2),766.0,1,0.0,0.0,0.0,1.0,48.0,223.0,494.0
Anthony Kendall,#40,S,2.0,3,1.0,0.0,2.0,61.3,60.0,-,-,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Mike Brown,#44,S,8.0,113,36.0,1.0,76.0,60.3,76.0,84.4,59.1,58.7,1.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,5.0,4.0,80.0,43.0,10.8,35.0,18.0,0.0,0.0,1.0,102.5,1 (0),3.0,29,55.0,24.0,2.0,0.0,0.0,0.0,3.0
Dane Cruikshank,#29,S,1.0,1,0.0,1.0,0.0,60.0,-,-,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Eric Garror,#33,CB,9.0,350,114.0,5.0,231.0,59.7,65.2,52.7,80.9,58.1,1.0,0.0,1.0,0.0,0.0,19.0,5.0,4.0,14.3,8.0,0.0,28.0,15.0,53.6,124.0,8.3,42.0,18.0,2.0,0.0,1.0,89.0,2 (1),0.0,21,0.0,134.0,195.0,0.0,0.0,0.0,0.0
Taylor Stallworth,#97,DI,1.0,6,3.0,3.0,0.0,59.7,61.7,-,55.7,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),6.0,0,0.0,0.0,0.0,0.0,4.0,2.0,0.0
Marlon Davidson,#92,DI,5.0,163,63.0,99.0,1.0,59.2,59.5,74.6,57.0,60.0,3.0,1.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),163.0,0,0.0,0.0,0.0,0.0,106.0,43.0,14.0
Caleb Murphy,#42,ED,2.0,4,2.0,2.0,0.0,57.8,60.0,-,57.9,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Sean Murphy-Bunting,#00,CB,14.0,840,327.0,3.0,510.0,57.6,69.3,60.5,76.7,54.4,3.0,0.0,0.0,3.0,0.0,50.0,7.0,8.0,12.3,13.0,1.0,69.0,45.0,65.2,628.0,14.0,201.0,59.0,2.0,2.0,5.0,91.9,10 (0),9.0,74,0.0,4.0,753.0,0.0,0.0,0.0,9.0
Teair Tart,#97,DI,11.0,350,170.0,175.0,5.0,57.1,50.7,55.6,65.4,63.5,7.0,1.0,3.0,3.0,0.0,16.0,3.0,1.0,5.0,15.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (1),349.0,1,0.0,0.0,0.0,139.0,206.0,4.0,0.0
Shyheim Carter,#28,S,2.0,24,4.0,0.0,20.0,56.7,60.0,26.6,-,56.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),1.0,4,15.0,4.0,0.0,0.0,0.0,0.0,1.0
Elijah Molden,#24,S,15.0,700,240.0,27.0,433.0,56.0,66.1,79.3,53.8,52.4,2.0,0.0,0.0,2.0,0.0,51.0,22.0,6.0,7.6,16.0,1.0,34.0,23.0,67.6,210.0,9.1,126.0,41.0,1.0,1.0,2.0,81.7,2 (0),5.0,222,274.0,198.0,1.0,0.0,0.0,0.0,5.0
Jayden Peevy,#92,DI,1.0,4,0.0,4.0,0.0,55.0,-,-,55.3,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),4.0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Kindle Vildor,#20,CB,1.0,9,0.0,0.0,9.0,54.5,-,72.5,-,54.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,95.8,0 (0),0.0,0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
Jaleel Johnson,#94,DI,12.0,270,144.0,125.0,1.0,54.0,49.0,66.4,66.0,60.0,4.0,1.0,0.0,3.0,0.0,14.0,9.0,1.0,4.2,8.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),270.0,0,0.0,0.0,0.0,45.0,219.0,6.0,0.0
Rashad Weaver,#99,ED,15.0,240,104.0,130.0,6.0,50.7,48.9,33.0,51.3,62.8,7.0,0.0,0.0,7.0,0.0,12.0,4.0,4.0,20.0,9.0,0.0,1.0,1.0,100.0,-5.0,-5.0,4.0,-5.0,0.0,0.0,0.0,79.2,0 (0),239.0,1,0.0,0.0,0.0,0.0,3.0,5.0,231.0
Ross Blacklock,#90,DI,3.0,63,24.0,39.0,0.0,50.2,42.9,69.6,60.9,60.0,4.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),63.0,0,0.0,0.0,0.0,0.0,57.0,6.0,0.0
TK McLendon Jr.,#69,DI,7.0,101,59.0,42.0,0.0,47.5,42.7,27.2,55.4,60.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,20.0,3.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),101.0,0,0.0,0.0,0.0,0.0,29.0,60.0,12.0
Kristian Fulton,#26,CB,11.0,644,254.0,2.0,388.0,46.4,44.1,35.9,56.3,46.9,0.0,0.0,0.0,0.0,0.0,39.0,4.0,11.0,20.4,16.0,0.0,51.0,37.0,72.5,577.0,15.6,130.0,43.0,3.0,0.0,2.0,129.3,6 (0),5.0,42,1.0,7.0,589.0,0.0,0.0,0.0,5.0
Naquan Jones,#90,DI,8.0,104,61.0,43.0,0.0,45.9,44.7,73.0,49.5,60.7,2.0,0.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),104.0,0,0.0,0.0,0.0,9.0,70.0,13.0,12.0
Tre Avery,#23,CB,11.0,360,148.0,1.0,211.0,44.2,30.1,66.8,68.5,46.2,0.0,0.0,0.0,0.0,0.0,27.0,3.0,3.0,9.1,8.0,0.0,42.0,32.0,76.2,340.0,10.6,70.0,32.0,6.0,0.0,0.0,138.9,5 (2),7.0,22,1.0,3.0,327.0,0.0,0.0,0.0,7.0
Luke Gifford,#57,LB,3.0,8,6.0,0.0,2.0,41.8,61.3,-,-,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,100.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,100.0,0 (0),5.0,2,0.0,1.0,0.0,0.0,0.0,0.0,5.0
Kyle Peko,#95,DI,13.0,342,188.0,153.0,1.0,38.6,34.4,24.8,57.1,61.2,7.0,0.0,2.0,5.0,0.0,15.0,8.0,10.0,30.3,9.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),341.0,0,0.0,1.0,0.0,53.0,237.0,42.0,9.0
Chance Campbell,#45,LB,1.0,5,5.0,0.0,0.0,33.2,43.9,75.9,-,-,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
