Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside,Team
Earnest Brown IV,#90,DI,7.0,56,25.0,31.0,0.0,54.8,62.1,71.2,59.6,55.3,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),56.0,0.0,0.0,0.0,0.0,0.0,13.0,28.0,15.0,los-angeles-rams
Bobby Brown III,#95,DI,14.0,335,173.0,162.0,0.0,72.1,68.8,65.5,65.2,60.0,6.0,1.0,0.0,5.0,0.0,22.0,13.0,1.0,2.8,15.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),335.0,0.0,0.0,0.0,0.0,235.0,95.0,5.0,0.0,los-angeles-rams
Ernest Jones,#53,LB,16.0,988,360.0,141.0,487.0,78.8,86.2,77.6,83.1,57.5,37.0,6.0,2.0,29.0,1.0,99.0,45.0,13.0,8.3,51.0,0.0,52.0,39.0,75.0,341.0,8.7,288.0,23.0,0.0,0.0,4.0,91.9,1 (0),54.0,890.0,0.0,44.0,0.0,0.0,0.0,0.0,54.0,los-angeles-rams
Keir Thomas,#96,ED,9.0,96,32.0,45.0,19.0,57.4,68.9,76.9,53.7,59.1,3.0,0.0,2.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,44.0,22.0,16.0,24.0,1.0,0.0,0.0,158.3,1 (0),91.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,91.0,los-angeles-rams
Zach VanValkenburg,#51,ED,9.0,96,42.0,39.0,15.0,31.6,29.7,56.5,61.8,29.4,5.0,1.0,1.0,3.0,0.0,2.0,3.0,1.0,16.7,2.0,0.0,2.0,1.0,50.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,70.8,0 (0),91.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,91.0,los-angeles-rams
Cobie Durant,#14,CB,17.0,683,224.0,11.0,448.0,57.0,63.2,52.5,63.0,54.7,3.0,0.0,2.0,1.0,0.0,29.0,11.0,8.0,16.7,3.0,0.0,46.0,30.0,65.2,413.0,13.8,129.0,35.0,1.0,0.0,6.0,101.1,3 (1),11.0,55.0,2.0,349.0,265.0,0.0,0.0,0.0,11.0,los-angeles-rams
Quentin Lake,#37,CB,15.0,506,151.0,18.0,337.0,70.0,77.1,79.6,63.7,66.6,2.0,0.0,0.0,2.0,0.0,47.0,10.0,4.0,6.6,18.0,0.0,54.0,38.0,70.4,312.0,8.2,140.0,33.0,2.0,0.0,5.0,97.1,3 (0),10.0,91.0,20.0,378.0,7.0,0.0,0.0,0.0,10.0,los-angeles-rams
Derion Kendrick,#01,CB,18.0,871,299.0,1.0,571.0,59.7,65.4,48.3,74.4,60.4,0.0,0.0,0.0,0.0,1.0,49.0,4.0,12.0,18.5,13.0,0.0,69.0,43.0,62.3,623.0,14.5,179.0,48.0,4.0,1.0,7.0,104.9,11 (1),2.0,54.0,0.0,8.0,806.0,0.0,0.0,0.0,2.0,los-angeles-rams
Russ Yeast,#02,S,18.0,836,302.0,15.0,519.0,57.0,60.5,30.1,60.4,55.6,3.0,0.0,0.0,3.0,0.0,47.0,21.0,20.0,22.7,10.0,0.0,36.0,26.0,72.2,382.0,14.7,151.0,54.0,1.0,0.0,4.0,115.7,3 (1),15.0,221.0,405.0,194.0,1.0,0.0,0.0,0.0,15.0,los-angeles-rams
Cory Durden,#98,DI,4.0,44,21.0,23.0,0.0,36.3,29.3,40.2,57.4,69.5,1.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,16.7,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),44.0,0.0,0.0,0.0,0.0,33.0,11.0,0.0,0.0,los-angeles-rams
Jason Taylor II,#25,S,4.0,44,9.0,0.0,35.0,36.1,53.3,56.1,-,41.5,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,16.7,1.0,0.0,3.0,2.0,66.7,44.0,22.0,12.0,26.0,0.0,0.0,0.0,109.7,0 (0),0.0,3.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,los-angeles-rams
Desjuan Johnson,#94,DI,12.0,105,42.0,63.0,0.0,59.5,62.7,73.1,55.2,-,5.0,2.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),105.0,0.0,0.0,0.0,0.0,1.0,53.0,41.0,10.0,los-angeles-rams
Nick Hampton,#31,ED,8.0,70,28.0,32.0,10.0,58.1,52.4,75.7,74.0,53.1,3.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,100.0,11.0,11.0,16.0,11.0,0.0,0.0,0.0,112.5,1 (0),66.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,66.0,los-angeles-rams
Tre Tomlinson,#06,CB,5.0,45,6.0,0.0,39.0,44.7,61.4,81.3,-,42.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,83.3,78.0,15.6,5.0,36.0,1.0,0.0,0.0,158.3,2 (0),0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,los-angeles-rams
Ochaun Mathis,#32,ED,6.0,75,19.0,53.0,3.0,52.6,58.2,72.8,50.7,64.0,5.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),74.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,72.0,los-angeles-rams
Byron Young,#00,ED,18.0,"1,021",371.0,518.0,132.0,64.1,61.6,42.6,60.2,68.3,51.0,8.0,13.0,30.0,0.0,44.0,11.0,13.0,19.1,33.0,2.0,11.0,9.0,81.8,50.0,5.6,47.0,12.0,1.0,0.0,0.0,115.9,2 (1),982.0,3.0,0.0,35.0,1.0,0.0,0.0,5.0,977.0,los-angeles-rams
Kobie Turner,#91,DI,18.0,729,231.0,498.0,0.0,83.2,68.8,44.3,81.2,62.7,50.0,12.0,7.0,31.0,2.0,32.0,13.0,6.0,11.8,36.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),727.0,2.0,0.0,0.0,0.0,219.0,447.0,59.0,2.0,los-angeles-rams
