Player,JerseyNumber,Position,GamesPlayed,OffenseTotalSnaps,BlockingTotalSnaps,BlockingTotalSnapsPercentage,RunBlockingSnaps,PassBlockingSnaps,OffenseOverallGrade,RunBlockingGrade,PassBlockingGrade,PressuresAllowedTotalSnaps,PressuresAllowedTotalSnapsPercentage,PressuresAllowedSacks,PressuresAllowedHits,PressuresAllowedHurries,PressuresAllowedTotal,PressuresAllowedEfficiency,Penalties,SnapsAtLeftTackle,SnapsAtLeftGuard,SnapsAtCenter,SnapsAtRightGuard,SnapsAtRightTackle,SnapsAtInlineTightEnd
Storm Norton,#77,T,6.0,283,282,99.6,129.0,153.0,68.3,66.4,69.3,143.0,99.3,1.0,0.0,5.0,6.0,97.6,1 (0),2,0,0.0,0,276.0,5.0
KhaDarel Hodge,#12,WR,17.0,370,179,48.4,178.0,1.0,62.4,50.5,68.1,1.0,0.6,0.0,0.0,0.0,0.0,100.0,0 (0),0,0,0.0,0,0.0,0.0
Mack Hollins,#18,WR,13.0,343,176,51.3,175.0,1.0,64.6,61.0,66.1,1.0,0.6,0.0,0.0,0.0,0.0,100.0,1 (0),0,0,0.0,0,0.0,17.0
MyCole Pruitt,#85,TE,17.0,401,333,83.0,247.0,86.0,59.4,46.8,64.2,85.0,57.8,1.0,0.0,1.0,2.0,98.2,3 (0),15,0,0.0,0,4.0,334.0
Desmond Ridder,#09,QB,15.0,848,349,41.2,348.0,1.0,51.9,60.3,61.3,1.0,0.2,0.0,0.0,0.0,0.0,100.0,5 (0),0,0,0.0,0,0.0,0.0
Ryan Neuzil,#64,C,6.0,203,203,100.0,87.0,116.0,55.3,56.2,59.1,111.0,100.0,0.0,0.0,3.0,3.0,98.6,1 (0),0,0,196.0,0,0.0,4.0
Keith Smith,#40,FB,13.0,184,157,85.3,124.0,33.0,47.2,44.6,57.8,31.0,57.4,2.0,0.0,1.0,3.0,91.9,0 (0),0,0,0.0,0,0.0,9.0
Matthew Bergeron,#65,G,17.0,"1,127","1,127",100.0,495.0,632.0,59.1,59.6,57.1,599.0,100.0,6.0,8.0,19.0,33.0,96.7,4 (0),0,"1,127",0.0,0,0.0,0.0
Bijan Robinson,#07,HB,17.0,770,112,14.5,55.0,57.0,69.1,35.5,56.8,56.0,11.8,0.0,0.0,3.0,3.0,97.3,2 (0),0,0,0.0,0,0.0,2.0
Tucker Fisk,#43,TE,6.0,72,63,87.5,50.0,13.0,52.0,50.9,54.7,12.0,57.1,0.0,0.0,1.0,1.0,95.8,0 (0),0,0,0.0,0,0.0,10.0
Drew Dalman,#67,C,14.0,932,932,100.0,413.0,519.0,82.3,90.0,53.0,491.0,100.0,2.0,6.0,21.0,29.0,96.8,5 (2),0,0,932.0,0,0.0,0.0
Godwin Igwebuike,#42,HB,2.0,2,2,100.0,2.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0.0,0.0
Logan Woodside,#11,QB,1.0,10,4,40.0,4.0,0.0,24.8,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0.0,0.0
Chris Blair,#83,WR,1.0,8,5,62.5,5.0,0.0,56.8,59.4,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0.0,0.0
Damiere Byrd,#14,WR,1.0,19,7,36.8,7.0,0.0,51.7,60.8,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0.0,0.0
John Leglue,#66,C,1.0,8,8,100.0,8.0,0.0,61.9,61.6,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),8,0,0.0,0,0.0,0.0
John FitzPatrick,#87,TE,5.0,18,11,61.1,11.0,0.0,63.7,49.3,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0.0,9.0
Taylor Heinicke,#04,QB,5.0,271,108,39.9,108.0,0.0,52.5,60.9,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0.0,0.0
Van Jefferson,#15,WR,12.0,356,132,37.1,132.0,0.0,51.3,59.9,-,0.0,0.0,0.0,0.0,0.0,0.0,,3 (0),0,0,0.0,0,0.0,0.0
Scott Miller,#16,WR,17.0,267,133,49.8,133.0,0.0,64.4,63.7,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0.0,0.0
Drake London,#05,WR,16.0,860,349,40.6,349.0,0.0,78.9,56.7,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0,0,0.0,0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
