Player,JerseyNumber,Position,GamesPlayed,PassRushSnaps,CoverageSnaps,CoverageSnapsPercentage,CoverageGrade,CoveragePenalties,CoverageTargets,CoverageReceptionsAllowed,CoverageReceptionPercentage,CoverageYardsAllowed,CoverageYardsPerReceptionAllowed,CoverageYardsAfterCatchAllowed,CoverageAverageDepthOfTarget,CoverageLongestReceptionAllowed,CoverageForcedIncompletions,CoverageForcedIncompletionPercentage,CoveragePassBreakups,CoverageInterceptions,CoverageDrops,CoverageTouchdownsAllowed,CoveragePasserRatingAllowed,CoverageSnapsPerTarget,CoverageSnapsPerReceptionAllowed,CoverageTackles,CoverageAssists,CoverageMissedTackles,CoverageMissedTacklePercentage,CoverageStops
Chauncey Golston,#99,DI,18.0,192.0,2.0,1.0,60.6,0 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,2.0,50.0,1.0
Sam Williams,#54,ED,18.0,201.0,8.0,4.0,58.3,3 (0),1.0,1.0,100.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7,8.0,8.0,2.0,1.0,0.0,0.0,6.0
Nahshon Wright,#25,CB,7.0,33.0,33.0,100.0,58.2,0 (0),6.0,5.0,83.3,22.0,4.4,20.0,3.2,7.0,0.0,0.0,0.0,0.0,0.0,1.0,121.5,5.3,6.4,2.0,0.0,2.0,50.0,1.0
Rashaan Evans,#32,LB,6.0,33.0,25.0,75.8,54.7,1 (0),2.0,1.0,50.0,2.0,2.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,56.3,11.5,23.0,1.0,0.0,0.0,0.0,0.0
Jayron Kearse,#01,S,17.0,501.0,469.0,93.6,43.6,8 (2),42.0,34.0,81.0,371.0,10.9,155.0,7.6,25.0,3.0,7.0,3.0,1.0,1.0,1.0,101.5,10.3,12.8,28.0,3.0,4.0,11.4,9.0
Jourdan Lewis,#02,CB,17.0,498.0,491.0,98.6,39.5,3 (1),74.0,50.0,67.6,609.0,12.2,288.0,7.6,42.0,4.0,5.0,4.0,1.0,0.0,4.0,105.1,6.1,9.1,28.0,5.0,4.0,10.8,9.0
Tyrus Wheat,#91,ED,5.0,21.0,10.0,47.6,30.0,0 (0),2.0,2.0,100.0,37.0,18.5,28.0,4.5,26.0,0.0,0.0,0.0,0.0,0.0,0.0,118.8,5.0,5.0,0.0,0.0,3.0,100.0,0.0
Noah Igbinoghene,#19,CB,2.0,17.0,17.0,100.0,29.7,0 (0),3.0,2.0,66.7,27.0,13.5,8.0,15.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,95.1,4.0,6.0,0.0,0.0,0.0,,0.0
Jalen Tolbert,#18,WR,2.0,2.0,2.0,100.0,20.4,0 (0),2.0,2.0,100.0,59.0,29.5,26.0,16.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,118.8,1.0,1.0,1.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
