Player,JerseyNumber,Position,GamesPlayed,PassBlockingTotalSnaps,PassBlockingTotalSnaps.1,PassBlockingTotalSnapsPercentage,PassBlockingGrade,PassBlockingPenalties,PassBlockingPressuresAllowedTotalSnaps,PassBlockingPressuresAllowedTotalSnapsPercentage,PassBlockingPressuresAllowedSacks,PassBlockingPressuresAllowedHits,PassBlockingPressuresAllowedHurries,PassBlockingPressuresAllowedTotal,PassBlockingPressuresAllowedEfficiency,TruePassSetSnaps,TruePassSetSnaps.1,TruePassSetSnapsPercentage,TruePassSetGrade,TruePassSetPressuresAllowedTotalSnaps,TruePassSetPressuresAllowedTotalSnapsPercentage,TruePassSetPressuresAllowedSacks,TruePassSetPressuresAllowedHits,TruePassSetPressuresAllowedHurries,TruePassSetPressuresAllowedTotal,TruePassSetPressuresAllowedEfficiency
Raheem Blackshear,#03,HB,9.0,33.0,2.0,6.1,44.4,0 (0),1.0,3.1,0.0,0.0,0.0,0.0,100.0,15.0,2.0,13.3,44.4,1.0,7.1,0.0,0.0,0.0,0.0,100.0
Cade Mays,#68,G,10.0,267.0,267.0,100.0,43.0,0 (0),249.0,100.0,3.0,2.0,16.0,21.0,95.2,148.0,148.0,100.0,46.6,135.0,100.0,1.0,0.0,11.0,12.0,95.2
Justin McCray,#67,G,2.0,41.0,41.0,100.0,39.5,1 (0),38.0,100.0,0.0,0.0,3.0,3.0,96.1,18.0,18.0,100.0,10.9,17.0,100.0,0.0,0.0,3.0,3.0,91.2
Nash Jensen,#66,G,7.0,171.0,171.0,100.0,33.7,0 (0),162.0,100.0,1.0,2.0,15.0,18.0,94.1,100.0,100.0,100.0,33.3,97.0,100.0,0.0,1.0,12.0,13.0,93.3
Ian Thomas,#80,TE,11.0,98.0,16.0,16.3,32.7,1 (0),15.0,16.3,2.0,0.0,2.0,4.0,80.0,33.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,
Brett Toth,#64,G,1.0,44.0,44.0,100.0,32.3,1 (0),38.0,100.0,1.0,0.0,3.0,4.0,93.4,23.0,23.0,100.0,16.3,19.0,100.0,1.0,0.0,2.0,3.0,89.5
Miles Sanders,#06,HB,16.0,265.0,38.0,14.3,23.3,0 (0),38.0,15.3,3.0,0.0,5.0,8.0,85.5,144.0,18.0,12.5,18.5,18.0,13.3,2.0,0.0,3.0,5.0,80.6
J.D. DiRenzo,#65,G,1.0,1.0,1.0,100.0,8.1,0 (0),1.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,-,0.0,,0.0,0.0,0.0,0.0,
Chandler Zavala,#62,G,7.0,249.0,249.0,100.0,7.1,0 (0),233.0,100.0,6.0,7.0,20.0,33.0,91.6,143.0,143.0,100.0,1.4,132.0,100.0,5.0,6.0,17.0,28.0,87.5
,,,,,,,,,,,,,,,,,,,,,,,,,,
