SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_Rank,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_Player,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_JerseyNumber,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_Position,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_GamesPlayed,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsTotalSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsKickReturnSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsKickCoverageSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsPuntReturnSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsPuntCoverageSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsFieldGoalBlockSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsFieldGoalKickSnaps,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsOverallGrade,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsKickoffGrade,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsPuntGrade,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsFieldGoalGrade,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsPenalties,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsTackles,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsAssists,SPECIAL-TEAMS_2023_SPECIAL-TEAMS_2023_SpecialTeamsMissedTackles
12.0,Terrace Marshall Jr.,#88,WR,3.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,65.1,-,-,-,0 (0),0.0,0.0,0.0
13.0,Giovanni Ricci,#45,TE,5.0,88.0,30.0,19.0,16.0,23.0,0.0,0.0,64.9,-,-,-,0 (0),2.0,0.0,2.0
14.0,Chandler Wooten,#57,LB,8.0,176.0,46.0,34.0,29.0,35.0,32.0,0.0,64.8,-,-,-,2 (0),3.0,0.0,0.0
15.0,DeShawn Williams,#96,DI,8.0,12.0,3.0,0.0,9.0,0.0,0.0,0.0,64.6,-,-,-,0 (0),0.0,0.0,0.0
16.0,Taylor Moton,#72,T,16.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,63.2,-,-,-,0 (0),0.0,0.0,0.0
17.0,Chandler Zavala,#62,G,8.0,27.0,0.0,0.0,0.0,0.0,0.0,27.0,63.1,-,-,-,0 (0),0.0,0.0,0.0
17.0,D'Shawn Jamison,#29,CB,15.0,155.0,3.0,45.0,66.0,38.0,3.0,0.0,63.1,59.2,-,-,1 (1),4.0,2.0,1.0
19.0,Tommy Tremble,#82,TE,16.0,223.0,81.0,17.0,12.0,66.0,0.0,47.0,63.0,-,-,-,0 (0),3.0,0.0,2.0
19.0,Frankie Luvu,#49,LB,13.0,50.0,0.0,0.0,9.0,1.0,40.0,0.0,63.0,-,-,-,0 (0),0.0,0.0,0.0
21.0,Nash Jensen,#66,G,10.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,62.9,-,-,-,0 (0),0.0,0.0,0.0
22.0,Ikem Ekwonu,#79,T,16.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,62.8,-,-,-,0 (0),0.0,0.0,0.0
23.0,Sam Franklin Jr.,#42,S,17.0,312.0,59.0,47.0,69.0,64.0,73.0,0.0,62.4,-,-,-,4 (1),7.0,0.0,2.0
24.0,Calvin Throckmorton,#72,G,9.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0,62.3,-,-,-,0 (0),0.0,0.0,0.0
24.0,Deion Jones,#40,LB,4.0,6.0,0.0,4.0,2.0,0.0,0.0,0.0,62.3,-,-,-,0 (0),0.0,0.0,0.0
26.0,Eku Leota,#46,ED,8.0,90.0,30.0,15.0,40.0,1.0,4.0,0.0,62.1,-,-,-,1 (0),0.0,1.0,0.0
27.0,Kamu Grugier-Hill,#54,LB,17.0,295.0,58.0,38.0,47.0,83.0,69.0,0.0,62.0,60.0,-,-,1 (0),4.0,1.0,1.0
28.0,Cade Mays,#68,G,15.0,49.0,0.0,0.0,0.0,0.0,0.0,49.0,61.8,-,-,-,0 (0),0.0,0.0,0.0
28.0,Ian Thomas,#80,TE,12.0,104.0,62.0,0.0,3.0,25.0,0.0,14.0,61.8,-,-,-,0 (0),0.0,0.0,1.0
30.0,David Sharpe,#74,T,8.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,61.4,-,-,-,0 (0),0.0,0.0,0.0
31.0,Ricky Lee,#61,T,6.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,61.3,-,-,-,0 (0),0.0,0.0,0.0
31.0,Gabe Jackson,#69,G,4.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,61.3,-,-,-,0 (0),0.0,0.0,0.0
33.0,CJ Henderson,#23,CB,11.0,55.0,0.0,3.0,16.0,0.0,36.0,0.0,61.2,-,-,-,0 (0),0.0,0.0,0.0
34.0,Jonathan Mingo,#15,WR,4.0,12.0,11.0,0.0,1.0,0.0,0.0,0.0,60.8,-,-,-,0 (0),0.0,0.0,0.0
34.0,Eddy Pineiro,#04,K,15.0,105.0,0.0,56.0,0.0,0.0,0.0,49.0,60.8,71.1,-,58.8,0 (0),0.0,0.0,0.0
36.0,Shaq Thompson,#07,LB,1.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,60.7,-,-,-,0 (0),0.0,0.0,0.0
36.0,Justin McCray,#67,G,2.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,60.7,-,-,-,0 (0),0.0,0.0,0.0
38.0,J.D. DiRenzo,#65,G,3.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,60.6,-,-,-,0 (0),0.0,0.0,0.0
39.0,Brett Toth,#64,G,3.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,60.4,-,-,-,0 (0),0.0,0.0,0.0
39.0,Xavier Woods,#25,S,4.0,14.0,0.0,0.0,2.0,0.0,12.0,0.0,60.4,-,-,-,0 (0),0.0,0.0,0.0
41.0,Luiji Vilain,#43,ED,1.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,60.3,-,-,-,0 (0),0.0,0.0,0.0
41.0,LaBryan Ray,#93,DI,4.0,17.0,0.0,0.0,4.0,0.0,13.0,0.0,60.3,-,-,-,0 (0),0.0,0.0,0.0
43.0,Marquis Haynes Sr.,#98,ED,2.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,60.2,-,-,-,0 (0),0.0,0.0,0.0
43.0,Austin Corbett,#63,G,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,60.2,-,-,-,0 (0),0.0,0.0,0.0
45.0,A.J. Parker,#37,CB,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
45.0,Brady Christensen,#70,G,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
45.0,Donte Jackson,#26,CB,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
45.0,Miles Sanders,#06,HB,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
45.0,Matthew Wright,#16,K,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,60.0,60.0,-,56.0,0 (0),0.0,0.0,0.0
45.0,Justin Houston,#50,ED,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
51.0,Sam Webb,#27,CB,1.0,12.0,7.0,4.0,1.0,0.0,0.0,0.0,59.9,-,-,-,0 (0),0.0,0.0,0.0
52.0,Shy Tuttle,#99,DI,17.0,83.0,0.0,0.0,10.0,0.0,73.0,0.0,59.6,-,-,-,0 (0),0.0,0.0,0.0
53.0,Chris Wormley,#94,DI,3.0,10.0,0.0,0.0,1.0,0.0,9.0,0.0,59.1,-,-,-,0 (0),0.0,0.0,0.0
54.0,Yetur Gross-Matos,#97,ED,12.0,77.0,25.0,0.0,0.0,0.0,52.0,0.0,59.0,-,-,-,0 (0),0.0,0.0,0.0
55.0,Laviska Shenault Jr.,#05,WR,8.0,101.0,34.0,28.0,22.0,17.0,0.0,0.0,58.6,51.1,-,-,0 (0),1.0,0.0,1.0
56.0,Ihmir Smith-Marsette,#11,WR,17.0,149.0,10.0,50.0,82.0,7.0,0.0,0.0,58.5,-,82.2,-,0 (0),1.0,1.0,1.0
57.0,Nick Thurman,#91,DI,13.0,52.0,0.0,0.0,0.0,0.0,52.0,0.0,57.1,-,-,-,0 (0),0.0,0.0,0.0
58.0,DJ Johnson,#52,ED,13.0,107.0,45.0,27.0,19.0,0.0,16.0,0.0,57.0,-,-,-,1 (0),2.0,0.0,0.0
59.0,David Long Jr.,#30,CB,3.0,23.0,0.0,4.0,10.0,0.0,9.0,0.0,56.8,-,-,-,0 (0),0.0,0.0,0.0
60.0,Troy Hill,#13,CB,14.0,69.0,0.0,11.0,6.0,0.0,52.0,0.0,55.2,-,-,-,1 (1),1.0,0.0,0.0
61.0,Shaquill Griffin,#20,CB,3.0,31.0,0.0,9.0,10.0,0.0,12.0,0.0,54.8,-,-,-,0 (0),0.0,0.0,0.0
62.0,Derrick Brown,#95,DI,17.0,82.0,0.0,0.0,10.0,0.0,72.0,0.0,52.1,-,-,-,1 (0),0.0,0.0,0.0
63.0,Chuba Hubbard,#30,HB,8.0,51.0,13.0,4.0,3.0,31.0,0.0,0.0,51.5,-,-,-,0 (0),0.0,0.0,1.0
64.0,Jaycee Horn,#08,CB,2.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,50.4,-,-,-,0 (0),0.0,0.0,0.0
65.0,Dicaprio Bootle,#32,CB,8.0,122.0,32.0,20.0,26.0,23.0,21.0,0.0,49.8,-,-,-,1 (0),2.0,0.0,3.0
66.0,Matthias Farley,#41,S,5.0,62.0,16.0,15.0,8.0,23.0,0.0,0.0,47.8,-,-,-,1 (0),2.0,0.0,0.0
67.0,Hayden Hurst,#81,TE,6.0,24.0,11.0,4.0,0.0,8.0,0.0,1.0,47.6,-,-,-,0 (0),0.0,0.0,0.0
68.0,Johnny Hekker,#10,P,17.0,136.0,0.0,2.0,0.0,84.0,0.0,50.0,46.7,60.0,60.2,-,3 (1),0.0,0.0,0.0
69.0,Brian Burns,#00,ED,16.0,55.0,0.0,0.0,5.0,0.0,50.0,0.0,41.7,-,-,-,1 (0),0.0,0.0,0.0
70.0,Lamar Jackson,#31,CB,1.0,11.0,3.0,3.0,5.0,0.0,0.0,0.0,29.9,-,-,-,0 (0),0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,
