DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Rank,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Player,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_JerseyNumber,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Position,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_GamesPlayed,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPenalties,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushBattedPasses,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetBattedPasses
20.0,Amare Barno,#90,ED,9.0,100.0,88.0,88.0,58.0,1 (0),8.0,0.0,0.0,8.0,5.0,8.8,0.0,54.0,45.0,83.3,62.2,6.0,0.0,0.0,6.0,7.7,15.4,0.0
21.0,Shy Tuttle,#99,DI,17.0,218.0,218.0,100.0,57.8,3 (2),2.0,1.0,0.0,1.0,0.7,1.5,5.0,40.0,40.0,100.0,66.2,1.0,1.0,0.0,0.0,2.7,2.7,2.0
22.0,Marquis Haynes Sr.,#98,ED,7.0,91.0,72.0,79.1,56.5,0 (0),10.0,1.0,1.0,8.0,7.9,10.0,0.0,43.0,37.0,86.0,63.3,9.0,1.0,1.0,7.0,14.3,14.3,0.0
23.0,Dicaprio Bootle,#32,CB,3.0,108.0,1.0,0.9,56.2,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
24.0,Chandler Wooten,#57,LB,2.0,20.0,3.0,15.0,55.9,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,58.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,Nick Thurman,#91,DI,17.0,130.0,130.0,100.0,55.0,1 (0),3.0,0.0,1.0,2.0,1.2,3.3,0.0,36.0,36.0,100.0,59.1,0.0,0.0,0.0,0.0,0.0,3.1,0.0
26.0,DJ Johnson,#52,ED,13.0,97.0,83.0,85.6,53.3,0 (0),3.0,0.0,0.0,3.0,1.9,3.9,1.0,24.0,21.0,87.5,55.8,2.0,0.0,0.0,2.0,5.0,10.0,0.0
27.0,Xavier Woods,#25,S,14.0,432.0,5.0,1.2,50.3,4 (1),1.0,0.0,0.0,1.0,16.7,0.0,0.0,176.0,3.0,1.7,51.6,1.0,0.0,0.0,1.0,25.0,0.0,0.0
28.0,LaBryan Ray,#93,DI,16.0,139.0,139.0,100.0,44.9,0 (0),3.0,0.0,0.0,3.0,1.1,0.8,0.0,35.0,35.0,100.0,50.3,2.0,0.0,0.0,2.0,3.2,3.2,0.0
29.0,Troy Hill,#13,CB,16.0,333.0,16.0,4.8,41.0,4 (2),3.0,0.0,0.0,3.0,9.4,0.0,0.0,165.0,6.0,3.6,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
