Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside
Malik Reed,#47,ED,1.0,31.0,19.0,12.0,0.0,58.6,59.7,75.5,64.3,48.5,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),28.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28.0
Raekwon Davis,#98,DI,18.0,531.0,251.0,280.0,0.0,57.5,51.5,59.6,60.3,69.9,24.0,1.0,4.0,19.0,0.0,21.0,8.0,1.0,3.3,17.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),529.0,0.0,0.0,0.0,0.0,173.0,321.0,32.0,3.0
Chase Winovich,#50,ED,2.0,5.0,3.0,2.0,0.0,57.2,60.0,-,56.2,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Jason Pierre-Paul,#90,ED,2.0,5.0,3.0,2.0,0.0,56.6,60.0,-,56.2,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Elijah Campbell,#22,S,11.0,141.0,44.0,0.0,97.0,56.2,52.1,53.3,-,57.9,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,18.2,1.0,0.0,10.0,7.0,70.0,97.0,13.9,36.0,46.0,0.0,0.0,1.0,100.8,0 (0),0.0,31.0,86.0,23.0,0.0,0.0,0.0,0.0,0.0
Brandon Pili,#96,DI,4.0,29.0,16.0,13.0,0.0,55.6,59.4,69.0,52.3,-,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),29.0,0.0,0.0,0.0,0.0,2.0,21.0,6.0,0.0
Emmanuel Ogbah,#91,ED,15.0,286.0,108.0,172.0,6.0,55.4,41.4,29.1,63.6,74.7,20.0,6.0,2.0,12.0,2.0,6.0,11.0,6.0,26.1,11.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,1 (0),280.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,279.0
Xavien Howard,#25,CB,13.0,743.0,266.0,2.0,475.0,55.1,63.9,52.9,78.9,51.9,1.0,0.0,1.0,0.0,0.0,38.0,4.0,7.0,14.3,8.0,0.0,71.0,44.0,62.0,502.0,11.4,195.0,45.0,2.0,1.0,8.0,86.7,7 (2),2.0,70.0,1.0,3.0,667.0,0.0,0.0,0.0,2.0
Kelvin Joseph,#09,CB,2.0,21.0,9.0,0.0,12.0,54.2,61.5,75.1,-,52.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,39.0,19.5,5.0,34.0,0.0,0.0,0.0,118.8,0 (0),0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
Melvin Ingram III,#09,ED,4.0,150.0,67.0,75.0,8.0,53.2,61.1,51.9,52.7,41.9,6.0,1.0,0.0,5.0,0.0,7.0,0.0,1.0,12.5,3.0,0.0,1.0,1.0,100.0,26.0,26.0,5.0,26.0,0.0,0.0,0.0,118.8,0 (0),140.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,140.0
Eli Apple,#33,CB,11.0,624.0,240.0,0.0,384.0,51.7,88.7,40.1,84.7,43.4,1.0,1.0,0.0,0.0,0.0,42.0,8.0,10.0,16.7,14.0,0.0,76.0,50.0,65.8,658.0,13.2,277.0,75.0,4.0,1.0,6.0,105.0,5 (1),3.0,34.0,0.0,11.0,576.0,0.0,0.0,0.0,3.0
Nik Needham,#40,CB,11.0,73.0,11.0,2.0,60.0,50.8,61.7,56.8,56.3,49.7,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,0.0,8.0,6.0,75.0,44.0,7.3,13.0,14.0,0.0,0.0,0.0,87.5,1 (0),2.0,10.0,1.0,57.0,2.0,0.0,0.0,0.0,2.0
Bruce Irvin,#46,ED,1.0,12.0,1.0,11.0,0.0,38.8,60.0,-,48.9,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
