Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles
Owen Wright,#36,HB,1.0,8.0,0.0,6.0,2.0,0.0,0.0,0.0,64.2,-,-,-,0 (0),0.0,0.0,0.0
Daniel Faalele,#77,T,18.0,90.0,0.0,0.0,0.0,0.0,0.0,90.0,63.8,-,-,-,0 (0),0.0,0.0,0.0
John Simpson,#76,G,19.0,95.0,0.0,0.0,0.0,0.0,0.0,95.0,63.5,-,-,-,0 (0),0.0,0.0,0.0
Sam Mustipher,#61,C,4.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,62.2,-,-,-,0 (0),0.0,0.0,0.0
DeAndre Houston-Carson,#30,S,2.0,32.0,4.0,13.0,8.0,7.0,0.0,0.0,62.2,-,-,-,0 (0),1.0,0.0,0.0
Patrick Ricard,#42,FB,19.0,93.0,73.0,0.0,0.0,0.0,20.0,0.0,62.0,-,-,-,0 (0),0.0,0.0,0.0
Patrick Mekari,#65,T,13.0,59.0,0.0,0.0,0.0,0.0,0.0,59.0,62.0,-,-,-,0 (0),0.0,0.0,0.0
Travis Jones,#98,DI,19.0,181.0,0.0,0.0,24.0,0.0,60.0,97.0,61.7,-,-,-,0 (0),0.0,0.0,0.0
Rock Ya-Sin,#23,CB,15.0,163.0,0.0,89.0,52.0,1.0,21.0,0.0,61.7,-,-,-,0 (0),1.0,0.0,0.0
Justin Tucker,#09,K,19.0,207.0,0.0,110.0,0.0,0.0,0.0,97.0,61.1,81.0,-,82.5,0 (0),0.0,0.0,0.0
Marlon Humphrey,#44,CB,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,60.8,-,-,-,0 (0),0.0,0.0,0.0
Brent Urban,#97,DI,18.0,87.0,0.0,0.0,17.0,0.0,55.0,15.0,60.5,-,-,-,0 (0),0.0,0.0,0.0
Mark Andrews,#89,TE,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,60.4,-,-,-,0 (0),0.0,0.0,0.0
Tyler Linderbaum,#64,C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Roquan Smith,#00,LB,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Michael Pierce,#58,DI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Kyle Van Noy,#50,ED,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Jadeveon Clowney,#24,ED,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Tylan Wallace,#16,WR,11.0,168.0,37.0,65.0,44.0,22.0,0.0,0.0,59.9,62.9,86.2,-,1 (0),2.0,0.0,2.0
Patrick Queen,#06,LB,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,59.9,-,-,-,0 (0),0.0,0.0,0.0
Nelson Agholor,#15,WR,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,59.4,59.5,-,-,0 (0),0.0,0.0,0.0
Rashod Bateman,#07,WR,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,59.0,-,-,-,0 (0),0.0,0.0,0.0
Zay Flowers,#04,WR,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,57.5,59.9,-,-,0 (0),0.0,0.0,0.0
Jordan Stout,#11,P,19.0,178.0,0.0,4.0,0.0,77.0,0.0,97.0,57.4,60.0,69.9,-,2 (1),1.0,0.0,4.0
Jalyn Armour-Davis,#05,CB,8.0,110.0,7.0,46.0,34.0,20.0,3.0,0.0,57.1,61.2,-,-,0 (0),1.0,1.0,2.0
Justice Hill,#43,HB,14.0,94.0,57.0,15.0,8.0,14.0,0.0,0.0,57.0,64.8,-,-,1 (0),0.0,0.0,0.0
Damarion Williams,#22,CB,1.0,19.0,4.0,3.0,1.0,8.0,3.0,0.0,56.8,-,60.1,-,0 (0),0.0,0.0,0.0
Charlie Kolar,#88,TE,16.0,291.0,57.0,40.0,54.0,58.0,0.0,82.0,56.5,-,-,-,0 (0),4.0,0.0,1.0
Ben Mason,#38,FB,1.0,19.0,4.0,3.0,3.0,8.0,1.0,0.0,56.5,-,-,-,0 (0),0.0,0.0,0.0
Tyler Ott,#69,LS,19.0,174.0,0.0,0.0,0.0,77.0,0.0,97.0,53.0,-,-,-,0 (0),3.0,1.0,0.0
Nnamdi Madubuike,#92,DI,17.0,62.0,0.0,0.0,23.0,0.0,39.0,0.0,52.7,-,-,-,1 (0),0.0,0.0,0.0
Kyle Hamilton,#14,S,14.0,68.0,5.0,2.0,1.0,22.0,38.0,0.0,50.4,-,-,-,1 (0),0.0,0.0,0.0
Isaiah Likely,#80,TE,16.0,124.0,49.0,11.0,8.0,56.0,0.0,0.0,47.2,61.2,-,-,2 (0),2.0,1.0,3.0
Geno Stone,#26,S,19.0,263.0,75.0,12.0,45.0,75.0,56.0,0.0,47.2,-,-,-,1 (0),1.0,0.0,1.0
Ar'Darius Washington,#29,CB,4.0,44.0,4.0,19.0,18.0,0.0,3.0,0.0,41.3,-,-,-,1 (0),0.0,0.0,0.0
Ben Cleveland,#66,G,18.0,94.0,0.0,0.0,0.0,0.0,0.0,94.0,36.6,-,-,-,0 (0),0.0,0.0,0.0
Morgan Moses,#78,T,6.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,29.9,-,-,-,0 (0),0.0,0.0,0.0
